custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,input_tokens,output_tokens,headline type num,date,permno,ret,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3
4259,AGILENT TECHNOLOGIES INC,Agilent Technologies Option Alert: Mar 15 $75 Calls at the Ask: 1000 @ $2.3 vs 33 OI; Earnings 2/20 After Close Ref=$73.74,8,neutral,0.62,0.0,"the piece only reports option activity and an earnings date with a current reference price, providing information rather than stating a positive or negative outlook on agilent.",167,2059,1.0,2019-01-29,87432.0,0.39579765871167,2.55574360489845,3.73844497244495,4.77161809764763,-0.51596043631434,1.51010853696054,2.26098407824653
4267,AGILENT TECHNOLOGIES INC,"Needham Initiates Coverage On Agilent Technologies with Buy Rating, Announces $77 Price Target",8,positive,0.8,0.8,"the news includes a new buy rating and a price target, signaling positive sentiment toward agilent technologies.",143,960,2.0,2019-01-03,87432.0,-3.6839731037616703,3.4613538533449097,10.4789014039671,11.93298417828634,-2.62377206236124,-0.40933389583762,-0.94264766640217
4275,ADVANCE AUTO PARTS INC,Bank of America Earlier Upgraded Advance Auto Parts to Buy,8,positive,0.78,0.75,"an upgrade to buy from bank of america signals a more favorable outlook for advance auto parts, implying positive market sentiment.",134,1086,2.0,2019-01-09,89217.0,2.75589823722839,0.38923230022192,-1.21023553800085,-4.93826883795827,-0.69504478015005,0.7619209874224699,-1.73779659177284
4283,ADVANCE AUTO PARTS INC,"Barclays Upgrades Advance Auto Parts to Overweight, Raises Price Target to $205",8,positive,0.82,0.78,"barclays upgrades advance auto parts to overweight and raises its price target to $205, signaling positive sentiment and upside potential for the stock.",141,969,2.0,2019-01-07,89217.0,1.46716320887208,-0.69504478015005,-1.50179842710763,1.85553280222496,-2.48081572353839,0.56357611096211,0.85735473452046
4291,ABBVIE INC,Abbvie shares are continuing lower following a large sell off Friday due to worse than expected Q4 EPS and revenue results.,8,negative,0.78,0.7,"the news notes abbvie shares continuing to fall after a large friday sell-off due to worse-than-expected q4 eps and revenue, indicating negative sentiment.",142,843,0.0,2019-01-28,13721.0,-4.22150678932666,0.42779599316418,1.80191779742646,3.4093819858510304,-6.21797442436218,-8.9429012528845,-9.15858591226986
4299,ABBVIE INC,AbbVie Announces FDA Approval of IMBRUVICA Plus Obinutuzumab for Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma in Previously Untreated Patien,8,positive,0.72,0.8,fda approval of imbruvica plus obinutuzumab for untreated cll/sll is a favorable regulatory milestone that could positively impact abbvie’s growth prospects.,157,1165,2.0,2019-01-28,13721.0,-4.22150678932666,0.42779599316418,1.80191779742646,3.4093819858510304,-6.21797442436218,-8.9429012528845,-9.15858591226986
4307,ABBVIE INC,From AbbVie Q4 Earnings Conference Call: CEO Richard Gonzalez Says Rumors Of His Retirement Are False,8,positive,0.72,0.45,"dismissing retirement rumors implies leadership stability, which is a positive signal for investors.",139,893,2.0,2019-01-25,13721.0,-6.21797442436218,-4.22150678932666,-0.04966597606999,-1.08021210327025,-2.9055960476398397,-3.1355811200046997,-4.0446957283493
4315,ABBVIE INC,"From AbbVie Q4 Earnings Conference Call: Sees Q1 EPS $2.05-$2.07 vs $2.03 Estimate, Sales $7.7B vs $8B Est.",8,neutral,0.62,0.0,"eps guidance beat estimates but sales fell short, giving a mixed result with no clear positive or negative takeaway.",159,1025,1.0,2019-01-25,13721.0,-6.21797442436218,-4.22150678932666,-0.04966597606999,-1.08021210327025,-2.9055960476398397,-3.1355811200046997,-4.0446957283493
4323,ABBVIE INC,AbbVie shares are trading lower after the company missed Q4 EPS and sales estimates.,8,negative,0.75,0.8,"missed q4 eps and sales estimates, leading to lower abbvie shares.",135,828,0.0,2019-01-25,13721.0,-6.21797442436218,-4.22150678932666,-0.04966597606999,-1.08021210327025,-2.9055960476398397,-3.1355811200046997,-4.0446957283493
4331,ABBVIE INC,"From AbbVie Conference Call; Co. Says Humira Will Continue To Generate 'Strong Revenue', Driving Roughly $1B Of Growth In 2019",8,positive,0.72,0.65,"the report indicates humira will continue to generate strong revenue and contribute about $1 billion of growth in 2019, signaling a positive near-term outlook for abbvie.",150,718,2.0,2019-01-25,13721.0,-6.21797442436218,-4.22150678932666,-0.04966597606999,-1.08021210327025,-2.9055960476398397,-3.1355811200046997,-4.0446957283493
4339,ABBVIE INC,AbbVie Inc. Sees FY19 Adj. EPS $8.65-$8.75 vs $8.71 Est.,8,neutral,0.62,0.0,"the fy19 adj. eps guidance of $8.65-$8.75 is in line with the $8.71 estimate, with a potential upside within the range, yielding a neutral assessment.",144,1234,1.0,2019-01-25,13721.0,-6.21797442436218,-4.22150678932666,-0.04966597606999,-1.08021210327025,-2.9055960476398397,-3.1355811200046997,-4.0446957283493
4347,ABBVIE INC,"UBS Assumes AbbVie at Neutral, Lowers Price Target To $91",8,neutral,0.65,0.0,"ubs maintains a neutral rating for abbvie and lowers its price target, resulting in no clear positive or negative stance.",135,1476,1.0,2019-01-23,13721.0,-0.2368674846366,-2.9055960476398397,-10.61616688643041,-10.59355047444511,-0.93854339793324,1.67431963173021,3.6353015760306
4355,ABBVIE INC,AbbVie Announces Phase 3 Study of Ibrutinib In Metastatic Pancreatic Cancer Did Not Meet Primary Endpoint Of Improving Progression-Free Survival,8,negative,0.78,0.7,"the phase 3 trial did not meet its primary endpoint (progression-free survival), indicating negative news for abbvie's program in metastatic pancreatic cancer.",150,1098,0.0,2019-01-18,13721.0,2.63761822134256,-0.93854339793324,-13.810056490148758,-12.25698455845291,1.92868951708078,1.9883005740562496,2.87871019261898
4363,ABBVIE INC,"AbbVie Exec Speaking At JP Morgan Healthcare Conference Says Sees Non-Humira Sales Growing To $35B+ In 2025, Sees Mavyret Remaining A Strong Source Of Cash Flow Over Long-Term",8,positive,0.78,0.72,forecasts of non-humira sales growing to $35b+ by 2025 and mavyret remaining a strong cash flow source suggest a positive outlook for abbvie.,162,1040,2.0,2019-01-09,13721.0,-3.2823033630847904,0.444140098989,-1.3438351417966798,-0.96328612622766,0.46475394628942,1.93106679120063,5.214972722641329
