date,permno,headline,company_name,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3,ret,exret,b_mkt,mkt-rf,smb,hml,rf,exret_hat,exret_1,exret_2,exret_3,exret_4,exret_5,exret_6,exret_7,exret_8,exret_9,exret_10
2019-10-23,84319.0,"Lithia Motors Q3 EPS $3.39 Beats $3.09 Estimate, Sales $3.332B Beat $3.26B Estimate",LITHIA MOTORS INC,0.9420916438102722,3.1076217801147443,2.9963927925546585,-3.9292197674512863,-0.05367878834475759,1.6616000522924557,17.2882,17.006,0.6625,0.25,-0.09,0.26,0.007,17.115575,1.4997,0.5842,0.196,1.1701,-0.5432,0.6797,-0.2995,-0.9901,-0.4316,-1.3843
2019-10-15,84319.0,"Morgan Stanley Maintains Overweight on Lithia Motors, Raises Price Target to $151",LITHIA MOTORS INC,-0.6403746083378792,1.7727485011380217,24.69347420273491,0.1900371047668159,0.8046543598685618,1.5489569077802523,1.2013,0.5486,0.6441,1.03,0.25,-0.25,0.007,0.5308770000000002,-0.8522,0.2291,1.6859,3.2677,-4.4062,17.006,1.4997,0.5842,0.196,1.1701
2019-10-23,83879.0,"Imperial Capital Downgrades Lamar Advertising to In-Line, Announces $86 Price Target",LAMAR ADVERTISING CO NEW,-0.8846288546919823,-1.9025686731530822,0.3150779082435884,0.4708431661128998,0.5558229646439816,0.8238433587498983,-0.8411,-1.0779,0.7824,0.25,-0.09,0.26,0.007,-1.0436999999999999,-0.8946,-0.4832,-1.4163,0.9552,-1.0588,-0.7444,-0.7977,-0.5692,2.6136,0.6459
2019-10-02,83879.0,'Fast Money Halftime Report' Picks For October 2,LAMAR ADVERTISING CO NEW,1.2140680104494095,0.24776628003169154,1.3255694373442095,-0.9764470160007477,-0.4662064175393277,-0.2581744078171466,-0.5054,0.7607,0.7886,-1.73,0.9,-0.36,0.007,0.8518779999999999,0.8069,0.5549,-0.8649,0.8125,-1.4368,-0.5315,0.2676,0.0653,-0.856,0.0603
2019-10-07,13756.0,"Aegis Initiates Coverage On Gladstone Land with Buy Rating, Announces $13.5 Price Target",GLADSTONE LAND CORP,1.355930883437395,0.33898268949710264,1.0559314884642124,-1.3947587460279465,-0.9762289530677815,-1.5611849213917783,1.1573,1.2063,0.3094,-0.41,0.16,-0.02,0.007,1.2771540000000001,1.9133,-0.1948,-0.4765,-0.7273,-0.0487,-0.4029,-0.9017,0.2064,0.7618,0.0021
2019-10-31,90701.0,"Lazard Q3 Adj. EPS $0.76 Beats $0.73 Estimate, Sales $588.262M Miss $617.37M Estimate",LAZARD LTD,0.13393848203122616,4.178934490096409,2.4435244200050388,-0.7744012400507927,-0.25947662075543887,2.397436641524564,-2.8876,-1.951,1.4216,-0.38,-0.26,-0.44,0.007,-2.354392,-2.2064,0.1709,1.5871,-0.9909,0.4078,-0.0884,0.6857,-0.3434,-1.1008,0.1823
2019-10-09,90701.0,"Buckingham Maintains Neutral on Lazard, Lowers Price Target to $40",LAZARD LTD,1.6243934631347656,6.6400625284464665,6.668566747691362,0.25832420215010643,1.012141305513703,1.8961538981629777,0.4581,-0.6562,1.4165,0.92,-0.55,-0.09,0.007,-0.8520800000000002,0.6762,0.5388,-0.1288,2.4157,-0.8347,-1.5298,0.0043,-0.9011,-0.9229,0.8033
2019-10-03,90701.0,Lazard Asset Management Laying Off As Much As 7% Of Global Workforce,LAZARD LTD,0.8751547895371914,4.025674143921787,8.051348245133894,-0.4690702073276043,-2.999997834527912,-2.0484682210099137,0.972,0.5541,1.4395,0.8,-0.22,-0.89,0.007,-0.1866,-0.9735,1.3176,2.6875,-0.6562,0.6762,0.5388,-0.1288,2.4157,-0.8347,-1.5298
2019-10-24,87614.0,Lakeland Bancorp Q3 EPS $0.37 Up From $0.35 YoY,LAKELAND BANCORP INC,0.4962773993611336,2.6674837101692717,6.187334933709643,0.4444424994289875,0.5082587248498971,1.8018000825140046,1.8963,2.9233,0.95,0.25,-0.26,-0.89,0.007,1.6518000000000002,-0.3113,0.0978,0.748,1.6998,0.8257,-0.8389,-0.8768,0.1649,-0.1742,-0.2372
2019-10-24,87614.0,Lakeland Bancorp Reports ~2.52M Share Common Stock Buyback,LAKELAND BANCORP INC,0.4962773993611336,2.6674837101692717,6.187334933709643,0.4444424994289875,0.5082587248498971,1.8018000825140046,1.8963,2.9233,0.95,0.25,-0.26,-0.89,0.007,1.6518000000000002,-0.3113,0.0978,0.748,1.6998,0.8257,-0.8389,-0.8768,0.1649,-0.1742,-0.2372
