headline type,magnitude,confidence,custom_id,company_name,headline,prompt_type,explanation,input_tokens,output_tokens,headline type num,date,permno,ret,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3
uncertain,0.3,0.42,26156,NOMURA HOLDINGS INC,"""Brexit"" And The US-China Trade War Drag On European Freight Markets",8,"the article signals macro headwinds that could dampen global trading activity and profitability for banks, but nomura’s asia-focused business and mixed risk sentiment create an unclear directional impact.",142,1809,1.0,2019-09-04,89256.0,1.21064679697156,0.47846846282482,6.93779836751893,3.11005064392186,1.72414220869541,4.55696367014339,4.82233642550444
increase,0.45,0.65,13911,CANADIAN NATIONAL RAILWAY CO,"""Every Option"" On Table To End CN Strike, Canadian Minister Says",8,"news that all options are on the table to end the cn strike signals a potential near-term resolution, reducing disruption risk and typically supporting cn's stock.",147,1546,2.0,2019-11-25,84181.0,0.54192161187529,1.5839783474802902,-2.95897302363726,-1.0260752411344398,0.09963061893358,-0.08839981180025,-2.19578026778957
uncertain,0.15,0.52,20300,HUNT J B TRANSPORT SERVICES INC,"""FreightWaves Is Doing Some Pretty Cool Stuff""",8,"the article concerns freightwaves rather than hunt j.b. hunt transport services inc., so it provides no direct signal for jbht and any impact on the stock would be uncertain and likely small.",144,1044,1.0,2019-09-20,42877.0,0.92838471755385,-0.61323218978941,-2.7244857209331097,-4.87954411929361,-1.34333642199635,-1.5837101252327,-1.65217519888541
uncertain,0.15,0.55,11660,CALAMOS GLOBAL DYNAMIC INCOME FD,"""Nuclear Verdict"" Kills 540 Truck Carrier",8,"there is no known direct exposure of calamos global dynamic income fd to trucking or insurance sectors; with the fund being diversified, the immediate price impact is uncertain and likely modest unless broader market risk aversion moves assets.",143,2266,1.0,2019-10-14,92110.0,0.38167599122971,-0.3802247578278099,0.7604555605203299,2.28136670467478,0.25284811854362,0.37974730762979,1.79717809338064
uncertain,0.0,0.58,12189,ISHARES INC,"""Really tariffs, laws, have to originate with Congress, and I think you just can't declare emergencies on spending, on tariffs, also on arms sales,"" - Sen. Rand Paul on CNN",8,"rand paul's statement suggests potential regulatory/policy uncertainty around tariffs and emergency powers, which could impact markets broadly but does not give a direct, immediate signal for ishares/blackrock stock moves.",163,2067,1.0,2019-06-04,83223.0,1.8514201045036296,0.64427657052874,3.7735835528885,2.5077447330715303,-0.5824790336191601,-4.19847925269117,-2.82396183203412
uncertain,0.15,0.56,28485,X P O INC,"""Shipper Of Choice"" – It Can Be A Sweet Deal To Partner With Nestle",8,"the article's framing suggests a potential positive nestlé partnership for xpo, but without a confirmed deal or terms the stock's reaction remains uncertain and not reliably quantifiable from this piece alone.",143,2387,1.0,2019-06-13,90175.0,2.60575208812952,-1.3045746833086,0.2957003230493,-4.2268225451035795,0.95495274290442,0.86408558309953,4.1837113188820805
uncertain,0.4,0.6,13108,P G & E CORP,$0 Or $40? PG&E Price Targets Reflect Uncertain Outlook On Wall Street,8,"the article suggests wall street price targets are uncertain, implying a mixed or uncertain near-term reaction for pg&e stock rather than a clear increase or decrease.",146,843,1.0,2019-10-10,13688.0,-29.052820801734917,2.95250955969095,0.5134784597915001,-7.573814472553781,0.73394426144659,-4.52174311213484,1.01195647796594
decrease,0.3,0.65,34727,P G & E CORP,"' PG&E Knew for Years Its Lines Could Spark Wildfires, And Didn't Fix Them' -Dow Jones",8,"the report indicates pg&e knew lines could cause wildfires and did not fix them, implying higher potential liabilities and regulatory scrutiny that could pressure the stock in the near term, though the actual move depends on settlements and investors' expectations.",151,1622,0.0,2019-07-10,13688.0,-2.23846398293972,-4.43924702703952,-13.7850417007584,-11.72897348352941,0.73630856350064,0.45891909280191,-2.1457372841654
uncertain,0.0,0.42,19524,ISHARES TRUST,"'#BREAKING UK PM to suspend parliament from Oct 8-14, according to Downing St' -AFP news agency Tweets",8,"parliamentary suspension introduces political uncertainty that can affect markets, so the directional impact on ishares trust is uncertain.",151,1989,1.0,2019-10-02,14907.0,-2.86357589066028,0.56310058571398,0.33123672876986,5.29976924000969,-1.11358696594834,-0.98757399121525,-1.01910733184336
decrease,0.4,0.6,33651,P G & E CORP,'#BREAKING: CAL FIRE formally blames PG&E equipment for cause of deadly #CampFire in Paradise last year.' -Tweet From Editor For Comstock Mag,8,"liability-affirming regulatory findings increase expected costs and penalties for pg&e, which tends to push its stock lower in the near term, though the move depends on how investors assess overall risk and existing liabilities.",161,1495,0.0,2019-05-15,13688.0,-1.63399316370487,0.6090842187404599,5.20487567184684,-1.55038101815943,0.71311611682176,-1.29032130572283,-5.1162778300079
