custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,headline type num,date,ticker,datetime_utc,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,ret_f11,ret_f12,ret_f13,ret_f14,ret_f15,ret_f16,ret_f17,ret_f18,ret_f19,ret_f20,ret_f21,ret_f22,ret_f23,ret_f24,ret_f25,ret_f26,ret_f27,ret_f28,ret_f29,ret_f30,ret_f31,ret_f32,ret_f33,ret_f34,ret_f35,ret_f36,ret_f37,ret_f38,ret_f39,ret_f40,ret_f41,ret_f42,ret_f43,ret_f44,ret_f45,ret_f46,ret_f47,ret_f48,ret_f49,ret_f50,ret_f51,ret_f52,ret_f53,ret_f54,ret_f55,ret_f56,ret_f57,ret_f58,ret_f59,ret_f60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
10001,TESLA INC,'Funding Secured': Tesla's Stock Hits Musk's Infamous $420 Level,2,increase,0.8,0.6,,2,2019-12-23,TSLA,2019-12-23 16:06:00+00:00,93436.0,88160R10,0.0336053781211376,0.014383852481842,0.0279566838543763,0.0266208755648968,-0.0021230270628022,0.1739421113293526,0.7865560202193318,0.0198225011867161,0.003836223622784,0.0316418732351615,0.070186566879391,0.1317000505605623,0.2075083504302899,0.2087679166929383,0.6721223576005724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.19,-0.35,0.007,93436,252,3.3605%,-0.0,1.3245,0.8246,-0.2588,2.9300%,3.2250%,17.4599%,3.0042%,9
10009,TESLA INC,Tesla Shares Pullback From Session High At $420.42; Shares Up 3.3% For Session,2,uncertain,0.6,0.2,,1,2019-12-23,TSLA,2019-12-23 16:05:00+00:00,93436.0,88160R10,0.0336053781211376,0.014383852481842,0.0279566838543763,0.0266208755648968,-0.0021230270628022,0.1739421113293526,0.7865560202193318,0.0198225011867161,0.003836223622784,0.0316418732351615,0.070186566879391,0.1317000505605623,0.2075083504302899,0.2087679166929383,0.6721223576005724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.19,-0.35,0.007,93436,252,3.3605%,-0.0,1.3245,0.8246,-0.2588,2.9300%,3.2250%,17.4599%,3.0042%,13
10017,TESLA INC,'Tesla scores large order from taxi company in Germany' -Electrek,2,increase,0.8,0.6,,2,2019-12-23,TSLA,2019-12-23 15:13:00+00:00,93436.0,88160R10,0.0336053781211376,0.014383852481842,0.0279566838543763,0.0266208755648968,-0.0021230270628022,0.1739421113293526,0.7865560202193318,0.0198225011867161,0.003836223622784,0.0316418732351615,0.070186566879391,0.1317000505605623,0.2075083504302899,0.2087679166929383,0.6721223576005724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.19,-0.35,0.007,93436,252,3.3605%,-0.0,1.3245,0.8246,-0.2588,2.9300%,3.2250%,17.4599%,3.0042%,10
10025,TESLA INC,Tesla shares are trading higher following reports the company is borrowing $1.4 billion from Chinese banks for its Shanghai factory.,2,increase,0.8,0.6,,2,2019-12-23,TSLA,2019-12-23 12:56:00+00:00,93436.0,88160R10,0.0336053781211376,0.014383852481842,0.0279566838543763,0.0266208755648968,-0.0021230270628022,0.1739421113293526,0.7865560202193318,0.0198225011867161,0.003836223622784,0.0316418732351615,0.070186566879391,0.1317000505605623,0.2075083504302899,0.2087679166929383,0.6721223576005724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.19,-0.35,0.007,93436,252,3.3605%,-0.0,1.3245,0.8246,-0.2588,2.9300%,3.2250%,17.4599%,3.0042%,20
10033,TESLA INC,Tesla Reportedly Borrowing $1.4B From Chinese Banks For Shanghai Factory,2,uncertain,0.6,0.3,,1,2019-12-23,TSLA,2019-12-23 12:51:00+00:00,93436.0,88160R10,0.0336053781211376,0.014383852481842,0.0279566838543763,0.0266208755648968,-0.0021230270628022,0.1739421113293526,0.7865560202193318,0.0198225011867161,0.003836223622784,0.0316418732351615,0.070186566879391,0.1317000505605623,0.2075083504302899,0.2087679166929383,0.6721223576005724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.19,-0.35,0.007,93436,252,3.3605%,-0.0,1.3245,0.8246,-0.2588,2.9300%,3.2250%,17.4599%,3.0042%,10
10041,TESLA INC,"Tesla Publishes a Software Update, According to Electrek",2,uncertain,0.5,0.2,,1,2019-12-23,TSLA,2019-12-23 12:20:00+00:00,93436.0,88160R10,0.0336053781211376,0.014383852481842,0.0279566838543763,0.0266208755648968,-0.0021230270628022,0.1739421113293526,0.7865560202193318,0.0198225011867161,0.003836223622784,0.0316418732351615,0.070186566879391,0.1317000505605623,0.2075083504302899,0.2087679166929383,0.6721223576005724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.19,-0.35,0.007,93436,252,3.3605%,-0.0,1.3245,0.8246,-0.2588,2.9300%,3.2250%,17.4599%,3.0042%,8
10049,TESLA INC,Tesla to Take New $1.4B Loan from Chinese Banks for Shanghai Factory,2,uncertain,0.6,0.3,,1,2019-12-23,TSLA,2019-12-23 09:54:00+00:00,93436.0,88160R10,0.0336053781211376,0.014383852481842,0.0279566838543763,0.0266208755648968,-0.0021230270628022,0.1739421113293526,0.7865560202193318,0.0198225011867161,0.003836223622784,0.0316418732351615,0.070186566879391,0.1317000505605623,0.2075083504302899,0.2087679166929383,0.6721223576005724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.19,-0.35,0.007,93436,252,3.3605%,-0.0,1.3245,0.8246,-0.2588,2.9300%,3.2250%,17.4599%,3.0042%,12
10057,THERAPEUTICSMD INC,TherapeuticsMD shares are trading higher. Not currently seeing any company-specific news.,2,uncertain,0.5,0.1,,1,2019-12-23,TXMD,2019-12-23 16:50:00+00:00,13863.0,88338N20,0.0438597127795219,-0.0048856824912785,0.0173929739610487,-0.0048856828052852,-0.0123119022363464,-0.138557804711045,-0.0123119058123972,0.1956224047575669,0.0107853942362938,-0.0125404004533676,-0.0125404004533676,0.0436564330984801,-0.1554622087530141,-0.2266882835224873,-0.1384581161932144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.19,-0.35,0.007,13863,252,4.3860%,-0.0021,1.2923,1.5842,-0.0861,4.4171%,4.6689%,10.4969%,3.9632%,11
10065,TEXAS ROADHOUSE INC,Texas Roadhouse Option Alert: Mar 20 $60 Calls Sweep (2) near the Ask: 1500 @ $1.7 vs 625 OI; Earnings 2/18 After Close [est] Ref=$56.03,2,increase,0.7,0.5,,2,2019-12-23,TXRH,2019-12-23 16:55:00+00:00,90427.0,88268110,0.0076703582890331,-0.0106213893741369,-0.0127456401259127,-0.025668272412706,-0.0030094174055405,-0.0122145943371394,0.1279872425394739,-0.3607673739009768,0.0120960818603634,0.0016080068344441,-0.0021359724701535,-0.0112874671250715,-0.0138779451745617,-0.0315023482944517,0.0944145644782381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.19,-0.35,0.007,90427,252,0.7670%,-0.0002,0.552,0.6297,0.5726,2.0650%,2.1812%,10.3731%,0.7755%,25
10073,U B S GROUP A G,Credit Suisse Accuses Former COO Of Another Employee Spying Case,2,uncertain,0.5,0.2,,1,2019-12-23,UBS,2019-12-23 11:36:00+00:00,15054.0,H4209710,0.0032284068875014,-0.0008045236463658,0.0040224647688096,0.0056315119683285,0.0120675473946501,0.0547063001936891,0.0353981941493382,-0.3435237531600743,-0.00481923436746,-0.0040192314796762,-0.0135350373062345,0.0097799408319727,0.0299252380866779,-0.0103833966620243,0.105263187335221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.19,-0.35,0.007,15054,252,0.3228%,-0.0004,0.9543,-0.1508,0.7971,0.9560%,1.3213%,47.6474%,0.5280%,10
