"return_type","question","mag_v_conf","V","W","Mean","Median","SD","CI05","CI95","Sample Average"
"Realized Returns","q1","confidence","Positive","1 day",-2.18404087959968,-2.3022331388716,1.65810965289586,-5.16085648364118,0.464979382420407,0.0508469629610665
"Realized Returns","q1","confidence","Positive","5 days",-1.24237599158608,-1.12907610549359,0.940071522032315,-2.86778405470679,-0.025024789037454,0.313137252866607
"Realized Returns","q1","confidence","Positive","10 days",-0.0520759681661006,0.026839761223205,1.39881264826403,-2.29761422654603,2.3120782826,0.584484578064181
"Realized Returns","q1","confidence","Negative","1 day",2.56614432086928,2.78329771647859,2.14817100030894,-1.31760760844459,5.55200170221456,0.0508469629610665
"Realized Returns","q1","confidence","Negative","5 days",0.848098673843586,1.99864676947568,3.98821808604805,-6.73514068722066,4.52890471000318,0.313137252866607
"Realized Returns","q1","confidence","Negative","10 days",0.409948987820719,2.3842112383495,5.30147106501463,-9.3950027221498,5.85402528794363,0.584484578064181
"Realized Returns","q1","magnitude","Positive","1 day",-0.983555966353541,-1.04164344759056,1.00853191100333,-2.89153416135293,0.107594136878497,0.0508469629610665
"Realized Returns","q1","magnitude","Positive","5 days",-0.32094985896803,-0.129684715583133,0.870582735301227,-1.96158336226858,0.762463063572794,0.313137252866607
"Realized Returns","q1","magnitude","Positive","10 days",0.400570732461525,0.536014351429836,1.10448747214493,-1.38716295162184,1.78012401673343,0.584484578064181
"Realized Returns","q1","magnitude","Negative","1 day",1.61967689198534,1.30398452690881,1.05217296497178,0.236118028202218,3.46775378102093,0.0508469629610665
"Realized Returns","q1","magnitude","Negative","5 days",1.32422661264045,1.32886463252593,0.888919500577783,-0.180059971825196,2.75850077818847,0.313137252866607
"Realized Returns","q1","magnitude","Negative","10 days",1.47125965026664,1.48927978139323,1.07356877805086,-0.161543600061843,3.11908316154118,0.584484578064181
"Realized Returns","q1","no_interaction","Positive","1 day",0.4445023898319,0.441181922027865,0.0162134644254113,0.424671886953616,0.46185244706174,0.0508469629610665
"Realized Returns","q1","no_interaction","Positive","5 days",0.664298622366665,0.662352219778457,0.0195972715838261,0.643968214176375,0.692172169132174,0.313137252866607
