headline type,magnitude,confidence,custom_id,company_name,headline,prompt_type,explanation,input_tokens,output_tokens,headline type num,date,permno,ret,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3
uncertain,0.5,0.7,17020,NOMURA HOLDINGS INC,"""Brexit"" And The US-China Trade War Drag On European Freight Markets",3,,138,29,1.0,2019-09-04,89256.0,1.21064679697156,0.4784684628248214,6.9377983675189325,3.110050643921869,1.7241422086954117,4.556963670143399,4.822336425504448
increase,0.7,0.8,30256,INTERNATIONAL BUSINESS MACHS COR,"""Deep Data"" To Become The Greatest Natural Resource, Tech Execs Say",3,,140,28,2.0,2019-01-08,12490.0,1.421921513974667,0.717683881521225,1.585580869499359,10.898770963516991,0.7074682973325253,4.6408623121305,2.5518639606785465
uncertain,0.3,0.7,13906,CANADIAN NATIONAL RAILWAY CO,"""Every Option"" On Table To End CN Strike, Canadian Minister Says",3,,143,29,1.0,2019-11-25,84181.0,0.5419216118752956,1.583978347480297,-2.958973023637268,-1.0260752411344498,0.0996306189335882,-0.0883998118002549,-2.195780267789571
uncertain,0.3,0.6,33156,HUNT J B TRANSPORT SERVICES INC,"""FreightWaves Is Doing Some Pretty Cool Stuff""",3,,140,29,1.0,2019-09-20,42877.0,0.928384717553854,-0.6132321897894144,-2.724485720933112,-4.879544119293611,-1.343336421996355,-1.5837101252327068,-1.6521751988854194
uncertain,0.3,0.6,31460,TEXTRON INC,"""Liquid nitrogen explosion at @TextronAviation @Beechcraft Plant III this morning sends 11 workers to the hospital. Authorities say no fatalities""",3,,152,29,1.0,2019-12-27,23579.0,-1.531628519296646,0.2930592047050595,0.9467947044409007,1.5329130927429937,0.0221987589611671,-1.1411025970825106,-0.331861761164709
uncertain,0.3,0.6,21161,CALAMOS GLOBAL DYNAMIC INCOME FD,"""Nuclear Verdict"" Kills 540 Truck Carrier",3,,141,29,1.0,2019-10-14,92110.0,0.381675991229713,-0.3802247578278184,0.7604555605203345,2.281366704674781,0.2528481185436249,0.3797473076297963,1.797178093380647
uncertain,0.3,0.7,14384,ISHARES INC,"""Really tariffs, laws, have to originate with Congress, and I think you just can't declare emergencies on spending, on tariffs, also on arms sales,"" - Sen. Rand Paul on CNN",3,,162,29,1.0,2019-06-04,83223.0,1.851420104503632,0.6442765705287457,3.773583552888504,2.5077447330715374,-0.5824790336191654,-4.198479252691179,-2.8239618320341275
increase,0.7,0.8,11168,TREEHOUSE FOODS INC,"""Shipper Of Choice"" TreeHouse Foods Bakes-In Driver Satisfaction",3,,137,28,2.0,2019-06-25,90775.0,-1.907558552920818,-1.4584869146347046,2.5617032884931445,5.179507084269508,-0.9087604470551014,-1.2676580143790694,-2.8683423784521156
increase,0.7,0.8,23256,X P O INC,"""Shipper Of Choice"" – It Can Be A Sweet Deal To Partner With Nestle",3,,139,28,2.0,2019-06-13,90175.0,2.60575208812952,-1.3045746833086014,0.2957003230493082,-4.226822545103581,0.9549527429044248,0.8640855830995386,4.1837113188820885
decrease,0.7,0.8,26624,MCDONALDS CORP,"""These are extraordinary times for @McDonalds, and it appears the current CEO is in denial of the realities of the business.  Until changes are made at the top, $MCD 's operating performance will continue to disappoint..."" -Hedgeye Tweets",3,,178,29,0.0,2019-02-06,43449.0,-0.7827981375157833,-0.5108377430588007,-1.152230025110268,3.763199714402332,0.011266838555457,0.4809903400072812,-0.6768046629602509
uncertain,0.6,0.8,27225,P G & E CORP,$0 Or $40? PG&E Price Targets Reflect Uncertain Outlook On Wall Street,3,,142,29,1.0,2019-10-10,13688.0,-29.052820801734917,2.9525095596909523,0.5134784597915054,-7.573814472553786,0.7339442614465952,-4.521743112134846,1.0119564779659471
increase,0.7,0.8,12388,ELECTRONIC ARTS INC,"$3M 'Apex Legends Global Series' To Start Next Month, Feature 12 Live Events",3,,145,28,2.0,2019-12-17,75828.0,0.0283756904536858,1.2576849199831486,2.6477570230618364,1.5035426715907407,1.1190799996256828,0.5994908479608929,2.441864698720164
decrease,0.7,0.8,20624,P G & E CORP,' Does nothing about existing liabilities.' -Jim Chanos (2/2),3,,140,29,0.0,2019-06-20,13688.0,14.807593822479252,-2.588038332760334,1.6122231526296993,-7.551967768729773,7.262285053730011,8.739415393037442,11.093080263993803
decrease,0.9,0.8,35898,P G & E CORP,"' PG&E Knew for Years Its Lines Could Spark Wildfires, And Didn't Fix Them' -Dow Jones",3,,149,29,0.0,2019-07-10,13688.0,-2.23846398293972,-4.439247027039528,-13.785041700758406,-11.728973483529415,0.7363085635006428,0.4589190928019127,-2.1457372841654054
uncertain,0.5,0.7,37860,WYNN RESORTS LTD,"' Wynn Resorts terminates ""all discussions with Crown Resorts concerning any transaction""' -CNBC",3,,145,29,1.0,2019-04-09,89533.0,-3.8591723889112473,1.2494654394686222,3.920728743260859,3.690937507683212,2.774232812225818,3.708747865026174,5.245950092799512
uncertain,0.5,0.7,15620,SPDR DOW JONES IND AVG ETF TRUST,' believe the biggest banks are still too big to fail. See @MinneapolisFed plan to End TBTF. Fed liquidity rules forcing banks to have ample short-term liquidity makes banks safer- but not safe enough. They need a lot more capital. ' -Fed's Kashkari Tweet,3,,193,29,1.0,2019-04-11,85765.0,-0.076457264367491,1.0214283131062984,1.6517114949880174,1.5674988850006066,0.0344141095411032,-0.6154529160330213,-0.9691087051106662
increase,0.7,0.8,30100,QUALCOMM INC,"'""We expect Apple will likely adopt 5G baseband chips made by Qualcomm (focus on mmWave markets) and Samsung (focus on Sub-6GHz markets) for lowering supply risk, reducing costs and having better bargaining power.""' -Tweet From CNBC Technology Reporter",3,,172,28,2.0,2019-04-22,77178.0,2.603582292795181,5.79480305314064,6.441379480808673,7.661337988877914,1.0242761112749577,13.39957856255818,39.716683334839395
increase,0.7,0.8,15393,ALIBABA GROUP HOLDING LTD,'#Alibaba on Wednesday launched online market place #Taobao Taiwan by licensing the Taobao brand to a UK company's #Taiwan subsidiary' -Tweet From National Business Daily,3,,162,28,2.0,2019-10-24,14888.0,1.5477900393307211,1.0199910029768944,2.387710894998918,8.177340272663391,0.0176577668753452,-2.074692355731056,0.4670922436253555
uncertain,0.5,0.7,24657,ISHARES TRUST,"'#BREAKING UK PM to suspend parliament from Oct 8-14, according to Downing St' -AFP news agency Tweets",3,,150,29,1.0,2019-10-02,14907.0,-2.863575890660286,0.5631005857139826,0.3312367287698681,5.2997692400097,-1.1135869659483433,-0.9875739912152516,-1.0191073318433608
decrease,0.9,0.8,6476,P G & E CORP,'#BREAKING: CAL FIRE formally blames PG&E equipment for cause of deadly #CampFire in Paradise last year.' -Tweet From Editor For Comstock Mag,3,,156,29,0.0,2019-05-15,13688.0,-1.633993163704872,0.6090842187404633,5.2048756718468425,-1.5503810181594302,0.7131161168217659,-1.2903213057228302,-5.11627783000791
uncertain,0.5,0.7,32268,LIBERTY ALL STAR EQUITY FD,"'#BREAKING: US Navy warship has seized a ""significant cache"" of suspected Iranian guided missile parts headed to rebels in Yemen' -Kann's Amichai Stein",3,,166,29,1.0,2019-12-04,70797.0,0.7692337036132814,0.3053432097658515,0.3053431902011017,1.832059211119508,-0.6116202101111412,-1.2158043416240605,-1.365707912487768
uncertain,0.5,0.7,44852,ISHARES INC,"'#China is not the only victim of the #US' repeated trade bullying policies, China's Foreign Ministry spokesperson said, after the US announced plans to impose more tariffs on all goods coming from #Mexico.' -Tweet From China Global Times",3,,170,29,1.0,2019-05-31,83223.0,-3.6371860653162,-0.5824790336191654,1.5144491295674856,3.308485647673809,1.4347553253173828,2.8637452198342572,1.689501529756865
increase,0.7,0.8,30962,N I O INC,"'#NIO indeed faced pressure in Jul. and Aug. as the government cut subsidies for #NEV, but sales figures in the last two months (2019 and 2526, respectively) give him confidence, said Li Bin, Chairman and founder of #ElectricVehicle maker $NIO.' -NBD",3,,184,28,2.0,2019-11-20,18087.0,0.5464475601911545,7.6086945831775665,33.69565104839225,23.3695616979928,1.66667178273201,1.66667178273201,4.571431009364835
uncertain,0.3,0.6,43274,ISHARES INC,"'#Turkey President @RTErdogan has spoken by phone with @POTUS and reconfirmed he'll visit the @WhiteHouse on Nov. 13, according to Turkish officials.' - Tweet From Steve Herman",3,,166,29,1.0,2019-11-06,92600.0,1.036270335316658,2.1301735192537308,3.274161354553917,6.232741134033426,-0.1591683598235249,0.8440554836932623,1.414714573511433
uncertain,0.5,0.7,43266,ISHARES INC,"'#Turkish Defence Minister Hulusi Akar: ""Despite the agreements with the #US and #Russia, the PKK/YPG has not withdrawn from the area and violated the agreements.""' -Tweet",3,,164,29,1.0,2019-11-07,92600.0,2.130173519253731,-0.4248694516718387,0.1545033702379017,4.364623730350314,1.036270335316658,0.8754525609970809,1.8890725156010648
increase,0.7,0.8,23080,AETERNA ZENTARIS INC,'$AEZS Aeterna Zentaris receives European Commission Approval for Macimorelin for diagnosis of adult growth hormone deficiency.' -Tweet From TradeHawk,3,,161,28,2.0,2019-01-11,88240.0,6.340058147907257,5.691057816147804,-4.065043208107566,4.336038929518415,2.3598797619342804,3.5820933922793285,-0.5730655036903953
decrease,0.7,0.8,8504,ATHERSYS INC,"'$ATHX is using the story of a stroke survivor to promote the development of an experimental stem cell therapy. But by doing so, the company has obscured the treatment's clinical trial failure' -STAT's Adam Feuerstein",3,,166,29,0.0,2019-06-26,92456.0,-4.624279960989952,-4.848480224609375,-0.6060597138278001,-3.0302998859147112,-1.1428560130298138,-1.7045437954698706,-3.888885305589085
increase,0.7,0.8,31900,BIOGEN INC,"'$BIIB *ALEX DENNER TALKS BIOGEN AT 13D CONFERENCE *DENNER: BIOGEN CASH FLOWS ARE THERE, 'LOTS AND LOTS OF CASH''-Tweets Christian Fromhertz",3,,168,28,2.0,2019-04-16,76841.0,-1.5707680955529209,-0.6733160931617022,-1.8887754483356225,0.3410279180796172,-0.9083176031708716,-0.6243880551717429,-3.2919940782559443
decrease,0.7,0.8,11437,BIOGEN INC,"'$BIIB Scorecard for its ""high RISK high reward"" R&D strategy. Pretty much everything except Spinraza on this pipeline chart from 2015 failed' -Tweet From Notable Biotech Source",3,,161,29,0.0,2019-03-21,76841.0,-29.230478405952447,-4.482544958591461,2.6181250601672756,3.5966096139046,-0.9791244752705096,-1.5523017366774527,-2.8132291822270616
uncertain,0.3,0.6,17482,DILLARDS INC,"'$BYND is def not ""worth"" $200+ but it got here due to low float and expensive borrow.  (Long $DDS)' -Tweet From Mox Reports",3,,157,29,1.0,2019-07-25,49429.0,-1.6850396990776058,-0.2963862614706158,-11.89432448415263,-12.860819436664404,3.0417779460549355,1.283202855884058,-0.5292983617336544
