custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,input_tokens,output_tokens,headline type num,date,permno,ret,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3
5067,AGILENT TECHNOLOGIES INC,"Bank of America Maintains Buy on Agilent Technologies, Inc. Common Stock, Lowers Price Target to $82",8,uncertain,0.64,0.45,"although the rating remains buy, the lower price target implies tempered upside, yielding mixed signals and uncertain overall investor sentiment.",154,1028,1.0,2019-05-15,87432.0,-11.01171225309372,2.45417449623346,0.48787960834542,-1.10881145523327,2.93879453092813,-1.41374374504594,-1.28571159950979
5075,AGILENT TECHNOLOGIES INC,Agilent Technologies shares are trading lower after the company reported worse-than-expected Q2 EPS and sales results; the company also announced weak Q3 sales guidance.,8,decrease,0.75,0.65,"worse-than-expected q2 eps and sales along with weak q3 guidance suggest near-term performance disappointment, likely reducing investor sentiment.",162,969,0.0,2019-05-15,87432.0,-11.01171225309372,2.45417449623346,0.48787960834542,-1.10881145523327,2.93879453092813,-1.41374374504594,-1.28571159950979
5083,AGILENT TECHNOLOGIES INC,"Deutsche Bank Maintains Buy on Agilent Technologies, Inc. Common Stock, Lowers Price Target to $85",8,uncertain,0.62,0.35,"a buy rating is positive while the lower price target signals tempered upside, creating mixed sentiment about agilent's near-term prospects.",154,1223,1.0,2019-05-15,87432.0,-11.01171225309372,2.45417449623346,0.48787960834542,-1.10881145523327,2.93879453092813,-1.41374374504594,-1.28571159950979
5091,AGILENT TECHNOLOGIES INC,"Barclays Maintains Overweight on Agilent Technologies, Inc. Common Stock, Lowers Price Target to $86",8,uncertain,0.65,0.4,"overweight is a positive signal, but the lowered price target introduces caution, leading to mixed/uncertain investor sentiment about agilent technologies.",155,1289,1.0,2019-05-15,87432.0,-11.01171225309372,2.45417449623346,0.48787960834542,-1.10881145523327,2.93879453092813,-1.41374374504594,-1.28571159950979
5099,AGILENT TECHNOLOGIES INC,Agilent Technologies shares are trading lower after the company reported worse-than-expected Q2 EPS and sales results; the company also issued Q3 sales guidance below analyst estimates.,8,decrease,0.66,0.6,worse-than-expected q2 results and below-estimate q3 guidance typically dampen investor sentiment and push shares lower.,164,641,0.0,2019-05-14,87432.0,2.93879453092813,-11.01171225309372,-10.11709284431566,-11.45901705557486,-4.22827787697315,-4.1039009147991,-3.61572157177059
5107,AGILENT TECHNOLOGIES INC,"Agilent Technologies Sees Q3 Adj. EPS $0.71-$0.73 vs $0.73 Est., Sales $1.225B-$1.245B vs $1.27B Est. Sees FY19 Adj. EPS $3.03-$3.07 vs $3.07 Est., Sales $5.085B-$5.125B vs $5.19B Est.",8,decrease,0.65,0.55,"revenue guidance and full-year outlook are below consensus despite inline to slightly better q3 eps, signaling negative investor sentiment.",215,1668,0.0,2019-05-14,87432.0,2.93879453092813,-11.01171225309372,-10.11709284431566,-11.45901705557486,-4.22827787697315,-4.1039009147991,-3.61572157177059
5115,AGILENT TECHNOLOGIES INC,"Agilent Technologies Q2 Adj. EPS $0.71 Misses $0.72 Estimate, Sales $1.24B Miss $1.27B Estimate",8,decrease,0.72,0.65,"both q2 adjusted eps and revenue missed analysts' estimates, signaling near-term investor disappointment.",164,1088,0.0,2019-05-14,87432.0,2.93879453092813,-11.01171225309372,-10.11709284431566,-11.45901705557486,-4.22827787697315,-4.1039009147991,-3.61572157177059
5123,ALTISOURCE ASSET MANAGEMENT CORP,Altisource Asset Management Q1 EPS $(0.56) Up From $(2.75) YoY,8,increase,0.63,0.75,"eps narrowed to a smaller loss year-over-year, signaling a more favorable profitability trajectory that could lift investor sentiment despite still posting a loss.",155,1218,2.0,2019-05-08,14127.0,-6.5000019967556,-1.7276844009757,-9.62566939755803,-15.67256098028511,-1.88494231551885,-1.92380325876716,-4.2709862433842405
5131,ATLANTIC AMERICAN CORP,"Atlantic American Q1 EPS $0.19 Up From $(0.25) YoY, Sales $55.018M Up From $40.54M YoY",8,increase,0.78,0.66,"q1 eps improved from a loss to a profit and revenue rose year over year, signaling positive momentum that could lift investor sentiment.",165,1537,2.0,2019-05-13,15580.0,-1.6546912491321502,0.0530933379195599,-4.03071219505601,-0.54314269806204,2.46503241360187,5.95320056566084,5.95320056566084
5139,APPLIED OPTOELECTRONICS INC,Applied Optoelectronics Posts Q1 Earnings Miss: What Analysts Have To Say,8,decrease,0.65,0.65,a q1 earnings miss generally dampens investor sentiment unless offset by positive forward guidance or favorable commentary from analysts.,151,1086,0.0,2019-05-09,14145.0,-9.36981812119484,-2.01281122863292,-11.16194173138447,-18.938705928957532,-0.16555880429223,-4.96453256695802,-4.28571385863024
5147,APPLIED OPTOELECTRONICS INC,Applied Optoelectronics shares are trading lower after the company reported worse-than-expected Q1 EPS and sales results; the company also issued Q2 EPS and sales guidance below analyst estimates.,8,decrease,0.72,0.65,worse-than-expected q1 results and weaker q2 guidance below estimates imply near-term weakness and negative sentiment for applied optoelectronics inc.,172,1033,0.0,2019-05-08,14145.0,-0.16555880429223,-9.36981812119484,-16.99834255626434,-24.70978738101129,-4.80693206191062,-4.12698764573757,-0.08271487798687
5155,APPLIED OPTOELECTRONICS INC,"Applied Optoelectronics, Inc. - Common Stock Sees Q2 EPS $(0.43)-(0.35) vs $(0.23) Est; Sees Sales $40M-45M vs $52.42M Est",8,decrease,0.8,0.8,"guidance for q2 shows a larger loss than expected and revenue below consensus, indicating negative investor sentiment.",184,1598,0.0,2019-05-08,14145.0,-0.16555880429223,-9.36981812119484,-16.99834255626434,-24.70978738101129,-4.80693206191062,-4.12698764573757,-0.08271487798687
5163,APPLIED OPTOELECTRONICS INC,"Applied Optoelectronics Q1 EPS $(0.27) Misses $(0.22) Estimate, Sales $52.7M Miss $52.86M Estimate",8,decrease,0.65,0.6,"both eps and revenue missed estimates, signaling weaker-than-expected quarterly performance and likely reducing investor sentiment.",170,956,0.0,2019-05-08,14145.0,-0.16555880429223,-9.36981812119484,-16.99834255626434,-24.70978738101129,-4.80693206191062,-4.12698764573757,-0.08271487798687
5171,APPLIED OPTOELECTRONICS INC,A Preview Of Applied Optoelectronics Q1 Earnings,8,uncertain,0.6,0.3,"because the headline only previews earnings and contains no results or guidance, it yields no clear positive or negative signal, making sentiment uncertain.",146,1735,1.0,2019-05-08,14145.0,-0.16555880429223,-9.36981812119484,-16.99834255626434,-24.70978738101129,-4.80693206191062,-4.12698764573757,-0.08271487798687
5179,AAON INC,UPDATE: DA Davidson Downgrades AAON To Underperform As Firm Is Concerned 'a bubble is forming in these shares' As 'shares currently trade over 20x 2020 EBITDA and typical premium to peers has meaningfully expanded',8,decrease,0.75,0.6,the downgrade to underperform with concerns of a bubble and a high valuation relative to peers is likely to dampen investor sentiment and imply potential downside for aaon.,171,1165,0.0,2019-05-06,76868.0,-4.74812351167202,-3.99188958108425,-5.65348998118107,-5.28874772379507,4.62439581751823,3.8901191161432704,3.18662066884543
5187,AAON INC,"DA Davidson Downgrades AAON, Inc. - Common Stock to Underperform, Announces $35 Price Target",8,decrease,0.65,0.6,"the downgrade to underperform with a $35 price target is bearish and likely lowers investor sentiment, though the actual effect depends on current price levels and broader market conditions.",145,1289,0.0,2019-05-06,76868.0,-4.74812351167202,-3.99188958108425,-5.65348998118107,-5.28874772379507,4.62439581751823,3.8901191161432704,3.18662066884543
5195,AAON INC,"AAON Q1 EPS $0.21 Misses $0.23 Estimate, Sales $113.822M Beat $109.92M Estimate",8,uncertain,0.63,0.45,"the small eps miss contrasts with a solid revenue beat, creating mixed signals about aaon's near-term performance and leaving sentiment uncertain without guidance.",153,1353,1.0,2019-05-02,76868.0,-0.7018216885626299,4.62439581751823,-4.139740104650381,-6.48222782401698,-0.67715626209974,-0.43921185890725,0.18079579017882
5203,ADVANCE AUTO PARTS INC,"Advance Auto Parts shares are trading higher, despite providing FY19 sales guidance slightly below estimates, after the company reported better-than-expected Q1 EPS and sales results.",8,uncertain,0.62,0.45,"the positive q1 earnings and sales beat lifted the stock, but the fy19 guidance below estimates introduces downside risk, leading to mixed/uncertain near-term investor sentiment.",161,1167,1.0,2019-05-22,89217.0,3.09360828250646,-3.90281453728675,-4.14937396357029,-6.84947965147341,1.67675465345382,2.1079962542037,2.5559538398374397
5211,ADVANCE AUTO PARTS INC,Advance Auto Parts Sees FY19 Comps Up 1-2.5%,8,increase,0.7,0.25,"forecasted positive fy19 comp growth (1-2.5%) signals improving demand and top-line momentum, which tends to raise investor sentiment, though the modest magnitude keeps the impact limited.",145,1364,2.0,2019-05-22,89217.0,3.09360828250646,-3.90281453728675,-4.14937396357029,-6.84947965147341,1.67675465345382,2.1079962542037,2.5559538398374397
5219,ADVANCE AUTO PARTS INC,Advance Auto Parts Sees FY19 Sales $9.65B-$9.8B vs $9.78B Estimate,8,uncertain,0.65,0.0,"the fy19 sales guide of 9.65–9.80b includes the consensus estimate of 9.78b, signaling no surprise beat or miss and likely yielding a neutral impact on sentiment.",154,1110,1.0,2019-05-22,89217.0,3.09360828250646,-3.90281453728675,-4.14937396357029,-6.84947965147341,1.67675465345382,2.1079962542037,2.5559538398374397
5227,ADVANCE AUTO PARTS INC,"Advance Auto Parts Q1 Adj. EPS $2.46 Beats $2.36 Estimate, Sales $2.952B Beat $2.95B Estimate",8,increase,0.62,0.25,"step 1: both adjusted eps and revenue beat estimates (eps $2.46 vs $2.36, revenue $2.952b vs $2.95b); step 2: the eps beat is solid while the revenue beat is modest, indicating solid execution with limited upside; step 3: these results imply a modestly positive to cautious sentiment, i.e., an increase but with only modest confidence.",161,3073,2.0,2019-05-22,89217.0,3.09360828250646,-3.90281453728675,-4.14937396357029,-6.84947965147341,1.67675465345382,2.1079962542037,2.5559538398374397
5235,ADVANCE AUTO PARTS INC,Q1 Earnings Outlook For Advance Auto Parts,8,uncertain,0.38,0.25,"the headline lacks directional detail on earnings, so investor sentiment direction cannot be determined from it alone.",137,1403,1.0,2019-05-21,89217.0,1.67675465345382,3.09360828250646,-3.42219708681845,-4.1475524814288995,0.42412998154759,0.8647002841310301,1.80324550561818
5243,ABBVIE INC,AbbVie To Present Results From Several Studies And Clinical Trials Investigating Medicines Across More Than 15 Cancers At The 2019 ASCO And EHA Meetings,8,uncertain,0.58,0.25,"the announcement signals ongoing r&d activity and potential long-term value but lacks data/results, leaving near-term investor reaction uncertain.",157,1408,1.0,2019-05-30,13721.0,-0.5764757283031899,-1.15964636206626,-0.6957878066247,1.72657683535626,0.0384451879654,-2.4981264894497297,-3.80776818748488
5251,ABBVIE INC,"Goldman Sachs Initiates Coverage On AbbVie with Neutral Rating, Announces $84 Price Target",8,decrease,0.62,0.65,"neutral coverage with a price target of $84 suggests limited upside vs. current levels, which could dampen investor sentiment toward abbvie.",143,1608,0.0,2019-05-28,13721.0,-2.53559686243534,0.0384451879654,-1.64039317629717,0.17941732636308,-1.34319644421339,-1.87522836065507,-1.01384732731126
5259,ABBVIE INC,AbbVie Reports Study On Depatuxizumab Mafodotin Did Not Meet Primary Endpoint,8,decrease,0.68,0.28,"the failure to meet the primary endpoint for depatuxizumab mafodotin suggests reduced near-term potential for that asset, which could dampen investor sentiment, though abbvie’s diversified portfolio may limit the overall impact.",143,1689,0.0,2019-05-17,13721.0,-0.05031561595387,0.45305890962481,0.75509494584526,-4.7319434302175,0.91393906623125,1.35134814453927,3.42135704490662
5267,ABBVIE INC,MC10 And AbbVie Announce Clinical Trials In Multiple Sclerosis Using The BioStamp nPoint System,8,increase,0.6,0.25,"the news signals abbvie’s interest in innovative trial technology for ms, potentially improving data collection and trial efficiency, which could modestly boost investor sentiment even without new efficacy data.",145,1295,2.0,2019-05-14,13721.0,2.04240884631872,0.43344763107597,3.11065101142165,-0.48445302529538,-0.74886279180645,-1.33487471504513,-1.43607536278002
5275,ABBVIE INC,AbbVie shares are trading higher after the company settled its HUMIRA patent litigation with Boehringer Ingelheim.,8,increase,0.72,0.65,"the settlement reduces humira-related litigation uncertainty and potential ongoing costs, which generally improves investor sentiment and supports a positive stock reaction.",147,1093,2.0,2019-05-14,13721.0,2.04240884631872,0.43344763107597,3.11065101142165,-0.48445302529538,-0.74886279180645,-1.33487471504513,-1.43607536278002
5283,ABBVIE INC,AbbVie Resolves HUMIRA US Patent Litigation With Boehringer Ingelheim; Co. Will Grant BI A Non-Exclusive License To HUMIRA-Related Intellectual Property In US,8,,0.58,0.25,"the settlement reduces litigation risk and may generate licensing revenue, but licensing humira ip to bi in the us could increase competition, leading to mixed implications for investor sentiment.",161,2441,,2019-05-14,13721.0,2.04240884631872,0.43344763107597,3.11065101142165,-0.48445302529538,-0.74886279180645,-1.33487471504513,-1.43607536278002
5291,AMERISOURCEBERGEN CORP,Aurora Cannabis shares are trading lower after the company reported a larger-than-expected decline in Q3 EPS and EBITDA.,8,uncertain,0.6,0.0,"the article concerns aurora cannabis, not amerisourcebergen, so there is no direct impact on amerisourcebergen's fundamentals, making sentiment uncertain.",156,1741,1.0,2019-05-15,81540.0,1.52562018483877,-0.34678175579756,5.60101034715549,1.10844468746953,1.33456941694021,-1.00683971996575,-3.14473081917346
5299,AMERISOURCEBERGEN CORP,AmerisourceBergen shares are trading higher following a report Raymond James said Walgreens may acquire the company for $95/share.,8,increase,0.7,0.5,"the report of a potential walgreens acquisition at a premium has already driven a positive market reaction, indicating increased investor sentiment, though the deal remains uncertain.",157,1796,2.0,2019-05-14,81540.0,1.33456941694021,1.52562018483877,5.59996318499687,2.69029375934426,-2.31057293713092,-4.42030815533802,-3.86178972582572
5307,AMERISOURCEBERGEN CORP,AmerisourceBergen shares are trading higher after the company raised its 2019 EPS expectations.,8,increase,0.8,0.6,raising eps guidance is positive news that generally improves investor sentiment and can lift the stock price.,152,890,2.0,2019-05-02,81540.0,5.00067882239818,2.69919782876968,2.75110665740634,0.6877741342311701,-1.83253437280654,-1.50315757280075,-0.89129456484355
5315,AMERISOURCEBERGEN CORP,AmerisourceBergen Raises FY19 Adj. EPS Guidance From $6.65-$6.85 To $6.70-$6.90 vs  $6.76 Estimate,8,increase,0.7,0.6,"raising fy19 adj. eps guidance and positioning it above the consensus estimate indicates improved profitability expectations and a more favorable near-term outlook, which would generally boost investor sentiment.",170,975,2.0,2019-05-02,81540.0,5.00067882239818,2.69919782876968,2.75110665740634,0.6877741342311701,-1.83253437280654,-1.50315757280075,-0.89129456484355
5323,AMERISOURCEBERGEN CORP,"AmerisourceBergen Q2 EPS $2.11 Beats $1.95 Estimate, Sales $43.32B Miss $43.63B Estimate",8,uncertain,0.65,0.4,"q2 eps beat while revenue came up short of expectations, giving a mixed signal and leaving near-term sentiment uncertain without guidance.",165,1734,1.0,2019-05-02,81540.0,5.00067882239818,2.69919782876968,2.75110665740634,0.6877741342311701,-1.83253437280654,-1.50315757280075,-0.89129456484355
5331,AMBEV SA,Ambev shares are trading lower after the company reported worse-than-expected Q1 financial results.,8,decrease,0.65,0.5,worse-than-expected q1 results and a lower share price signal negative near-term investor sentiment for ambev sa.,143,966,0.0,2019-05-07,85254.0,-1.75825040787458,2.0134262740612,-4.4742687386024595,-5.81654932141189,-0.43763634748756,-0.21929282194644,-2.15053549205508
