date,permno,headline,company_name,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3,ret,exret,b_mkt,mkt-rf,smb,hml,rf,exret_hat,exret_1,exret_2,exret_3,exret_4,exret_5,exret_6,exret_7,exret_8,exret_9,exret_10
2019-07-31,87432.0,Agilent Shares Unaffected As Hearing FDA Approved Co.'s PD-L1 IHC 22C3 PharmDx Assay For Expanded Use,AGILENT TECHNOLOGIES INC,-0.2881495049223304,-2.0746326557441575,-5.503540158014464,-0.31263495329767466,0.9352539748773703,0.42949611453677594,-1.0549,0.0844,1.0504,-1.09,0.12,0.61,0.009,0.08103600000000033,0.7972,-0.7315,-0.0576,1.3753,0.3774,0.1563,-0.4098,-1.5454,-0.0499,0.0892
2019-07-16,87432.0,Bank of America Downgrades Agilent Technologies to Neutral,AGILENT TECHNOLOGIES INC,-0.5146542098373175,-0.08577202636462777,0.2859250913686884,-1.535238604992628,-1.6587606084058848,-3.843532263255589,-0.8505,-0.5197,1.0627,-0.32,0.35,0.1,0.009,-0.519436,0.1565,0.3954,-1.4532,0.2922,0.4538,-1.1589,1.0516,-1.3823,1.5809,-0.1422
2019-07-15,87432.0,"Barclays Downgrades Agilent Technologies to Equal-Weight, Lowers Price Target to $78",AGILENT TECHNOLOGIES INC,-0.850469246506691,-2.0694636634655095,-0.2551385591256561,-0.12544792843982577,-2.3442840114169083,-2.4506406042717255,-1.5352,-1.5018,1.0619,-0.04,-0.35,-1.07,0.009,-1.5017239999999998,-0.5197,0.1565,0.3954,-1.4532,0.2922,0.4538,-1.1589,1.0516,-1.3823,1.5809
2019-07-11,87432.0,Agilent Will Acquire BioTek Instruments In $1.16B Deal,AGILENT TECHNOLOGIES INC,-0.12544792843982577,-2.244216134171839,-2.634512681221368,-0.10890974663197994,-0.6365027325922257,-3.1419105544272186,-2.2216,-2.4333,1.0645,0.19,-0.79,0.04,0.009,-2.432855,-0.6987,-1.5018,-0.5197,0.1565,0.3954,-1.4532,0.2922,0.4538,-1.1589,1.0516
2019-07-11,87432.0,Agilent To Purchase BioTek Instruments For $1.165B,AGILENT TECHNOLOGIES INC,-0.12544792843982577,-2.244216134171839,-2.634512681221368,-0.10890974663197994,-0.6365027325922257,-3.1419105544272186,-2.2216,-2.4333,1.0645,0.19,-0.79,0.04,0.009,-2.432855,-0.6987,-1.5018,-0.5197,0.1565,0.3954,-1.4532,0.2922,0.4538,-1.1589,1.0516
2019-07-29,14145.0,"JP Morgan Initiates Coverage On Applied Optoelectronics with Neutral Rating, Announces $11 Price Target",APPLIED OPTOELECTRONICS INC,2.155170403420925,5.603453480512566,5.064658291146817,1.416123192757368,-1.9999956733001811,-6.9199646013373695e-09,-0.3222,0.1882,1.6261,-0.32,-0.34,-0.46,0.009,0.18915200000000004,2.4226,7.3449,0.8425,1.6676,3.2034,1.2942,0.7754,3.7372,-1.8136,-5.691
2019-07-11,89217.0,"CORRECTION: Goldman Sachs Initiates Coverage On Advance Auto Parts with Sell Rating, Announces $151 Price Target; A Prior Headline Indicated A $115 Price Target, This Was Incorrect",ADVANCE AUTO PARTS INC,1.4652304351329803,1.0301366716810811,-4.00537121257395,0.5980660207569599,-1.1125923135833493,-2.60864313789293,-0.0895,-0.2149,0.6127,0.19,-0.79,0.04,0.009,-0.214913,1.1315,0.2299,1.975,-2.1453,-0.0797,-0.2771,1.0915,-1.2077,0.1268,-4.962
2019-07-11,89217.0,"Goldman Sachs Initiates Coverage On Advance Auto Parts with Sell Rating, Announces $151 Price Target",ADVANCE AUTO PARTS INC,1.4652304351329803,1.0301366716810811,-4.00537121257395,0.5980660207569599,-1.1125923135833493,-2.60864313789293,-0.0895,-0.2149,0.6127,0.19,-0.79,0.04,0.009,-0.214913,1.1315,0.2299,1.975,-2.1453,-0.0797,-0.2771,1.0915,-1.2077,0.1268,-4.962
2019-07-25,75278.0,"AllianceBernstein Holding Q2 EPS $0.56 Misses $0.58 Estimate, Sales $714.566M Beat $709.54M Estimate",ALLIANCEBERNSTEIN HOLDING L P,1.9191209226846695,0.7882096739909583,-2.137916619211999,-0.666447076946497,-0.26764783299702,-1.3567169711430571,-2.1134,-1.5543,0.9058,-0.63,-0.66,-0.12,0.009,-1.5517459999999998,1.1674,-0.5235,1.5026,1.8924,-1.5788,0.3514,-3.0734,2.8885,-0.6085,-1.8972
2019-07-09,75278.0,"Citigroup Maintains Buy on AllianceBernstein Holding, Raises Price Target to $37",ALLIANCEBERNSTEIN HOLDING L P,0.964098796248436,2.3271302476045364,-0.23271175320217496,0.0,-0.29703022446483374,1.273882507963675,-0.4303,-0.6028,0.9066,0.18,-0.15,-0.43,0.009,-0.602488,0.5925,0.9382,-1.2062,-0.0713,1.3318,-0.4693,-0.228,-0.3869,-1.3276,-0.1965
2019-07-26,13721.0,From AbbVie Q2 Earnings Conference Call: Raises FY19 Sales Growth Guidance From ~1% To ~2%,ABBVIE INC,-0.8559648878872395,-3.556675824294775,-3.2172375761957084,-1.1858811601996422,-1.5798016404619641,-1.9705828500266032,1.6502,0.9173,0.8825,0.82,0.39,-0.19,0.009,0.9175500000000001,-0.5826,0.1413,0.1108,-0.3241,0.0733,2.5077,-1.8038,-0.5442,-0.1179,0.8463
2019-07-26,13721.0,Abbvie CEO Says Co Remains 'Well Positioned' To Deliver Double-Digit Earnings Growth In 2019,ABBVIE INC,-0.8559648878872395,-3.556675824294775,-3.2172375761957084,-1.1858811601996422,-1.5798016404619641,-1.9705828500266032,1.6502,0.9173,0.8825,0.82,0.39,-0.19,0.009,0.9175500000000001,-0.5826,0.1413,0.1108,-0.3241,0.0733,2.5077,-1.8038,-0.5442,-0.1179,0.8463
2019-07-26,13721.0,AbbVie shares are trading higher after the company reported better-than-expected Q2 EPS and sales results. The company also raised its FY19 EPS guidance above analyst estimates.,ABBVIE INC,-0.8559648878872395,-3.556675824294775,-3.2172375761957084,-1.1858811601996422,-1.5798016404619641,-1.9705828500266032,1.6502,0.9173,0.8825,0.82,0.39,-0.19,0.009,0.9175500000000001,-0.5826,0.1413,0.1108,-0.3241,0.0733,2.5077,-1.8038,-0.5442,-0.1179,0.8463
2019-07-26,13721.0,UPDATE: AbbVie Raises FY19 Adj EPS Guidance From $8.73-$8.83 To $8.82-$8.92 vs $8.82 Estimate,ABBVIE INC,-0.8559648878872395,-3.556675824294775,-3.2172375761957084,-1.1858811601996422,-1.5798016404619641,-1.9705828500266032,1.6502,0.9173,0.8825,0.82,0.39,-0.19,0.009,0.9175500000000001,-0.5826,0.1413,0.1108,-0.3241,0.0733,2.5077,-1.8038,-0.5442,-0.1179,0.8463
2019-07-26,13721.0,AbbVie Raises FY19 Guidance,ABBVIE INC,-0.8559648878872395,-3.556675824294775,-3.2172375761957084,-1.1858811601996422,-1.5798016404619641,-1.9705828500266032,1.6502,0.9173,0.8825,0.82,0.39,-0.19,0.009,0.9175500000000001,-0.5826,0.1413,0.1108,-0.3241,0.0733,2.5077,-1.8038,-0.5442,-0.1179,0.8463
