custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,input_tokens,output_tokens,headline type num,date,permno,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3,ret,exret,b_mkt,mkt-rf,smb,hml,rf,exret_hat,exret_1,exret_2,exret_3,exret_4,exret_5,exret_6,exret_7,exret_8,exret_9,exret_10
3519,AGILENT TECHNOLOGIES INC,"Cowen & Co. Maintains Outperform on Agilent Technologies, Raises Price Target to $90",5,increase,0.9,0.7,,171,28,2,2019-03-26,87432.0,-2.045879140496254,0.8098615000834197,1.1577372831977906,0.6709694862365723,-3.0243941870445212,-1.7301055840651005,1.421,0.8361,1.0273,0.76,0.17,0.46,0.009,0.631252,-1.3359,0.4995,-0.2286,0.8284,-0.6597,0.5553,-1.177,0.2534,0.1999,0.228
3527,A E C O M,"Aecom Awarded Nationwide Nasa Environmental Remediation Services Contract; The Firm-Fixed-Price, Indefinite-Delivery/Indefinite-Quantity Contract Has A Performance Period From February 2019 Through February 2024, With A Maximum Combined Value Of $300 Mln",5,increase,0.9,0.7,,204,28,2,2019-03-26,91975.0,-1.2533903121948242,3.3536576336612223,4.471543590775329,0.3746549831703305,-2.0279275005580577,-1.8321156494763848,0.1697,-1.138,1.1477,0.76,0.17,0.46,0.009,-0.711552,-1.053,0.5218,0.479,1.5203,-0.0092,-0.1044,0.4649,-0.0665,0.6473,-0.6815
3535,AETERNA ZENTARIS INC,AEterna Zentaris Q4 EPS $(0.31) Misses $(0.19) Estimate,5,decrease,0.8,0.7,,175,29,0,2019-03-26,88240.0,-2.168678306043148,25.060240468428074,25.54216772552045,1.2077340856194496,-1.8735346404262,-0.4750590550504863,-0.9547,-1.7394,0.8353,0.76,0.17,0.46,0.009,-1.598528,-1.8364,1.2735,12.1316,8.5308,1.923,-1.0074,4.9346,-0.6293,-0.6284,-2.696
3543,AGIOS PHARMACEUTICALS INC,Agios Pharma Reports Received FDA Breakthrough Therapy Designation For TIBSOVO In Combo With Azacitidine For Treatment Of Newly-Diagnosed Acute Myeloid Leukemia with an IDH1 Mutation in Adult Patients Ineligible for Intensive Chemotherapy,5,increase,0.9,0.8,,210,28,2,2019-03-26,14044.0,-3.1851939857006073,1.107240247160779,-2.138637207546612,0.7384798023849726,-4.3299231313057245,-2.349832113320527,5.0677,4.0454,1.5077,0.76,0.17,0.46,0.009,3.912848,-2.2585,1.5175,1.7559,-5.1725,3.3014,-1.0526,-0.0226,1.067,-2.336,-1.2203
3551,ALLEGIANT TRAVEL CO,Macquarie Upgrades Allegiant Travel to Outperform,5,increase,0.9,0.8,,164,28,2,2019-03-26,91659.0,1.9111322239041328,7.475200724094533,7.950965974174684,-0.1473600510507822,-4.0135345457373734,-2.9287705235220063,1.6725,1.052,0.746,0.76,0.17,0.46,0.009,1.09654,2.2364,-0.1274,1.7283,-0.4048,2.6742,0.4512,1.0547,0.1616,0.7354,-2.2645
3559,ASTRAZENECA PLC,"Ichor Medical Reports Entered Collab, Research License Deal With AstraZeneca For Development, Clinical Assessment Of Plasmid DNA Constructs",5,increase,0.9,0.8,,176,28,2,2019-03-26,79363.0,-0.6753542460501194,-3.143918291964809,-5.239869731102376,-0.0939209072384983,-0.9313190570684692,-1.0925179684548647,0.9166,0.7156,0.3903,0.76,0.17,0.46,0.009,0.610972,-0.39,0.6463,-6.3895,1.725,0.731,-1.3518,-1.3316,0.2317,0.3437,-0.2226
3567,BANK OF AMERICA CORP,"Oppenheimer Maintains Outperform on Bank of America, Raises Price Target to $40",5,increase,0.9,0.8,,167,28,2,2019-03-26,59408.0,-0.6615156307816505,6.1007047534320735,6.174201827283965,-0.6293967831879854,-4.755146090665308,-6.284913833461814,1.3785,-0.2361,1.3442,0.76,0.17,0.46,0.009,0.3479080000000001,-0.6113,0.5785,1.2061,0.568,1.77,0.0571,-0.3437,-0.7955,0.0304,0.0222
3575,BAXTER INTERNATIONAL INC,Baxter Highlights Launch Of Clinolipid Olive Oil-Based Lipid Emulsion In US Later In 2019,5,increase,0.8,0.6,,170,28,2,2019-03-26,27887.0,0.3680117661133408,3.4771544703759316,1.6116707425989365,0.5049189552664757,-1.0452514210123498,0.5830486245845146,1.5072,1.0192,0.8192,0.76,0.17,0.46,0.009,0.8756080000000002,0.904,0.4722,1.2279,-0.238,-0.3775,-1.1195,-0.3105,-0.2322,-1.3431,0.9145
3583,BUILD A BEAR WORKSHOP INC,David Kanen Reports 9.7% Stake in Build-A-Bear Workshop; Says Shares Undervaulued,5,increase,0.9,0.8,,174,28,2,2019-03-26,90371.0,-0.3350080689415335,1.1725321733050853,-2.345056629034681,1.4414399862289429,1.6245514697867058,5.03731303153736,6.0391,5.1867,0.6861,0.76,0.17,0.46,0.009,5.508664,-0.2853,1.8524,0.1451,0.1994,-1.4802,-0.5043,-0.1704,2.0361,-1.9759,-3.2996
3591,BRAINSTORM CELL THERAPEUTICS INC,Brainstorm Cell Therapeutics shares are trading higher after the company announced it was granted an additional European patent for its NurOwn.,5,increase,0.9,0.8,,181,28,2,2019-03-26,14925.0,1.643185317516327,0.704219159450159,-3.990611761118024,3.6496371030807495,5.445551141249094,6.234413557299745,0.0,-0.2318,0.227,0.76,0.17,0.46,0.009,-0.18152,1.7282,-1.9159,1.7925,-0.8697,-0.2343,-1.1768,-0.9965,-1.1846,-0.2667,-1.3705
3599,BRAINSTORM CELL THERAPEUTICS INC,BrainStorm Announces Grant of Additional New European Patent for NurOwn,5,increase,0.9,0.7,,170,28,2,2019-03-26,14925.0,1.643185317516327,0.704219159450159,-3.990611761118024,3.6496371030807495,5.445551141249094,6.234413557299745,0.0,-0.2318,0.227,0.76,0.17,0.46,0.009,-0.18152,1.7282,-1.9159,1.7925,-0.8697,-0.2343,-1.1768,-0.9965,-1.1846,-0.2667,-1.3705
