headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
Agilent Shares Unaffected As Hearing FDA Approved Co.'s PD-L1 IHC 22C3 PharmDx Assay For Expanded Use,2019-07-31,A,2019-07-31 18:20:00+00:00,AGILENT TECHNOLOGIES INC,87432.0,00846U10,-0.01054879371076822,-0.002881495049223304,-0.019161529893602536,-0.051145411001055074,-0.020746326557441463,-0.055035401580144416,0.11756224519286151,0.08284840214375433,-0.0031263495329767466,0.009352539748773703,0.004294961145367759,0.0037201620356950293,0.0028592509136868838,0.00016810902180752763,-0.11335834905262598,-1.09,0.12,0.61,0.009,87432,252,-1.0549%,0.0001,0.9562,0.1599,-0.2949,1.3050%,1.6894%,40.3271%,0.1450%,16
ACADIA Raises FY19 Sales Guidance From $290M-$300M To $320M-$330M Vs $292.81 Estimates,2019-07-31,ACAD,2019-07-31 20:44:00+00:00,ACADIA PHARMACEUTICALS,90177.0,00422510,-0.01680000312626362,0.16639545559883118,0.16883644277597143,0.1631407799785869,0.18022784575751372,0.18470305519918329,0.5923515207140542,0.6733117277762299,0.038637321442365646,0.07112253038447314,0.10132155053007863,0.12511254670988348,-0.04834412574157476,-0.01652241425375167,-0.057315246048824986,-1.09,0.12,0.61,0.009,90177,252,-1.6800%,0.0033,1.4764,2.6595,-0.6283,3.4617%,4.2295%,33.0129%,-0.0020%,12
"ACADIA Pharmaceuticals Q2 EPS $(0.38) Beats $(0.45) Estimate, Sales $83.205M Beat $72.57M Estimate",2019-07-31,ACAD,2019-07-31 20:38:00+00:00,ACADIA PHARMACEUTICALS,90177.0,00422510,-0.01680000312626362,0.16639545559883118,0.16883644277597143,0.1631407799785869,0.18022784575751372,0.18470305519918329,0.5923515207140542,0.6733117277762299,0.038637321442365646,0.07112253038447314,0.10132155053007863,0.12511254670988348,-0.04834412574157476,-0.01652241425375167,-0.057315246048824986,-1.09,0.12,0.61,0.009,90177,252,-1.6800%,0.0033,1.4764,2.6595,-0.6283,3.4617%,4.2295%,33.0129%,-0.0020%,13
ACCO Brands shares are trading higher after the company reported better-than-expected Q2 EPS and sales results.,2019-07-31,ACCO,2019-07-31 16:49:00+00:00,A C C O BRANDS CORP,90825.0,00081T10,0.2014741152524948,-0.0061349146999418736,-0.014314866597273768,-0.024539854978050113,-0.046012252780498364,-0.0398772395528465,0.035930714781210904,0.03181580142611229,-0.002450919710099697,0.0012300405020064797,0.012437858084377806,0.018773538770180842,0.04492944546918998,0.0626632511573364,-0.04283094806059906,-1.09,0.12,0.61,0.009,90825,252,20.1474%,-0.0001,0.9075,1.3107,0.853,2.3944%,2.6617%,19.0743%,20.6303%,16
"Raymond James Downgrades Acadia Healthcare Co to Outperform, Announces $45 Price Target",2019-07-31,ACHC,2019-07-31 10:51:00+00:00,ACADIA HEALTHCARE CO INC,13105.0,00404A10,-0.02888412587344646,-0.07201005518436432,-0.08985600595530607,-0.10519726412089636,-0.07952413726036356,-0.12586100638591413,-0.01127116388780347,-0.01784596214243206,-0.003937039989978075,-0.00933739032204517,0.023335406776668455,0.06096772181970245,0.003968285998513288,-0.032647076892212246,-0.015858730301562263,-1.09,0.12,0.61,0.009,13105,252,-2.8884%,-0.0006,0.9334,0.8549,0.2354,2.6019%,2.8156%,14.6007%,-2.1253%,12
Automatic Data Processing shares are trading higher after the company reported better-than-expected Q4 EPS results.,2019-07-31,ADP,2019-07-31 12:46:00+00:00,AUTOMATIC DATA PROCESSING INC,44644.0,05301510,0.009212147444486618,-0.013331739231944084,-0.013511890434526164,-0.04065580139667324,-0.01231085158735512,-0.01609421074849038,-0.03194811782517393,-0.01909392951414246,-0.017330734059214592,-0.025225995140674473,-0.012330884668908526,-0.01733073414936881,0.004872125832023899,-0.0056647126242935775,0.03497496395131594,-1.09,0.12,0.61,0.009,44644,252,0.9212%,0.0004,1.0359,-0.4571,-0.1632,0.7963%,1.3217%,63.7062%,2.2250%,15
ADP Trades Higher On Q4 Earnings,2019-07-31,ADP,2019-07-31 12:05:00+00:00,AUTOMATIC DATA PROCESSING INC,44644.0,05301510,0.009212147444486618,-0.013331739231944084,-0.013511890434526164,-0.04065580139667324,-0.01231085158735512,-0.01609421074849038,-0.03194811782517393,-0.01909392951414246,-0.017330734059214592,-0.025225995140674473,-0.012330884668908526,-0.01733073414936881,0.004872125832023899,-0.0056647126242935775,0.03497496395131594,-1.09,0.12,0.61,0.009,44644,252,0.9212%,0.0004,1.0359,-0.4571,-0.1632,0.7963%,1.3217%,63.7062%,2.2250%,6
"Automatic Data Processing Q4 Adj. EPS $1.14 Beats $1.13 Estimate, Sales $3.499B Miss $3.5B Estimate",2019-07-31,ADP,2019-07-31 11:00:00+00:00,AUTOMATIC DATA PROCESSING INC,44644.0,05301510,0.009212147444486618,-0.013331739231944084,-0.013511890434526164,-0.04065580139667324,-0.01231085158735512,-0.01609421074849038,-0.03194811782517393,-0.01909392951414246,-0.017330734059214592,-0.025225995140674473,-0.012330884668908526,-0.01733073414936881,0.004872125832023899,-0.0056647126242935775,0.03497496395131594,-1.09,0.12,0.61,0.009,44644,252,0.9212%,0.0004,1.0359,-0.4571,-0.1632,0.7963%,1.3217%,63.7062%,2.2250%,15
"Compass Point Maintains Buy on AerCap Holdings, Raises Price Target to $73",2019-07-31,AER,2019-07-31 13:27:00+00:00,AERCAP HOLDINGS N V,91602.0,N0098510,0.0003669135621748865,0.025593084081003026,-0.012102065589928102,0.020258874213687106,-0.05655391457431069,-0.17888542646913397,0.0711117965063992,0.4793575076558576,-0.02913569412156758,-0.033492323426959736,-0.0626137945668831,-0.059780853492336083,-0.0495679671512782,-0.015134483594927528,-0.20837636704206886,-1.09,0.12,0.61,0.009,91602,252,0.0367%,0.0004,1.3491,0.7213,0.8726,1.2591%,1.8509%,53.7239%,0.8994%,12
Albany International shares are trading higher after the company reported better-than-expected Q2 EPS and sales results.,2019-07-31,AIN,2019-07-31 17:22:00+00:00,ALBANY INTERNATIONAL CORP NEW,11731.0,01234810,0.08848098665475845,-0.012326986528933048,-0.020467432473910696,-0.0525642118581352,-0.04151645102662005,-0.054541164654082874,0.025855425775850316,-0.06551816516021147,0.0026653013192117214,-0.0005060843095900935,-0.0013904765380191586,-0.0002530578562927044,-0.01002510017653524,0.039610507074483436,-0.008283700464348343,-1.09,0.12,0.61,0.009,11731,252,8.8481%,0.0015,1.0138,0.9098,0.1052,1.6825%,2.0628%,33.4741%,9.8605%,16
"Alamo Group Q2 EPS $1.75 Beats $1.62 Estimate, Sales $285.2M Beat $271.94M Estimate",2019-07-31,ALG,2019-07-31 21:13:00+00:00,ALAMO GROUP INC,78950.0,01131110,-0.0164774376899004,0.005656472659545164,0.014267772068942142,0.06904265395837195,-0.02026615503206286,-0.11729851918092826,-0.16825602631298486,-0.13098697991923502,-0.07962916674763576,-0.0806058661413861,-0.0901867631971136,-0.11832015567800158,-0.11838918569206691,-0.10265998731461401,-0.017928608929227652,-1.09,0.12,0.61,0.009,78950,252,-1.6477%,0.0008,0.7701,0.7226,0.4668,1.2464%,1.5141%,32.2315%,-1.1826%,13
Align Tech Shares Lower After Hours Amid Report 'SmileDirectClub is eyeing a $1B IPO in September' -CNBC Now,2019-07-31,ALGN,2019-07-31 21:25:00+00:00,ALIGN TECHNOLOGY INC,88860.0,01625510,0.02868389524519444,-0.03218861669301987,-0.04639371097562839,-0.09905302654505765,-0.12043240827076418,-0.16639567899581165,-0.16481732794792903,0.19317963475168054,0.03672530874609947,0.02217865438113642,0.011697392166934772,-0.2553853773626459,-0.2768705451706077,-0.2959331899822729,-0.3861000040572594,-1.09,0.12,0.61,0.009,88860,252,2.8684%,-0.0019,1.3926,0.8651,-1.0245,2.8288%,3.4217%,31.6533%,4.9246%,18
Align Technology shares are trading higher after the company reported a $200 million accelerated buyback.,2019-07-31,ALGN,2019-07-31 13:56:00+00:00,ALIGN TECHNOLOGY INC,88860.0,01625510,0.02868389524519444,-0.03218861669301987,-0.04639371097562839,-0.09905302654505765,-0.12043240827076418,-0.16639567899581165,-0.16481732794792903,0.19317963475168054,0.03672530874609947,0.02217865438113642,0.011697392166934772,-0.2553853773626459,-0.2768705451706077,-0.2959331899822729,-0.3861000040572594,-1.09,0.12,0.61,0.009,88860,252,2.8684%,-0.0019,1.3926,0.8651,-1.0245,2.8288%,3.4217%,31.6533%,4.9246%,15
Align Tech Reports $200M Accelerated Buyback,2019-07-31,ALGN,2019-07-31 12:04:00+00:00,ALIGN TECHNOLOGY INC,88860.0,01625510,0.02868389524519444,-0.03218861669301987,-0.04639371097562839,-0.09905302654505765,-0.12043240827076418,-0.16639567899581165,-0.16481732794792903,0.19317963475168054,0.03672530874609947,0.02217865438113642,0.011697392166934772,-0.2553853773626459,-0.2768705451706077,-0.2959331899822729,-0.3861000040572594,-1.09,0.12,0.61,0.009,88860,252,2.8684%,-0.0019,1.3926,0.8651,-1.0245,2.8288%,3.4217%,31.6533%,4.9246%,6
Allstate shares are trading higher after the company reported better-than-expected Q2 EPS results.,2019-07-31,ALL,2019-07-31 13:35:00+00:00,ALLSTATE CORP,79323.0,02000210,0.05469900369644165,-0.023463726043701172,-0.02690874579372471,-0.05232777035183267,-0.03789571299573524,-0.05316572644055029,-0.002780941385330249,0.012938033308456554,0.00019648633315227926,-0.010686859558843076,-0.002058006947481039,0.0031523964082340594,-0.02880302117287381,0.005430519875539774,0.03835435989690961,-1.09,0.12,0.61,0.009,79323,252,5.4699%,0.0005,0.8231,-0.2386,0.4869,0.9803%,1.2306%,36.5509%,6.1393%,13
"Allison Transmission Q2 EPS $1.46 Beats $1.19 Estimate, Sales $737M Beat $687.62M Estimate",2019-07-31,ALSN,2019-07-31 20:45:00+00:00,ALLISON TRANSMISSION HLDGS INC,13284.0,01973R10,-0.01921019703149796,0.0063112275674939156,-0.015886824140381117,-0.047007613181427765,-0.05767141425964384,-0.08378677441028137,0.018474221290470494,0.0012230290557246892,0.00969820935279131,0.012316328552329336,0.0012822727892642938,0.0023533764461858286,-0.015963077341338172,0.06235827721700615,-0.007791335651507358,-1.09,0.12,0.61,0.009,13284,252,-1.9210%,0.0007,0.9767,0.651,0.3462,1.3838%,1.7306%,36.0636%,-1.1619%,13
"Antero Midstream Q2 EPS $0.07 May Not Compare To $0.22 Estimate, Sales $255.62M Miss $275.64M Estimate",2019-07-31,AM,2019-07-31 21:10:00+00:00,ANTERO MIDSTREAM CORP,16738.0,03676B10,0.008849549107253551,-0.07565785199403763,-0.08662280615720841,-0.13267544524236885,-0.14364034720523255,-0.24342103120205105,-0.22149122764892037,-0.19736838732390338,0.027272701263427734,-0.04338622767730982,-0.13243762968254813,-0.1523883624135447,-0.18074157766829158,-0.2079340104735291,-0.23714954433836455,-1.09,0.12,0.61,0.009,16738,252,0.8850%,-0.0024,1.1223,0.1369,0.5858,2.0293%,2.2850%,21.1253%,1.7326%,16
"AMC Networks Q2 EPS $2.6 May Not Compare To $1.94 Estimate, Sales $772.299M Miss $783.61M Estimate",2019-07-31,AMCX,2019-07-31 11:18:00+00:00,A M C NETWORKS INC,12880.0,00164V10,-0.02180682867765427,0.0014986514579504728,-0.0037467356877107783,-0.017796941918042042,-0.02173098227006165,-0.0685650030564029,-0.05189210199578487,-0.15061822429814198,0.03215435519814491,0.03332698808135115,0.038044511759279365,0.04821356551117639,-0.028484931427050664,-0.009259299017503997,-0.030039083147092804,-1.09,0.12,0.61,0.009,12880,252,-2.1807%,-0.0001,0.8045,0.5899,0.454,1.5766%,1.7923%,22.6203%,-1.6898%,16
"Morgan Stanley Maintains Overweight on AMETEK, Raises Price Target to $97",2019-07-31,AME,2019-07-31 12:03:00+00:00,AMETEK INC NEW,85257.0,03110010,-0.01256197690963745,-0.01439572498202324,-0.03470595499785334,-0.06171184893882453,-0.048543671571186664,-0.07008144727899102,0.0023434784299247724,-0.003933004420459962,0.024844685569405334,0.016465067836679115,0.01703459151589759,0.010579030426093539,-0.006024128732637912,0.07460039525979623,0.04062147761187296,-1.09,0.12,0.61,0.009,85257,252,-1.2562%,0.0007,1.1001,0.3521,0.2276,0.8334%,1.3877%,63.9337%,-0.2443%,11
"Amedisys Raises FY19 Adj. EPS Guidance From $3.98-$4.09 To $4.05-$4.12 vs $4.09 Estimate, Reaffirms Net Service Sales At $1.94B-$1.98B, Adj. EBITDA $213M-$216M",2019-07-31,AMED,2019-07-31 20:42:00+00:00,AMEDISYS INC,80795.0,02343610,0.001525324885733426,-0.020523618906736374,-0.020886248909781635,-0.05120021350768833,-0.03488285930052559,-0.04547105813943031,-0.045253503357313596,-0.03118429741996176,0.0045967865735292435,0.01361989802233965,0.03980053384315396,0.07486920492936067,0.1122060858918208,0.15184467106660637,0.1699523397271594,-1.09,0.12,0.61,0.009,80795,252,0.1525%,0.0016,1.1088,0.6435,-0.4865,2.1961%,2.5992%,28.6161%,1.5723%,22
"Amedisys Q2 EPS $1.21 Beats $0.99 Estimate, Sales $492.984M Beat $489.38M Estimate",2019-07-31,AMED,2019-07-31 20:40:00+00:00,AMEDISYS INC,80795.0,02343610,0.001525324885733426,-0.020523618906736374,-0.020886248909781635,-0.05120021350768833,-0.03488285930052559,-0.04547105813943031,-0.045253503357313596,-0.03118429741996176,0.0045967865735292435,0.01361989802233965,0.03980053384315396,0.07486920492936067,0.1122060858918208,0.15184467106660637,0.1699523397271594,-1.09,0.12,0.61,0.009,80795,252,0.1525%,0.0016,1.1088,0.6435,-0.4865,2.1961%,2.5992%,28.6161%,1.5723%,12
American Tower Q2 EPS $0.96 Beats $0.9 Estimate,2019-07-31,AMT,2019-07-31 11:50:00+00:00,AMERICAN TOWER CORP NEW,86111.0,03027X10,0.01423436962068081,-0.0009923044126480818,0.018193017126245214,0.010774023689542167,0.02745486150589893,0.034306823157965294,0.03416506545313025,0.06049526880308265,0.014982664957642555,0.019844555435460487,0.015723861959482166,0.00894579657801886,-0.003153235561067169,-0.021227680496187395,0.08600863197519382,-1.09,0.12,0.61,0.009,86111,252,1.4234%,0.0013,0.3085,-0.4014,-0.1489,1.0703%,1.1318%,10.5684%,1.9114%,8
