headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
"Bank of America Maintains Buy on Agilent Technologies, Inc. Common Stock, Lowers Price Target to $82",2019-05-15,A,2019-05-15 13:13:00+00:00,AGILENT TECHNOLOGIES INC,87432.0,00846U10,-0.1101171225309372,0.024541744962334633,0.021732720176673492,0.019071568378195458,0.0048787960834539845,-0.01108811455233294,0.08205208625483751,0.016980302887213528,0.02938794530928135,-0.014137437450459478,-0.012857115995097979,-0.00860827078492421,-0.031719718226284166,-0.06804800947147038,-0.02729451808298189,0.58,0.05,-0.96,0.009,87432,252,-11.0117%,-0.0003,1.0341,-0.015,-0.3283,1.4259%,1.8144%,38.2442%,-12.0476%,16
Agilent Technologies shares are trading lower after the company reported worse-than-expected Q2 EPS and sales results; the company also announced weak Q3 sales guidance.,2019-05-15,A,2019-05-15 13:06:00+00:00,AGILENT TECHNOLOGIES INC,87432.0,00846U10,-0.1101171225309372,0.024541744962334633,0.021732720176673492,0.019071568378195458,0.0048787960834539845,-0.01108811455233294,0.08205208625483751,0.016980302887213528,0.02938794530928135,-0.014137437450459478,-0.012857115995097979,-0.00860827078492421,-0.031719718226284166,-0.06804800947147038,-0.02729451808298189,0.58,0.05,-0.96,0.009,87432,252,-11.0117%,-0.0003,1.0341,-0.015,-0.3283,1.4259%,1.8144%,38.2442%,-12.0476%,24
"Deutsche Bank Maintains Buy on Agilent Technologies, Inc. Common Stock, Lowers Price Target to $85",2019-05-15,A,2019-05-15 12:39:00+00:00,AGILENT TECHNOLOGIES INC,87432.0,00846U10,-0.1101171225309372,0.024541744962334633,0.021732720176673492,0.019071568378195458,0.0048787960834539845,-0.01108811455233294,0.08205208625483751,0.016980302887213528,0.02938794530928135,-0.014137437450459478,-0.012857115995097979,-0.00860827078492421,-0.031719718226284166,-0.06804800947147038,-0.02729451808298189,0.58,0.05,-0.96,0.009,87432,252,-11.0117%,-0.0003,1.0341,-0.015,-0.3283,1.4259%,1.8144%,38.2442%,-12.0476%,15
"Barclays Maintains Overweight on Agilent Technologies, Inc. Common Stock, Lowers Price Target to $86",2019-05-15,A,2019-05-15 12:28:00+00:00,AGILENT TECHNOLOGIES INC,87432.0,00846U10,-0.1101171225309372,0.024541744962334633,0.021732720176673492,0.019071568378195458,0.0048787960834539845,-0.01108811455233294,0.08205208625483751,0.016980302887213528,0.02938794530928135,-0.014137437450459478,-0.012857115995097979,-0.00860827078492421,-0.031719718226284166,-0.06804800947147038,-0.02729451808298189,0.58,0.05,-0.96,0.009,87432,252,-11.0117%,-0.0003,1.0341,-0.015,-0.3283,1.4259%,1.8144%,38.2442%,-12.0476%,14
Aurora Cannabis shares are trading lower after the company reported a larger-than-expected decline in Q3 EPS and EBITDA.,2019-05-15,ABC,2019-05-15 13:20:00+00:00,AMERISOURCEBERGEN CORP,81540.0,03073E10,0.01525620184838772,-0.00346781755797565,0.00346779807875941,0.022832286275949576,0.05601010347155522,0.011084446874695564,0.10545401931273779,0.12894959693531183,0.013345694169402122,-0.010068397199657686,-0.03144730819173469,-0.009940571638331508,0.025815947269989037,-0.030345103412962593,-0.11504732155146191,0.58,0.05,-0.96,0.009,81540,252,1.5256%,-0.0003,0.8703,0.1066,0.2879,1.5550%,1.7540%,21.4094%,1.2955%,18
Arbor Realty Trust Reports 8M Share Common Stock Offering,2019-05-15,ABR,2019-05-15 21:55:00+00:00,ARBOR REALTY TRUST INC,90102.0,03892310,0.01971192099153996,-0.03717472031712532,-0.02602226089464954,-0.021561334047962566,-0.0215613130684853,-0.050428301005689735,-0.10284462621892598,-0.04207209415849156,0.00840975996106863,0.01150303854385637,0.02327379615074121,-0.012724556882088178,-0.034407047945451685,0.009181322458979402,0.09473298748770653,0.58,0.05,-0.96,0.009,90102,252,1.9712%,0.0019,0.5167,0.4166,0.2019,1.2181%,1.3355%,16.8022%,1.8514%,9
"Acasti Pharma Reports Notices Of Allowance For Added Composition, Use Patents In Mexico, Chile, Israel",2019-05-15,ACST,2019-05-15 12:09:00+00:00,ACASTI PHARMA INC,13750.0,00430K87,0.04938274249434471,0.014470534399151802,0.005999942799227442,0.03529408220262842,0.05894113696394676,0.023294053015010974,0.28235293629284075,1.4588233228431537,0.01886790618300438,0.004347217583411389,0.011235959223969472,0.0062111740064119125,-0.06574392482762437,-0.21359220968768455,-0.10989013334915532,0.58,0.05,-0.96,0.009,13750,252,4.9383%,0.0019,1.0013,-0.1652,-1.0222,6.0217%,6.1742%,4.8790%,3.4060%,15
Agree Realty Reports Purchase Of Wawa's Flagship Store In Philadelphia's Center City For $15M,2019-05-15,ADC,2019-05-15 12:39:00+00:00,AGREE REALTY CORP,80412.0,00849210,0.003854739014059305,0.003249168861657381,0.0017723046472017945,-0.01225818705839532,-0.0054645218699852505,-0.02052871674193857,-0.048884911667892994,0.05229121216980448,0.005815678741782904,0.01018421984008322,0.021195970244745288,0.03737312196971887,0.030242793013544045,-0.012300543461695734,0.03554659237220381,0.58,0.05,-0.96,0.009,80412,252,0.3855%,0.0012,0.1522,0.2155,-0.2807,1.1934%,1.2382%,7.0998%,0.0064%,14
"Archer Daniels Midland CEO Highlights Belief US, China Will Reach Deal To End Trade War But Will Always Have Conflict",2019-05-15,ADM,2019-05-15 18:41:00+00:00,ARCHER DANIELS MIDLAND CO,10516.0,03948310,0.003182400716468692,0.00683257170021534,-0.007320625834104311,-0.028306487074798325,-0.025866309473861704,-0.06149342317374329,-0.010004876034007792,-0.06393359971934542,0.012533788569271564,-0.028988965839137126,-0.031954954174714945,-0.03535473266481237,-0.07623318656616818,-0.03467670734258721,-0.01858030442173919,0.58,0.05,-0.96,0.009,10516,252,0.3182%,-0.0001,0.7534,0.0513,0.3283,0.9884%,1.2045%,32.6548%,0.1872%,20
ADMA Biologics shares are trading lower after the company proposed a $45 million common stock offering.,2019-05-15,ADMA,2019-05-15 20:48:00+00:00,ADMA BIOLOGICS INC,15056.0,00089910,0.01136357150971889,-0.0516854003071785,-0.0943819354097003,-0.060674155202120494,0.05617978139140112,-0.015730265924814968,-0.15955052769417,-0.2179774958890226,-0.0736841931939125,-0.11111105993619752,-0.14893616637694973,-0.08333335014198018,-0.04967602871289645,0.08108105567251478,0.042654103729579784,0.58,0.05,-0.96,0.009,15056,252,1.1364%,0.0012,0.945,1.591,0.4337,5.1743%,5.3286%,5.7078%,0.9265%,16
ADMA Biologics Reports Commencement Of $45M Common Stock Offering,2019-05-15,ADMA,2019-05-15 20:36:00+00:00,ADMA BIOLOGICS INC,15056.0,00089910,0.01136357150971889,-0.0516854003071785,-0.0943819354097003,-0.060674155202120494,0.05617978139140112,-0.015730265924814968,-0.15955052769417,-0.2179774958890226,-0.0736841931939125,-0.11111105993619752,-0.14893616637694973,-0.08333335014198018,-0.04967602871289645,0.08108105567251478,0.042654103729579784,0.58,0.05,-0.96,0.009,15056,252,1.1364%,0.0012,0.945,1.591,0.4337,5.1743%,5.3286%,5.7078%,0.9265%,9
Advanced Energy Industries shares are trading higher following news it will purchase the Embedded Power business from Artesyn for $400 million. Susquehanna upgraded the stock this morning.,2019-05-15,AEIS,2019-05-15 18:57:00+00:00,ADVANCED ENERGY INDUSTRIES INC,82547.0,00797310,0.1094168871641159,-0.009658254683017842,-0.03603266318711529,-0.06519313282761485,-0.054049030809101506,-0.05442051023262107,0.04810550354949017,-0.09936846759264151,0.026655348017811775,-0.047310562688353874,-0.05510128369209877,-0.05675417040081354,-0.15979916470131905,-0.04581206963977125,-0.05140736807989055,0.58,0.05,-0.96,0.009,82547,252,10.9417%,-0.0006,1.433,0.6365,0.0743,2.0992%,2.5803%,33.8159%,10.2379%,27
"Susquehanna Upgrades Advanced Energy Industries, Inc. - Common Stock to Positive, Raises Price Target to $82",2019-05-15,AEIS,2019-05-15 10:46:00+00:00,ADVANCED ENERGY INDUSTRIES INC,82547.0,00797310,0.1094168871641159,-0.009658254683017842,-0.03603266318711529,-0.06519313282761485,-0.054049030809101506,-0.05442051023262107,0.04810550354949017,-0.09936846759264151,0.026655348017811775,-0.047310562688353874,-0.05510128369209877,-0.05675417040081354,-0.15979916470131905,-0.04581206963977125,-0.05140736807989055,0.58,0.05,-0.96,0.009,82547,252,10.9417%,-0.0006,1.433,0.6365,0.0743,2.0992%,2.5803%,33.8159%,10.2379%,16
Agios Pharmaceuticals shares are trading higher after the company reported its Phase 3 ClarlDHy Trial of TIBSOVO achieved its primary endpoint in previously treated IDH1 mutant Cholangiocarcinoma patients.,2019-05-15,AGIO,2019-05-15 20:11:00+00:00,AGIOS PHARMACEUTICALS INC,14044.0,00847X10,-0.0100356126204133,0.05047525465488434,0.058078143711371766,0.026610395034430523,0.08447729950935212,0.0006336357538567761,0.048996829179086765,-0.09144663006027376,0.024416431784629822,-0.037238296628737455,-0.06417528573470466,-0.05230829119242553,-0.14467089493134822,-0.2579894087837695,-0.19328720876627925,0.58,0.05,-0.96,0.009,14044,252,-1.0036%,-0.0023,1.4243,1.3253,-0.7321,2.6596%,3.3034%,35.1797%,-2.6299%,28
Agios Reports Randomized Phase 3 ClarIDHy Trial Of TIBSOVO Achieved Primary Endpoint In Previously-Treated IDH1 Mutant Cholangiocarcinoma Patients,2019-05-15,AGIO,2019-05-15 20:04:00+00:00,AGIOS PHARMACEUTICALS INC,14044.0,00847X10,-0.0100356126204133,0.05047525465488434,0.058078143711371766,0.026610395034430523,0.08447729950935212,0.0006336357538567761,0.048996829179086765,-0.09144663006027376,0.024416431784629822,-0.037238296628737455,-0.06417528573470466,-0.05230829119242553,-0.14467089493134822,-0.2579894087837695,-0.19328720876627925,0.58,0.05,-0.96,0.009,14044,252,-1.0036%,-0.0023,1.4243,1.3253,-0.7321,2.6596%,3.3034%,35.1797%,-2.6299%,18
