headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
Agilent Collaborates On Study Of Performance-Enhancing Spinach Extract,2019-09-03,A,2019-09-03 12:07:00+00:00,AGILENT TECHNOLOGIES INC,87432.0,00846U10,-0.009843860752880573,0.0063910940662026405,0.04416975972090631,0.054963710860828074,0.06192291869394273,0.08507310727495043,0.07814391199876236,0.15215506704007575,0.0057992031797766685,0.01672859795014614,0.023459947877972898,0.022429870621669012,0.0004220422047147565,0.03508011135586275,0.030420620330108283,-0.86,-0.95,0.1,0.009,87432,252,-0.9844%,0.0002,0.9907,0.0591,-0.3089,1.3414%,1.7756%,42.9245%,-0.0533%,8
"Stifel Nicolaus Maintains Hold on ACADIA Pharmaceuticals, Raises Price Target to $28",2019-09-03,ACAD,2019-09-03 12:06:00+00:00,ACADIA PHARMACEUTICALS,90177.0,00422510,-0.08676788210868835,-0.016627080738544464,-0.029295319134482578,-0.05779892963278488,0.631829032816565,0.6864607567604768,0.5898654018069611,0.8764846379191125,-0.027426183223724365,-0.011083284333478383,-0.0036023190121300397,-0.01390372183360622,-0.06585615213607154,0.07626457125387431,0.1103974504194678,-0.86,-0.95,0.1,0.009,90177,252,-8.6768%,0.0042,1.1951,2.6738,-1.2148,3.5403%,4.3081%,32.4680%,-5.0728%,12
Analog Devices Option Alert: Sep 13 $110 Calls Sweep (45) near the Ask: 1133 @ $0.851 vs 13 OI; Ref=$106.04,2019-09-03,ADI,2019-09-03 19:17:00+00:00,ANALOG DEVICES INC,60871.0,03265410,-0.03141222521662712,0.026414789259433746,0.06241774245213216,0.059127664681403846,0.07144205848011032,0.08366235779605113,0.06495585518822522,0.07999626084288725,0.007429877296090126,0.021697817244324513,0.03105101125952814,0.05955664746390843,-0.0013208689583421585,-0.046691867209881055,0.1040713515902627,-0.86,-0.95,0.1,0.009,60871,252,-3.1412%,0.0009,1.196,0.5521,0.0157,1.4128%,1.9796%,49.0649%,-1.6243%,20
Adamis Pharmaceuticals Announces Completion Of Pharmacokinetic Studies Comparing Naloxone To Generic Comparator,2019-09-03,ADMP,2019-09-03 13:12:00+00:00,ADAMIS PHARMACEUTICALS CORP,82163.0,00547W30,-0.1054313480854034,-0.042738091200590134,-0.13214286018618882,-0.09523807514551685,-0.06607139402621487,-0.08928570476838293,-0.39047614058253144,-0.30952379478460224,0.009677423164248466,-0.02451691368817932,-0.060999988186469456,-0.024922105622146917,-0.1305555802755246,-0.19743586562033733,-0.2606299129500562,-0.86,-0.95,0.1,0.009,82163,252,-10.5431%,-0.0033,0.9039,1.0414,-0.1004,4.0339%,4.2220%,8.7145%,-8.8867%,12
A Preview Of American Eagle Outfitters Q2 Earnings,2019-09-03,AEO,2019-09-03 18:27:00+00:00,AMERICAN EAGLE OUTFITTERS INC NE,80432.0,02553E10,-0.03269912302494049,-0.11616473644971848,0.0006146494819194714,-0.016594979995902426,0.06453591622270682,0.017209521750732204,-0.07176083232944852,-0.08044758119320317,-0.00766967935487628,-0.005910188170123232,0.03891285590296922,0.04536976631346512,0.09220779826084113,-0.07683861813784754,-0.03532020480601772,-0.86,-0.95,0.1,0.009,80432,252,-3.2699%,-0.0004,1.0967,0.912,0.403,2.1864%,2.5501%,26.4893%,-1.5407%,8
Jon Najarian Sees Unusual Options Activity In Roku And AGQ,2019-09-03,AGQ,2019-09-03 20:37:00+00:00,PROSHARES TRUST II,92865.0,74347W35,0.08558298647403717,0.049206364899873734,-0.05555551370811862,-0.11613755151013039,-0.11746028282945176,-0.12010584910454558,-0.18888887921698838,-0.22407406247317085,0.009860793128609657,-0.0002871704588972568,0.01486746765597835,0.1002449069696143,0.14464167398736794,0.2675646396598068,0.4905821434671078,-0.86,-0.95,0.1,0.009,92865,252,8.5583%,0.0019,-0.1759,0.3736,-0.6007,2.0421%,2.0848%,4.0552%,8.9155%,10
SmileDirectClub Aims To Raise About $1.2B With IPO,2019-09-03,ALGN,2019-09-03 15:54:00+00:00,ALIGN TECHNOLOGY INC,88860.0,01625510,-0.02839821390807629,-0.008599846623837948,-0.0044966725954799225,-0.016019369934260008,-0.0006182946251451771,-0.0014614697587727044,0.1761564557401718,0.5609016118327936,0.017560454085469246,0.03271108888533236,0.05356730473865268,0.04610379178491697,0.032827613282758294,-0.34884959018402306,-0.40230444307469193,-0.86,-0.95,0.1,0.009,88860,252,-2.8398%,-0.0024,1.3966,0.8548,-0.8743,2.8372%,3.4362%,31.8253%,-0.7529%,8
Alimera Sciences Launches ILUVIEN In Germany For Non-Infectious Uveitis Indication,2019-09-03,ALIM,2019-09-03 12:09:00+00:00,ALIMERA SCIENCES INC,93339.0,01625920,-0.08605771511793137,0.026038937270641327,-0.01367700608028799,-0.04445029551596125,-0.1320357332202542,0.08232510715064101,0.052077863315847406,-0.12677621466634637,-0.02576107159256935,-0.03255813498169735,-0.06684611430231524,-0.10958904364260824,-0.16633267141260288,-0.5218940440638034,-0.5478260921784741,-0.86,-0.95,0.1,0.009,93339,252,-8.6058%,-0.0036,0.2114,-0.0754,-0.9905,4.1306%,4.1967%,3.1240%,-8.5225%,10
"Cantor Fitzgerald On Alnylam Pharmaceuticals Also Notes 'If the ORION-9 and ORION-10 readouts expected this month also look clean, we think that overall ALNY shares may move 10-20% cumulatively based on these updates",2019-09-03,ALNY,2019-09-03 17:29:00+00:00,ALNYLAM PHARMACEUTICALS INC,90178.0,02043Q10,0.01326062250882387,0.006971620488911867,0.01687863581242044,-0.023728014843197864,0.030699539009330756,0.07411934039566992,-0.011130189162350312,0.45621323284603066,-0.020633535459637642,-0.019800744455414243,-0.018489194544855314,-0.014653767155750175,-5.477978071155576e-10,0.0705851066931169,0.13968924987481168,-0.86,-0.95,0.1,0.009,90178,252,1.3261%,-0.0007,1.2466,1.1362,-0.5194,2.5607%,3.0934%,31.4728%,3.5766%,33
"Cantor Fitzgerald Reiterates Overweight, $138 Tgt On Alnylam Pharma As Firm Notes Co's Partner Medicines Co. Presented ORION-11 Ph3 Data For Inclisiran And Firm Thinks 'the detailed ORION-11 data is supportive of ALNY platform efficacy and safety'",2019-09-03,ALNY,2019-09-03 17:29:00+00:00,ALNYLAM PHARMACEUTICALS INC,90178.0,02043Q10,0.01326062250882387,0.006971620488911867,0.01687863581242044,-0.023728014843197864,0.030699539009330756,0.07411934039566992,-0.011130189162350312,0.45621323284603066,-0.020633535459637642,-0.019800744455414243,-0.018489194544855314,-0.014653767155750175,-5.477978071155576e-10,0.0705851066931169,0.13968924987481168,-0.86,-0.95,0.1,0.009,90178,252,1.3261%,-0.0007,1.2466,1.1362,-0.5194,2.5607%,3.0934%,31.4728%,3.5766%,37
