custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,headline type num,date,ticker,datetime_utc,permno,cusip,ret,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,Mkt-RF,SMB,HML,RF,Mkt-RF_1,SMB_1,HML_1,RF_1,date_1,Mkt-RF_2,SMB_2,HML_2,RF_2,date_2,Mkt-RF_3,SMB_3,HML_3,RF_3,date_3,Mkt-RF_4,SMB_4,HML_4,RF_4,date_4,Mkt-RF_5,SMB_5,HML_5,RF_5,date_5,Mkt-RF_6,SMB_6,HML_6,RF_6,date_6,Mkt-RF_7,SMB_7,HML_7,RF_7,date_7,Mkt-RF_8,SMB_8,HML_8,RF_8,date_8,Mkt-RF_9,SMB_9,HML_9,RF_9,date_9,Mkt-RF_10,SMB_10,HML_10,RF_10,date_10,index,b_mkt,b_smb,b_hml,er_CAPM,ar_CAPM,er_CAPM_1,ar_CAPM_1,er_CAPM_2,ar_CAPM_2,er_CAPM_3,ar_CAPM_3,er_CAPM_4,ar_CAPM_4,er_CAPM_5,ar_CAPM_5,er_CAPM_6,ar_CAPM_6,er_CAPM_7,ar_CAPM_7,er_CAPM_8,ar_CAPM_8,er_CAPM_9,ar_CAPM_9,er_CAPM_10,ar_CAPM_10,CAPM_CAR_1,CAPM_CAR_2,CAPM_CAR_3,CAPM_CAR_5,CAPM_CAR_10
10003,ARMADA HOFFLER PROPERTIES INC,Amanda Hoffler Properties Narrows FY19 FFO Guidance From $1.15-$1.19 To $1.16-$1.18,5,uncertain,0.6,0.3,,1,2019-10-31,AHH,2019-10-31 11:26:00+00:00,13887.0,04208T10,0.0026751866098493,-0.0189365837723016,0.0059391180984675,0.0147601328790187,-0.0152727300301194,-0.0014770682901144,-0.0214497707784175,0.0007558751967735,0.0022659129463136,0.003767839865759,-0.0037536965683102,2019-11-01,2019-11-04,2019-11-05,2019-11-06,2019-11-07,2019-11-08,2019-11-11,2019-11-12,2019-11-13,2019-11-14,-0.38,-0.26,-0.44,0.007,1.08,0.48,0.83,0.006,2019-11-01,0.4,0.01,1.35,0.006,2019-11-04,-0.03,0.24,0.45,0.006,2019-11-05,-0.05,-0.72,0.23,0.006,2019-11-06,0.38,-0.14,0.51,0.006,2019-11-07,0.31,0.06,-0.36,0.006,2019-11-08,-0.19,0.0,-0.19,0.006,2019-11-11,0.16,-0.12,-0.15,0.006,2019-11-12,0.01,-0.22,-0.82,0.006,2019-11-13,0.07,-0.11,-0.25,0.006,2019-11-14,1519931.0,0.4379,0.2732,-0.1419,-0.159402,0.1620771866098493,0.478932,-0.4978685837723017,0.18116,-0.1752208819015324,-0.0071369999999999,0.0218971328790187,-0.015895,0.0006222699698805,0.172402,-0.1738790682901144,0.141749,-0.1631987707784176,-0.0772009999999999,0.0779568751967735,0.076064,-0.0737980870536863,0.010379,-0.0066111601342409,0.036653,-0.0404066965683102,-0.3357913971624524,-0.6730894656738341,-0.1533237490225136,-0.151359665441215,-0.3799369076279961
10011,ARMADA HOFFLER PROPERTIES INC,"Armada Hoffler Properties Q3 EPS $0.3 Up From $0.24 YoY, Sales $42.22M Beat $38.91M Estimate",5,increase,0.8,0.6,,2,2019-10-31,AHH,2019-10-31 11:25:00+00:00,13887.0,04208T10,0.0026751866098493,-0.0067567685618996,-0.0234315544366836,0.0216718055307865,0.0106060868129134,0.017241345718503,0.031687568873167,-0.0349999852478504,0.0162841826677322,-0.0189365837723016,0.0059391180984675,2019-11-01,2019-11-04,2019-11-05,2019-11-06,2019-11-07,2019-11-08,2019-11-11,2019-11-12,2019-11-13,2019-11-14,-0.38,-0.26,-0.44,0.007,1.08,0.48,0.83,0.006,2019-11-01,0.4,0.01,1.35,0.006,2019-11-04,-0.03,0.24,0.45,0.006,2019-11-05,-0.05,-0.72,0.23,0.006,2019-11-06,0.38,-0.14,0.51,0.006,2019-11-07,0.31,0.06,-0.36,0.006,2019-11-08,-0.19,0.0,-0.19,0.006,2019-11-11,0.16,-0.12,-0.15,0.006,2019-11-12,0.01,-0.22,-0.82,0.006,2019-11-13,0.07,-0.11,-0.25,0.006,2019-11-14,1519931.0,0.4379,0.2732,-0.1419,-0.159402,0.1620771866098493,0.478932,-0.4856887685618997,0.18116,-0.2045915544366836,-0.0071369999999999,0.0288088055307865,-0.015895,0.0265010868129134,0.172402,-0.155160654281497,0.141749,-0.1100614311268329,-0.0772009999999999,0.0422010147521495,0.076064,-0.0597798173322677,0.010379,-0.0293155837723016,0.036653,-0.0307138819015324,-0.3236115819520503,-0.6902803229985833,-0.1757827489058971,-0.099850761937797,-0.3428303536622822
10019,APARTMENT INVESTMENT & MGMT CO,Apartment Inv & Mgmt Raises FY19 AFFO Guidance From  $2.15-$2.23 To $2.18-$2.22,5,increase,0.75,0.6,,2,2019-10-31,AIV,2019-10-31 20:26:00+00:00,80711.0,03748R74,0.0051282527856528,-0.0027497464325279,-0.0119485398754477,-0.064186006784439,0.0248508937656879,0.0368573367595672,-0.0121608199551701,0.00662875873968,0.0319849625229835,-0.0556062534451484,0.0434363670647144,2019-11-01,2019-11-04,2019-11-05,2019-11-06,2019-11-07,2019-11-08,2019-11-11,2019-11-12,2019-11-13,2019-11-14,-0.38,-0.26,-0.44,0.007,1.08,0.48,0.83,0.006,2019-11-01,0.4,0.01,1.35,0.006,2019-11-04,-0.03,0.24,0.45,0.006,2019-11-05,-0.05,-0.72,0.23,0.006,2019-11-06,0.38,-0.14,0.51,0.006,2019-11-07,0.31,0.06,-0.36,0.006,2019-11-08,-0.19,0.0,-0.19,0.006,2019-11-11,0.16,-0.12,-0.15,0.006,2019-11-12,0.01,-0.22,-0.82,0.006,2019-11-13,0.07,-0.11,-0.25,0.006,2019-11-14,1523927.0,0.3822,-0.2586,-0.2487,-0.138236,0.1433642527856528,0.418776,-0.4215257464325279,0.15888,-0.1708285398754477,-0.0054659999999999,-0.058720006784439,-0.01311,0.0379608937656879,0.151236,-0.1143786632404327,0.124482,-0.1366428199551701,-0.066618,0.07324675873968,0.067152,-0.0351670374770164,0.009822,-0.0654282534451484,0.032754,0.0106823670647144,-0.278161493646875,-0.5923542863079757,-0.2295485466598868,-0.1351377762591838,-0.2676876483133733
10027,APARTMENT INVESTMENT & MGMT CO,Apartment Inv & Mgmt Q3 FFO $0.64 Up From $0.63 YoY,5,increase,0.75,0.5,,2,2019-10-31,AIV,2019-10-31 20:24:00+00:00,80711.0,03748R74,0.0051282527856528,-0.0069375317543745,-0.0249500982463359,-0.1340839713811874,0.0401891432702541,-0.0715909227728843,0.0367197282612323,-0.0224321763962507,0.0048309136182069,0.0108173266053199,-0.0035671503283083,2019-11-01,2019-11-04,2019-11-05,2019-11-06,2019-11-07,2019-11-08,2019-11-11,2019-11-12,2019-11-13,2019-11-14,-0.38,-0.26,-0.44,0.007,1.08,0.48,0.83,0.006,2019-11-01,0.4,0.01,1.35,0.006,2019-11-04,-0.03,0.24,0.45,0.006,2019-11-05,-0.05,-0.72,0.23,0.006,2019-11-06,0.38,-0.14,0.51,0.006,2019-11-07,0.31,0.06,-0.36,0.006,2019-11-08,-0.19,0.0,-0.19,0.006,2019-11-11,0.16,-0.12,-0.15,0.006,2019-11-12,0.01,-0.22,-0.82,0.006,2019-11-13,0.07,-0.11,-0.25,0.006,2019-11-14,1523927.0,0.3822,-0.2586,-0.2487,-0.138236,0.1433642527856528,0.418776,-0.4257135317543745,0.15888,-0.183830098246336,-0.0054659999999999,-0.1286179713811874,-0.01311,0.0532991432702541,0.151236,-0.2228269227728843,0.124482,-0.0877622717387676,-0.066618,0.0441858236037492,0.067152,-0.062321086381793,0.009822,0.0009953266053199,0.032754,-0.0363211503283083,-0.2823492789687216,-0.6095436300007105,-0.3124480696275234,-0.2981457508838177,-0.3640502810126841
10035,ALDEYRA THERAPEUTICS INC,"Aldeyra Therapeutics Shares Resume Trade, Up 13%",5,increase,0.75,0.6,,2,2019-10-31,ALDX,2019-10-31 11:40:00+00:00,14647.0,01438T10,-0.0106194587424397,0.0078958058729767,0.0256560426205396,0.0280695296823978,0.0033432447817176,0.0166604537516832,0.0071012969128787,-0.0007232130737975,-0.0090464986860752,0.0007303435122594,-0.0158730652183294,2019-11-01,2019-11-04,2019-11-05,2019-11-06,2019-11-07,2019-11-08,2019-11-11,2019-11-12,2019-11-13,2019-11-14,-0.38,-0.26,-0.44,0.007,1.08,0.48,0.83,0.006,2019-11-01,0.4,0.01,1.35,0.006,2019-11-04,-0.03,0.24,0.45,0.006,2019-11-05,-0.05,-0.72,0.23,0.006,2019-11-06,0.38,-0.14,0.51,0.006,2019-11-07,0.31,0.06,-0.36,0.006,2019-11-08,-0.19,0.0,-0.19,0.006,2019-11-11,0.16,-0.12,-0.15,0.006,2019-11-12,0.01,-0.22,-0.82,0.006,2019-11-13,0.07,-0.11,-0.25,0.006,2019-11-14,1520344.0,1.2595,1.8147,-0.0291,-0.47161,0.4609905412575603,1.3662600000000005,-1.3583641941270237,0.5098,-0.4841439573794603,-0.031785,0.0598545296823978,-0.056975,0.0603182447817176,0.48461,-0.4679495462483168,0.396445,-0.3893437030871213,-0.233305,0.2325817869262025,0.20752,-0.2165664986860752,0.018595,-0.0178646564877405,0.094165,-0.1100380652183294,-0.8973736528694631,-1.842508151506484,-0.4242894276970625,-0.3477767717842013,-0.969180682801381
10043,ALDEYRA THERAPEUTICS INC,Aldeyra Therapeutics Reports Expanded Results From Co.'s Allergen Chamber Clinical Methods Trial; Says Will Initiate Phase 3 INVIGORATE Trial In Patients With Allergic Conjunctivitis,5,increase,0.75,0.6,,2,2019-10-31,ALDX,2019-10-31 11:22:00+00:00,14647.0,01438T10,-0.0106194587424397,0.028010694310069,-0.0190917998552322,0.0158730186522007,-0.0104166213423013,-0.0285714361816644,-0.0154798617586493,-0.0031446509528905,-0.0398265048861503,0.0141683490946888,-0.031382855027914,2019-11-01,2019-11-04,2019-11-05,2019-11-06,2019-11-07,2019-11-08,2019-11-11,2019-11-12,2019-11-13,2019-11-14,-0.38,-0.26,-0.44,0.007,1.08,0.48,0.83,0.006,2019-11-01,0.4,0.01,1.35,0.006,2019-11-04,-0.03,0.24,0.45,0.006,2019-11-05,-0.05,-0.72,0.23,0.006,2019-11-06,0.38,-0.14,0.51,0.006,2019-11-07,0.31,0.06,-0.36,0.006,2019-11-08,-0.19,0.0,-0.19,0.006,2019-11-11,0.16,-0.12,-0.15,0.006,2019-11-12,0.01,-0.22,-0.82,0.006,2019-11-13,0.07,-0.11,-0.25,0.006,2019-11-14,1520344.0,1.2595,1.8147,-0.0291,-0.47161,0.4609905412575603,1.3662600000000005,-1.3382493056899312,0.5098,-0.5288917998552323,-0.031785,0.0476580186522007,-0.056975,0.0465583786576986,0.48461,-0.5131814361816646,0.396445,-0.4119248617586494,-0.233305,0.2301603490471095,0.20752,-0.2473465048861503,0.018595,-0.0044266509053111,0.094165,-0.125547855027914,-0.8772587644323708,-1.8671411055451632,-0.4812337812030315,-0.4189650388717652,-1.07226695971258
10051,ALDEYRA THERAPEUTICS INC,Aldeyra Therapeutics Shares Halted News Pending,5,uncertain,0.7,0.5,,1,2019-10-31,ALDX,2019-10-31 10:58:00+00:00,14647.0,01438T10,-0.0106194587424397,0.0396196506917476,0.028010694310069,-0.0190917998552322,0.0158730186522007,-0.0104166213423013,-0.0285714361816644,-0.0154798617586493,-0.0031446509528905,-0.0398265048861503,0.0141683490946888,2019-11-01,2019-11-04,2019-11-05,2019-11-06,2019-11-07,2019-11-08,2019-11-11,2019-11-12,2019-11-13,2019-11-14,-0.38,-0.26,-0.44,0.007,1.08,0.48,0.83,0.006,2019-11-01,0.4,0.01,1.35,0.006,2019-11-04,-0.03,0.24,0.45,0.006,2019-11-05,-0.05,-0.72,0.23,0.006,2019-11-06,0.38,-0.14,0.51,0.006,2019-11-07,0.31,0.06,-0.36,0.006,2019-11-08,-0.19,0.0,-0.19,0.006,2019-11-11,0.16,-0.12,-0.15,0.006,2019-11-12,0.01,-0.22,-0.82,0.006,2019-11-13,0.07,-0.11,-0.25,0.006,2019-11-14,1520344.0,1.2595,1.8147,-0.0291,-0.47161,0.4609905412575603,1.3662600000000005,-1.3266403493082526,0.5098,-0.4817893056899309,-0.031785,0.0126932001447677,-0.056975,0.0728480186522007,0.48461,-0.4950266213423014,0.396445,-0.4250164361816645,-0.233305,0.2178251382413506,0.20752,-0.2106646509528905,0.018595,-0.0584215048861503,0.094165,-0.0799966509053111,-0.8656498080506922,-1.8084296549981835,-0.4690961055451632,-0.4094854025453329,-1.0513007260269671
10059,ALIMERA SCIENCES INC,"HC Wainwright & Co. Maintains Buy on Alimera Sciences, Lowers Price Target to $1",5,decrease,0.75,0.6,,0,2019-10-31,ALIM,2019-10-31 11:12:00+00:00,93339.0,01625920,-0.2105849534273148,-0.0225351899862289,-0.0158501639962196,-0.0204977840185165,0.016442472115159,0.0176470410078764,0.0115606822073459,0.0157143045216798,-0.0168776884675025,-0.0014305796939879,0.0544412769377231,2019-11-01,2019-11-04,2019-11-05,2019-11-06,2019-11-07,2019-11-08,2019-11-11,2019-11-12,2019-11-13,2019-11-14,-0.38,-0.26,-0.44,0.007,1.08,0.48,0.83,0.006,2019-11-01,0.4,0.01,1.35,0.006,2019-11-04,-0.03,0.24,0.45,0.006,2019-11-05,-0.05,-0.72,0.23,0.006,2019-11-06,0.38,-0.14,0.51,0.006,2019-11-07,0.31,0.06,-0.36,0.006,2019-11-08,-0.19,0.0,-0.19,0.006,2019-11-11,0.16,-0.12,-0.15,0.006,2019-11-12,0.01,-0.22,-0.82,0.006,2019-11-13,0.07,-0.11,-0.25,0.006,2019-11-14,1526354.0,0.5917,-0.2014,-0.5754,-0.2178459999999999,0.0072610465726851,0.645036,-0.667571189986229,0.24268,-0.2585301639962196,-0.011751,-0.0087467840185165,-0.023585,0.040027472115159,0.230846,-0.2131989589921236,0.189427,-0.177866317792654,-0.1064229999999999,0.1221373045216798,0.100672,-0.1175496884675026,0.011917,-0.0133475796939879,0.047419,0.0070222769377231,-0.6603101434135439,-0.9261013539824486,-0.2672769480147361,-0.1819182708954811,-0.3928029634868652
10067,ALLSTATE CORP,"Wells Fargo Maintains Market Perform on Allstate, Raises Price Target to $105",5,increase,0.75,0.6,,2,2019-10-31,ALL,2019-10-31 12:28:00+00:00,79323.0,02000210,0.0140066817402839,0.0082508036866784,0.0079105542972683,0.0119079463183879,0.0013372355606406,0.0029380505438894,0.0111851394176483,0.0158019084483385,-0.0127041265368461,-0.0184696763753891,-0.0096774352714419,2019-11-01,2019-11-04,2019-11-05,2019-11-06,2019-11-07,2019-11-08,2019-11-11,2019-11-12,2019-11-13,2019-11-14,-0.38,-0.26,-0.44,0.007,1.08,0.48,0.83,0.006,2019-11-01,0.4,0.01,1.35,0.006,2019-11-04,-0.03,0.24,0.45,0.006,2019-11-05,-0.05,-0.72,0.23,0.006,2019-11-06,0.38,-0.14,0.51,0.006,2019-11-07,0.31,0.06,-0.36,0.006,2019-11-08,-0.19,0.0,-0.19,0.006,2019-11-11,0.16,-0.12,-0.15,0.006,2019-11-12,0.01,-0.22,-0.82,0.006,2019-11-13,0.07,-0.11,-0.25,0.006,2019-11-14,1523781.0,0.7679,-0.3535,0.4127,-0.284802,0.2988086817402839,0.8353320000000001,-0.8270811963133217,0.31316,-0.3052494457027316,-0.0170369999999999,0.0289449463183879,-0.032395,0.0337322355606407,0.297802,-0.2948639494561106,0.244049,-0.2328638605823517,-0.139901,0.1557029084483385,0.128864,-0.1415681265368461,0.013679,-0.032148676375389,0.059753,-0.0694304352714419,-0.5282725145730377,-1.1323306420160533,-0.2763044993843436,-0.2321867675770819,-0.615172139773801
10075,ALNYLAM PHARMACEUTICALS INC,"Alnylam Pharmaceuticals Q3 EPS $(1.5) Up From $(1.56) YoY, Sales $70.061M Up From $2.069M YoY",5,increase,0.75,0.6,,2,2019-10-31,ALNY,2019-10-31 13:35:00+00:00,90178.0,02043Q10,-0.0060730925761163,-0.0307692028582096,0.0178571734577417,0.0350876860320568,-0.0376647487282753,0.0136985704302787,-0.0154440011829137,0.0176470894366502,-0.0038535608910024,-0.0058027482591569,0.0311284679919481,2019-11-01,2019-11-04,2019-11-05,2019-11-06,2019-11-07,2019-11-08,2019-11-11,2019-11-12,2019-11-13,2019-11-14,-0.38,-0.26,-0.44,0.007,1.08,0.48,0.83,0.006,2019-11-01,0.4,0.01,1.35,0.006,2019-11-04,-0.03,0.24,0.45,0.006,2019-11-05,-0.05,-0.72,0.23,0.006,2019-11-06,0.38,-0.14,0.51,0.006,2019-11-07,0.31,0.06,-0.36,0.006,2019-11-08,-0.19,0.0,-0.19,0.006,2019-11-11,0.16,-0.12,-0.15,0.006,2019-11-12,0.01,-0.22,-0.82,0.006,2019-11-13,0.07,-0.11,-0.25,0.006,2019-11-14,1525168.0,1.2022,1.4143,-0.3914,-0.4498359999999999,0.4437629074238836,1.304376,-1.3351452028582096,0.48688,-0.4690228265422582,-0.0300659999999999,0.0651536860320568,-0.05411,0.0164452512717247,0.4628359999999999,-0.4491374295697212,0.3786819999999999,-0.3941260011829137,-0.2224179999999999,0.2400650894366502,0.198352,-0.2022055608910024,0.018022,-0.0238247482591569,0.090154,-0.0590255320080518,-0.891382295434326,-1.804168029400468,-0.4038691405102014,-0.3675384922659397,-0.8882541824741959
