headline type,magnitude,confidence,custom_id,company_name,headline,prompt_type,explanation,input_tokens,output_tokens,headline type num,date,permno,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3,ret,exret,b_mkt,mkt-rf,smb,hml,rf,sum_exret_1,sum_exret_5,sum_exret_10
uncertain,0.4,0.52,26155,NOMURA HOLDINGS INC,"""Brexit"" And The US-China Trade War Drag On European Freight Markets",7,"the article discusses macro freight-market headwinds from brexit and us-china tensions and does not directly address nomura's finances, so the impact on nomura's stock is uncertain and depends on broader market reactions.",140,1238,1.0,2019-09-04,89256.0,0.47846846282482,6.93779836751893,3.11005064392186,1.72414220869541,4.55696367014339,4.82233642550444,1.2106,0.3486,0.7914,1.08,-0.22,0.43,0.009,-0.3056999999999999,5.149,1.4114
increase,0.4,0.65,13910,CANADIAN NATIONAL RAILWAY CO,"""Every Option"" On Table To End CN Strike, Canadian Minister Says",7,"the statement signals progress toward a resolution of the strike, reducing disruption risk for cn and likely boosting investor sentiment and the stock.",145,640,2.0,2019-11-25,84181.0,1.5839783474802902,-2.95897302363726,-1.0260752411344398,0.09963061893358,-0.08839981180025,-2.19578026778957,0.5419,-0.1933,0.7905,0.92,1.32,-0.38,0.006,1.2345,-2.1203,-1.1479999999999997
uncertain,0.0,0.55,20299,HUNT J B TRANSPORT SERVICES INC,"""FreightWaves Is Doing Some Pretty Cool Stuff""",7,"the news item concerns freightwaves and not hunt j b transport services, so it provides no direct information about the company's fundamentals or prospects to drive a stock move.",142,846,1.0,2019-09-20,42877.0,-0.61323218978941,-2.7244857209331097,-4.87954411929361,-1.34333642199635,-1.5837101252327,-1.65217519888541,0.9284,1.3686,0.9338,-0.48,0.29,0.15,0.009,0.765,-0.1058000000000001,-1.9996000000000005
uncertain,0.0,0.45,11659,CALAMOS GLOBAL DYNAMIC INCOME FD,"""Nuclear Verdict"" Kills 540 Truck Carrier",7,"the impact on calamos global dynamic income fund depends on its nav exposure and sector holdings, which are not specified, making the directional price move unpredictable from this single trucking-verdict headline.",141,1364,1.0,2019-10-14,92110.0,-0.3802247578278099,0.7604555605203299,2.28136670467478,0.25284811854362,0.37974730762979,1.79717809338064,0.3817,0.5083,0.7343,-0.18,-0.34,-0.04,0.007,-0.6353,0.2286000000000001,0.7777000000000003
uncertain,0.25,0.45,12188,ISHARES INC,"""Really tariffs, laws, have to originate with Congress, and I think you just can't declare emergencies on spending, on tariffs, also on arms sales,"" - Sen. Rand Paul on CNN",7,the article is about congressional control of tariffs and spending with no direct link to ishares; any impact on its stock price would depend on broader market sentiment rather than this specific piece.,161,1041,1.0,2019-06-04,83223.0,0.64427657052874,3.7735835528885,2.5077447330715303,-0.5824790336191601,-4.19847925269117,-2.82396183203412,1.8514,0.4541,0.5999,2.33,0.42,-0.03,0.009,0.6694,2.5437000000000003,0.5381000000000005
increase,0.25,0.6,28484,X P O INC,"""Shipper Of Choice"" – It Can Be A Sweet Deal To Partner With Nestle",7,"partnering with nestlé suggests higher revenue visibility and potential long-term contracts for xpo, which would typically lift investor sentiment and the stock price, though the actual impact depends on deal details and scalability.",141,911,2.0,2019-06-13,90175.0,-1.3045746833086,0.2957003230493,-4.2268225451035795,0.95495274290442,0.86408558309953,4.1837113188820805,2.6058,1.8405,1.4564,0.52,0.67,-0.04,0.009,0.9202,-0.8929999999999998,-3.791899999999999
uncertain,0.0,0.65,13107,P G & E CORP,$0 Or $40? PG&E Price Targets Reflect Uncertain Outlook On Wall Street,7,"the article signals mixed analyst price targets and an uncertain outlook, suggesting no clear immediate direction for pg&e's stock.",144,1087,1.0,2019-10-10,13688.0,2.95250955969095,0.5134784597915001,-7.573814472553781,0.73394426144659,-4.52174311213484,1.01195647796594,-29.0528,-29.6158,0.8877,0.59,-0.4,0.26,0.007,-27.7622,-30.960200000000004,-38.84310000000001
decrease,0.5,0.65,34726,P G & E CORP,"' PG&E Knew for Years Its Lines Could Spark Wildfires, And Didn't Fix Them' -Dow Jones",7,"negative regulatory, legal and reputational exposure from knowingly failing to fix wildfire risks could drive a near-term stock sell-off.",149,901,0.0,2019-07-10,13688.0,-4.43924702703952,-13.7850417007584,-11.72897348352941,0.73630856350064,0.45891909280191,-2.1457372841654,-2.2385,-2.5838,0.8394,0.4,-0.15,-0.36,0.009,-7.1915,-16.568600000000004,-15.0879
uncertain,0.0,0.55,19523,ISHARES TRUST,"'#BREAKING UK PM to suspend parliament from Oct 8-14, according to Downing St' -AFP news agency Tweets",7,"the parliamentary suspension is a political event that could affect market sentiment in varied ways, but there is no clear directional impact on ishares trust in the near term.",149,1032,1.0,2019-10-02,14907.0,0.56310058571398,0.33123672876986,5.29976924000969,-1.11358696594834,-0.98757399121525,-1.01910733184336,-2.8636,-1.8252,0.6146,-1.73,0.9,-0.36,0.007,-1.7608,-2.1881999999999997,1.1767000000000003
decrease,0.25,0.6,33650,P G & E CORP,'#BREAKING: CAL FIRE formally blames PG&E equipment for cause of deadly #CampFire in Paradise last year.' -Tweet From Editor For Comstock Mag,7,"formal blame by cal fire for pg&e equipment increases perceived liability and regulatory risk, which historically weighs on a utilities stock in the near term, though the actual price move depends on further developments and market sentiment.",159,1302,0.0,2019-05-15,13688.0,0.6090842187404599,5.20487567184684,-1.55038101815943,0.71311611682176,-1.29032130572283,-5.1162778300079,-1.634,-2.0328,0.6676,0.58,0.05,-0.96,0.009,-2.0402,3.410800000000001,-1.2561999999999989
