custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,headline type num,date,ticker,datetime_utc,permno,cusip,ret,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,Mkt-RF,SMB,HML,RF,Mkt-RF_1,SMB_1,HML_1,RF_1,date_1,Mkt-RF_2,SMB_2,HML_2,RF_2,date_2,Mkt-RF_3,SMB_3,HML_3,RF_3,date_3,Mkt-RF_4,SMB_4,HML_4,RF_4,date_4,Mkt-RF_5,SMB_5,HML_5,RF_5,date_5,Mkt-RF_6,SMB_6,HML_6,RF_6,date_6,Mkt-RF_7,SMB_7,HML_7,RF_7,date_7,Mkt-RF_8,SMB_8,HML_8,RF_8,date_8,Mkt-RF_9,SMB_9,HML_9,RF_9,date_9,Mkt-RF_10,SMB_10,HML_10,RF_10,date_10,index,b_mkt,b_smb,b_hml,er_CAPM,ar_CAPM,er_CAPM_1,ar_CAPM_1,er_CAPM_2,ar_CAPM_2,er_CAPM_3,ar_CAPM_3,er_CAPM_4,ar_CAPM_4,er_CAPM_5,ar_CAPM_5,er_CAPM_6,ar_CAPM_6,er_CAPM_7,ar_CAPM_7,er_CAPM_8,ar_CAPM_8,er_CAPM_9,ar_CAPM_9,er_CAPM_10,ar_CAPM_10,CAPM_CAR_1,CAPM_CAR_2,CAPM_CAR_3,CAPM_CAR_5,CAPM_CAR_10
10002,PFIZER INC,"Merck KGaA, Pfizer Announce Discontinuation of Phase III JAVELIN Ovarian PARP 100 Trial in Previously Untreated Advanced Ovarian Cancer",8,negative,0.85,0.7,"the discontinuation of a phase iii trial indicates a setback in the development of a potential treatment for advanced ovarian cancer, which is generally viewed as negative news for pfizer.",0,2019-03-20,PFE,2019-03-20 00:16:00+00:00,21936.0,71708110,-0.0030733114108443,,,,,,,,,,,2019-03-21,2019-03-22,2019-03-25,2019-03-26,2019-03-27,2019-03-28,2019-03-29,2019-04-01,2019-04-02,2019-04-03,-0.39,0.02,-1.05,0.009,1.11,0.3,-1.23,0.009,2019-03-21,-2.17,-1.52,-0.07,0.009,2019-03-22,-0.05,0.66,-0.25,0.009,2019-03-25,0.76,0.17,0.46,0.009,2019-03-26,-0.5,0.1,0.5,0.009,2019-03-27,0.4,0.34,0.02,0.009,2019-03-28,0.66,-0.22,-0.92,0.009,2019-03-29,1.19,-0.3,0.99,0.01,2019-04-01,-0.05,-0.13,-0.44,0.01,2019-04-02,0.27,0.22,-0.4,0.01,2019-04-03,384734.0,0.7133,-0.3867,0.014,-0.269187,0.2661136885891557,0.8007630000000001,,-1.5388610000000005,,-0.026665,,0.551108,,-0.34765,,0.29432,,0.479778,,0.858827,,-0.025665,,0.202591,,,,,,
10010,PLUG POWER INC,Plug Power Inc. Announces 10M Share Registered Direct Offering With Odey Asset Management At $2.35/Share,8,negative,0.7,0.6,"the announcement of a registered direct offering typically indicates dilution of existing shares, which can be viewed negatively by investors.",0,2019-03-20,PLUG,2019-03-20 13:29:00+00:00,87337.0,72919P20,0.0355730876326561,,,,,,,,,,,2019-03-21,2019-03-22,2019-03-25,2019-03-26,2019-03-27,2019-03-28,2019-03-29,2019-04-01,2019-04-02,2019-04-03,-0.39,0.02,-1.05,0.009,1.11,0.3,-1.23,0.009,2019-03-21,-2.17,-1.52,-0.07,0.009,2019-03-22,-0.05,0.66,-0.25,0.009,2019-03-25,0.76,0.17,0.46,0.009,2019-03-26,-0.5,0.1,0.5,0.009,2019-03-27,0.4,0.34,0.02,0.009,2019-03-28,0.66,-0.22,-0.92,0.009,2019-03-29,1.19,-0.3,0.99,0.01,2019-04-01,-0.05,-0.13,-0.44,0.01,2019-04-02,0.27,0.22,-0.4,0.01,2019-04-03,386587.0,1.5305,0.8486,0.0674,-0.5878950000000001,0.6234680876326562,1.707855,,-3.312185,,-0.067525,,1.17218,,-0.75625,,0.6212000000000001,,1.01913,,1.831295,,-0.066525,,0.423235,,,,,,
10018,PLEXUS CORP,Sidoti & Co. Initiates Coverage On Plexus with Buy Rating,8,positive,0.9,0.8,"the initiation of coverage with a 'buy' rating by sidoti & co. suggests a favorable outlook for plexus corp, indicating potential for growth and investment interest.",2,2019-03-20,PLXS,2019-03-20 17:49:00+00:00,10032.0,72913210,0.0076847812160849,,,,,,,,,,,2019-03-21,2019-03-22,2019-03-25,2019-03-26,2019-03-27,2019-03-28,2019-03-29,2019-04-01,2019-04-02,2019-04-03,-0.39,0.02,-1.05,0.009,1.11,0.3,-1.23,0.009,2019-03-21,-2.17,-1.52,-0.07,0.009,2019-03-22,-0.05,0.66,-0.25,0.009,2019-03-25,0.76,0.17,0.46,0.009,2019-03-26,-0.5,0.1,0.5,0.009,2019-03-27,0.4,0.34,0.02,0.009,2019-03-28,0.66,-0.22,-0.92,0.009,2019-03-29,1.19,-0.3,0.99,0.01,2019-04-01,-0.05,-0.13,-0.44,0.01,2019-04-02,0.27,0.22,-0.4,0.01,2019-04-03,381262.0,0.9346,0.8768,0.2799,-0.355494,0.3631787812160849,1.046406,,-2.019082,,-0.03773,,0.719296,,-0.4583,,0.38284,,0.6258360000000001,,1.122174,,-0.03673,,0.262342,,,,,,
10026,PERRIGO CO PLC,"UPDATE: Perrigo Says Previous CFO, Ronald Winowiecki, Resigned",8,negative,0.8,0.7,"the resignation of a cfo can indicate instability or issues within the company, which is generally viewed negatively.",0,2019-03-20,PRGO,2019-03-20 20:31:00+00:00,77182.0,G9782210,-0.0180748011916875,,,,,,,,,,,2019-03-21,2019-03-22,2019-03-25,2019-03-26,2019-03-27,2019-03-28,2019-03-29,2019-04-01,2019-04-02,2019-04-03,-0.39,0.02,-1.05,0.009,1.11,0.3,-1.23,0.009,2019-03-21,-2.17,-1.52,-0.07,0.009,2019-03-22,-0.05,0.66,-0.25,0.009,2019-03-25,0.76,0.17,0.46,0.009,2019-03-26,-0.5,0.1,0.5,0.009,2019-03-27,0.4,0.34,0.02,0.009,2019-03-28,0.66,-0.22,-0.92,0.009,2019-03-29,1.19,-0.3,0.99,0.01,2019-04-01,-0.05,-0.13,-0.44,0.01,2019-04-02,0.27,0.22,-0.4,0.01,2019-04-03,385535.0,1.259,0.455,0.4324,-0.48201,0.4639351988083124,1.4064899999999998,,-2.7230299999999996,,-0.0539499999999999,,0.96584,,-0.6204999999999999,,0.5126,,0.83994,,1.5082099999999998,,-0.0529499999999999,,0.34993,,,,,,
10034,PERRIGO CO PLC,Perrigo Names Ray Silcock CFO,8,positive,0.8,0.7,"the appointment of a new cfo, ray silcock, typically indicates a strategic move towards strengthening the company's financial leadership, which is generally viewed positively.",2,2019-03-20,PRGO,2019-03-20 20:30:00+00:00,77182.0,G9782210,-0.0180748011916875,,,,,,,,,,,2019-03-21,2019-03-22,2019-03-25,2019-03-26,2019-03-27,2019-03-28,2019-03-29,2019-04-01,2019-04-02,2019-04-03,-0.39,0.02,-1.05,0.009,1.11,0.3,-1.23,0.009,2019-03-21,-2.17,-1.52,-0.07,0.009,2019-03-22,-0.05,0.66,-0.25,0.009,2019-03-25,0.76,0.17,0.46,0.009,2019-03-26,-0.5,0.1,0.5,0.009,2019-03-27,0.4,0.34,0.02,0.009,2019-03-28,0.66,-0.22,-0.92,0.009,2019-03-29,1.19,-0.3,0.99,0.01,2019-04-01,-0.05,-0.13,-0.44,0.01,2019-04-02,0.27,0.22,-0.4,0.01,2019-04-03,385535.0,1.259,0.455,0.4324,-0.48201,0.4639351988083124,1.4064899999999998,,-2.7230299999999996,,-0.0539499999999999,,0.96584,,-0.6204999999999999,,0.5126,,0.83994,,1.5082099999999998,,-0.0529499999999999,,0.34993,,,,,,
10042,PERRIGO CO PLC,"SunTrust Robinson Humphrey Initiates Coverage On Perrigo Co with Hold Rating, Announces $51 Price Target",8,neutral,0.7,0.1,the initiation of coverage with a 'hold' rating and a price target suggests a cautious stance rather than a strong positive or negative outlook.,1,2019-03-20,PRGO,2019-03-20 11:14:00+00:00,77182.0,G9782210,-0.0180748011916875,,,,,,,,,,,2019-03-21,2019-03-22,2019-03-25,2019-03-26,2019-03-27,2019-03-28,2019-03-29,2019-04-01,2019-04-02,2019-04-03,-0.39,0.02,-1.05,0.009,1.11,0.3,-1.23,0.009,2019-03-21,-2.17,-1.52,-0.07,0.009,2019-03-22,-0.05,0.66,-0.25,0.009,2019-03-25,0.76,0.17,0.46,0.009,2019-03-26,-0.5,0.1,0.5,0.009,2019-03-27,0.4,0.34,0.02,0.009,2019-03-28,0.66,-0.22,-0.92,0.009,2019-03-29,1.19,-0.3,0.99,0.01,2019-04-01,-0.05,-0.13,-0.44,0.01,2019-04-02,0.27,0.22,-0.4,0.01,2019-04-03,385535.0,1.259,0.455,0.4324,-0.48201,0.4639351988083124,1.4064899999999998,,-2.7230299999999996,,-0.0539499999999999,,0.96584,,-0.6204999999999999,,0.5126,,0.83994,,1.5082099999999998,,-0.0529499999999999,,0.34993,,,,,,
10050,PATTERSON U T I ENERGY INC,"US Judge Blocks Drilling, Orders Further Environmental Review On 282 Oil And Gas Leases In Wyoming",8,negative,0.8,0.7,"the news indicates a legal setback for oil and gas drilling in wyoming, which could adversely affect the operations and revenue potential for companies like patterson uti energy inc.",0,2019-03-20,PTEN,2019-03-20 15:20:00+00:00,79857.0,70348110,0.018894363194704,,,,,,,,,,,2019-03-21,2019-03-22,2019-03-25,2019-03-26,2019-03-27,2019-03-28,2019-03-29,2019-04-01,2019-04-02,2019-04-03,-0.39,0.02,-1.05,0.009,1.11,0.3,-1.23,0.009,2019-03-21,-2.17,-1.52,-0.07,0.009,2019-03-22,-0.05,0.66,-0.25,0.009,2019-03-25,0.76,0.17,0.46,0.009,2019-03-26,-0.5,0.1,0.5,0.009,2019-03-27,0.4,0.34,0.02,0.009,2019-03-28,0.66,-0.22,-0.92,0.009,2019-03-29,1.19,-0.3,0.99,0.01,2019-04-01,-0.05,-0.13,-0.44,0.01,2019-04-02,0.27,0.22,-0.4,0.01,2019-04-03,385823.0,1.6898,1.0942,1.501,-0.650022,0.668916363194704,1.884678,,-3.657866,,-0.07549,,1.293248,,-0.8359,,0.6849200000000001,,1.1242679999999998,,2.0208619999999997,,-0.07449,,0.466246,,,,,,
10058,INVESCO QQQ TRUST,This Day In Market History: Barron's Calls Dot-Com Bubble Top,8,negative,0.8,0.7,"the reference to barron's calling the dot-com bubble top suggests a historical context of market instability, which could imply potential risks for investments like invesco qqq trust that are heavily tied to technology stocks.",0,2019-03-20,QQQ,2019-03-20 11:25:00+00:00,86755.0,46090E10,0.0039653251878917,,,,,,,,,,,2019-03-21,2019-03-22,2019-03-25,2019-03-26,2019-03-27,2019-03-28,2019-03-29,2019-04-01,2019-04-02,2019-04-03,-0.39,0.02,-1.05,0.009,1.11,0.3,-1.23,0.009,2019-03-21,-2.17,-1.52,-0.07,0.009,2019-03-22,-0.05,0.66,-0.25,0.009,2019-03-25,0.76,0.17,0.46,0.009,2019-03-26,-0.5,0.1,0.5,0.009,2019-03-27,0.4,0.34,0.02,0.009,2019-03-28,0.66,-0.22,-0.92,0.009,2019-03-29,1.19,-0.3,0.99,0.01,2019-04-01,-0.05,-0.13,-0.44,0.01,2019-04-02,0.27,0.22,-0.4,0.01,2019-04-03,386502.0,1.1601,-0.1695,-0.5432,-0.4434389999999999,0.4474043251878917,1.296711,,-2.5084169999999997,,-0.049005,,0.8906759999999999,,-0.57105,,0.47304,,0.774666,,1.3905189999999998,,-0.048005,,0.323227,,,,,,
10066,RADIAN GROUP INC,Radian Expands Buyback From $100M To $200M,8,positive,0.9,0.8,the expansion of the buyback program indicates that radian group inc. is confident in its financial health and is committed to returning value to shareholders.,2,2019-03-20,RDN,2019-03-20 10:32:00+00:00,78038.0,75023610,-0.0126213701441884,,,,,,,,,,,2019-03-21,2019-03-22,2019-03-25,2019-03-26,2019-03-27,2019-03-28,2019-03-29,2019-04-01,2019-04-02,2019-04-03,-0.39,0.02,-1.05,0.009,1.11,0.3,-1.23,0.009,2019-03-21,-2.17,-1.52,-0.07,0.009,2019-03-22,-0.05,0.66,-0.25,0.009,2019-03-25,0.76,0.17,0.46,0.009,2019-03-26,-0.5,0.1,0.5,0.009,2019-03-27,0.4,0.34,0.02,0.009,2019-03-28,0.66,-0.22,-0.92,0.009,2019-03-29,1.19,-0.3,0.99,0.01,2019-04-01,-0.05,-0.13,-0.44,0.01,2019-04-02,0.27,0.22,-0.4,0.01,2019-04-03,385642.0,1.144,0.8221,0.9234,-0.43716,0.4245386298558116,1.27884,,-2.47348,,-0.0482,,0.87844,,-0.563,,0.4666,,0.7640399999999999,,1.37136,,-0.0472,,0.31888,,,,,,
10074,ROCKWELL AUTOMATION INC,UBS Downgrades Rockwell Automation to Neutral,8,negative,0.85,0.7,"a downgrade from ubs typically indicates a less favorable outlook for the company's stock, which is generally perceived as negative news.",0,2019-03-20,ROK,2019-03-20 14:05:00+00:00,84381.0,77390310,-0.0153828943148255,,,,,,,,,,,2019-03-21,2019-03-22,2019-03-25,2019-03-26,2019-03-27,2019-03-28,2019-03-29,2019-04-01,2019-04-02,2019-04-03,-0.39,0.02,-1.05,0.009,1.11,0.3,-1.23,0.009,2019-03-21,-2.17,-1.52,-0.07,0.009,2019-03-22,-0.05,0.66,-0.25,0.009,2019-03-25,0.76,0.17,0.46,0.009,2019-03-26,-0.5,0.1,0.5,0.009,2019-03-27,0.4,0.34,0.02,0.009,2019-03-28,0.66,-0.22,-0.92,0.009,2019-03-29,1.19,-0.3,0.99,0.01,2019-04-01,-0.05,-0.13,-0.44,0.01,2019-04-02,0.27,0.22,-0.4,0.01,2019-04-03,386226.0,1.1059,0.127,0.0577,-0.422301,0.4069181056851745,1.236549,,-2.3908030000000005,,-0.046295,,0.8494840000000001,,-0.54395,,0.4513600000000001,,0.7388940000000002,,1.326021,,-0.045295,,0.308593,,,,,,
