Unnamed: 0,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,headline type num,date,ticker,datetime_utc,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,headline_word_count
0,AGILENT TECHNOLOGIES INC,Aligent shares are trading higher after the company reported better-than-expected Q4 EPS and sales results.,1,increase,0.9,0.8,,2.0,2019-11-25,A,2019-11-25 21:09:00+00:00,87432.0,00846U10,0.014408485032618,0.0085969949141144,0.0102167915954709,0.006354280016614,-0.0019935662848824,0.0332668583085891,0.0896463869219814,0.0051167280061492,0.0104725370183587,0.0076414431460445,-0.0021440051637446,0.0109890185506003,0.0323591260170439,0.0507304049623729,0.1214898900061387,15
1,AGILENT TECHNOLOGIES INC,"Agilent Sees FY20 Adj. EPS $3.38-$3.43 vs $3.44 Estimate, Sales $5.5B-$5.55B vs $5.55B Est.",1,decrease,0.8,0.6,,0.0,2019-11-25,A,2019-11-25 21:08:00+00:00,87432.0,00846U10,0.014408485032618,0.0085969949141144,0.0102167915954709,0.006354280016614,-0.0019935662848824,0.0332668583085891,0.0896463869219814,0.0051167280061492,0.0104725370183587,0.0076414431460445,-0.0021440051637446,0.0109890185506003,0.0323591260170439,0.0507304049623729,0.1214898900061387,14
2,AGILENT TECHNOLOGIES INC,"Agilent Sees Q1 Adj. EPS $0.80-$0.81 vs $0.84 Estimate, Sales $1.34B-$1.355B vs $1.38B Est.",1,decrease,0.8,0.5,,0.0,2019-11-25,A,2019-11-25 21:08:00+00:00,87432.0,00846U10,0.014408485032618,0.0085969949141144,0.0102167915954709,0.006354280016614,-0.0019935662848824,0.0332668583085891,0.0896463869219814,0.0051167280061492,0.0104725370183587,0.0076414431460445,-0.0021440051637446,0.0109890185506003,0.0323591260170439,0.0507304049623729,0.1214898900061387,14
3,AGILENT TECHNOLOGIES INC,"Agilent Technologies Q4 Adj. EPS $0.89 Beats $0.85 Estimate, Sales $1.37B Beat $1.33B Estimate",1,increase,0.8,0.5,,2.0,2019-11-25,A,2019-11-25 21:08:00+00:00,87432.0,00846U10,0.014408485032618,0.0085969949141144,0.0102167915954709,0.006354280016614,-0.0019935662848824,0.0332668583085891,0.0896463869219814,0.0051167280061492,0.0104725370183587,0.0076414431460445,-0.0021440051637446,0.0109890185506003,0.0323591260170439,0.0507304049623729,0.1214898900061387,14
4,AGILENT TECHNOLOGIES INC,Agilent Raises Qtr. Dividend From $0.164 To $0.18/Share,1,increase,0.8,0.5,,2.0,2019-11-20,A,2019-11-20 21:05:00+00:00,87432.0,00846U10,-0.0097112404182553,-0.002801752416417,0.0076414431460443,0.0221600297978596,0.032603225799525,0.0383342109266848,0.0825246267742105,0.0892887881550599,0.0173209961503744,0.0131612414840478,0.032959858423323,0.0290720027259623,0.0495036105588384,0.0938060861704033,0.1410065266737761,8
5,AGILENT TECHNOLOGIES INC,"Stifel Nicolaus Initiates Coverage On Agilent Technologies with Hold Rating, Announces $85 Price Target",1,decrease,0.8,0.5,,0.0,2019-11-15,A,2019-11-15 11:02:00+00:00,87432.0,00846U10,0.0195414274930954,-0.0040889303199946,0.013161241484048,0.0033221890855383,0.0109890185506005,0.0267058051022024,0.0923954057475981,0.094444248500197,-0.0051840525120497,-0.0037638013381225,-0.0011710647113707,0.0111974505157352,0.0133333609340169,0.0391227737420787,0.0654332915863566,14
6,ALTISOURCE ASSET MANAGEMENT CORP,Altisource Asset Mgmt Q3 EPS $(2.25) Down From $(0.75) YoY,1,decrease,0.8,0.7,,0.0,2019-11-06,AAMC,2019-11-06 14:13:00+00:00,14127.0,02153X10,0.0227272883057594,-0.0740740746259689,-0.1196296148558457,-0.1166666548269281,-0.1701925800141011,-0.1133333147931614,,,-0.0007570196175947,0.0153846012626621,-0.0258302865350759,-0.0258302862592971,-0.1020408190739466,,,10
7,ATLANTIC AMERICAN CORP,"Atlantic American Q3 EPS $(0.07) Down From $0.04 YoY, Sales $47.75M Up From $45.57M YoY",1,decrease,0.8,0.6,,0.0,2019-11-12,AAME,2019-11-12 19:11:00+00:00,15580.0,04820910,-0.0661420747637748,-0.1459804028272628,-0.0890457473204905,-0.0036437997060626,-0.0207241777015524,0.042359420103373,0.0817581546580961,0.1672171157905202,0.039058644324541,-0.0457151821271767,-0.04040818009812,-0.1411872378089369,-0.1128301402320076,-0.2982089094250106,-0.1945182124725737,15
8,APPLIED OPTOELECTRONICS INC,Applied Optoelectronics Amended S-3 Shows Registration For $250M Mixed Securities Offering,1,increase,0.8,0.5,,2.0,2019-11-20,AAOI,2019-11-20 21:10:00+00:00,14145.0,03823U10,0.0029268031939864,-0.0077820941805839,-0.0038910470357145,0.0009727847651566,0.0389105612515101,0.0175097562051185,0.1819066078565381,0.1750972939425932,-0.0275142285972833,-0.0566037542381361,-0.0596329951930016,-0.1209262345189924,-0.095322149493215,0.0173697408214728,0.1239035171771205,11
9,APPLIED OPTOELECTRONICS INC,"Piper Jaffray Maintains Neutral on Applied Optoelectronics, Raises Price Target to $10",1,increase,0.8,0.5,,2.0,2019-11-07,AAOI,2019-11-07 17:11:00+00:00,14145.0,03823U10,-0.0871050804853439,0.0177736710757017,0.1365762503398992,0.0907390402381216,0.0196445327811762,-0.0458372114882991,0.0402245400124241,0.134705386902727,0.0335392877459526,0.1047169444190658,0.2236155050729331,0.2510684222468866,0.1548323088125824,0.0012826285154861,0.1888324412469961,12
10,APPLIED OPTOELECTRONICS INC,"Applied Optoelectronics Sees Q4 Adj. EPS $(0.23)-$(0.21) vs $(0.18) Est., Sales $46M-$49M vs $51.84M Est.",1,decrease,0.8,0.5,,0.0,2019-11-06,AAOI,2019-11-06 21:14:00+00:00,14145.0,03823U10,0.0335392877459526,-0.0871050804853439,-0.0708795864592112,0.0375746845763118,-0.0315969168468918,-0.1221178766140909,-0.035012799633487,0.0589239563141494,0.06886787712574,0.1839080715949541,0.2104701166951705,0.1514227329983006,0.0999999685861545,0.0184269594688541,0.1620512694704843,15
11,APPLIED OPTOELECTRONICS INC,"Applied Optoelectronics Q3 Adj. EPS $(0.15) Beats $(0.24) Estimate, Sales $46.1M Miss $47.75M Estimate",1,decrease,0.8,0.7,,0.0,2019-11-06,AAOI,2019-11-06 21:13:00+00:00,14145.0,03823U10,0.0335392877459526,-0.0871050804853439,-0.0708795864592112,0.0375746845763118,-0.0315969168468918,-0.1221178766140909,-0.035012799633487,0.0589239563141494,0.06886787712574,0.1839080715949541,0.2104701166951705,0.1514227329983006,0.0999999685861545,0.0184269594688541,0.1620512694704843,14
