Unnamed: 0,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,headline type num,date,ticker,datetime_utc,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,headline_word_count
3843,AGILENT TECHNOLOGIES INC,UPDATE: Bill Ackman's Pershing Square Files Amended 13F Showing New ~2.916M Share Stake In Agilent,2,positive,0.8,0.6,,2,12/9/19,A,2019-12-09 21:12:00+00:00,87432,00846U10,-0.007176698,0.016049957,0.022053361,0.039083493,0.034672802,0.044596904,0.093590268,-0.035450226,0.008340492,0.015816122,0.02634208,0.017828432,0.04993609,0.09613332,0.062085105,15
3851,AGILENT TECHNOLOGIES INC,Hearing Pershing Square Reports 2.9M Share Stake In Agilent,2,positive,0.8,0.6,,2,12/9/19,A,2019-12-09 21:09:00+00:00,87432,00846U10,-0.007176698,0.016049957,0.022053361,0.039083493,0.034672802,0.044596904,0.093590268,-0.035450226,0.008340492,0.015816122,0.02634208,0.017828432,0.04993609,0.09613332,0.062085105,9
3867,ADVANCE AUTO PARTS INC,"Advance Auto Parts Announces Purchase Of DieHard Brand From Transformco , Utilizing $200M Cash On Hand",2,positive,0.9,0.8,,2,12/23/19,AAP,2019-12-23 16:42:00+00:00,89217,00751Y10,0.011700014,0.003750741,-0.004375801,-0.010126868,0.001187738,-0.042570466,-0.160030043,-0.529610656,0.010480569,0.000953142,0.001269959,0.019139341,0.023028255,-0.065568145,-0.013713563,16
3875,ADVANCE AUTO PARTS INC,'Advance Auto Parts to buy DieHard brand from Sears for $200 million in cash deal' -CNBC,2,positive,0.9,0.8,,2,12/23/19,AAP,2019-12-23 15:02:00+00:00,89217,00751Y10,0.011700014,0.003750741,-0.004375801,-0.010126868,0.001187738,-0.042570466,-0.160030043,-0.529610656,0.010480569,0.000953142,0.001269959,0.019139341,0.023028255,-0.065568145,-0.013713563,16
3883,ADVANCE AUTO PARTS INC,"Advance Auto Parts shares are trading higher in sympathy with AutoZone, which reported strong Q1 results.",2,positive,0.8,0.6,,2,12/10/19,AAP,2019-12-10 15:46:00+00:00,89217,00751Y10,0.030348951,-0.001728913,-0.000320184,-0.006147093,0.011589919,0.028568723,-0.092435685,-0.164948541,-0.019725701,-0.004727729,-0.004989132,-0.031810894,-0.039906175,-0.084501031,-0.03420685,16
3891,ABBVIE INC,"Cowen & Co. Maintains Outperform on AbbVie, Raises Price Target to $98",2,positive,0.9,0.8,,2,12/26/19,ABBV,2019-12-26 13:27:00+00:00,13721,00287Y10,-0.000222556,-0.007013301,-0.014583159,-0.014360468,-0.012579371,-0.008571794,0.068881538,-0.238640494,-0.00443215,0.006271672,0.012166294,-0.002553323,0.038008329,0.04891425,0.2038524558528414,12
3907,ABBVIE INC,Abbvie Reaches An Agreement With The Pan-Canadian Pharmaceutical Alliance For The Combination Venclexta With Rituximab As A Treatment For Patients With Chronic Lymphocytic Leukemia,2,positive,0.9,0.8,,2,12/18/19,ABBV,2019-12-18 19:58:00+00:00,13721,00287Y10,-0.008325933,-0.006268949,-0.000447789,0.010298871,0.005597224,-0.007052557,-0.066371129,-0.171645502,0.007268271,0.025500974,0.015214679,0.040665485,0.048051251,0.085432028,0.2531064702902326,24
3915,ABBVIE INC,AbbVie Receives European Commission Approval Of RINVOQ For The Treatment Of Adults With Moderate To Severe Active Rheumatoid Arthritis,2,positive,0.9,0.8,,2,12/18/19,ABBV,2019-12-18 15:56:00+00:00,13721,00287Y10,-0.008325933,-0.006268949,-0.000447789,0.010298871,0.005597224,-0.007052557,-0.066371129,-0.171645502,0.007268271,0.025500974,0.015214679,0.040665485,0.048051251,0.085432028,0.2531064702902326,19
3923,ABBVIE INC,Watching Allergan Shares AS Hearing Co. Deal With AbbVie To Receive US Regulatory Approval In Jan. 2020,2,positive,0.8,0.6,,2,12/13/19,ABBV,2019-12-13 14:44:00+00:00,13721,00287Y10,-0.010030508,0.018101139,0.025500974,0.016962722,0.016507338,0.007741352,-0.040151333,-0.093104482,0.023414146,0.025069384,0.026492374,0.023178068,0.00452849,0.1138588896734316,0.2630762271549138,17
3931,ABBVIE INC,AbbVie and Scripps Research to Collaborate on New Therapies,2,positive,0.9,0.8,,2,12/9/19,ABBV,2019-12-09 13:13:00+00:00,13721,00287Y10,-0.006208334,0.00138819,0.003007803,0.026492374,0.034590442,0.044076786,-0.000337869,0.041280565,0.00299818,-0.002522862,0.011983786,-0.008548957,0.005316769,0.1325520792506112,0.2458563461956815,9
3939,ABBVIE INC,AbbVie Reports Deal With Pan-Canadian Pharma Alliance For Skyrizi For Treatment Of Moderate To Severe Plaque Psoriasis,2,positive,0.9,0.8,,2,12/6/19,ABBV,2019-12-06 11:10:00+00:00,13721,00287Y10,0.00299818,-0.006208334,-0.004828763,-0.003219205,0.009887249,0.0265578,0.016058298,0.055670726,-0.005504538,0.008958747,-0.003561962,-0.018227109,-0.005504537,0.1153697877964956,0.2660847534189532,17
3955,AMBEV SA,Shares of several Brazilian companies are trading higher on strong economic data out of the country as well as global macro optimism on positive U.S.-China trade reports.,2,positive,0.8,0.6,,2,12/4/19,ABEV,2019-12-04 16:50:00+00:00,85254,02319V10,0.01886802,0,0.030092508,0.025462883,0.030092508,0.08333325,0.052577058,-0.220665266,0,0.007125827,0.002364007,-0.013953586,0.026634299,-0.074235846,-0.078260905,27
3979,ASBURY AUTOMOTIVE GROUP INC,Asbury Automotive Group Reports Purchase Of Park Place Dealerships For $1B In Cash,2,positive,0.9,0.8,,2,12/12/19,ABG,2019-12-12 12:11:00+00:00,89327,04343610,0.071073078,-0.048911717,-0.056737584,-0.040107594,-0.032037178,-0.074345769,-0.182440676,-0.409717087,0.039763931,0.040236151,0.032545984,0.042698493,0.02561118,0.095980846,0.1348592992929149,13
3995,A B M INDUSTRIES INC,ABM Industries Raises Quarterly Dividend From $0.180 To $0.185/Share,2,positive,0.9,0.5,,2,12/18/19,ABM,2019-12-18 21:18:00+00:00,47730,00095710,0.014293386,0.035894666,0.028981656,0.003456554,0.026854514,0.023876407,0.034831239,-0.245986643,-0.010672297,-0.000269569,-0.022924873,-0.026004672,-0.014353991,0.008156688,0.028871649,9
4035,ACADIA PHARMACEUTICALS,"Guggenheim Securities Initiates Coverage On ACADIA Pharmaceuticals with Buy Rating, Announces $60 Price Target",2,positive,0.9,0.8,,2,12/16/19,ACAD,2019-12-16 13:07:00+00:00,90177,00422510,0.038791187,0.001302596,-0.056882384,-0.052757277,-0.032349144,-0.071211516,-0.132001772,-0.22644377,-0.004043133,-0.014885541,-0.041400948,-0.137354106,-0.020975944,0.045508147,0.063819584,14
4051,ACADIA PHARMACEUTICALS,ACADIA Pharmaceuticals shares are trading higher after the company reported the results from its pivotal phase 3 HARMONY trial of pimavanserin in patients with dementia-related psychosis met the primary endpoint and key secondary endpoint.,2,positive,0.9,0.8,,2,12/5/19,ACAD,2019-12-05 12:32:00+00:00,90177,00422510,0.1400180906057358,0.018225079,-0.050515039,-0.083696482,-0.118066542,-0.135697274,-0.140847874,-0.117868478,-0.014686245,-0.0327654,-0.022300775,-0.06582284,-0.054048333,0.041637276,0.074235753,34
4059,ARCH CAPITAL GROUP LTD NEW,"Wells Fargo Maintains Equal-Weight on Arch Capital Group, Raises Price Target to $41",2,positive,0.8,0.6,,2,12/16/19,ACGL,2019-12-16 12:35:00+00:00,82276,G0450A10,0.007425182,0.013314255,0.006657127,0.008796931,0.000118813,0.019733666,0.057536809,-0.220874951,0.002160349,0.017796186,0.014334309,0.014334309,-0.005241868,-0.000239422,0.014827437,13
