custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,headline type num,date,ticker,datetime_utc,permno,cusip,ret,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,Mkt-RF,SMB,HML,RF,Mkt-RF_1,SMB_1,HML_1,RF_1,date_1,Mkt-RF_2,SMB_2,HML_2,RF_2,date_2,Mkt-RF_3,SMB_3,HML_3,RF_3,date_3,Mkt-RF_4,SMB_4,HML_4,RF_4,date_4,Mkt-RF_5,SMB_5,HML_5,RF_5,date_5,Mkt-RF_6,SMB_6,HML_6,RF_6,date_6,Mkt-RF_7,SMB_7,HML_7,RF_7,date_7,Mkt-RF_8,SMB_8,HML_8,RF_8,date_8,Mkt-RF_9,SMB_9,HML_9,RF_9,date_9,Mkt-RF_10,SMB_10,HML_10,RF_10,date_10,index,b_mkt,b_smb,b_hml,er_CAPM,ar_CAPM,er_CAPM_1,ar_CAPM_1,er_CAPM_2,ar_CAPM_2,er_CAPM_3,ar_CAPM_3,er_CAPM_4,ar_CAPM_4,er_CAPM_5,ar_CAPM_5,er_CAPM_6,ar_CAPM_6,er_CAPM_7,ar_CAPM_7,er_CAPM_8,ar_CAPM_8,er_CAPM_9,ar_CAPM_9,er_CAPM_10,ar_CAPM_10,CAPM_CAR_1,CAPM_CAR_2,CAPM_CAR_3,CAPM_CAR_5,CAPM_CAR_10
10002,A M C ENTERTAINMENT HOLDINGS INC,Amcor Enters Agreement For Sale Of Three Flexible Packaging Planks In UK And Ireland Fro $394M,5,uncertain,0.2,0.1,,1.0,2019-06-25,AMC,2019-06-25 10:07:00+00:00,14328.0,00165C10,-0.0529471188783645,0.0089552011340856,-0.0149408606812357,0.0064574307762086,-0.0119366673752665,-0.0126850493252277,0.0156011674553155,0.0004517888301052,-0.0111395129933953,-0.0106561817228794,0.0072319009341299,2019-06-26,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,2019-07-05,2019-07-08,2019-07-09,2019-07-10,-0.98,0.34,0.71,0.009,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,-0.1,0.16,0.91,0.009,2019-07-05,-0.58,-0.45,0.05,0.009,2019-07-08,0.18,-0.15,-0.43,0.009,2019-07-09,0.4,-0.15,-0.36,0.009,2019-07-10,866471.0,0.8966,1.2083,0.019,-0.8696679999999999,0.8167208811216353,-0.0447959999999999,0.0537512011340856,0.54696,-0.5619008606812358,0.618688,-0.6122305692237914,0.68145,-0.6933866673752666,0.134524,-0.1472090493252277,0.708348,-0.6927468325446844,-0.08066,0.0811117888301052,-0.5110279999999999,0.4998884870066046,0.1703879999999999,-0.1810441817228794,0.36764,-0.36040809906587,0.8704720822557209,-0.5081496595471502,-1.1741314299050272,-1.4528262859242858,-0.8004078868219517
10010,ACTINIUM PHARMACEUTICALS INC,Actinium Highlights Presentation Of New Data Demonstrating Effective Lymphodepletion With Lutetium-177 For CAR-T At The 2019 Society Of Nuclear Medicine And Molecular Imaging Annual Meeting,5,increase,0.75,0.6,,2.0,2019-06-25,ATNM,2019-06-25 12:04:00+00:00,14497.0,00507W20,-0.018440343439579,-0.0174799542874097,0.0100074298679828,0.0055045732297003,0.009124088101089,0.0021699627395719,0.0039697079919278,0.0032350881956517,0.0125403217971324,0.0056617073714733,-0.0031667894218117,2019-06-26,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,2019-07-05,2019-07-08,2019-07-09,2019-07-10,-0.98,0.34,0.71,0.009,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,-0.1,0.16,0.91,0.009,2019-07-05,-0.58,-0.45,0.05,0.009,2019-07-08,0.18,-0.15,-0.43,0.009,2019-07-09,0.4,-0.15,-0.36,0.009,2019-07-10,866555.0,1.1998,0.9888,0.6305,-1.166804,1.148363656560421,-0.062988,0.0455080457125902,0.72888,-0.7188725701320171,0.824864,-0.8193594267702997,0.90885,-0.899725911898911,0.176972,-0.1748020372604281,0.944844,-0.9408742920080722,-0.11098,0.1142150881956517,-0.6868839999999999,0.6994243217971324,0.224964,-0.2193022926285266,0.48892,-0.4920867894218117,1.1938717022730112,-0.6733645244194268,-1.5382319969023168,-1.8938873759296388,-1.0134260013260543
10018,AEROVIRONMENT INC,AeroVironment shares are trading lower after the company reported fiscal Q4 revenue decreased 23% from last year and fiscal Q4 gross margin decreased 27% from last year.,5,decrease,0.85,0.7,,0.0,2019-06-25,AVAV,2019-06-25 20:27:00+00:00,91733.0,00807310,-0.0082497298717498,-0.0545849464833736,0.0201095342636108,0.0655737072229385,-0.0384615026414394,0.0720000267028808,-0.0111940186470747,0.0037735812366008,0.0175187457352876,0.0123402271419763,0.0218977890908718,2019-06-26,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,2019-07-05,2019-07-08,2019-07-09,2019-07-10,-0.98,0.34,0.71,0.009,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,-0.1,0.16,0.91,0.009,2019-07-05,-0.58,-0.45,0.05,0.009,2019-07-08,0.18,-0.15,-0.43,0.009,2019-07-09,0.4,-0.15,-0.36,0.009,2019-07-10,871944.0,0.8945,0.9249,-0.4044,-0.86761,0.8593602701282501,-0.0446699999999999,-0.0099149464833736,0.5457,-0.5255904657363891,0.61726,-0.5516862927770615,0.679875,-0.7183365026414394,0.13423,-0.0622299732971191,0.70671,-0.7179040186470746,-0.08045,0.0842235812366008,-0.50981,0.5273287457352877,0.17001,-0.1576697728580236,0.3668,-0.3449022109091282,0.8494453236448765,-0.5355054122197628,-1.0772767585134506,-1.33225276871562,-0.6711536487394572
10026,AEROVIRONMENT INC,"Aerovironment Sees FY20 Sales $350M-$370M vs $351.2M Estimate, Adj. EPS $1.47-$1.67 vs $1.61 Est.",5,uncertain,0.6,0.2,,1.0,2019-06-25,AVAV,2019-06-25 20:12:00+00:00,91733.0,00807310,-0.0082497298717498,-0.0545849464833736,0.0201095342636108,0.0655737072229385,-0.0384615026414394,0.0720000267028808,-0.0111940186470747,0.0037735812366008,0.0175187457352876,0.0123402271419763,0.0218977890908718,2019-06-26,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,2019-07-05,2019-07-08,2019-07-09,2019-07-10,-0.98,0.34,0.71,0.009,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,-0.1,0.16,0.91,0.009,2019-07-05,-0.58,-0.45,0.05,0.009,2019-07-08,0.18,-0.15,-0.43,0.009,2019-07-09,0.4,-0.15,-0.36,0.009,2019-07-10,871944.0,0.8945,0.9249,-0.4044,-0.86761,0.8593602701282501,-0.0446699999999999,-0.0099149464833736,0.5457,-0.5255904657363891,0.61726,-0.5516862927770615,0.679875,-0.7183365026414394,0.13423,-0.0622299732971191,0.70671,-0.7179040186470746,-0.08045,0.0842235812366008,-0.50981,0.5273287457352877,0.17001,-0.1576697728580236,0.3668,-0.3449022109091282,0.8494453236448765,-0.5355054122197628,-1.0772767585134506,-1.33225276871562,-0.6711536487394572
10034,AEROVIRONMENT INC,"AeroVironment Q4 Adj. EPS $0.26, Inline, Sales $87.93M Beat $82.44M Estimate",5,increase,0.75,0.6,,2.0,2019-06-25,AVAV,2019-06-25 20:11:00+00:00,91733.0,00807310,-0.0082497298717498,-0.0545849464833736,0.0201095342636108,0.0655737072229385,-0.0384615026414394,0.0720000267028808,-0.0111940186470747,0.0037735812366008,0.0175187457352876,0.0123402271419763,0.0218977890908718,2019-06-26,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,2019-07-05,2019-07-08,2019-07-09,2019-07-10,-0.98,0.34,0.71,0.009,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,-0.1,0.16,0.91,0.009,2019-07-05,-0.58,-0.45,0.05,0.009,2019-07-08,0.18,-0.15,-0.43,0.009,2019-07-09,0.4,-0.15,-0.36,0.009,2019-07-10,871944.0,0.8945,0.9249,-0.4044,-0.86761,0.8593602701282501,-0.0446699999999999,-0.0099149464833736,0.5457,-0.5255904657363891,0.61726,-0.5516862927770615,0.679875,-0.7183365026414394,0.13423,-0.0622299732971191,0.70671,-0.7179040186470746,-0.08045,0.0842235812366008,-0.50981,0.5273287457352877,0.17001,-0.1576697728580236,0.3668,-0.3449022109091282,0.8494453236448765,-0.5355054122197628,-1.0772767585134506,-1.33225276871562,-0.6711536487394572
10042,AMERICAN EXPRESS CO,Fintech Focus Rewind: This CEO Wants To Make Business Expenses Easier,5,increase,0.75,0.6,,2.0,2019-06-25,AXP,2019-06-25 14:39:00+00:00,59176.0,02581610,-0.0078942785039544,0.0084127662703394,0.0038931977469474,-0.0096952486783266,-0.0011189067736268,0.0123215476050972,0.0246196221560239,-0.0026998457033187,0.0,0.006226300727576,0.0021523227915167,2019-06-26,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,2019-07-05,2019-07-08,2019-07-09,2019-07-10,-0.98,0.34,0.71,0.009,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,-0.1,0.16,0.91,0.009,2019-07-05,-0.58,-0.45,0.05,0.009,2019-07-08,0.18,-0.15,-0.43,0.009,2019-07-09,0.4,-0.15,-0.36,0.009,2019-07-10,869347.0,1.0911,-0.3141,0.3281,-1.060278,1.0523837214960456,-0.0564659999999999,0.0648787662703394,0.6636599999999999,-0.6597668022530525,0.7509480000000001,-0.7606432486783267,0.827325,-0.8284439067736268,0.161754,-0.1494324523949027,0.860058,-0.835438377843976,-0.10011,0.0974101542966812,-0.6238379999999999,0.6238379999999999,0.205398,-0.1991716992724239,0.44544,-0.4432876772084832,1.117262487766385,-0.594888035982713,-1.420410050931379,-1.738519607846856,-0.9060820524231046
10050,BIG LOTS INC,Big Lots Reports Tim Johnson To Step Down As CFO; Jonathan Ramsden Named Replacement,5,uncertain,0.6,0.3,,1.0,2019-06-25,BIG,2019-06-25 20:16:00+00:00,67467.0,08930210,0.011285088956356,-0.0047648497857153,0.0134650142863392,-0.0109240906313061,0.0023881143424659,0.0023823112715035,-0.0029708400834351,-0.0023838446941226,0.0089605506509542,-0.0068087494000792,-0.0041728583164513,2019-06-26,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,2019-07-05,2019-07-08,2019-07-09,2019-07-10,-0.98,0.34,0.71,0.009,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,-0.1,0.16,0.91,0.009,2019-07-05,-0.58,-0.45,0.05,0.009,2019-07-08,0.18,-0.15,-0.43,0.009,2019-07-09,0.4,-0.15,-0.36,0.009,2019-07-10,869473.0,0.9941,0.5877,0.4184,-0.965218,0.976503088956356,-0.050646,0.0458811502142846,0.60546,-0.5919949857136607,0.684988,-0.6959120906313062,0.754575,-0.752186885657534,0.148174,-0.1457916887284964,0.784398,-0.7873688400834352,-0.09041,0.0880261553058773,-0.5675779999999999,0.5765385506509542,0.187938,-0.1947467494000792,0.40664,-0.4108128583164513,1.0223842391706406,-0.5461138354993761,-1.287907076344967,-1.5938906650173368,-0.8741554305716308
10058,CITIGROUP INC,How Shipping Banks' GHG Focus Impacts Fleets And Freight Rates,5,uncertain,0.6,0.3,,1.0,2019-06-25,C,2019-06-25 22:01:00+00:00,70519.0,17296742,-0.0129061369225382,0.006450149230659,0.0179896391928196,0.0029820702038705,0.0026429411955177,0.0003294758789706,-0.005050494801253,0.0069520771503448,0.0035068460274487,0.0043682595714926,-0.0068501126952469,2019-06-26,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,2019-07-05,2019-07-08,2019-07-09,2019-07-10,-0.98,0.34,0.71,0.009,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,-0.1,0.16,0.91,0.009,2019-07-05,-0.58,-0.45,0.05,0.009,2019-07-08,0.18,-0.15,-0.43,0.009,2019-07-09,0.4,-0.15,-0.36,0.009,2019-07-10,869507.0,1.4664,-0.0594,1.1367,-1.428072,1.4151658630774615,-0.078984,0.085434149230659,0.88884,-0.8708503608071804,1.006152,-1.0031699297961294,1.1087999999999998,-1.106157058804482,0.214296,-0.2139665241210293,1.1527919999999998,-1.157842494801253,-0.1376399999999999,0.1445920771503448,-0.8415119999999999,0.8450188460274487,0.272952,-0.2685837404285073,0.59556,-0.6024101126952469,1.500600012308121,-0.7854162115765213,-1.8740202906033097,-2.3232935127216408,-1.2531919488682428
10066,CYMABAY THERAPEUTICS INC,"Stifel Nicolaus Initiates Coverage On CymaBay Therapeutics with Buy Rating, Announces $14 Price Target",5,increase,0.75,0.6,,2.0,2019-06-25,CBAY,2019-06-25 10:45:00+00:00,14691.0,23257D10,0.0132939666509628,-0.0106438174843788,0.0065599577501416,-0.0028675862122327,0.0130718955770134,-0.0245161484926939,-0.0055555314756929,0.0183559097349643,-0.0104492614045739,-0.0052798511460423,-0.0037154827732592,2019-06-26,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,2019-07-05,2019-07-08,2019-07-09,2019-07-10,-0.98,0.34,0.71,0.009,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,-0.1,0.16,0.91,0.009,2019-07-05,-0.58,-0.45,0.05,0.009,2019-07-08,0.18,-0.15,-0.43,0.009,2019-07-09,0.4,-0.15,-0.36,0.009,2019-07-10,866676.0,1.1817,2.5547,-1.0188,-1.149066,1.162359966650963,-0.0619019999999999,0.0512581825156211,0.71802,-0.7114600422498584,0.8125560000000001,-0.8154235862122328,0.8952749999999999,-0.8822031044229864,0.174438,-0.1989541484926939,0.930726,-0.936281531475693,-0.10917,0.1275259097349643,-0.6763859999999999,0.665936738595426,0.221706,-0.2269858511460423,0.48168,-0.4853954827732593,1.213618149166584,-0.6602018597342372,-1.526883628462091,-1.8965808391279133,-1.0541543655572982
10074,CAMECO CORP,Cameco Option Alert: Jan 17 $15 Calls Sweep (35) near the Ask: 1000 @ $0.201 vs 10200 OI; Earnings 7/24 After Close [est] Ref=$10.49,5,increase,0.75,0.6,,2.0,2019-06-25,CCJ,2019-06-25 14:02:00+00:00,83188.0,13321L10,-0.0179245788604021,-0.0024330939631909,-0.0084011210128664,0.001093219849281,-0.0245700646191835,-0.0030786625575274,0.0190904084593057,-0.0228649601340293,0.0081758415326476,0.0195749662816524,-0.0093252919614315,2019-06-26,2019-06-27,2019-06-28,2019-07-01,2019-07-02,2019-07-03,2019-07-05,2019-07-08,2019-07-09,2019-07-10,-0.98,0.34,0.71,0.009,-0.06,-0.05,0.25,0.009,2019-06-26,0.6,1.42,-0.09,0.009,2019-06-27,0.68,0.64,0.61,0.009,2019-06-28,0.75,-0.54,-0.13,0.009,2019-07-01,0.14,-0.79,-0.81,0.009,2019-07-02,0.78,-0.04,-0.33,0.009,2019-07-03,-0.1,0.16,0.91,0.009,2019-07-05,-0.58,-0.45,0.05,0.009,2019-07-08,0.18,-0.15,-0.43,0.009,2019-07-09,0.4,-0.15,-0.36,0.009,2019-07-10,870310.0,0.9467,0.1872,0.3665,-0.918766,0.900841421139598,-0.047802,0.045368906036809,0.57702,-0.5854211210128665,0.652756,-0.651662780150719,0.719025,-0.7435950646191836,0.141538,-0.1446166625575274,0.747426,-0.7283355915406943,-0.08567,0.0628050398659706,-0.540086,0.5482618415326476,0.179406,-0.1598310337183475,0.38768,-0.3970052919614315,0.946210327176407,-0.5400522149760574,-1.2370839011635857,-1.5398745073274298,-0.8187216983793826
