,custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,headline type num
0,0,AGILENT TECHNOLOGIES INC,Agilent Technologies Option Alert: Mar 15 $75 Calls at the Ask: 1000 @ $2.3 vs 33 OI; Earnings 2/20 After Close Ref=$73.74,1,increase,0.8,0.5,,2.0
1,1,A E C O M,"Jacobs, AECOM Awarded Contract by Transport Scotland to  Lead its Second Strategic Transport Projects Review",1,increase,0.8,0.5,,2.0
2,2,ADTRAN HOLDINGS INC,Needham Downgrades Adtran to Hold,1,decrease,0.8,0.5,,0.0
3,3,AGENUS INC,Agenus To Launch First Asset-Backed Digital Security Offering,1,increase,0.8,0.5,,2.0
4,4,AGENUS INC,"Gilead Sciences Reports 9.3% Passive Stake In Agenus Inc As Of Jan 23, 2019",1,increase,0.8,0.5,,2.0
5,5,GALLAGHER ARTHUR J & CO,"Arthur J. Gallagher Reports Purchase Of The Chapman Group, No Terms Disclosed",1,increase,0.8,0.5,,2.0
6,6,ALIGN TECHNOLOGY INC,"Align Technology Sees Q1 EPS $0.78-$0.84 May Not Compare To $1.19 Est., Sales $525M-$535M vs $529.33M Est.",1,decrease,0.8,0.6,,0.0
7,7,ALIGN TECHNOLOGY INC,"Align Technology Q4 EPS $1.20 Beats $1.16 Estimate, Sales $534M Beat $513.39M Estimate",1,increase,0.8,0.5,,2.0
8,8,ALKERMES PLC,"Allakos Announces Phase 2 Results Of AK002 In Patients With Cholinergic Urticaria And Symptomatic Dermographism; Results Show 82% Response Rate In Cholinergic Urticaria Patients, 70% In Symptomatic Dermographism Patients",1,increase,0.8,0.7,,2.0
9,9,AUTOLIV INC,Autoliv Q4 EPS $1.42 Misses $1.80 Estimate,1,decrease,0.8,0.6,,0.0
10,10,APPLIED MATERIALS INC,UPDATE: RBC Capital Upgrades Applied Materials As Firm Thinks 'expectations are now reset after the Lam Research conference call combined with Apple's pre-announcement',1,increase,0.8,0.5,,2.0
11,11,APPLIED MATERIALS INC,"RBC Capital Upgrades Applied Materials to Outperform, Raises Price Target to $45",1,increase,0.8,0.5,,2.0
12,12,APPLIED MATERIALS INC,RBC Upgrades Applied Materials to Outperform from Sector Perform; Raises Price Target to $45 from $38,1,increase,0.8,0.5,,2.0
13,13,SMITH A O CORP,A O Smith Sees FY19 EPS $2.67-$2.77 vs $2.80 Est.,1,decrease,0.8,0.5,,0.0
14,14,SMITH A O CORP,"A O Smith Q4 EPS $0.74 Beats $0.71 Estimate, Sales $812.5M Miss $820.15M Estimate",1,decrease,0.8,0.5,,0.0
15,15,ARROW FINANCIAL CORP,Arrow Financial Q4 EPS $0.60 Misses $0.63 Estimate,1,decrease,0.8,0.6,,0.0
16,16,A S A GOLD & PRECIOUS METALS LTD,ASA Gold And Precious Metals Limited Late Monday Reported FY18 Net Investment Income Per Share $(0.07) Up From $(0.09) YoY,1,decrease,0.8,0.6,,0.0
17,17,ACTIVISION BLIZZARD INC,Activision Blizzard shares are trading lower after Oppenheimer downgraded the company's stock from Outperform to Market Perform.,1,decrease,0.8,0.5,,0.0
18,18,ACTIVISION BLIZZARD INC,UPDATE: Oppenheimer Downgrades Activison Blizzard As Firm Has 'lack of confidence in consecutive Y/Y sales growth in 2019-2020'; Believes 'management and studio transitions take time',1,decrease,0.8,0.7,,0.0
19,19,ACTIVISION BLIZZARD INC,Oppenheimer Downgrades Activision Blizzard to Market Perform,1,decrease,0.8,0.5,,0.0
20,20,AUBURN NATIONAL BANCORP,Auburn National Bancorp Q4 EPS $0.66 Up From $0.50 YoY,1,increase,0.8,0.5,,2.0
21,21,AMERICAN EXPRESS CO,Atlantic Equities Upgrades American Express to Overweight,1,increase,0.8,0.5,,2.0
22,22,ALIBABA GROUP HOLDING LTD,Alibaba Group Holding's Q3 Earnings Preview,1,uncertain,0.7,0.5,,1.0
23,23,BIOGEN INC,"Biogen Earlier Guided FY19 Adj. EPS $28-$29 vs $28.02 Estimate, Sales $13.6B-$13.8B vs $13.65B Est.",1,decrease,0.8,0.5,,0.0
24,24,BIOGEN INC,"Biogen Idec Q4 Adj. EPS $6.99 Beats $6.71 Estimate, Sales $3.53B Beat $3.39B Estimate",1,increase,0.8,0.7,,2.0
25,25,BANK OF NEW YORK MELLON CORP,"Bank Of New York Mellon Form 4 Filing From Nelson Peltz's Trian Fund Showed Sale Of 2.107M Shares On Jan. 25-28, 2019",1,decrease,0.8,0.5,,0.0
26,26,BLACKROCK INC,UPDATE: Jefferies Upgrades Blackrock And Raises Target From $427 To $468 As Firm Believes 'BLK's industry leading organic growth will continue unimpeded while valuation provides a rare entry point',1,increase,0.8,0.5,,2.0
27,27,BLACKROCK INC,Jefferies Upgrades BlackRock to Buy,1,increase,0.8,0.5,,2.0
28,28,BRITISH AMERICAN TOBACCO PLC,PiperJaffray Upgrades British American Tobacco to Overweight,1,increase,0.8,0.5,,2.0
29,29,FIRST BUSEY CORP,"First Busey Q4 EPS $0.53 Misses $0.54 Estimate, Sales $83.18M Miss $84.68M Estimate",1,decrease,0.8,0.6,,0.0
30,30,CAMDEN NATIONAL CORP,"Camden National Q4 EPS $0.89 Beats $0.84 Estimate, Sales $41.066M Beat $40.71M Estimate",1,increase,0.8,0.5,,2.0
31,31,CATERPILLAR INC,The Street Reacts To Caterpillar's First Notable Miss In Years,1,decrease,0.8,0.5,,0.0
32,32,CAPITAL CITY BANK GROUP,Capital City Bank Group Q4 EPS $0.50 Beats $0.37 Estimate,1,increase,0.8,0.5,,2.0
33,33,CAMECO CORP,Cameco Option Alert: Feb 15 $12 Calls Sweep (3) near the Ask: 750 @ $0.451 vs 3642 OI; Earnings 2/8 Before Open [est] Ref=$12.16,1,increase,0.8,0.5,,2.0
34,34,CAPITOL FEDERAL FINANCIAL INC,Capitol Federal Financial Q1 EPS $0.18 Misses $0.19 Estimate,1,decrease,0.8,0.5,,0.0
35,35,CHUNGHWA TELECOM CO LTD,"Chunghwa Telecom Sees FY19 EPS NT$4.40-NT$4.60, Sales NT$220.56M-NT$222.91M",1,decrease,0.8,0.7,,0.0
36,36,CIRCOR INTERNATIONAL INC,RelaDyne Acquires CIRCOR Reliability Services Business; Financial Terms Not Disclosed,1,decrease,0.8,0.5,,0.0
37,37,CANADIAN NATIONAL RAILWAY CO,"Canadian National Railway Q4 Adj. EPS C$1.49, Up 24% Year Over Year, Sales C$3.808M, Up 16 YoY",1,increase,0.8,0.5,,2.0
38,38,COHERENT CORP,"Coherent Q1 Adj. EPS $2.09 Beats $2.07 Estimate, Sales $383.1M Miss $385.84M Estimate",1,decrease,0.8,0.5,,0.0
39,39,COMMVAULT SYSTEMS INC,Commvault Shares Tick Modestly Higher Into Close AS Traders Circulate Upgrade To Overweight From MUFG Securities America,1,increase,0.8,0.5,,2.0
40,40,COMMVAULT SYSTEMS INC,"CommVault Systems Q3 EPS $0.54 Beats $0.42 Estimate, Sales $184.3M Beat $180.66M Estimate",1,increase,0.8,0.5,,2.0
41,41,C V S HEALTH CORP,"Aetna Announces Attain, a Personalized Well-being Experience that Combines Health History with Apple Watch Information to Empower Better Health",1,increase,0.8,0.5,,2.0
42,42,3 D SYSTEMS CORP DEL,"3D Systems Has Path To Sustainable Growth, Piper Jaffray Says In Upgrade",1,increase,0.8,0.5,,2.0
