date,permno,headline,ret,company_name,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3
2019-01-29,87432.0,Agilent Technologies Option Alert: Mar 15 $75 Calls at the Ask: 1000 @ $2.3 vs 33 OI; Earnings 2/20 After Close Ref=$73.74,0.39579765871167,AGILENT TECHNOLOGIES INC,2.55574360489845,3.73844497244495,4.77161809764763,-0.51596043631434,1.51010853696054,2.26098407824653
2019-01-03,87432.0,"Needham Initiates Coverage On Agilent Technologies with Buy Rating, Announces $77 Price Target",-3.6839731037616703,AGILENT TECHNOLOGIES INC,3.4613538533449097,10.4789014039671,11.93298417828634,-2.62377206236124,-0.40933389583762,-0.94264766640217
2019-01-09,89217.0,Bank of America Earlier Upgraded Advance Auto Parts to Buy,2.75589823722839,ADVANCE AUTO PARTS INC,0.38923230022192,-1.21023553800085,-4.93826883795827,-0.69504478015005,0.7619209874224699,-1.73779659177284
2019-01-07,89217.0,"Barclays Upgrades Advance Auto Parts to Overweight, Raises Price Target to $205",1.46716320887208,ADVANCE AUTO PARTS INC,-0.69504478015005,-1.5017984271076301,1.85553280222496,-2.48081572353839,0.56357611096211,0.85735473452046
2019-01-28,13721.0,Abbvie shares are continuing lower following a large sell off Friday due to worse than expected Q4 EPS and revenue results.,-4.22150678932666,ABBVIE INC,0.42779599316418,1.80191779742646,3.4093819858510304,-6.21797442436218,-8.9429012528845,-9.15858591226986
2019-01-28,13721.0,AbbVie Announces FDA Approval of IMBRUVICA Plus Obinutuzumab for Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma in Previously Untreated Patien,-4.22150678932666,ABBVIE INC,0.42779599316418,1.80191779742646,3.4093819858510304,-6.21797442436218,-8.9429012528845,-9.15858591226986
2019-01-25,13721.0,From AbbVie Q4 Earnings Conference Call: CEO Richard Gonzalez Says Rumors Of His Retirement Are False,-6.21797442436218,ABBVIE INC,-4.22150678932666,-0.04966597606999,-1.08021210327025,-2.9055960476398397,-3.1355811200046997,-4.0446957283493
2019-01-25,13721.0,"From AbbVie Q4 Earnings Conference Call: Sees Q1 EPS $2.05-$2.07 vs $2.03 Estimate, Sales $7.7B vs $8B Est.",-6.21797442436218,ABBVIE INC,-4.22150678932666,-0.04966597606999,-1.08021210327025,-2.9055960476398397,-3.1355811200046997,-4.0446957283493
2019-01-25,13721.0,AbbVie shares are trading lower after the company missed Q4 EPS and sales estimates.,-6.21797442436218,ABBVIE INC,-4.22150678932666,-0.04966597606999,-1.08021210327025,-2.9055960476398397,-3.1355811200046997,-4.0446957283493
2019-01-25,13721.0,"From AbbVie Conference Call; Co. Says Humira Will Continue To Generate 'Strong Revenue', Driving Roughly $1B Of Growth In 2019",-6.21797442436218,ABBVIE INC,-4.22150678932666,-0.04966597606999,-1.08021210327025,-2.9055960476398397,-3.1355811200046997,-4.0446957283493
2019-01-25,13721.0,AbbVie Inc. Sees FY19 Adj. EPS $8.65-$8.75 vs $8.71 Est.,-6.21797442436218,ABBVIE INC,-4.22150678932666,-0.04966597606999,-1.08021210327025,-2.9055960476398397,-3.1355811200046997,-4.0446957283493
2019-01-23,13721.0,"UBS Assumes AbbVie at Neutral, Lowers Price Target To $91",-0.2368674846366,ABBVIE INC,-2.9055960476398397,-10.61616688643041,-10.59355047444511,-0.93854339793324,1.67431963173021,3.6353015760306002
2019-01-18,13721.0,AbbVie Announces Phase 3 Study of Ibrutinib In Metastatic Pancreatic Cancer Did Not Meet Primary Endpoint Of Improving Progression-Free Survival,2.63761822134256,ABBVIE INC,-0.93854339793324,-13.810056490148758,-12.25698455845291,1.92868951708078,1.9883005740562498,2.87871019261898
2019-01-09,13721.0,"AbbVie Exec Speaking At JP Morgan Healthcare Conference Says Sees Non-Humira Sales Growing To $35B+ In 2025, Sees Mavyret Remaining A Strong Source Of Cash Flow Over Long-Term",-3.2823033630847904,ABBVIE INC,0.444140098989,-1.3438351417966798,-0.96328612622766,0.46475394628942,1.93106679120063,5.214972722641329
2019-01-03,13721.0,AbbVie Reports Strategic Collaboration With Tizona Therapeutics To Develop First-In-Class Immunotherapy For Cancer Targeting CD39,-3.2948587089776904,ABBVIE INC,3.22169288992881,2.21346175304457,2.33027974892017,-3.21075916290283,-2.07418701694896,-0.75631204770981
2019-01-03,13721.0,Bank of America Downgrades AbbVie to Neutral,-3.2948587089776904,ABBVIE INC,3.22169288992881,2.21346175304457,2.33027974892017,-3.21075916290283,-2.07418701694896,-0.75631204770981
2019-01-31,81540.0,AmerisourceBergen shares are trading higher after the company beat Q1 EPS and sales estimates.,6.163254752755161,AMERISOURCEBERGEN CORP,0.46779341064393,2.91471775736043,3.6943673929937297,-1.2698040343821,-1.98452810023853,-1.41853480587347
2019-01-31,81540.0,AmerisourceBergen Narrows FY19 Adj. EPS Guidance From $6.65-$6.95 To $6.65-$6.85 vs $6.78 Estimate,6.163254752755161,AMERISOURCEBERGEN CORP,0.46779341064393,2.91471775736043,3.6943673929937297,-1.2698040343821,-1.98452810023853,-1.41853480587347
2019-01-31,81540.0,"AmerisourceBergen Q1 EPS $1.60 Beats $1.50 Estimate, Sales $45.4B Beat $43.82B Estimate",6.163254752755161,AMERISOURCEBERGEN CORP,0.46779341064393,2.91471775736043,3.6943673929937297,-1.2698040343821,-1.98452810023853,-1.41853480587347
2019-01-17,81540.0,"UBS Initiates Coverage On AmerisourceBergen with Buy Rating, Announces $89 Price Target",-1.5782680362463002,AMERISOURCEBERGEN CORP,4.9684524536132795,4.70557525416086,10.09463713588112,0.05177441635169,0.57247260105499,0.9665693626305001
2019-01-28,85254.0,Ambev shares are trading higher after after Goldman Sachs published a positive report on the stock.,4.41500656306743,AMBEV SA,0.42283255606889,5.07399086546209,4.22832597287918,1.11607564613223,-0.22025887636598,-0.87527267893225
2019-01-24,47730.0,ABM Industries Wins a Contract to Install Water Meters for the Rainbow Municipal Water District in San Diego,-1.76453758031129,A B M INDUSTRIES INC,0.14722979394719,0.67726615587826,2.1201450605017502,-1.87340285629034,-3.91884333673859,-1.11555888035785
2019-01-11,47730.0,CL King Downgrades ABM Industries to Neutral,-2.5859616696834498,A B M INDUSTRIES INC,-0.49591064453125,4.95916227480701,-1.22519888252108,0.77319722622632,0.6003404425563,5.10752410309705
2019-01-10,90177.0,ACADIA Pharmaceuticals Option Alert: Mar 15 $23 Calls Sweep (9) near the Ask: 500 @ $1.6 vs 303 OI; Earnings 2/26 After Close [est] Ref=$20.53,4.91387695074081,ACADIA PHARMACEUTICALS,1.7865806818008398,4.20087345444377,9.17431987110335,6.472485512495039,8.28305154492867,12.35059832421501
2019-01-10,82276.0,Arch Capital Group Sees Pre-Tax Catastrophe Losses Of $110M-$130M Due To Hurricane Michael And California Wildfires,1.30743505433201,ARCH CAPITAL GROUP LTD NEW,-1.62242073565721,4.12978957528862,6.3053062994226305,1.28641752526164,1.67109964150469,1.43994346402109
2019-01-09,82276.0,"Barclays Upgrades Arch Capital Group to Overweight, Raises Price Target to $32",1.28641752526164,ARCH CAPITAL GROUP LTD NEW,1.30743505433201,4.10907878636153,7.5831108248230095,0.37979634944349,0.15157603804196002,2.52133287234879
2019-01-03,13105.0,"Deutsche Bank Initiates Coverage On Acadia Healthcare Co with Hold Rating, Announces $27 Price Target",-1.77881270647049,ACADIA HEALTHCARE CO INC,2.91338488459587,12.874017641445528,14.96063457582792,0.5834365263581199,1.1737134311491801,0.23256346006816
2019-01-28,81282.0,"ACI Worldwide, T-Systems Hungary and Takarékinfo Partner to Ready Hungarian Banks for Real-Time Payments",-1.40266800299286,A C I WORLDWIDE INC,-0.76335640624165,3.7473973482876803,4.996531913723571,2.1670706570148397,2.81392620667355,3.54233086143702
2019-01-14,81282.0,ACI Worldwide Powers Successful Launch of DuitNow Real-Time Payments in Malaysia,-1.24377571046352,A C I WORLDWIDE INC,0.5397611297667,1.5832983851032,2.91471547550357,0.14234522823244,1.4419597188375302,2.73822570189765
2019-01-03,81282.0,"Stephens & Co. Downgrades ACI Worldwide to Equal-Weight, Lowers Price Target to $30",-7.2955034673213905,A C I WORLDWIDE INC,4.01430949568748,11.68521701604214,13.75199148675949,-1.9154343754053098,-0.40367201355300003,-1.23726405435881
2019-01-28,88417.0,"B. Riley FBR Upgrades Axcelis Technologies to Buy, Raises Price Target to $28",3.59102860093116,AXCELIS TECHNOLOGIES INC,-1.73327196389436,3.80355810209052,5.87385308967614,6.6489361226558605,11.82375254493022,8.55441207537082
2019-01-14,88417.0,Axcelis Reports $35M Buyback,2.26394161581993,AXCELIS TECHNOLOGIES INC,0.0,-0.26998467162809997,10.20517954507946,0.16593299806118,0.22136643687422,1.8560175117243
2019-01-29,91975.0,"Jacobs, AECOM Awarded Contract by Transport Scotland to  Lead its Second Strategic Transport Projects Review",-0.26490041054785,A E C O M,0.6972081027925,0.16600008881972,-0.7968182693756,-1.14565789699554,0.63312396950436,2.13054126076797
2019-01-16,89071.0,"Citigroup Upgrades Accenture to Buy, Raises Price Target to $169",0.67397747188806,ACCENTURE PLC IRELAND,0.8385110646486201,1.53502088407622,3.83418848504977,1.35238170623779,0.45134627255309,-0.08842667993406
2019-01-09,89071.0,"Accenture To Acquire Business and Technology Consultancy, Orbium; Terms Not Disclosed",0.50295973196625,ACCENTURE PLC IRELAND,0.7883795537054501,1.3779460339257499,2.93411867739403,2.52896435558795,2.8850867557866,6.885637020207761
2019-01-08,89071.0,Accenture shares are trading higher after Bank of America upgraded the company's stock from Neutral to Buy.,2.52896435558795,ACCENTURE PLC IRELAND,0.50295973196625,1.20573244264809,2.25988620185675,0.34733833745121,4.24921161742173,0.68995031192145
2019-01-08,89071.0,Bank of America Upgrades Accenture to Buy,2.52896435558795,ACCENTURE PLC IRELAND,0.50295973196625,1.20573244264809,2.25988620185675,0.34733833745121,4.24921161742173,0.68995031192145
2019-01-23,91086.0,"Acorda Therapeutics Amended 13D Filing From Scopia Capital Shows Cut Stake From ~7.1M Shares To ~4.8M Shares, Or 10.1% Stake",0.50219660624861,ACORDA THERAPEUTICS INC,-2.81074196100235,2.87319870342761,-0.68707419189013,-2.02951971441507,-5.68383121726822,-5.17856513516972
2019-01-11,13332.0,Raymond James Upgrades Ares Commercial Real to Strong Buy,2.94118225574493,ARES COMMERCIAL REAL ESTATE CORP,-0.8362427353858899,-2.99651768561003,-1.3240454481574,-0.7829224690794899,-0.14326974286391,0.14367460424633
2019-01-31,12573.0,"AcelRx Pharma Reports DSUVIA Will Be Highlighted During Presentation At Boswick Burn, Wound Symposium",0.0,ACELRX PHARMACEUTICALS INC,0.81300735473632,-1.6260146602640702,6.910571982930009,2.07468681037426,1.6528909818202198,-1.9920300964624198
2019-01-09,13750.0,Acasti Pharma Awarded Broad Composition-of-Matter And Method Of Use Patents By European Patent Office,14.13042694330215,ACASTI PHARMA INC,4.76191192865371,3.8095320368058196,-1.9047597747644598,0.0,2.2222267463803203,5.3958078429648
2019-01-25,75510.0,BZ NOTE: Adobe Has Not Paid Cash Dividend Since 2005,0.9853229857981199,ADOBE INC,-1.26556064933538,0.99204267594146,4.91937272902189,-1.0524605400860298,-0.5290172053401501,-1.99991794053518
2019-01-25,75510.0,Adobe Says Does Not Anticipate Paying Any Cash Dividends In The Foreseeable Future,0.9853229857981199,ADOBE INC,-1.26556064933538,0.99204267594146,4.91937272902189,-1.0524605400860298,-0.5290172053401501,-1.99991794053518
2019-01-25,75510.0,Adobe Filing Shows Registration For Mixed Securities Offering,0.9853229857981199,ADOBE INC,-1.26556064933538,0.99204267594146,4.91937272902189,-1.0524605400860298,-0.5290172053401501,-1.99991794053518
2019-01-23,75510.0,Adobe Acquires Allegorithmic; Terms Not Disclosed,0.52901096642017,ADOBE INC,-1.0524605400860298,-1.00758782654085,3.75703974702477,-1.478723436594,-0.22503585326321,0.7852901067844
2019-01-17,75510.0,"Hearing M Science Initiated Positive Coverage On Adobe, Citing Revenue Strength; Unconfirmed",1.01260468363761,ADOBE INC,1.2725044041872,0.22504227752229,1.21931746889567,-0.16917134635150002,3.15057972881387,1.85223916920387
2019-01-17,75510.0,"Stephens & Co. Initiates Coverage On Adobe with Equal-Weight Rating, Announces $278 Price Target",1.01260468363761,ADOBE INC,1.2725044041872,0.22504227752229,1.21931746889567,-0.16917134635150002,3.15057972881387,1.85223916920387
2019-01-09,75510.0,Adobe shares are trading higher after Atlantic Equities initiated coverage on the stock with a Neutral rating and a price target of $250.,1.18188075721263,ADOBE INC,0.99393092095851,2.76940265714809,3.02850341751546,1.4917553402483401,2.86926486435563,7.87204277103541
2019-01-09,75510.0,"Atlantic Equities Initiates Coverage On Adobe with Neutral Rating, Announces $250 Price Target",1.18188075721263,ADOBE INC,0.99393092095851,2.76940265714809,3.02850341751546,1.4917553402483401,2.86926486435563,7.87204277103541
2019-01-07,75510.0,"Pivotal Research Upgrades Adobe to Buy, Raises Price Target to $262",1.3572624884545799,ADOBE INC,1.4917553402483401,2.31178711500688,6.36395903690838,4.86323870718479,0.7213765378032599,-0.02210165436902
2019-01-08,80412.0,Raymond James Upgrades Agree Realty to Strong Buy,2.33937483280897,AGREE REALTY CORP,-1.06012821197509,1.54050071002258,1.52393893800948,0.49403901211917,0.15280159247523,2.3954193086581603
2019-01-04,60871.0,RBC Capital Downgrades Analog Devices to Sector Perform,2.42784470319747,ANALOG DEVICES INC,0.62885070219635,8.912800679540139,10.48494108314981,-6.04049675166606,-5.94197629024216,-5.53474802315252
2019-01-16,10516.0,"UPDATE: Archer-Daniels-Midland CEO Says Pursuing Growth Through Smaller Acquisitions, Joint Ventures",-0.41398415341973,ARCHER DANIELS MIDLAND CO,0.25404298212379,0.85450096410619,3.6951553914716704,1.47024756297469,0.7414265146835101,0.25363290704856
2019-01-16,10516.0,Archer-Daniels-Midland Says Its The Wrong Time For 'Monster' Acquistions,-0.41398415341973,ARCHER DANIELS MIDLAND CO,0.25404298212379,0.85450096410619,3.6951553914716704,1.47024756297469,0.7414265146835101,0.25363290704856
2019-01-07,15056.0,ADMA Biologics Submits Response and Provides Supplemental Information to FDA for BIVIGAM CRL,6.44067972898483,ADMA BIOLOGICS INC,8.59872549772262,5.41400765860144,8.28025440085071,4.98221032321453,12.59542664028301,23.43095939300625
2019-01-30,44644.0,ADP shares are trading higher after the company announced better than expected Q4 EPS and revenue results. The company expects 2019 EPS to increase 18% to 20%.,4.0373161435127205,AUTOMATIC DATA PROCESSING INC,0.30843745917081,4.3970944356853,7.926262610488739,-1.1070110835134899,-1.76673531145319,-0.55658632366186
2019-01-30,44644.0,Automatic Data Sees FY19 EPS Up 18%-20%,4.0373161435127205,AUTOMATIC DATA PROCESSING INC,0.30843745917081,4.3970944356853,7.926262610488739,-1.1070110835134899,-1.76673531145319,-0.55658632366186
2019-01-30,44644.0,"Automatic Data Q2 Adj. EPS $1.20 Beats $1.18 Estimate, Sales $3.506B Beat $3.44B Estimate",4.0373161435127205,AUTOMATIC DATA PROCESSING INC,0.30843745917081,4.3970944356853,7.926262610488739,-1.1070110835134899,-1.76673531145319,-0.55658632366186
2019-01-15,85631.0,"Morgan Stanley Downgrades Autodesk to Equal-Weight, Lowers Price Target to $150",0.83859357982873,AUTODESK INC,-0.42684855870902,1.18486937632222,7.4477441159661595,-1.45532060414552,-1.43369658345898,-1.47693513874257
2019-01-09,85631.0,"Atlantic Equities Initiates Coverage On Autodesk with Overweight Rating, Announces $180 Price Target",2.16628760099411,AUTODESK INC,-0.04386748187243,-1.0747979818739701,-0.52643217351201,0.86648119613528,4.35765230278155,9.86458500528364
2019-01-29,80791.0,Needham Downgrades Adtran to Hold,-0.95302518457174,ADTRAN HOLDINGS INC,0.9621950797736599,-1.7182130330425802,0.83641128249543,4.62962687015533,8.33332695439956,19.722893303792528
2019-01-24,80791.0,"ADTRAN Shares Spike Higher As Exec On Call Issues Correction Moving Q1 Sales Guidance Sharply Higher; Originally Said Q1 Sales Guidance For $100-$142M, But Was Supposed To Be $140M-$142M",10.51344648003578,ADTRAN HOLDINGS INC,3.5398196429014197,7.522119997373659,5.3783742593604895,4.15959879755973,3.19596389115186,3.36984481602258
2019-01-24,80791.0,"Adtran Late Wednesday Reported Q4 EPS $(0.12) Misses $(0.03) Estimate, Sales $140.088M Beat $134.78M Estimate",10.51344648003578,ADTRAN HOLDINGS INC,3.5398196429014197,7.522119997373659,5.3783742593604895,4.15959879755973,3.19596389115186,3.36984481602258
2019-01-17,85172.0,Citigroup Downgrades Aegon to Sell,-0.9823219850659299,AEGON N V,2.9761923477053602,2.97619231781243,2.57936731583117,2.41449438035488,1.5968048220249502,3.03643914939257
2019-01-23,85272.0,Aehr Receives Order From a New Customer for FOX-NP System  for Production Test and Burn-in of Silicon Photonics Devices,-2.6785688474774303,AEHR TEST SYSTEMS,-1.83486063033342,11.92660491389188,28.440360772185393,-0.8849549107253499,5.66038352233297,-1.7543842250205202
2019-01-11,85272.0,Aehr Test Systems shares are trading lower after the company cut FY19 sales guidance and missed the Q2 sales estimate.,-24.06417429447174,AEHR TEST SYSTEMS,-9.85915437340736,-20.42253308859231,-16.90140954208712,25.50335526466369,37.49999880284789,37.49999880284789
2019-01-10,85272.0,Aehr Test Systems Cuts FY19 Sales Guidance From $30M-$35M To $20M-$25M vs $30.16M Est.,25.503355264663703,AEHR TEST SYSTEMS,-24.06417429447174,-43.315511702325956,-41.17647001429001,9.55882295966148,9.55882295966148,3.4722187818070704
2019-01-10,85272.0,Aehr Test Systems Cuts Guidance,25.503355264663703,AEHR TEST SYSTEMS,-24.06417429447174,-43.315511702325956,-41.17647001429001,9.55882295966148,9.55882295966148,3.4722187818070704
2019-01-10,85272.0,"Aehr Test Systems Q2 EPS $(0.02), Inline, Sales $5.9M Miss $6.07M Estimate",25.503355264663703,AEHR TEST SYSTEMS,-24.06417429447174,-43.315511702325956,-41.17647001429001,9.55882295966148,9.55882295966148,3.4722187818070704
2019-01-14,80432.0,American Eagle Outfitters shares are trading higher after the company reaffirmed Q4 EPS guidance.,0.65989419817924,AMERICAN EAGLE OUTFITTERS INC NE,-0.45385854318737,2.52143199683452,5.84972150316454,2.7647402137517902,-0.40444839713443,-0.25316054719137
2019-01-14,80432.0,American Eagle Outfitters Reaffirms Q4 EPS Guidance Of $0.40-$0.42 vs $0.42 Est.,0.65989419817924,AMERICAN EAGLE OUTFITTERS INC NE,-0.45385854318737,2.52143199683452,5.84972150316454,2.7647402137517902,-0.40444839713443,-0.25316054719137
2019-01-14,80432.0,American Eagle Outfitters Reports Q4 Comps Up 6%,0.65989419817924,AMERICAN EAGLE OUTFITTERS INC NE,-0.45385854318737,2.52143199683452,5.84972150316454,2.7647402137517902,-0.40444839713443,-0.25316054719137
2019-01-07,80432.0,Webush Adds American Eagle To Best Ideas List As Firm Views 'American Eagle as an attractive story backed by solid fundamentals and led by a best-in-class management team',3.33854667842388,AMERICAN EAGLE OUTFITTERS INC NE,-0.30287464614957,0.10096157976797,2.62493925417928,0.36649054381996,-1.43959210351769,-0.82772805803502
2019-01-02,91602.0,"AerCap Highlights 145 Transactions In Q4'18; Reports Leased, Purchased, Sold 436 Aircraft In 2018",2.95455064624548,AERCAP HOLDINGS N V,-5.05273826420307,8.1922989088675,11.35639223263442,0.35478812642395,2.21991926760767,1.95674121691582
2019-01-16,88240.0,Aeterna Zentaris Reports Received European Marketing Clearance For Macimorelin,-10.00000238418579,AETERNA ZENTARIS INC,5.55555708706378,-1.66666511012781,6.3888893709104195,2.56409998983144,8.40108221886439,15.27377386450115
2019-01-11,88240.0,'$AEZS Aeterna Zentaris receives European Commission Approval for Macimorelin for diagnosis of adult growth hormone deficiency.' -Tweet From TradeHawk,6.34005814790725,AETERNA ZENTARIS INC,5.6910578161478,-4.06504320810756,4.33603892951841,2.35987976193428,3.58209339227932,-0.57306550369039
2019-01-31,60687.0,"American Financial Group Late Wednesday Reported Q4 EPS $1.75 Misses $1.92 Estimate, Sales $1.27B Miss $1.3B Estimate",0.54811490699648,AMERICAN FINANCIAL GROUP INC NEW,-0.76527488417923,0.9120482281175899,1.33138103414855,0.52982936613261,0.31722855149751,0.12665196211316
2019-01-11,60687.0,"Keefe Bruyette & Woods Initiates Coverage On American Financial Group with Market Perform Rating, Announces $107 Price Target",-0.10695024393498,AMERICAN FINANCIAL GROUP INC NEW,-0.20343037322163002,3.1836976512138,1.68906160021344,1.48703223094344,4.062327791996171,4.1898842821359095
2019-01-31,57904.0,"Aflac Q4 EPS $1.02 Beats $0.94 Estimate, Sales $5.126B Miss $5.36B Estimate",0.6753898225724599,AFLAC INC,0.50314017571508,1.5723270306389598,1.88678757907936,0.5731276702135799,0.06336344675414,-0.39940850732883004
2019-01-31,57904.0,Q4 Earnings Outlook For Aflac,0.6753898225724599,AFLAC INC,0.50314017571508,1.5723270306389598,1.88678757907936,0.5731276702135799,0.06336344675414,-0.39940850732883004
2019-01-16,57904.0,Raymond James: Aflac Will Benefit From Yen Exchange Rate This Year,0.88362032547593,AFLAC INC,1.08950715512037,1.1108747033745399,1.90130181830361,1.02329896762967,1.55395692296596,1.37644976471391
2019-01-02,57904.0,"JP Morgan Downgrades Aflac to Neutral, Announces $51 Price Target",-0.08779831696301,AFLAC INC,-2.5263654068112302,-0.7029870644566301,2.8339210701584,1.3570647686719801,1.28946609470457,3.21704133851057
2019-01-14,12447.0,First Majestic Silver Corp. Reports Produced 22.2M Silver Equivalent Oz. In 2018; Announces Higher 2019 Production Guidance,0.0,FIRST MAJESTIC SILVER CORP,-10.03344282507896,-13.712377023066749,-2.84281020363886,-1.32013075053691,-3.70370404764909,-2.44698364775566
2019-01-23,77520.0,"Barclays Downgrades AGCO to Underweight, Lowers Price Target to $63",-2.22752224653959,A G C O CORP,0.39055794477462,3.74287918267222,4.5402718478767,-2.8743635863065697,0.0796166199559,1.06126360083504
2019-01-07,77520.0,RBC Capital Upgrades AGCO to Outperform,3.35360616445541,A G C O CORP,1.17686744779348,3.91728625182721,5.66576821881641,5.88776618242263,3.6190103995353597,3.37704547781465
2019-01-29,87583.0,Agenus To Launch First Asset-Backed Digital Security Offering,-0.589976971969,AGENUS INC,3.2640989869832904,1.1869495558116,5.93471960416813,-3.14285419881343,-2.8653268208854996,-4.23728421767093
2019-01-29,87583.0,"Gilead Sciences Reports 9.3% Passive Stake In Agenus Inc As Of Jan 23, 2019",-0.589976971969,AGENUS INC,3.2640989869832904,1.1869495558116,5.93471960416813,-3.14285419881343,-2.8653268208854996,-4.23728421767093
