headline type,magnitude,confidence,custom_id,company_name,headline,prompt_type,explanation,input_tokens,output_tokens,headline type num,date,permno,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3,ret,exret,b_mkt,mkt-rf,smb,hml,rf,sum_exret_1,sum_exret_5,sum_exret_10
decrease,0.6,0.75,17022,NOMURA HOLDINGS INC,"""Brexit"" And The US-China Trade War Drag On European Freight Markets",5,,158,34,0.0,2019-09-04,89256.0,0.4784684628248214,6.9377983675189325,3.110050643921869,1.7241422086954117,4.556963670143399,4.822336425504448,1.2106,0.3486,0.7914,1.08,-0.22,0.43,0.009,-0.3056999999999999,5.149,1.4114
increase,0.6,0.75,5738,CANADIAN NATIONAL RAILWAY CO,"""Every Option"" On Table To End CN Strike, Canadian Minister Says",5,,163,33,2.0,2019-11-25,84181.0,1.583978347480297,-2.958973023637268,-1.0260752411344498,0.0996306189335882,-0.0883998118002549,-2.195780267789571,0.5419,-0.1933,0.7905,0.92,1.32,-0.38,0.006,1.2345,-2.1203,-1.1479999999999997
uncertain,0.2,0.4,33158,HUNT J B TRANSPORT SERVICES INC,"""FreightWaves Is Doing Some Pretty Cool Stuff""",5,,160,34,1.0,2019-09-20,42877.0,-0.6132321897894144,-2.724485720933112,-4.879544119293611,-1.343336421996355,-1.5837101252327068,-1.6521751988854194,0.9284,1.3686,0.9338,-0.48,0.29,0.15,0.009,0.765,-0.1058000000000001,-1.9996000000000005
uncertain,0.2,0.4,21163,CALAMOS GLOBAL DYNAMIC INCOME FD,"""Nuclear Verdict"" Kills 540 Truck Carrier",5,,159,34,1.0,2019-10-14,92110.0,-0.3802247578278099,0.7604555605203299,2.28136670467478,0.25284811854362,0.37974730762979,1.79717809338064,0.3817,0.5083,0.7343,-0.18,-0.34,-0.04,0.007,-0.6353,0.2286000000000001,0.7777000000000003
uncertain,0.3,0.6,14386,ISHARES INC,"""Really tariffs, laws, have to originate with Congress, and I think you just can't declare emergencies on spending, on tariffs, also on arms sales,"" - Sen. Rand Paul on CNN",5,,179,34,1.0,2019-06-04,83223.0,0.6442765705287457,3.773583552888504,2.5077447330715374,-0.5824790336191654,-4.198479252691179,-2.8239618320341275,1.8514,0.4541,0.5999,2.33,0.42,-0.03,0.009,0.6694,2.5437000000000003,0.5381000000000005
increase,0.6,0.75,23258,X P O INC,"""Shipper Of Choice"" – It Can Be A Sweet Deal To Partner With Nestle",5,,159,33,2.0,2019-06-13,90175.0,-1.3045746833086014,0.2957003230493082,-4.226822545103581,0.9549527429044248,0.8640855830995386,4.1837113188820885,2.6058,1.8405,1.4564,0.52,0.67,-0.04,0.009,0.9202,-0.8929999999999998,-3.791899999999999
uncertain,0.5,0.7,27227,P G & E CORP,$0 Or $40? PG&E Price Targets Reflect Uncertain Outlook On Wall Street,5,,162,34,1.0,2019-10-10,13688.0,2.95250955969095,0.5134784597915001,-7.573814472553781,0.73394426144659,-4.52174311213484,1.01195647796594,-29.0528,-29.6158,0.8877,0.59,-0.4,0.26,0.007,-27.7622,-30.960200000000004,-38.84310000000001
decrease,0.7,0.85,35900,P G & E CORP,"' PG&E Knew for Years Its Lines Could Spark Wildfires, And Didn't Fix Them' -Dow Jones",5,,167,34,0.0,2019-07-10,13688.0,-4.439247027039528,-13.785041700758406,-11.728973483529415,0.7363085635006428,0.4589190928019127,-2.1457372841654054,-2.2385,-2.5838,0.8394,0.4,-0.15,-0.36,0.009,-7.1915,-16.568600000000004,-15.0879
uncertain,0.3,0.6,24659,ISHARES TRUST,"'#BREAKING UK PM to suspend parliament from Oct 8-14, according to Downing St' -AFP news agency Tweets",5,,167,34,1.0,2019-10-02,14907.0,0.56310058571398,0.33123672876986,5.29976924000969,-1.11358696594834,-0.98757399121525,-1.01910733184336,-2.8636,-1.8252,0.6146,-1.73,0.9,-0.36,0.007,-1.7608,-2.1881999999999997,1.1767000000000003
decrease,0.7,0.85,6478,P G & E CORP,'#BREAKING: CAL FIRE formally blames PG&E equipment for cause of deadly #CampFire in Paradise last year.' -Tweet From Editor For Comstock Mag,5,,177,34,0.0,2019-05-15,13688.0,0.6090842187404633,5.2048756718468425,-1.5503810181594302,0.7131161168217659,-1.2903213057228302,-5.11627783000791,-1.634,-2.0328,0.6676,0.58,0.05,-0.96,0.009,-2.0402,3.410800000000001,-1.2561999999999989
