custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,input_tokens,output_tokens,headline type num,date,permno,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3,ret,exret,b_mkt,mkt-rf,smb,hml,rf,exret_hat,exret_1,exret_2,exret_3,exret_4,exret_5,exret_6,exret_7,exret_8,exret_9,exret_10
4566,AGILENT TECHNOLOGIES INC,"Barclays Maintains Overweight on Agilent Technologies, Raises Price Target to $83",4,positive,0.9,0.6,,133,225,2.0,2019-02-21,87432.0,0.68044522777199,1.98998984520788,1.07844905811833,1.34159047156572,0.3320491474997299,1.9994819208559704,-0.8528,-0.4598,1.0887,-0.37,-0.07,-0.22,0.01,-0.459981,-0.0372,0.9997,-0.8313,0.9986,0.358,1.4638,-0.7995,-0.3076,-0.3193,0.8794
4574,AGILENT TECHNOLOGIES INC,"UPDATE: Agilent Raises FY19 Adj. EPS Guidance From $3-$3.05 To $3.03-$3.07 vs $3.05 Estimate, Sales From $5.13B-$5.17B To $5.15B-$5.19B vs $5.17B Est.",4,positive,0.9,0.25,,179,225,2.0,2019-02-20,87432.0,-0.8528490550816,1.09470549289771,0.24185643636533,-0.99617671221494,0.6491820843041299,0.34951023193336,1.3416,1.1247,1.0894,0.19,0.21,0.55,0.01,1.124614,-0.4598,-0.0372,0.9997,-0.8313,0.9986,0.358,1.4638,-0.7995,-0.3076,-0.3193
4582,AGILENT TECHNOLOGIES INC,"Agilent Sees Q2 Adj. EPS $0.70-$0.72 vs $0.72 Estimate, Sales $1.255B-$1.27B vs $1.27B Est.; Raises FY19 Guidance",4,positive,0.8,0.5,,162,225,2.0,2019-02-20,87432.0,-0.8528490550816,1.09470549289771,0.24185643636533,-0.99617671221494,0.6491820843041299,0.34951023193336,1.3416,1.1247,1.0894,0.19,0.21,0.55,0.01,1.124614,-0.4598,-0.0372,0.9997,-0.8313,0.9986,0.358,1.4638,-0.7995,-0.3076,-0.3193
4590,AGILENT TECHNOLOGIES INC,"Agilent Technologies Q1 EPS $0.76 Beats $0.73 Estimate, Sales $1.284B Beat $1.27B Estimate",4,positive,0.9,0.35,,145,225,2.0,2019-02-20,87432.0,-0.8528490550816,1.09470549289771,0.24185643636533,-0.99617671221494,0.6491820843041299,0.34951023193336,1.3416,1.1247,1.0894,0.19,0.21,0.55,0.01,1.124614,-0.4598,-0.0372,0.9997,-0.8313,0.9986,0.358,1.4638,-0.7995,-0.3076,-0.3193
4598,AGILENT TECHNOLOGIES INC,"Deutsche Bank Maintains Buy on Agilent Technologies, Raises Price Target to $85",4,positive,0.92,0.65,,132,225,2.0,2019-02-12,87432.0,0.23355430457741,1.93330459388494,3.0491740783663497,0.36939152050763,0.99561926715507,-0.28833711800452,1.3013,-0.2157,1.1003,1.36,0.02,-0.16,0.01,-0.2051080000000003,-0.0845,-0.0773,0.4114,-1.2148,1.1247,-0.4598,-0.0372,0.9997,-0.8313,0.9986
4606,ALTISOURCE ASSET MANAGEMENT CORP,Peabody Declares Supplemental Cash Dividend Of $1.85/Share To Augment $1.5B Buyback,4,neutral,0.9,0.05,,142,284,1.0,2019-02-27,14127.0,3.06598078459501,-1.45085927724882,-2.40897176283442,0.82051204517483,1.34020740903337,12.34285663527847,-7.0956,-7.1631,0.6542,0.09,0.2,-0.12,0.01,-7.164478,3.2588,3.0962,1.3629,0.9931,-8.8854,-1.3779,0.7132,-3.1175,-1.5332,3.4452
4614,ALTISOURCE ASSET MANAGEMENT CORP,"Altisource Asset Management Q4 EPS $(2.69) Down From $(1.15) YoY, Sales $4.02M Down From $4.08M YoY",4,negative,0.9,0.7,,155,225,0.0,2019-02-27,14127.0,3.06598078459501,-1.45085927724882,-2.40897176283442,0.82051204517483,1.34020740903337,12.34285663527847,-7.0956,-7.1631,0.6542,0.09,0.2,-0.12,0.01,-7.164478,3.2588,3.0962,1.3629,0.9931,-8.8854,-1.3779,0.7132,-3.1175,-1.5332,3.4452
4622,APPLIED OPTOELECTRONICS INC,"UPDATE: DA Davidson Downgrades Applied Optoelectronics As Firm Notes 'With inventory levels growing at data center customers, visibility to overall revenue growth is muted",4,negative,0.9,0.7,,151,220,0.0,2019-02-22,14145.0,8.98184329271316,-14.13748605035971,-16.47211395062338,-0.0684413127601099,-2.21031419561094,-2.8609404544445103,5.6164,4.8323,1.2095,0.65,0.55,-1.47,0.01,4.820225,8.7904,-1.4523,-1.2081,-17.0636,-2.8238,6.1511,-2.161,-1.4615,-1.1627,-0.732
4630,APPLIED OPTOELECTRONICS INC,Needham Downgrades Applied Optoelectronics to Hold,4,negative,0.9,0.45,,131,225,0.0,2019-02-22,14145.0,8.98184329271316,-14.13748605035971,-16.47211395062338,-0.0684413127601099,-2.21031419561094,-2.8609404544445103,5.6164,4.8323,1.2095,0.65,0.55,-1.47,0.01,4.820225,8.7904,-1.4523,-1.2081,-17.0636,-2.8238,6.1511,-2.161,-1.4615,-1.1627,-0.732
4638,APPLIED OPTOELECTRONICS INC,"DA Davidson: Near-Term Applied Optoelectronics Outlook Blurred By Inventory Congestion, China Weakness",4,negative,0.9,0.7,,140,161,0.0,2019-02-22,14145.0,8.98184329271316,-14.13748605035971,-16.47211395062338,-0.0684413127601099,-2.21031419561094,-2.8609404544445103,5.6164,4.8323,1.2095,0.65,0.55,-1.47,0.01,4.820225,8.7904,-1.4523,-1.2081,-17.0636,-2.8238,6.1511,-2.161,-1.4615,-1.1627,-0.732
4646,APPLIED OPTOELECTRONICS INC,"DA Davidson Downgrades Applied Optoelectronics to Neutral, Lowers Price Target to $16",4,negative,0.9,0.6,,139,161,0.0,2019-02-22,14145.0,8.98184329271316,-14.13748605035971,-16.47211395062338,-0.0684413127601099,-2.21031419561094,-2.8609404544445103,5.6164,4.8323,1.2095,0.65,0.55,-1.47,0.01,4.820225,8.7904,-1.4523,-1.2081,-17.0636,-2.8238,6.1511,-2.161,-1.4615,-1.1627,-0.732
4654,APPLIED OPTOELECTRONICS INC,Applied Optoelectronics Sees Q1 Sales $50M-$55M vs $64.6M Estimate,4,negative,0.9,0.8,,142,225,0.0,2019-02-21,14145.0,5.61643615365028,-7.53424937477675,-10.89041186642062,-2.14333981275558,-2.79441167371782,-0.74728668130124,-0.0684,0.3582,1.191,-0.37,-0.07,-0.22,0.01,0.36227,4.8323,8.7904,-1.4523,-1.2081,-17.0636,-2.8238,6.1511,-2.161,-1.4615,-1.1627
4662,APPLIED OPTOELECTRONICS INC,"Applied Optoelectronics Q4 EPS $(0.02) Beats $(0.04) Estimate, Sales $58.9M Miss $60.28M Estimate",4,neutral,0.8,0.25,,153,417,1.0,2019-02-21,14145.0,5.61643615365028,-7.53424937477675,-10.89041186642062,-2.14333981275558,-2.79441167371782,-0.74728668130124,-0.0684,0.3582,1.191,-0.37,-0.07,-0.22,0.01,0.36227,4.8323,8.7904,-1.4523,-1.2081,-17.0636,-2.8238,6.1511,-2.161,-1.4615,-1.1627
4670,APPLIED OPTOELECTRONICS INC,Applied Optoelectronics Q4 Earnings Preview,4,neutral,0.85,0.1,,128,220,1.0,2019-02-21,14145.0,5.61643615365028,-7.53424937477675,-10.89041186642062,-2.14333981275558,-2.79441167371782,-0.74728668130124,-0.0684,0.3582,1.191,-0.37,-0.07,-0.22,0.01,0.36227,4.8323,8.7904,-1.4523,-1.2081,-17.0636,-2.8238,6.1511,-2.161,-1.4615,-1.1627
4678,AAON INC,"AAON Q4 EPS $0.24 Misses $0.28 Estimate, Sales $112.3M Beat $108.61M Estimate",4,negative,0.8,0.4,,137,225,0.0,2019-02-28,76868.0,3.5122871398925697,5.21825868070326,3.33667316706061,-0.45508653856813,-1.7029267361621,-1.46988839396707,-4.0905,-3.8084,0.9887,-0.31,0.02,-0.24,0.01,-3.794002999999999,2.7914,1.7609,1.5913,0.8977,-0.3462,-0.6304,-1.9817,0.2348,0.2394,-1.7028
4686,ADVANCE AUTO PARTS INC,Advanced Auto Parts shares are trading higher in sympathy with AutoZone after AutoZone reported strong Q2 earnings.,4,positive,0.9,0.45,,133,289,2.0,2019-02-26,89217.0,-2.8357446193694997,-3.44340811207893,-4.94107721294239,-2.32860259711742,-2.23172216886177,-4.99397189437874,3.3035,3.4066,0.6824,-0.16,-0.64,-0.33,0.01,3.4026840000000003,-2.9072,2.4023,-1.2089,-1.0343,-0.5774,1.0063,-1.8586,-1.3833,1.3579,-0.5692
