headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,ret_f11,ret_f12,ret_f13,ret_f14,ret_f15,ret_f16,ret_f17,ret_f18,ret_f19,ret_f20,ret_f21,ret_f22,ret_f23,ret_f24,ret_f25,ret_f26,ret_f27,ret_f28,ret_f29,ret_f30,ret_f31,ret_f32,ret_f33,ret_f34,ret_f35,ret_f36,ret_f37,ret_f38,ret_f39,ret_f40,ret_f41,ret_f42,ret_f43,ret_f44,ret_f45,ret_f46,ret_f47,ret_f48,ret_f49,ret_f50,ret_f51,ret_f52,ret_f53,ret_f54,ret_f55,ret_f56,ret_f57,ret_f58,ret_f59,ret_f60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
"Bank of America Maintains Buy on Agilent Technologies, Inc. Common Stock, Lowers Price Target to $82",2019-05-15,A,2019-05-15 13:13:00+00:00,AGILENT TECHNOLOGIES INC,87432.0,00846U10,-0.1101171225309372,0.024541744962334633,0.021732720176673492,0.019071568378195458,0.0048787960834539845,-0.01108811455233294,0.08205208625483751,0.016980302887213528,0.02938794530928135,-0.014137437450459478,-0.012857115995097979,-0.00860827078492421,-0.031719718226284166,-0.06804800947147038,-0.02729451808298189,0.04600566998124123,0.009717008098959923,0.00118182844016701,0.003541299840435386,0.01445136312395334,-0.0004969153669662774,0.006463364232331514,0.001317336224019527,-0.006742309313267469,-0.004966937936842442,0.008818678557872772,-0.007916864939033985,-0.01562763750553131,-0.003715544939041138,0.004916038364171982,0.001686948235146701,-0.002862950088456273,0.005066698882728815,0.01747607067227364,-0.00363331800326705,-0.008950785733759403,0.01371466275304556,-0.01385910157114267,-0.008867303840816021,-0.006076985038816929,0.008831528946757317,-0.00787882599979639,0.00867350585758686,-0.003034906461834908,0.01082359813153744,-0.009201928041875362,0.006923334207385778,0.003857111092656851,-0.001002361765131354,0.01555184461176395,0.007574494928121567,0.005393068306148052,0.0004876264429185539,-0.005523966625332832,0.00277735642157495,-0.0065168053843081,0.006395529489964247,0.002118316246196628,-0.0156097412109375,-0.01354475878179073,0.003181490581482649,0.002837622771039605,-0.00482691265642643,0.002508742501959205,0.004337706603109837,0.002823889721184969,-0.003975449129939079,0.0123066334053874,-0.01199276372790337,-0.007648804225027561,-0.01859920658171177,0.01297596283257008,0.004887865856289864,-0.004025458823889494,0.04648026823997498,0.58,0.05,-0.96,0.009,87432,252,-11.0117%,-0.0003,1.0341,-0.015,-0.3283,1.4259%,1.8144%,38.2442%,-12.0476%,16
Agilent Technologies shares are trading lower after the company reported worse-than-expected Q2 EPS and sales results; the company also announced weak Q3 sales guidance.,2019-05-15,A,2019-05-15 13:06:00+00:00,AGILENT TECHNOLOGIES INC,87432.0,00846U10,-0.1101171225309372,0.024541744962334633,0.021732720176673492,0.019071568378195458,0.0048787960834539845,-0.01108811455233294,0.08205208625483751,0.016980302887213528,0.02938794530928135,-0.014137437450459478,-0.012857115995097979,-0.00860827078492421,-0.031719718226284166,-0.06804800947147038,-0.02729451808298189,0.04600566998124123,0.009717008098959923,0.00118182844016701,0.003541299840435386,0.01445136312395334,-0.0004969153669662774,0.006463364232331514,0.001317336224019527,-0.006742309313267469,-0.004966937936842442,0.008818678557872772,-0.007916864939033985,-0.01562763750553131,-0.003715544939041138,0.004916038364171982,0.001686948235146701,-0.002862950088456273,0.005066698882728815,0.01747607067227364,-0.00363331800326705,-0.008950785733759403,0.01371466275304556,-0.01385910157114267,-0.008867303840816021,-0.006076985038816929,0.008831528946757317,-0.00787882599979639,0.00867350585758686,-0.003034906461834908,0.01082359813153744,-0.009201928041875362,0.006923334207385778,0.003857111092656851,-0.001002361765131354,0.01555184461176395,0.007574494928121567,0.005393068306148052,0.0004876264429185539,-0.005523966625332832,0.00277735642157495,-0.0065168053843081,0.006395529489964247,0.002118316246196628,-0.0156097412109375,-0.01354475878179073,0.003181490581482649,0.002837622771039605,-0.00482691265642643,0.002508742501959205,0.004337706603109837,0.002823889721184969,-0.003975449129939079,0.0123066334053874,-0.01199276372790337,-0.007648804225027561,-0.01859920658171177,0.01297596283257008,0.004887865856289864,-0.004025458823889494,0.04648026823997498,0.58,0.05,-0.96,0.009,87432,252,-11.0117%,-0.0003,1.0341,-0.015,-0.3283,1.4259%,1.8144%,38.2442%,-12.0476%,24
"Deutsche Bank Maintains Buy on Agilent Technologies, Inc. Common Stock, Lowers Price Target to $85",2019-05-15,A,2019-05-15 12:39:00+00:00,AGILENT TECHNOLOGIES INC,87432.0,00846U10,-0.1101171225309372,0.024541744962334633,0.021732720176673492,0.019071568378195458,0.0048787960834539845,-0.01108811455233294,0.08205208625483751,0.016980302887213528,0.02938794530928135,-0.014137437450459478,-0.012857115995097979,-0.00860827078492421,-0.031719718226284166,-0.06804800947147038,-0.02729451808298189,0.04600566998124123,0.009717008098959923,0.00118182844016701,0.003541299840435386,0.01445136312395334,-0.0004969153669662774,0.006463364232331514,0.001317336224019527,-0.006742309313267469,-0.004966937936842442,0.008818678557872772,-0.007916864939033985,-0.01562763750553131,-0.003715544939041138,0.004916038364171982,0.001686948235146701,-0.002862950088456273,0.005066698882728815,0.01747607067227364,-0.00363331800326705,-0.008950785733759403,0.01371466275304556,-0.01385910157114267,-0.008867303840816021,-0.006076985038816929,0.008831528946757317,-0.00787882599979639,0.00867350585758686,-0.003034906461834908,0.01082359813153744,-0.009201928041875362,0.006923334207385778,0.003857111092656851,-0.001002361765131354,0.01555184461176395,0.007574494928121567,0.005393068306148052,0.0004876264429185539,-0.005523966625332832,0.00277735642157495,-0.0065168053843081,0.006395529489964247,0.002118316246196628,-0.0156097412109375,-0.01354475878179073,0.003181490581482649,0.002837622771039605,-0.00482691265642643,0.002508742501959205,0.004337706603109837,0.002823889721184969,-0.003975449129939079,0.0123066334053874,-0.01199276372790337,-0.007648804225027561,-0.01859920658171177,0.01297596283257008,0.004887865856289864,-0.004025458823889494,0.04648026823997498,0.58,0.05,-0.96,0.009,87432,252,-11.0117%,-0.0003,1.0341,-0.015,-0.3283,1.4259%,1.8144%,38.2442%,-12.0476%,15
"Barclays Maintains Overweight on Agilent Technologies, Inc. Common Stock, Lowers Price Target to $86",2019-05-15,A,2019-05-15 12:28:00+00:00,AGILENT TECHNOLOGIES INC,87432.0,00846U10,-0.1101171225309372,0.024541744962334633,0.021732720176673492,0.019071568378195458,0.0048787960834539845,-0.01108811455233294,0.08205208625483751,0.016980302887213528,0.02938794530928135,-0.014137437450459478,-0.012857115995097979,-0.00860827078492421,-0.031719718226284166,-0.06804800947147038,-0.02729451808298189,0.04600566998124123,0.009717008098959923,0.00118182844016701,0.003541299840435386,0.01445136312395334,-0.0004969153669662774,0.006463364232331514,0.001317336224019527,-0.006742309313267469,-0.004966937936842442,0.008818678557872772,-0.007916864939033985,-0.01562763750553131,-0.003715544939041138,0.004916038364171982,0.001686948235146701,-0.002862950088456273,0.005066698882728815,0.01747607067227364,-0.00363331800326705,-0.008950785733759403,0.01371466275304556,-0.01385910157114267,-0.008867303840816021,-0.006076985038816929,0.008831528946757317,-0.00787882599979639,0.00867350585758686,-0.003034906461834908,0.01082359813153744,-0.009201928041875362,0.006923334207385778,0.003857111092656851,-0.001002361765131354,0.01555184461176395,0.007574494928121567,0.005393068306148052,0.0004876264429185539,-0.005523966625332832,0.00277735642157495,-0.0065168053843081,0.006395529489964247,0.002118316246196628,-0.0156097412109375,-0.01354475878179073,0.003181490581482649,0.002837622771039605,-0.00482691265642643,0.002508742501959205,0.004337706603109837,0.002823889721184969,-0.003975449129939079,0.0123066334053874,-0.01199276372790337,-0.007648804225027561,-0.01859920658171177,0.01297596283257008,0.004887865856289864,-0.004025458823889494,0.04648026823997498,0.58,0.05,-0.96,0.009,87432,252,-11.0117%,-0.0003,1.0341,-0.015,-0.3283,1.4259%,1.8144%,38.2442%,-12.0476%,14
Aurora Cannabis shares are trading lower after the company reported a larger-than-expected decline in Q3 EPS and EBITDA.,2019-05-15,ABC,2019-05-15 13:20:00+00:00,AMERISOURCEBERGEN CORP,81540.0,03073E10,0.01525620184838772,-0.00346781755797565,0.00346779807875941,0.022832286275949576,0.05601010347155522,0.011084446874695564,0.10545401931273779,0.12894959693531183,0.013345694169402122,-0.010068397199657686,-0.03144730819173469,-0.009940571638331508,0.025815947269989037,-0.030345103412962593,-0.11504732155146191,-0.006061095744371414,0.00561023224145174,0.002021345309913158,0.0009683106909506023,-0.008948009461164474,0.01033021509647369,-0.001207644585520029,-0.00169272196944803,0.01308036129921675,0.002072225557640195,0.007714893668889999,-0.002209935104474425,0.00751467002555728,0.003218937199562788,0.005947679746896029,0.002411800436675549,-0.006519298069179058,0.007343195844441652,0.004342749714851379,-0.01042383536696434,0.001872582943178713,0.003271132707595825,0.008073228411376476,-0.009548787027597427,0.01088484842330217,0.001384346047416329,-0.003993888385593891,-0.004241115413606167,0.0037945497315377,-0.01064642518758774,-0.0003119817702099681,0.01162250805646181,-0.002390296431258321,0.005023912992328405,-0.01876491867005825,-0.001175592886283994,0.005728152114897966,0.008894432336091995,-0.007346662692725658,0.002415063558146358,0.005595719441771507,-0.001159238745458424,0.003249753499403596,0.001002542208880186,0.007473621051758528,-0.005047326441854239,-0.002536524320021272,0.01040294952690601,0.02379507757723331,-0.003873690729960799,0.01877052336931229,-7.336495036724955e-05,-0.01057115290313959,0.0005935734952799976,0.003633438376709819,0.01174729410558939,-0.001679536420851946,0.009509090334177017,-0.009781833738088608,0.00907354149967432,0.58,0.05,-0.96,0.009,81540,252,1.5256%,-0.0003,0.8703,0.1066,0.2879,1.5550%,1.7540%,21.4094%,1.2955%,18
Arbor Realty Trust Reports 8M Share Common Stock Offering,2019-05-15,ABR,2019-05-15 21:55:00+00:00,ARBOR REALTY TRUST INC,90102.0,03892310,0.01971192099153996,-0.03717472031712532,-0.02602226089464954,-0.021561334047962566,-0.0215613130684853,-0.050428301005689735,-0.10284462621892598,-0.04207209415849156,0.00840975996106863,0.01150303854385637,0.02327379615074121,-0.012724556882088178,-0.034407047945451685,0.009181322458979402,0.09473298748770653,0.01298706326633692,-0.04615386202931404,0.04569894447922707,-0.02313628606498241,0.007894729264080524,0.0,-0.01827674545347691,-0.01329785957932472,0.02695415169000626,-0.07349080592393875,-0.03116144426167011,-0.008771921508014202,-0.0117994686588645,0.0,-0.01492535974830389,-0.06060607731342316,0.03225811198353767,0.0,-0.01562498509883881,-0.01587307639420033,-0.0161290168762207,-0.01639342680573463,-0.01666665077209473,-0.05084748938679695,0.0,-0.03571425378322601,-0.05555558949708939,0.01960782520473003,0.05769234523177147,0.0,0.1090908944606781,0.04918035864830017,0.01562498509883881,-0.03076920099556446,-0.01587307639420033,0.0,0.0,0.01612909510731697,-0.01587307639420033,0.01612909510731697,0.0,-0.03174607455730438,-0.01639342680573463,0.0,0.03333330154418945,-0.08064516633749008,-0.03508768603205681,0.05454548820853233,0.0,0.05172408744692802,0.03278693184256554,0.03174600005149841,-0.0923076793551445,0.0169491358101368,-0.05000003054738045,-0.03508768603205681,0.03636360168457031,-0.0175438430160284,0.01785712689161301,-0.03508768603205681,0.58,0.05,-0.96,0.009,90102,252,1.9712%,0.0019,0.5167,0.4166,0.2019,1.2181%,1.3355%,16.8022%,1.8514%,9
"Acasti Pharma Reports Notices Of Allowance For Added Composition, Use Patents In Mexico, Chile, Israel",2019-05-15,ACST,2019-05-15 12:09:00+00:00,ACASTI PHARMA INC,13750.0,00430K87,0.04938274249434471,0.014470534399151802,0.005999942799227442,0.03529408220262842,0.05894113696394676,0.023294053015010974,0.28235293629284075,1.4588233228431537,0.01886790618300438,0.004347217583411389,0.011235959223969472,0.0062111740064119125,-0.06574392482762437,-0.21359220968768455,-0.10989013334915532,0.02334201894700527,-0.0597393736243248,0.04659226164221764,-0.02722589299082756,0.05030256882309914,-0.01332376059144735,0.03467155992984772,0.007054633460938931,0.01366029120981693,-0.01520388852804899,-0.003508785273879766,-0.007394333835691214,0.02447671629488468,0.0211219061166048,-0.008138344623148441,-0.00170937564689666,0.02534245699644089,-0.004342053085565567,0.01509563159197569,-0.01387971173971891,-0.00971852894872427,-0.006260565482079983,0.01414768304675817,0.004423309583216906,-0.01998645439743996,0.009332887828350067,0.008904051966965199,0.002715608803555369,0.01557207386940718,0.01400000229477882,0.0006574772414751351,0.01576871052384377,-0.0158473402261734,-0.02267500944435596,0.01647611893713474,0.004961945582181215,-0.0006582801579497755,-0.009222683496773243,0.006316507235169411,-0.0165180042386055,-0.02552906423807144,-0.01275425124913454,0.006634097080677748,0.01526189874857664,-0.000683309102896601,0.0263248011469841,-0.008994018658995628,0.0006722842808812857,0.005374533124268055,0.02572671137750149,-0.007817643694579601,0.01017732731997967,-0.004549928475171328,0.007509025745093822,0.02916395291686058,0.00472291000187397,-0.01316202059388161,-0.003810699563473463,0.02868981845676899,-0.001859354553744197,0.58,0.05,-0.96,0.009,13750,252,4.9383%,0.0019,1.0013,-0.1652,-1.0222,6.0217%,6.1742%,4.8790%,3.4060%,15
Agree Realty Reports Purchase Of Wawa's Flagship Store In Philadelphia's Center City For $15M,2019-05-15,ADC,2019-05-15 12:39:00+00:00,AGREE REALTY CORP,80412.0,00849210,0.003854739014059305,0.003249168861657381,0.0017723046472017945,-0.01225818705839532,-0.0054645218699852505,-0.02052871674193857,-0.048884911667892994,0.05229121216980448,0.005815678741782904,0.01018421984008322,0.021195970244745288,0.03737312196971887,0.030242793013544045,-0.012300543461695734,0.03554659237220381,0.01471632812172174,-0.01192978490144014,-0.003787874942645431,0.006178666837513447,0.03023143112659454,0.02636408805847168,0.01027471665292978,-0.03758569061756134,-0.002986383158713579,0.02995389886200428,-0.01610741019248962,0.02319237031042576,0.006666649598628283,-0.01456953305751085,0.01388886477798223,-0.02076886035501957,-0.00834835134446621,0.008191140368580818,-0.0176033079624176,-0.005283702164888382,0.006466572638601065,0.02432302758097649,0.02038530074059963,-0.006805654615163803,-0.002873586723580956,-0.003325252328068018,-0.01694533601403236,0.002041282597929239,0.006337681785225868,0.002924000611528754,-0.01323166955262423,0.00386359472759068,0.01743265800178051,-0.01179347559809685,0.005629363004118204,-0.02351095527410507,-0.03256138414144516,0.02180616371333599,0.007190850097686052,0.009673007763922215,-0.004562061280012131,0.005499580409377813,-0.01002740301191807,0.01243096031248569,-0.02228284627199173,-0.001860507647506893,-0.01770732365548611,0.04008535668253899,0.001824443228542805,0.005235591437667608,0.007472867611795664,0.01798155158758163,-0.006403199397027493,0.02822223305702209,-0.01750597357749939,0.01363842375576496,0.007161415182054043,-0.01508297305554152,-0.01115725934505463,-0.003982307389378548,0.58,0.05,-0.96,0.009,80412,252,0.3855%,0.0012,0.1522,0.2155,-0.2807,1.1934%,1.2382%,7.0998%,0.0064%,14
"Archer Daniels Midland CEO Highlights Belief US, China Will Reach Deal To End Trade War But Will Always Have Conflict",2019-05-15,ADM,2019-05-15 18:41:00+00:00,ARCHER DANIELS MIDLAND CO,10516.0,03948310,0.003182400716468692,0.00683257170021534,-0.007320625834104311,-0.028306487074798325,-0.025866309473861704,-0.06149342317374329,-0.010004876034007792,-0.06393359971934542,0.012533788569271564,-0.028988965839137126,-0.031954954174714945,-0.03535473266481237,-0.07623318656616818,-0.03467670734258721,-0.01858030442173919,-0.02429668232798576,0.009174271486699581,0.0,0.006493531633168459,-0.01935485191643238,0.0,0.01052630599588156,0.02343754097819328,0.01017810683697462,0.03148608654737473,0.003663087729364634,-0.06204382330179214,-0.0142672024667263,-0.01052630599588156,0.01063828729093075,0.04868419468402863,-0.03136762976646423,-0.007772013545036316,0.002610963536426425,-0.001302051125094295,0.01825291663408279,-0.005121633876115084,0.002574000041931868,0.00128372642211616,-0.01538466103374958,-0.003906215308234096,-0.009150349535048008,-0.01055407989770174,-0.01733334921300411,-0.1302578151226044,0.06084248796105385,-0.03382353112101555,-0.003044137032702565,-0.02442752942442894,0.01095464359968901,0.00464392127469182,0.0,-0.02927574515342712,-0.03015873767435551,-0.00491001782938838,-0.001644696108996868,0.008237184956669807,0.0179738774895668,0.001605096622370183,0.003205201588571072,-0.033546332269907,-0.02479340322315693,-0.00847460888326168,-0.003418800188228488,0.003430528566241264,-0.008546959608793259,0.008620640262961388,0.1008547469973564,0.006329107563942671,0.001572287990711629,-0.02511771582067013,0.0,0.003220608923584223,0.02407706156373024,-0.03291536495089531,0.58,0.05,-0.96,0.009,10516,252,0.3182%,-0.0001,0.7534,0.0513,0.3283,0.9884%,1.2045%,32.6548%,0.1872%,20
ADMA Biologics shares are trading lower after the company proposed a $45 million common stock offering.,2019-05-15,ADMA,2019-05-15 20:48:00+00:00,ADMA BIOLOGICS INC,15056.0,00089910,0.01136357150971889,-0.0516854003071785,-0.0943819354097003,-0.060674155202120494,0.05617978139140112,-0.015730265924814968,-0.15955052769417,-0.2179774958890226,-0.0736841931939125,-0.11111105993619752,-0.14893616637694973,-0.08333335014198018,-0.04967602871289645,0.08108105567251478,0.042654103729579784,-0.03015539608895779,-0.004396965727210045,0.004100919701159,0.009739222936332226,-0.01213439274579287,-0.01417325250804424,-0.0108626252040267,-0.01647281460464001,-0.06502467393875122,-0.004917435813695192,0.03918110206723213,-0.003736433805897832,-0.002386624459177256,0.0051264395006001,-0.01428085938096046,0.02725080773234367,-0.02988587319850922,0.0100381076335907,-0.06751203536987305,0.01176044158637524,0.04068285226821899,0.04363001883029938,0.008361204527318478,0.01094527170062065,-0.03083985112607479,0.02200404927134514,0.003643547650426626,0.02409245818853378,0.01450205780565739,0.0009530078386887908,0.01364647131413221,0.003443916793912649,-0.03151321038603783,0.01288658566772938,-0.02576340176165104,0.005550116766244173,0.0006493655382655561,0.0006489441148005426,0.04053177684545517,-0.007790588773787022,0.01727384515106678,-0.01296696811914444,-0.01251171808689833,-0.01963886432349682,0.0006461567245423794,-0.004520484246313572,-0.01167695783078671,0.03183463215827942,-0.00508905341848731,0.03228900954127312,-0.01393622625619173,-0.002512560458853841,-0.02298487164080143,-0.01127941906452179,-0.005215118639171124,-0.01212322525680065,0.01791047863662243,0.0286738071590662,0.004751333966851234,-0.01418659742921591,0.58,0.05,-0.96,0.009,15056,252,1.1364%,0.0012,0.945,1.591,0.4337,5.1743%,5.3286%,5.7078%,0.9265%,16
