custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,input_tokens,output_tokens,headline type num,date,permno,ret,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3
3245,ASTRAZENECA PLC,"Fasenra Approved in the US for Self-administration in a New Pre-filled Auto-injector, the Fasenra Pen",7,increase,0.8,0.7,"the approval of fasenra for self-administration in a new auto-injector format is likely to enhance patient convenience and potentially increase sales, positively impacting investor sentiment.",160,69,2,,,,,,,,,
3253,BANK OF AMERICA CORP,"Morgan Stanley Maintains Overweight on Bank of America, Lowers Price Target to $31",7,uncertain,0.6,0.2,"while maintaining an 'overweight' rating suggests positive sentiment, the lowering of the price target to $31 may create mixed feelings among investors regarding the stock's potential performance.",152,70,1,,,,,,,,,
3261,BIG LOTS INC,Big Lots Option Alert: Oct 18 $22.5 Calls Sweep (5) near the Ask: 620 @ $0.398 vs 640 OI; Ref=$21.24,7,increase,0.7,0.6,"the significant call option activity suggests bullish sentiment among investors, indicating they expect the stock price to rise.",169,55,2,,,,,,,,,
3269,BIG LOTS INC,Big Lots Option Alert: Oct 18 $22.5 Calls Sweep (18) near the Ask: 600 @ $0.4 vs 640 OI; Ref=$21.2,7,increase,0.7,0.6,"the significant call option activity suggests bullish sentiment among investors, indicating they expect the stock price to rise.",169,55,2,,,,,,,,,
3277,BANK OF NEW YORK MELLON CORP,"Morgan Stanley Maintains Underweight on Bank of New York Mellon, Lowers Price Target to $40",7,decrease,0.8,0.7,"morgan stanley's decision to maintain an underweight rating and lower the price target suggests a negative outlook on bank of new york mellon's stock, likely leading to decreased investor sentiment.",160,71,0,,,,,,,,,
3285,BURLINGTON STORES INC,Canada Goose Holdings Get Small Spike As Traders Circulate Unconfirmed Chatter Indicating Burlington Stores Has Approached The Company With An M&A Offer,7,increase,0.7,0.6,"the news of burlington stores potentially making an m&a offer for canada goose may create positive sentiment among investors, as it suggests growth opportunities and strategic expansion for burlington, despite the unconfirmed nature of the chatter.",162,76,2,,,,,,,,,
3293,FIRST BUSEY CORP,"B. Riley Maintains Neutral on First Busey, Lowers Price Target to $27",7,decrease,0.8,0.6,"the maintenance of a 'neutral' rating combined with a lowered price target typically signals a lack of confidence in the stock's performance, which can lead to decreased investor sentiment.",153,70,0,,,,,,,,,
3301,BLACKSTONE INC,Jon Najarian Sees Unusual Options Activity In Blackstone And Luckin Coffee,7,uncertain,0.6,0.5,"the mention of unusual options activity can indicate heightened interest or speculation, but without additional context on the nature of that activity, it is difficult to determine its impact on investor sentiment.",144,71,1,,,,,,,,,
3309,C F INDUSTRIES HOLDINGS INC,"Stifel Nicolaus Maintains Hold on CF Industries Holdings, Lowers Price Target to $46",7,decrease,0.8,0.6,"the maintenance of a 'hold' rating combined with a lowered price target typically signals a lack of confidence in the stock's near-term performance, which can lead to decreased investor sentiment.",155,72,0,,,,,,,,,
3317,CHEGG INC,"BMO Capital Maintains Outperform on Chegg, Lowers Price Target to $35",7,decrease,0.7,0.6,"lowering the price target typically signals reduced expectations for a company's future performance, which can negatively impact investor sentiment.",146,58,0,,,,,,,,,
