headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,ret_f11,ret_f12,ret_f13,ret_f14,ret_f15,ret_f16,ret_f17,ret_f18,ret_f19,ret_f20,ret_f21,ret_f22,ret_f23,ret_f24,ret_f25,ret_f26,ret_f27,ret_f28,ret_f29,ret_f30,ret_f31,ret_f32,ret_f33,ret_f34,ret_f35,ret_f36,ret_f37,ret_f38,ret_f39,ret_f40,ret_f41,ret_f42,ret_f43,ret_f44,ret_f45,ret_f46,ret_f47,ret_f48,ret_f49,ret_f50,ret_f51,ret_f52,ret_f53,ret_f54,ret_f55,ret_f56,ret_f57,ret_f58,ret_f59,ret_f60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
"UBS Downgrades Agilent Technologies to Neutral, Announces $82 Price Target",2019-10-18,A,2019-10-18 11:57:00+00:00,AGILENT TECHNOLOGIES INC,87432.0,00846U10,-0.004671629518270493,0.012203347869217396,0.0016092627442254592,0.005498238425602819,0.010996374628384542,0.03218454376030322,0.07751104676284126,0.1909332155745369,-0.004649906884878874,-0.010957119742549204,-0.0034583946736123083,0.012432407654690447,0.014214098833079225,0.02122336921566137,0.07905053910131277,-0.09695129841566086,-0.008960021659731865,0.02663870714604855,0.01147978473454714,0.01912318728864193,-0.01083152834326029,-0.004780962131917477,-0.006353572476655245,-0.01512790378183126,-0.02058595418930054,0.01358124800026417,-0.0122826686128974,0.0138888992369175,0.00955722015351057,0.002208888996392488,0.02629096247255802,0.0006136050797067583,0.007665184326469898,0.006085407920181751,0.00287316576577723,-0.0009046676568686962,0.0007545339758507907,-0.002714527305215597,-0.01754114776849747,-0.02231800369918346,-0.01149243582040071,0.003981525544077158,-0.003965735901147127,-0.02532250620424747,0.01274507772177458,-0.0135527616366744,0.00245341076515615,0.008973718620836735,-0.003573721274733543,-0.003579001408070326,0.00897957943379879,0.00792882964015007,0.01332473941147327,0.008713549934327602,-0.01272180862724781,0.009385939687490463,-0.001103226095438004,-0.01041337661445141,0.00510203605517745,-0.0007931350846774876,0.01841561868786812,-0.004676586948335171,-0.002035978948697448,0.01679221168160439,0.01805831305682659,0.01197696942836046,-0.01498127356171608,-0.01703426241874695,0.02181655168533325,-0.01605084165930748,0.004770660772919655,0.00673920102417469,0.01186670828610659,0.01729065552353859,-0.004138433374464512,-0.49,-0.36,0.86,0.007,87432,252,-0.4672%,0.0003,1.0256,0.1462,-0.2219,1.3605%,1.7933%,42.4432%,0.2750%,10
"Acme United Q3 EPS $0.3 Beats $0.28 Estimate, Sales $36.995M Beat $36.76M Estimate",2019-10-18,ACU,2019-10-18 13:02:00+00:00,ACME UNITED CORP,60038.0,00481610,0.03176170215010643,0.04872832074761391,0.06904721138318637,0.05297639673896315,0.012438751847728247,0.04824741478008221,0.09710090990970688,0.21246469971402027,-0.007835877127945423,-0.022444116709046336,-0.026311042680135954,-0.03057025735374652,-0.03649400065707753,-0.022443388754732063,-0.06785666595383943,-0.01388890203088522,0.01300117466598749,0.0101603539660573,-0.06299622356891632,0.001129861571826041,-0.01805867440998554,0.02988508529961109,0.03348216414451599,0.001079938258044422,-0.05177998542785645,-0.004550621379166842,-0.04228569939732552,0.006563282106071711,-0.01600476913154125,0.02831321023404598,0.02929115481674671,0.02219689264893532,-0.0161469392478466,0.008488942869007587,0.01290682051330805,0.002770146587863564,-0.02209942601621151,-0.02994354069232941,-0.01106584351509809,0.001177883241325617,-0.005882375407963991,0.00710064172744751,-0.02996475994586945,0.01877646706998348,0.01902495324611664,-0.001166776637546718,-0.0157710537314415,-0.008902054280042648,0.004041820298880339,0.009621272794902325,0.03692667558789253,0.05169440805912018,-0.01146909315139055,-0.01104976609349251,0.01787707768380642,-0.03183314576745033,-0.002834423910826445,0.01876065507531166,-0.03069192171096802,0.009211274795234203,0.0119794113561511,-0.001691132318228483,-0.001129223732277751,-0.07857553660869598,0.003681065980345011,-0.03117360733449459,0.02839109487831593,0.01226998586207628,0.01515151560306549,-0.04059703275561333,-0.03298069164156914,0.05405400320887566,-0.08119652420282364,-0.01727576181292534,0.04124405980110168,-0.49,-0.36,0.86,0.007,60038,252,3.1762%,0.0004,0.6729,0.0612,0.452,3.1398%,3.2190%,4.8607%,3.1612%,13
ADT shares are trading higher after the company announced it will acquire I-View Now to help reduce false alarms and optimize priority response from emergency services.,2019-10-18,ADT,2019-10-18 18:33:00+00:00,A D T INC,17223.0,00090Q10,0.05278172343969345,-0.021680260077118763,0.033875337936484895,0.03658536247694788,0.043360391876533955,0.07317072477188913,0.20325203209941223,-0.05718061273507469,-0.012676010839641205,0.04005941777826605,0.06373294086709835,0.09360380835707494,0.12520067834802506,0.32778794470912986,0.14643152113321367,-0.01723407208919525,-0.02273217774927616,-0.02614090219140053,0.03275710716843605,0.02533034607768059,0.03050487674772739,0.01063160970807076,-0.00969474483281374,-0.03686724975705147,-0.001081380876712501,0.01277333125472069,-0.01539113745093346,-0.008467285893857479,0.003503474174067378,-0.007418724242597818,-0.01011217571794987,-0.007772562559694052,0.0008952756179496646,-0.000447237427579239,-0.009172256104648113,0.006547774188220501,0.03880662843585014,-0.004318737890571356,0.004554306622594595,-0.01748707704246044,0.002636843593791127,0.003725579008460045,0.04017467796802521,0.05436608195304871,0.02807087078690529,-0.01065064407885075,-0.0007829500245861709,0.0009794648503884673,0.03291536495089531,-0.02769352868199348,0.001365655683912337,-0.01246840413659811,0.002761949319392443,0.00137713341973722,-0.006876272615045309,-0.0108803017064929,0.00839996337890625,-0.0126933641731739,0.02511048689484596,0.0211640577763319,-0.02091729268431664,-0.0276362169533968,0.002217307221144438,-0.002212401712313294,-0.03063899278640747,-0.006862171459943056,-0.01360966823995113,-0.00870303250849247,0.001713019562885165,0.01004705484956503,-0.01015872042626143,0.00769725488498807,0.01697430945932865,-0.03797203674912453,0.05378441885113716,-0.49,-0.36,0.86,0.007,17223,252,5.2782%,0.0008,1.3046,1.1677,1.1651,2.3440%,2.8656%,33.0944%,5.3893%,26
Arrowhead Pharmaceuticals shares are trading higher after the company discussed its developement strategy for its emerging pipiline of RNAi at its R&D conference.,2019-10-18,ARWR,2019-10-18 14:15:00+00:00,ARROWHEAD PHARMACEUTICALS INC,80069.0,04280A10,-0.01775950193405151,0.015299004502594471,0.08414458321719143,0.1029207452801657,0.07232262896060337,0.15382472162622807,0.7616133776707741,0.583588310085762,0.06056216359138489,0.06565721907553179,0.10976346320214247,0.1437499531638451,0.2232619757343235,0.14949743116202407,0.2521381733042669,0.0,-0.004324320238083601,-0.01601520553231239,0.03227581083774567,0.002004296286031604,0.0701427161693573,0.008598160929977894,-0.008648437447845936,0.0577019564807415,-0.04430307447910309,-0.005671299062669277,-0.01525112614035606,-0.03550742566585541,0.1186684593558311,0.01493755076080561,-0.03357477486133575,0.06781673431396484,0.02027854882180691,0.03920502215623856,-0.01355612557381392,-0.01576652005314827,-0.02749216370284557,-0.0007790728705003858,0.06059258803725243,-0.04914934188127518,-0.02363595552742481,-0.009615367278456688,0.002284374088048935,-0.01572646386921406,0.006715227384120226,0.03438764438033104,0.002779630711302161,0.01751850731670856,-0.00860840454697609,-0.004176795482635498,-0.04381899908185005,0.06291128695011139,0.01781059242784977,0.04001280292868614,0.005847950000315905,-0.02264383062720299,-0.02108115889132023,-0.04349682107567787,-0.02741862460970879,-0.0474444106221199,0.01010582689195871,-0.01357788685709238,-0.00700316159054637,-0.03100675530731678,0.0957459807395935,0.02691248804330826,0.02475745789706707,-0.02067691273987293,-0.01489050313830376,0.02267345786094666,-0.006618200801312923,0.0167666245251894,-0.02260565385222435,-0.002122932346537709,-0.01220463961362839,-0.49,-0.36,0.86,0.007,80069,252,-1.7760%,0.0046,1.7549,2.1589,-1.7993,2.7781%,4.0228%,52.3087%,1.4164%,23
Ames National Q3 EPS $0.44 Down From $0.48 YoY,2019-10-18,ATLO,2019-10-18 20:19:00+00:00,AMES NATL CORP,90470.0,03100110,0.0,0.0181818176060915,0.0047272420479711474,-0.0054545312826989045,-0.00981819793738381,0.00866425955068384,0.016733544673749545,-0.001239008170274336,0.0014566975878551602,0.003283478686057162,0.002917575524516547,-0.0003635120250341517,-0.010435440261076012,0.029576976097161145,0.011362361031963308,-0.06428185850381851,0.0321931280195713,0.007797237019985914,0.02625036798417568,0.008885348215699196,0.01387778110802174,-0.01289817504584789,0.001066691125743091,0.00985612440854311,-0.0129253938794136,0.037680484354496,0.007210887502878904,-0.02173363044857979,-0.0201253704726696,-0.06508408486843109,0.008559179492294788,0.01471005566418171,0.02313916571438313,0.005177074111998081,-0.005692575126886368,-0.002453657332807779,-0.01694449037313461,0.007784230634570122,-0.06620693951845169,0.001181710977107286,-0.0179994273930788,0.04116594791412354,0.01327558606863022,0.004841872956603765,0.002834532177075744,0.00593553064391017,-0.02669291198253632,-0.002598156919702888,-0.001447155955247581,0.005217400379478931,-0.006920463405549526,0.0226481594145298,0.04202156513929367,-0.008991875685751438,0.03684355691075325,-0.01431983336806297,0.008340096101164818,0.02427961118519306,0.001041961833834648,0.004423579666763544,-0.006476684007793665,-0.002085997955873609,0.04024042189121246,-0.02185387350618839,-0.00950177013874054,-0.01477831695228815,-0.02236838079988956,0.01561232842504978,0.004240653477609158,0.02850361168384552,0.0002565645554568619,0.008465927094221115,0.01653517410159111,-0.005255232565104961,-0.01484277099370956,-0.49,-0.36,0.86,0.007,90470,252,0.0000%,0.0005,0.5349,0.8004,0.3432,1.4063%,1.6044%,23.1682%,0.2514%,9
Group Of Members Of Congress Pen Letter To Blizzard CEO Condemning Co.'s Decision To Ban Professional Hearthstone Player For Voicing Support For Hong Kong Protests,2019-10-18,ATVI,2019-10-18 18:30:00+00:00,ACTIVISION BLIZZARD INC,79678.0,00507V10,-0.01888827607035637,0.01778506487607956,-0.00036671143381872273,0.004767112800700746,0.013201272892295002,0.023468991272797668,-0.005683925021194969,0.09350932112056465,0.0,0.0005399348447099328,0.010543570955808823,0.03538837013604823,0.02811171739830165,0.018504918256323277,0.18629960715524607,0.01170163042843342,0.04045357182621956,-0.02984500862658024,-0.02579593099653721,0.009907913394272327,-0.01881812140345573,0.02029003202915192,0.04556133225560188,0.02384340576827526,0.04181173071265221,-0.06120248511433601,-0.01768019981682301,-0.006185225676745176,0.002635274548083544,-0.01761553063988686,0.01514204870909452,0.004149640910327435,-0.01664159819483757,-0.04934977740049362,-0.02897246740758419,0.02294675819575787,0.009020928293466568,0.06490641832351685,-0.003917820286005735,0.03348874300718307,0.1003099679946899,-0.0001482299558119848,0.03207309171557426,0.007086817640811205,0.01473940070718527,-0.01757098734378815,-0.01383122988045216,0.02500361762940884,0.02382751181721687,-0.03198305144906044,0.02856462635099888,-0.008886823430657387,-0.007005090359598398,-0.00230449833907187,-0.04176487401127815,0.001229830784723163,0.01252888049930334,0.03717004880309105,-0.005520762875676155,-0.01665408909320831,-0.01124297268688679,-0.008999858051538467,0.02265514060854912,-0.0278825331479311,0.004420184995979071,-0.0492885522544384,0.01851569302380085,-0.005554744973778725,-0.006144272163510323,-0.01737172342836857,0.003483767388388515,-0.05134982988238335,0.002512516221031547,-0.02528059110045433,-0.002347670029848814,-0.49,-0.36,0.86,0.007,79678,252,-1.8888%,-0.0015,1.0937,0.1674,-0.6648,2.2670%,2.6523%,26.9432%,-0.7328%,25
Activision Blizzard shares are trading lower despite high anticipation of the new Modern Warfare release and strength in its Call of Duty Mobile title. The company confirmed 'Modern Warfare' will have free maps and no loot boxes.,2019-10-18,ATVI,2019-10-18 15:24:00+00:00,ACTIVISION BLIZZARD INC,79678.0,00507V10,-0.01888827607035637,0.01778506487607956,-0.00036671143381872273,0.004767112800700746,0.013201272892295002,0.023468991272797668,-0.005683925021194969,0.09350932112056465,0.0,0.0005399348447099328,0.010543570955808823,0.03538837013604823,0.02811171739830165,0.018504918256323277,0.18629960715524607,0.06625741720199585,-0.02088270150125027,0.01170163042843342,0.04045357182621956,-0.02984500862658024,-0.02579593099653721,0.009907913394272327,-0.01881812140345573,0.02029003202915192,0.04556133225560188,0.02384340576827526,0.04181173071265221,-0.06120248511433601,-0.01768019981682301,-0.006185225676745176,0.002635274548083544,-0.01761553063988686,0.01514204870909452,0.004149640910327435,-0.01664159819483757,-0.04934977740049362,-0.02897246740758419,0.02294675819575787,0.009020928293466568,0.06490641832351685,-0.003917820286005735,0.03348874300718307,0.1003099679946899,-0.0001482299558119848,0.03207309171557426,0.007086817640811205,0.01473940070718527,-0.01757098734378815,-0.01383122988045216,0.02500361762940884,0.02382751181721687,-0.03198305144906044,0.02856462635099888,-0.008886823430657387,-0.007005090359598398,-0.00230449833907187,-0.04176487401127815,0.001229830784723163,0.01252888049930334,0.03717004880309105,-0.005520762875676155,-0.01665408909320831,-0.01124297268688679,-0.008999858051538467,0.02265514060854912,-0.0278825331479311,0.004420184995979071,-0.0492885522544384,0.01851569302380085,-0.005554744973778725,-0.006144272163510323,-0.01737172342836857,0.003483767388388515,-0.05134982988238335,0.002512516221031547,-0.49,-0.36,0.86,0.007,79678,252,-1.8888%,-0.0015,1.0937,0.1674,-0.6648,2.2670%,2.6523%,26.9432%,-0.7328%,37
American Express Trades Higher On Q3 Earnings Beat,2019-10-18,AXP,2019-10-18 11:45:00+00:00,AMERICAN EXPRESS CO,59176.0,02581610,-0.01964732445776463,0.019612887874245644,0.01584445327191708,-0.0023124729421087897,0.012846864742362518,0.02038366860733909,0.004282289863524635,0.11565236090978037,0.014393959194421768,0.012841246422378827,0.0232837790849294,0.03547210795930478,0.058196313788942744,-0.009239871062941551,-0.06561136199587736,-0.01444937754422426,-0.01946411654353142,-0.01907712407410145,0.003942221403121948,-0.003141333349049091,0.008403352461755276,0.01067707873880863,-0.04225723072886467,0.01076140813529491,-0.02448757365345955,-0.006002761423587799,0.009881981648504734,-0.03153030201792717,0.01010386180132627,-0.005279311910271645,-0.01480443589389324,0.01757864840328693,-0.03037058189511299,-0.001149451592937112,0.01467209868133068,0.01304221898317337,0.04226146638393402,-0.0236305333673954,0.0352034866809845,-0.009032947942614555,0.004021488595753908,0.00961283314973116,-0.01137266028672457,0.006688068155199289,0.03082646243274212,-0.01185870263725519,-0.01226196717470884,0.00633908761665225,-0.01889757066965103,-0.02648479491472244,-0.01538877654820681,0.005023624747991562,-0.01943896152079105,-0.003398548346012831,-0.0130718694999814,0.02706589736044407,-0.007008691318333149,0.02428008615970612,0.007442129775881767,-0.0112175066024065,-0.002213558880612254,-0.03022740222513676,-0.03145559877157211,-0.01682904362678528,-0.01471465080976486,-0.03169767931103706,0.01447903923690319,-0.02295996807515621,0.02318200841546059,-0.05245190858840942,0.04290859773755074,-0.07600502669811249,0.04758666083216667,0.009085032157599926,0.01382637582719326,-0.49,-0.36,0.86,0.007,59176,252,-1.9647%,0.0002,1.0753,-0.3615,0.1453,0.7388%,1.3254%,68.9307%,-1.7143%,8
American Express Sees FY19 Adj. EPS $7.85-$8.35 vs $8.12 Estimate,2019-10-18,AXP,2019-10-18 11:31:00+00:00,AMERICAN EXPRESS CO,59176.0,02581610,-0.01964732445776463,0.019612887874245644,0.01584445327191708,-0.0023124729421087897,0.012846864742362518,0.02038366860733909,0.004282289863524635,0.11565236090978037,0.014393959194421768,0.012841246422378827,0.0232837790849294,0.03547210795930478,0.058196313788942744,-0.009239871062941551,-0.06561136199587736,-0.01444937754422426,-0.01946411654353142,-0.01907712407410145,0.003942221403121948,-0.003141333349049091,0.008403352461755276,0.01067707873880863,-0.04225723072886467,0.01076140813529491,-0.02448757365345955,-0.006002761423587799,0.009881981648504734,-0.03153030201792717,0.01010386180132627,-0.005279311910271645,-0.01480443589389324,0.01757864840328693,-0.03037058189511299,-0.001149451592937112,0.01467209868133068,0.01304221898317337,0.04226146638393402,-0.0236305333673954,0.0352034866809845,-0.009032947942614555,0.004021488595753908,0.00961283314973116,-0.01137266028672457,0.006688068155199289,0.03082646243274212,-0.01185870263725519,-0.01226196717470884,0.00633908761665225,-0.01889757066965103,-0.02648479491472244,-0.01538877654820681,0.005023624747991562,-0.01943896152079105,-0.003398548346012831,-0.0130718694999814,0.02706589736044407,-0.007008691318333149,0.02428008615970612,0.007442129775881767,-0.0112175066024065,-0.002213558880612254,-0.03022740222513676,-0.03145559877157211,-0.01682904362678528,-0.01471465080976486,-0.03169767931103706,0.01447903923690319,-0.02295996807515621,0.02318200841546059,-0.05245190858840942,0.04290859773755074,-0.07600502669811249,0.04758666083216667,0.009085032157599926,0.01382637582719326,-0.49,-0.36,0.86,0.007,59176,252,-1.9647%,0.0002,1.0753,-0.3615,0.1453,0.7388%,1.3254%,68.9307%,-1.7143%,10
"American Express Q3 EPS $2.08 Beats $2.03 Estimate, Sales $11B Beat $10.95B Estimate",2019-10-18,AXP,2019-10-18 11:29:00+00:00,AMERICAN EXPRESS CO,59176.0,02581610,-0.01964732445776463,0.019612887874245644,0.01584445327191708,-0.0023124729421087897,0.012846864742362518,0.02038366860733909,0.004282289863524635,0.11565236090978037,0.014393959194421768,0.012841246422378827,0.0232837790849294,0.03547210795930478,0.058196313788942744,-0.009239871062941551,-0.06561136199587736,0.001597906113602221,-0.01568732038140297,0.001350600621663034,0.03075261414051056,0.003140611108392477,-0.006783253978937864,-0.000525360053870827,0.01997377537190914,0.002318993909284472,0.05244208127260208,-0.01856371201574802,-0.01418615411967039,0.02499363385140896,-0.006403899751603603,0.02478929050266743,-0.007740679662674665,-0.02925404161214828,0.01381213590502739,0.002477143658325076,-0.001989105716347694,-0.01444937754422426,-0.01946411654353142,-0.01907712407410145,0.003942221403121948,-0.003141333349049091,0.008403352461755276,0.01067707873880863,-0.04225723072886467,0.01076140813529491,-0.02448757365345955,-0.006002761423587799,0.009881981648504734,-0.03153030201792717,0.01010386180132627,-0.005279311910271645,-0.01480443589389324,0.01757864840328693,-0.03037058189511299,-0.001149451592937112,0.01467209868133068,0.01304221898317337,0.04226146638393402,-0.0236305333673954,0.0352034866809845,-0.009032947942614555,0.004021488595753908,0.00961283314973116,-0.01137266028672457,0.006688068155199289,0.03082646243274212,-0.01185870263725519,-0.01226196717470884,0.00633908761665225,-0.01889757066965103,-0.02648479491472244,-0.01538877654820681,0.005023624747991562,-0.01943896152079105,-0.003398548346012831,-0.0130718694999814,-0.49,-0.36,0.86,0.007,59176,252,-1.9647%,0.0002,1.0753,-0.3615,0.1453,0.7388%,1.3254%,68.9307%,-1.7143%,13
