custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,input_tokens,output_tokens,headline type num,date,permno,ret,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3
4569,AGILENT TECHNOLOGIES INC,"Barclays Maintains Overweight on Agilent Technologies, Raises Price Target to $83",7,positive,0.78,0.6,maintaining an overweight rating and raising the price target to $83 indicates a positive outlook for agilent technologies' stock.,141,644,2.0,2019-02-21,87432.0,-0.8528490550816,0.68044522777199,1.98998984520788,1.07844905811833,1.34159047156572,0.3320491474997299,1.9994819208559704
4577,AGILENT TECHNOLOGIES INC,"UPDATE: Agilent Raises FY19 Adj. EPS Guidance From $3-$3.05 To $3.03-$3.07 vs $3.05 Estimate, Sales From $5.13B-$5.17B To $5.15B-$5.19B vs $5.17B Est.",7,positive,0.65,0.25,"the company raised its fy19 adjusted eps guidance and increased the sales outlook, signaling a more favorable outlook against expectations.",187,1150,2.0,2019-02-20,87432.0,1.34159047156572,-0.8528490550816,1.09470549289771,0.24185643636533,-0.99617671221494,0.6491820843041299,0.34951023193336
4585,AGILENT TECHNOLOGIES INC,"Agilent Sees Q2 Adj. EPS $0.70-$0.72 vs $0.72 Estimate, Sales $1.255B-$1.27B vs $1.27B Est.; Raises FY19 Guidance",7,positive,0.65,0.6,"results are roughly in line with estimates, but the raised fy19 guidance indicates a more favorable outlook, which is viewed positively.",170,709,2.0,2019-02-20,87432.0,1.34159047156572,-0.8528490550816,1.09470549289771,0.24185643636533,-0.99617671221494,0.6491820843041299,0.34951023193336
4593,AGILENT TECHNOLOGIES INC,"Agilent Technologies Q1 EPS $0.76 Beats $0.73 Estimate, Sales $1.284B Beat $1.27B Estimate",7,positive,0.78,0.8,"both eps and revenue surpassed estimates for q1, signaling stronger-than-expected performance for agilent technologies.",153,321,2.0,2019-02-20,87432.0,1.34159047156572,-0.8528490550816,1.09470549289771,0.24185643636533,-0.99617671221494,0.6491820843041299,0.34951023193336
4601,AGILENT TECHNOLOGIES INC,"Deutsche Bank Maintains Buy on Agilent Technologies, Raises Price Target to $85",7,positive,0.78,0.75,"deutsche bank maintains a buy rating and raises agilent's price target, signaling bullish sentiment and expected upside.",140,578,2.0,2019-02-12,87432.0,1.30125898867845,0.23355430457741,1.93330459388494,3.0491740783663497,0.36939152050763,0.99561926715507,-0.28833711800452
4609,ALTISOURCE ASSET MANAGEMENT CORP,Peabody Declares Supplemental Cash Dividend Of $1.85/Share To Augment $1.5B Buyback,7,neutral,0.65,0.0,"the headline concerns peabody energy's dividend and buyback and does not mention altisource asset management corp, so it has no direct positive or negative impact on altisource.",150,908,1.0,2019-02-27,14127.0,-7.09562823176384,3.06598078459501,-1.45085927724882,-2.40897176283442,0.82051204517483,1.34020740903337,12.34285663527847
4617,ALTISOURCE ASSET MANAGEMENT CORP,"Altisource Asset Management Q4 EPS $(2.69) Down From $(1.15) YoY, Sales $4.02M Down From $4.08M YoY",7,negative,0.77,0.85,"both earnings and sales declined year over year, with eps deteriorating from -1.15 to -2.69 and revenue slipping from 4.08m to 4.02m, signaling a negative financial result.",163,1241,0.0,2019-02-27,14127.0,-7.09562823176384,3.06598078459501,-1.45085927724882,-2.40897176283442,0.82051204517483,1.34020740903337,12.34285663527847
4625,APPLIED OPTOELECTRONICS INC,"UPDATE: DA Davidson Downgrades Applied Optoelectronics As Firm Notes 'With inventory levels growing at data center customers, visibility to overall revenue growth is muted",7,negative,0.72,0.6,"the update reports a downgrade and cites muted visibility to revenue growth due to rising inventory at data center customers, indicating negative sentiment toward the company's near-term prospects.",159,523,0.0,2019-02-22,14145.0,5.61643615365028,8.98184329271316,-14.13748605035971,-16.47211395062338,-0.0684413127601099,-2.21031419561094,-2.8609404544445103
4633,APPLIED OPTOELECTRONICS INC,Needham Downgrades Applied Optoelectronics to Hold,7,negative,0.65,0.5,"the downgrade to hold reflects reduced analyst confidence and could weigh on the stock, making the news negative for applied optoelectronics.",139,774,0.0,2019-02-22,14145.0,5.61643615365028,8.98184329271316,-14.13748605035971,-16.47211395062338,-0.0684413127601099,-2.21031419561094,-2.8609404544445103
4641,APPLIED OPTOELECTRONICS INC,"DA Davidson: Near-Term Applied Optoelectronics Outlook Blurred By Inventory Congestion, China Weakness",7,negative,0.78,0.75,"the headline indicates a clouded near-term outlook caused by inventory congestion and china weakness, signaling challenges for applied optoelectronics inc.",148,394,0.0,2019-02-22,14145.0,5.61643615365028,8.98184329271316,-14.13748605035971,-16.47211395062338,-0.0684413127601099,-2.21031419561094,-2.8609404544445103
