Unnamed: 0,custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,Magnitude,headline type num,date,ticker,datetime_utc,permno,cusip,ret,ret_fd1,ret_fd2,ret_fd3,ret_fd5,ret_fd10,ret_fd30,ret_fd60,ret_ld1,ret_ld2,ret_ld3,ret_ld5,ret_ld10,ret_ld30,ret_ld60,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,ret_f11,ret_f12,ret_f13,ret_f14,ret_f15,ret_f16,ret_f17,ret_f18,ret_f19,ret_f20,ret_f21,ret_f22,ret_f23,ret_f24,ret_f25,ret_f26,ret_f27,ret_f28,ret_f29,ret_f30,ret_f31,ret_f32,ret_f33,ret_f34,ret_f35,ret_f36,ret_f37,ret_f38,ret_f39,ret_f40,ret_f41,ret_f42,ret_f43,ret_f44,ret_f45,ret_f46,ret_f47,ret_f48,ret_f49,ret_f50,ret_f51,ret_f52,ret_f53,ret_f54,ret_f55,ret_f56,ret_f57,ret_f58,ret_f59,ret_f60,Mkt-RF,SMB,HML,RF,PERMNO,n,RET,alpha,b_mkt,b_smb,b_hml,ivol,tvol,R2,exret,headline_word_count
3224,3224,AGILENT TECHNOLOGIES INC,Agilent Companion Diagnostic Receives Expanded FDA Approval For PD-L1 IHC 22C3 PharmDx,3,positive,0.9,0.8,,,2.0,2019-06-11,A,2019-06-11 11:58:00+00:00,87432.0,00846U10,-0.0028454200364649,0.002853539539501,0.002996243736937,-0.0017120148128499,0.0259667201742119,0.0345271217651481,-0.0051278683420467,0.0512071524830946,0.0110760116949677,0.0163388839089664,0.0283833576129208,0.0492611311838224,0.0282328894630228,-0.0920950326517344,-0.1262704523600295,-0.0156097412109375,-0.0135447587817907,0.0031814905814826,0.0028376227710396,-0.0048269126564264,0.0025087425019592,0.0043377066031098,0.0028238897211849,-0.003975449129939,0.0123066334053874,-0.0119927637279033,-0.0076488042250275,-0.0185992065817117,0.01297596283257,0.0048878658562898,-0.0040254588238894,0.0464802682399749,-0.020598629489541,0.0064081395976245,0.0080000273883342,0.0197602417320013,-0.0030177673324942,-0.0014338083565235,0.0035099110100418,0.0089029818773269,0.0004727796185761,0.0064577073790133,0.0128325456753373,-0.0052534602582454,-0.001397892832756,0.0065328693017363,0.0066450363956391,-0.0018422282300889,0.0167641341686248,0.0004537706845439,-0.0105835646390914,0.0036674488801509,0.004263075068593,0.0018193260766565,0.0013619300443679,-0.0012090348172932,-0.0025722223799675,-0.0021237772889435,-0.0159622300416231,-0.0095782903954386,0.0043674744665622,-0.006367445923388,0.003438533982262,0.0124923028051853,0.0043163057416677,0.0104374568909406,-0.0019748576451092,0.0100457184016704,0.0030138178262859,0.000600975297857,0.0003003644524142,0.0138096390292048,-0.0081433672457933,-0.0011941215489059,-0.0118069173768162,-0.12,-0.25,0.55,0.009,87432,252,-0.2845%,0.0001,0.9632,0.0862,-0.2972,1.2995%,1.6874%,40.6956%,0.0076%,12
3232,3232,AGILENT TECHNOLOGIES INC,"Piper Jaffray Initiates Coverage On Agilent Technologies with Overweight Rating, Announces $83 Price Target",3,positive,0.9,0.8,,,2.0,2019-06-11,A,2019-06-11 11:10:00+00:00,87432.0,00846U10,-0.0028454200364649,0.002853539539501,0.002996243736937,-0.0017120148128499,0.0259667201742119,0.0345271217651481,-0.0051278683420467,0.0512071524830946,0.0110760116949677,0.0163388839089664,0.0283833576129208,0.0492611311838224,0.0282328894630228,-0.0920950326517344,-0.1262704523600295,0.005393068306148,0.0004876264429185,-0.0055239666253328,0.0027773564215749,-0.0065168053843081,0.0063955294899642,0.0021183162461966,-0.0156097412109375,-0.0135447587817907,0.0031814905814826,0.0028376227710396,-0.0048269126564264,0.0025087425019592,0.0043377066031098,0.0028238897211849,-0.003975449129939,0.0123066334053874,-0.0119927637279033,-0.0076488042250275,-0.0185992065817117,0.01297596283257,0.0048878658562898,-0.0040254588238894,0.0464802682399749,-0.020598629489541,0.0064081395976245,0.0080000273883342,0.0197602417320013,-0.0030177673324942,-0.0014338083565235,0.0035099110100418,0.0089029818773269,0.0004727796185761,0.0064577073790133,0.0128325456753373,-0.0052534602582454,-0.001397892832756,0.0065328693017363,0.0066450363956391,-0.0018422282300889,0.0167641341686248,0.0004537706845439,-0.0105835646390914,0.0036674488801509,0.004263075068593,0.0018193260766565,0.0013619300443679,-0.0012090348172932,-0.0025722223799675,-0.0021237772889435,-0.0159622300416231,-0.0095782903954386,0.0043674744665622,-0.006367445923388,0.003438533982262,0.0124923028051853,0.0043163057416677,0.0104374568909406,-0.0019748576451092,0.0100457184016704,-0.12,-0.25,0.55,0.009,87432,252,-0.2845%,0.0001,0.9632,0.0862,-0.2972,1.2995%,1.6874%,40.6956%,0.0076%,14
3240,3240,ABBVIE INC,AbbVie shares are trading higher after the company's SKYRIZI maintained its complete skin clearance.,3,positive,0.9,0.8,,,2.0,2019-06-11,ABBV,2019-06-11 15:44:00+00:00,13721.0,00287Y10,0.0158544667065143,0.0051170722581446,0.0099782373556982,0.0066522234201082,0.001023434106663,-0.1595241366686066,-0.1238701965144313,-0.129454780232025,-0.0061991908587515,-0.0015570617214025,-0.0014274670837346,0.0165125506358574,-0.0388458744451402,-0.0345043923830096,-0.0247746296110302,0.0123773654922843,-0.0108419246971607,0.0041977684013545,0.0046446109190583,-0.0085529116913676,0.0030310344882309,0.0132496440783143,0.0057352604344487,-0.0125456033274531,0.0071609504520893,-0.0100917117670178,0.004865595139563,-0.0055337301455438,-0.0034778928384184,-0.0037226581480354,-0.0016347429482266,0.0081870984286069,0.0146171944215893,0.0487080067396163,0.0065416316501796,0.0199307184666395,0.056499570608139,-0.0064335241913795,0.0171995609998703,0.0011935820803046,-0.0103318188339471,-0.0046175373718142,0.0060508111491799,-0.0044106096029281,-0.0169150251895189,0.0081933951005339,0.005079235881567,-0.0034364662133157,-0.0217038486152887,-0.0130624314770102,-0.0025209861341863,0.0021061981096863,0.002522045513615,-0.0125786643475294,0.001698552747257,0.0038151822518557,0.0092905117198824,0.0008368392591364,-0.0010451345006003,-0.0115086678415536,0.0743013992905616,0.0122167281806469,0.0107066230848431,-0.0275423061102628,-0.0293128006160259,-0.0234645530581474,-0.0365649797022342,-0.0253741480410099,0.0157989077270031,0.0442496500909328,0.0484581813216209,-0.05502200871706,-0.0518738254904747,-0.1395712345838547,0.0233584623783826,-0.12,-0.25,0.55,0.009,13721,252,1.5854%,-0.0011,0.8176,-0.3198,-0.2041,1.4159%,1.6560%,26.9036%,1.7156%,14
3248,3248,AXCELIS TECHNOLOGIES INC,Axcelis Cuts Q2 Prelim. Sales Guidance From $80M To $75M vs $82.93M,3,negative,0.8,0.9,,,0.0,2019-06-11,ACLS,2019-06-11 12:15:00+00:00,88417.0,05454020,-0.0412960387766361,-0.0231941938400268,0.0026507589946889,-0.0331345248077873,-0.0271702999424725,-0.0682571038960834,0.0821736095908183,0.0682571682161676,0.0472388602793216,0.0570852539877384,0.0528428090050281,0.0780821484485316,0.0025477694253916,-0.2606858061278015,-0.2257747179030123,0.0087022148072719,0.0026256449054926,-0.0145903257653117,0.0170843116939067,0.0022396217100322,0.0130353961139917,-0.0040441397577524,0.0376522876322269,-0.0028459595050662,0.0067784027196466,-0.0294117629528045,0.010222733952105,0.0072280722670257,-0.0071762022562325,0.0328875966370105,0.0227431636303663,-0.0020526673179119,0.0017140636919066,-0.0181382205337286,0.0003485614724922,0.0006968135712668,0.0306407064199447,-0.0162161998450756,0.0199175793677568,-0.0087542161345481,-0.0071331858634948,0.0099213449284434,-0.0118563808500766,-0.0315392538905143,-0.0060177017003297,-0.002492866711691,-0.0232059843838214,0.02174705080688,0.0051869237795472,-0.0145907420665025,0.0083062313497066,-0.0035816754680126,0.0039540119469165,-0.0161117352545261,-0.0036390242166817,0.0219138208776712,-0.0067905155010521,-0.0032385804224759,0.0415162295103073,0.01975735463202,0.0023793233558535,-0.0108511261641979,0.0047994307242333,0.1211191117763519,-0.0200852043926715,0.0012422644067555,0.0072889821603894,0.0087759774178266,0.0027472574729472,-0.0021308888681232,0.0100641446188092,-0.0051314802840352,-0.1903460472822189,-0.0097487904131412,0.0177016537636518,-0.12,-0.25,0.55,0.009,88417,252,-4.1296%,-0.0005,1.5734,0.9809,0.1883,2.1302%,2.7379%,39.4651%,-3.8247%,12
3256,3256,ALBEMARLE CORP,Albemarle Corp Executive Says Company Sees Demand For Lithium Remaining Strong; Says Company Continues To Expect Annual Global Lithium Demand Will Hit 1 Million Tonnes By 2025,3,positive,0.9,0.8,,,2.0,2019-06-11,ALB,2019-06-11 13:50:00+00:00,80191.0,01265310,0.035246018320322,-0.0170230157673358,-0.0041195454855649,-0.0298515412846995,-0.0313571413433012,-0.0721449281558577,0.0337939443262362,-0.1381172104808028,0.0267805214971303,0.0360794810398985,0.0528424724865732,0.0903919608533361,0.0618263020503777,-0.0612757752221907,-0.1628703245928435,-0.0347794666886329,0.0241456031799316,0.0126949725672602,-0.0039398497901856,0.0061129117384552,-0.0146533185616135,0.0039898660033941,0.0039740102365612,-0.0043181302025914,-0.0263823475688695,0.0007423366769216,0.035608347505331,0.0383237712085247,-0.0182821899652481,-0.0108924619853496,0.0031971635762602,-0.0223087519407272,-0.0152118820697069,-0.0125046139582991,0.0123734502121806,-0.0029629601631313,0.0156017858535051,0.0069495439529418,-0.002542738802731,-0.0302257817238569,0.0067593054845929,0.0014920147368684,-0.0052142008207738,-0.0048670596443116,0.0127915786579251,0.0293461736291647,-0.0068566813133656,0.0305232610553503,0.026798315346241,0.0030905990861356,-0.0246490705758333,0.004913983400911,0.0810339376330375,-0.0019386550411581,0.031725525856018,-0.0047066682018339,-0.0230138581246137,0.0006453842506743,-0.0070944633334875,0.0009743026457726,-0.0055159013718366,-0.0133768301457166,0.0092592816799879,0.0147443925961852,-0.0029060430824756,-0.011334148235619,0.0111365914344787,-0.0106899878010153,-0.015717139467597,-0.0006652877782471,0.0213049054145813,0.0078226784244179,-0.0032341650221496,0.0392601899802684,-0.0190446060150861,-0.12,-0.25,0.55,0.009,80191,252,3.5246%,-0.0006,1.2115,0.4473,0.4276,1.5804%,1.9801%,36.2914%,3.5513%,27
3264,3264,AMERICAN HOMES 4 RENT,Citigroup Downgrades American Homes 4 Rent to Neutral,3,negative,0.8,0.7,,,0.0,2019-06-11,AMH,2019-06-11 11:45:00+00:00,14061.0,02665T30,-0.0032258033752441,-0.0008090028422884,0.005258896948648,0.0020161294058769,0.012555143277809,-0.0129816426609052,0.0153925546531932,0.0279583487005685,0.0004033207369502,-0.0032154311608718,-0.0036159162571139,0.0163934265954384,0.0163934269938297,0.0329029138986276,0.0915492916342317,0.0116123789921402,0.0368478335440158,-0.0136174457147717,0.0017397023038938,-0.0218487046658992,0.0023481580428779,-0.0261127483099699,-0.0364351496100425,-0.0265481378883123,0.015637706965208,-0.0370141938328743,0.0070350863970816,0.0254032760858535,0.0252074319869279,-0.0047725080512464,-0.0355105362832546,-0.0140978377312421,0.0381743460893631,0.0199840124696493,-0.0075355675071477,-0.0089291213080286,0.0066805365495383,0.0070014847442507,0.0055623548105359,-0.0093795862048864,-0.0167516060173511,-0.0109259523451328,0.0133557971566915,-0.0384306870400905,-0.0096073783934116,-0.022570040076971,-0.0277887843549251,-0.0588676258921623,0.0261045694351196,0.0379844941198825,-0.0212505254894495,0.0377358645200729,-0.0097594028338789,-0.0413122400641441,0.006407466251403,0.0410691276192665,-0.0144489863887429,-0.0480054095387458,0.0357424654066562,-0.011964114382863,-0.0664239525794982,0.0221172347664833,0.0436440743505954,0.0630447119474411,-0.0241983719170093,-0.0199877843260765,0.0193584281951189,0.0343190282583236,-0.023016357794404,-0.0277870949357748,-0.0140144890174269,0.0291274897754192,0.0235406644642353,0.0384206250309944,-0.0135705741122365,-0.12,-0.25,0.55,0.009,14061,252,-0.3226%,0.0006,0.3574,-0.0427,0.0084,1.0114%,1.0710%,10.8338%,-0.3041%,8
3272,3272,ARROW ELECTRONICS INC,"Deutsche Bank Reinstates Buy on Arrow Electronics, Announces $83 Price Target",3,positive,0.9,0.8,,,2.0,2019-06-11,ARW,2019-06-11 12:03:00+00:00,29209.0,04273510,0.0175258796662092,-0.0176545958966016,-0.007320144748087,-0.0368881827540893,-0.0152145474198449,0.0028707426532368,0.0307162241139244,0.0360270129490676,0.0283868927508592,0.041052222891273,0.0405774776478864,0.0772498379303949,0.049187847732286,-0.1942810251034233,-0.1190169810853023,-0.0276005733758211,-0.0010493819136172,-0.0181722249835729,0.0087194014340639,0.0150076178833842,0.009665654040873,-0.0038809832185506,-0.0047792112454772,-0.0056373411789536,-0.0090288780629634,-0.0297700762748718,5.456708095152862e-05,0.0035486661363393,-0.0080514140427112,-0.0113523751497268,-0.0032729327213019,0.0005009550368413,-0.0182455293834209,0.0020397789776325,-0.0100650200620293,-0.0062832357361912,-0.0118411080911755,-0.0243150945752859,-0.0259941611438989,0.0252800695598125,0.0175522528588771,0.005397783126682,0.0189075954258441,-0.0219358634203672,0.0001756677374942,-0.0247657820582389,-0.0094255106523633,0.0168484766036272,0.0257397089153528,0.0091463271528482,0.0103997709229588,-0.0112702352926135,0.0062227817252278,-0.0063576814718544,0.0044788522645831,0.0233944822102785,-0.0185593776404857,0.015162899158895,-0.0023852689191699,-0.0268131997436285,0.0061421645805239,-0.029593002051115,0.0076687959954142,-0.0107616242021322,-0.0017430492443963,0.0224577710032463,-0.0011188460048288,0.0248186718672514,-0.012022528797388,-0.0027365428395569,0.0033862788695842,0.0096008023247122,0.0093366978690028,-0.0151887377724051,0.0191917289048433,-0.12,-0.25,0.55,0.009,29209,252,1.7526%,0.0,1.2398,0.7212,0.3496,1.1139%,1.7084%,57.4903%,1.8874%,11
3280,3280,AEROVIRONMENT INC,AeroVironment Acquires VTOL UAS Developer Pulse Aerospace For $25.7M To Strengthen Family Of Small Unmanned Aircraft Systems,3,positive,0.9,0.8,,,2.0,2019-06-11,AVAV,2019-06-11 13:12:00+00:00,91733.0,00807310,-0.0070944470353424,-0.0087329186499118,0.0101619473127982,-0.0068275678321481,-0.0242934052086231,-0.0265163237786197,-0.1259129904773475,-0.1214670952217625,-0.0092158131301403,-0.0138370549260423,-0.0316030476836965,-0.0357251208391928,-0.0418428506583357,-0.0877318987028242,-0.1559547763180208,-0.1184210181236267,-0.0932835787534713,-0.0246914327144622,-0.0042194053530693,0.0720339342951774,-0.0545849464833736,0.0201095342636108,0.0655737072229385,-0.0384615026414394,0.0720000267028808,-0.0111940186470747,0.0037735812366008,0.0175187457352876,0.0123402271419763,0.0218977890908718,0.0392857640981674,-0.0034364226739853,0.0034482723567634,0.0034364226739853,0.0,-0.0068493084982037,0.0,-0.0261724404990673,0.0162529181689024,0.0243903044611215,-0.0102040721103549,-0.0103092677891254,-0.0243056137114763,0.0,-0.0106761464849114,-0.0107913566753268,0.0,0.0233091004192829,-0.0405458137392997,0.0592592023313045,0.003496500197798,-0.0104529522359371,0.2394366562366486,-0.0965908840298652,-0.0251572839915752,-0.0064516067504882,-0.0097402511164546,0.0229507982730865,0.0160257034003734,0.1514195650815964,-0.0410959161818027,-0.017142841592431,0.0552325733006,0.0578511841595172,0.0468750186264514,0.0398009568452835,-0.0502391904592514,-0.0176322255283594,-0.0500000417232513,0.020242927595973,-0.0079365000128746,0.0373333618044853,0.0488431379199028,-0.0171567890793085,-0.0174564011394977,-0.12,-0.25,0.55,0.009,91733,252,-0.7094%,0.0006,0.8741,0.9108,-0.413,2.6537%,2.9280%,17.8573%,-0.1579%,17
3288,3288,BROADCOM INC,Analysts Discuss Broadcom's New Supply Agreement With Apple,3,positive,0.8,0.9,,,2.0,2019-06-11,AVGO,2019-06-11 15:15:00+00:00,93002.0,11135F10,0.0116698890924453,-0.0132284462451934,-0.0065966756392005,-0.0619091907011051,-0.0191548709337663,-0.0151531943521419,0.0819387860876754,0.0365270596259084,0.019427353516221,0.0272003480847273,0.0545310498460875,0.1067619858011854,0.0948268687146354,-0.0972907201545938,0.054293270890203,-0.0459704399108886,0.0332661606371402,-0.0411707423627376,-0.0191289912909269,0.0197095591574907,-0.0120040718466043,-0.0072076250799,0.0002074544026982,0.0002082116116071,-0.0206120740622282,0.0004251797799952,0.0123246489092707,-0.0180520694702863,-0.0275758262723684,0.0024180433247238,0.0021930327638983,0.015098437666893,0.0120715964585542,0.0102236326783895,-0.0023192202206701,0.0006339555839076,0.0217529591172933,-0.0072344415821135,-0.0187382418662309,0.0029704940970987,-0.0046541402116417,-0.0178533513098955,0.0207747053354978,0.0099639864638447,-0.014063773676753,-0.0104322265833616,-0.0034423375036567,-0.0084196757525205,-0.000653141294606,0.0071894992142915,0.0049751144833862,-0.0047352002002298,-0.0038927400019019,0.0143291326239705,0.0029965622816234,0.0006401787977665,-0.0091704055666923,0.001506665837951,0.0064475191757082,-0.0040572802536189,-0.011363610625267,0.0036867961753159,0.0373811498284339,-0.0233284514397382,-0.0283642150461673,0.0032923114486038,0.0013126531848683,0.0120165878906846,-0.000863577646669,0.0116681270301342,-0.0079025831073522,0.0129170818254351,-0.032093483954668,0.0169082228094339,0.0222413893789053,-0.12,-0.25,0.55,0.009,93002,252,1.1670%,0.0005,1.2482,-0.1079,0.1522,1.8834%,2.2359%,29.0452%,1.1959%,8
3296,3296,BROADCOM INC,Broadcom  shares are trading higher after the company disclosed an agreement to supply radio frequency components and modules for Apple devices.,3,positive,0.9,0.8,,,2.0,2019-06-11,AVGO,2019-06-11 11:55:00+00:00,93002.0,11135F10,0.0116698890924453,-0.0132284462451934,-0.0065966756392005,-0.0619091907011051,-0.0191548709337663,-0.0151531943521419,0.0819387860876754,0.0365270596259084,0.019427353516221,0.0272003480847273,0.0545310498460875,0.1067619858011854,0.0948268687146354,-0.0972907201545938,0.054293270890203,-0.0459704399108886,0.0332661606371402,-0.0411707423627376,-0.0191289912909269,0.0197095591574907,-0.0120040718466043,-0.0072076250799,0.0002074544026982,0.0002082116116071,-0.0206120740622282,0.0004251797799952,0.0123246489092707,-0.0180520694702863,-0.0275758262723684,0.0024180433247238,0.0021930327638983,0.015098437666893,0.0120715964585542,0.0102236326783895,-0.0023192202206701,0.0006339555839076,0.0217529591172933,-0.0072344415821135,-0.0187382418662309,0.0029704940970987,-0.0046541402116417,-0.0178533513098955,0.0207747053354978,0.0099639864638447,-0.014063773676753,-0.0104322265833616,-0.0034423375036567,-0.0084196757525205,-0.000653141294606,0.0071894992142915,0.0049751144833862,-0.0047352002002298,-0.0038927400019019,0.0143291326239705,0.0029965622816234,0.0006401787977665,-0.0091704055666923,0.001506665837951,0.0064475191757082,-0.0040572802536189,-0.011363610625267,0.0036867961753159,0.0373811498284339,-0.0233284514397382,-0.0283642150461673,0.0032923114486038,0.0013126531848683,0.0120165878906846,-0.000863577646669,0.0116681270301342,-0.0079025831073522,0.0129170818254351,-0.032093483954668,0.0169082228094339,0.0222413893789053,-0.12,-0.25,0.55,0.009,93002,252,1.1670%,0.0005,1.2482,-0.1079,0.1522,1.8834%,2.2359%,29.0452%,1.1959%,21
