custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,input_tokens,output_tokens,headline type num,date,permno,ret,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3
3203,AGILENT TECHNOLOGIES INC,Agilent Companion Diagnostic Receives Expanded FDA Approval For PD-L1 IHC 22C3 PharmDx,6,positive,0.9,0.6,"expanded fda approval of agilent's companion diagnostic likely increases its clinical utility, market reach and revenue potential while enhancing the company's regulatory credibility, which is positive news for agilent.",139,202,2.0,2019-06-11,87432.0,-0.28454200364649,0.2853539539501,2.59667201742119,3.45271217651481,1.10760116949677,1.6338883908966402,2.83833576129208
3211,AGILENT TECHNOLOGIES INC,"Piper Jaffray Initiates Coverage On Agilent Technologies with Overweight Rating, Announces $83 Price Target",6,positive,0.95,0.7,an 'overweight' initiation and an $83 price target from piper jaffray signals a favorable analyst outlook and expected upside for agilent technologies.,140,261,2.0,2019-06-11,87432.0,-0.28454200364649,0.2853539539501,2.59667201742119,3.45271217651481,1.10760116949677,1.6338883908966402,2.83833576129208
3219,APPLIED OPTOELECTRONICS INC,"Applied Optoelectronics shares are trading higher after Rosenblatt upgraded the stock from Sell to Neutral, and announced a $10 per share price target.",6,positive,0.85,0.45,"an analyst upgrade from sell to neutral and a $10 price target, combined with the stock trading higher, signals a modestly positive change in sentiment though not a strong buy endorsement.",151,331,2.0,2019-06-27,14145.0,11.27503365278244,-2.65152156352996,-6.72348494436161,-5.58712299695857,4.28570732474327,4.17124173237106,2.15285036937562
3227,APPLIED OPTOELECTRONICS INC,"Rosenblatt Upgrades Applied Optoelectronics to Neutral, Announces $10 Price Target",6,positive,0.8,0.25,"an analyst upgrade (to neutral) represents an improvement in sentiment versus the prior rating, but the 'neutral' designation and lack of context on prior rating or price target change make this only mildly positive.",140,271,2.0,2019-06-27,14145.0,11.27503365278244,-2.65152156352996,-6.72348494436161,-5.58712299695857,4.28570732474327,4.17124173237106,2.15285036937562
3235,ALLIANCEBERNSTEIN HOLDING L P,"Goldman Sachs Upgrades AllianceBernstein Holding to Buy, Raises Price Target to $35",6,positive,0.95,0.75,an upgrade to buy and an increased price target from goldman sachs is a clearly positive analyst action that typically boosts investor sentiment and implies expected upside for the stock.,144,262,2.0,2019-06-12,75278.0,2.85002198070287,3.3252477645874,1.17768687598467,0.2771038318565,-0.74257776141166,0.24999893468675,-0.21329351929959
3243,ABBVIE INC,AbbVie Shares Tick Higher Over Last Few Mins. Following Mention Of Unusual Option Activity By Jon Najarian On CNBC's 'Fast Money: Halftime Report',6,positive,0.85,0.25,"the report notes a small, recent share uptick after mention of unusual option activity, which is a short-term positive market reaction but not strong fundamental news.",144,326,2.0,2019-06-28,13721.0,3.8857161998748704,0.93509387224912,-2.0627061620271303,-1.8979052806705696,2.94117648154497,6.54490612047349,-10.771188655773202
3251,ABBVIE INC,"AbbVie shares are trading higher, rebounding after dipping on Monday following the announcement that the company will acquire Allergan for $60 billion. SVB Leerink upgraded the stock from Market Perform to Outperform.",6,positive,0.92,0.75,"shares rebounded after the acquisition announcement and an analyst upgraded the stock, indicating a favorable market and analyst reaction to the allergan deal.",153,194,2.0,2019-06-26,13721.0,3.50076593458652,2.94117648154497,10.23529297918348,4.76470301607365,-16.252391040325158,-16.60320170160982,-16.134797366886968
3259,ABBVIE INC,SVB Leerink Upgrades AbbVie to Outperform,6,positive,0.92,0.6,"an analyst upgrade to 'outperform' signals improved sentiment and expectation of better stock performance for abbvie, which is positive news for the company.",123,132,2.0,2019-06-26,13721.0,3.50076593458652,2.94117648154497,10.23529297918348,4.76470301607365,-16.252391040325158,-16.60320170160982,-16.134797366886968
3267,ABBVIE INC,AbbVie Receives Positive Recommendation From INESSS For The Combination VENCLEXTA With Rituximab As A Treatment For Patients With Chronic Lymphocytic Leukemia,6,positive,0.92,0.65,"a positive recommendation from inesss for venclexta plus rituximab supports reimbursement/market access for abbvie's therapy in cll, which is favorable for future sales and adoption.",147,271,2.0,2019-06-25,13721.0,-16.252391040325158,3.50076593458652,12.983267864756028,9.05632434139656,-0.4188903607428,0.14041436513705,1.0823300108165002
3275,ABBVIE INC,AbbVie CEO Says Feels Comfortable With Risk Related To Allergan's Opioid Exposure,6,positive,0.85,0.6,"the ceo's statement that he feels comfortable with the risk tied to allergan's opioid exposure is reassuring and reduces perceived legal/financial uncertainty for abbvie, which is a positive signal to investors.",130,270,2.0,2019-06-25,13721.0,-16.252391040325158,3.50076593458652,12.983267864756028,9.05632434139656,-0.4188903607428,0.14041436513705,1.0823300108165002
