,custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,headline type num
0,0,AGILENT TECHNOLOGIES INC,Agilent Collaborates On Study Of Performance-Enhancing Spinach Extract,1,positive,0.9,0.8,,2.0
1,1,ACADIA PHARMACEUTICALS,"Stifel Nicolaus Maintains Hold on ACADIA Pharmaceuticals, Raises Price Target to $28",1,neutral,0.8,0.2,,1.0
2,2,ANALOG DEVICES INC,Analog Devices Option Alert: Sep 13 $110 Calls Sweep (45) near the Ask: 1133 @ $0.851 vs 13 OI; Ref=$106.04,1,neutral,0.7,0.5,,1.0
3,3,ADAMIS PHARMACEUTICALS CORP,Adamis Pharmaceuticals Announces Completion Of Pharmacokinetic Studies Comparing Naloxone To Generic Comparator,1,neutral,0.8,0.2,,1.0
4,4,AMERICAN EAGLE OUTFITTERS INC NE,A Preview Of American Eagle Outfitters Q2 Earnings,1,neutral,0.8,0.2,,1.0
5,5,PROSHARES TRUST II,Jon Najarian Sees Unusual Options Activity In Roku And AGQ,1,neutral,0.7,0.5,,1.0
6,6,ALIGN TECHNOLOGY INC,SmileDirectClub Aims To Raise About $1.2B With IPO,1,negative,0.8,0.7,,0.0
7,7,ALIMERA SCIENCES INC,Alimera Sciences Launches ILUVIEN In Germany For Non-Infectious Uveitis Indication,1,positive,0.9,0.8,,2.0
8,8,ALNYLAM PHARMACEUTICALS INC,"Cantor Fitzgerald On Alnylam Pharmaceuticals Also Notes 'If the ORION-9 and ORION-10 readouts expected this month also look clean, we think that overall ALNY shares may move 10-20% cumulatively based on these updates",1,positive,0.9,0.8,,2.0
9,9,ALNYLAM PHARMACEUTICALS INC,"Cantor Fitzgerald Reiterates Overweight, $138 Tgt On Alnylam Pharma As Firm Notes Co's Partner Medicines Co. Presented ORION-11 Ph3 Data For Inclisiran And Firm Thinks 'the detailed ORION-11 data is supportive of ALNY platform efficacy and safety'",1,positive,0.9,0.8,,2.0
10,10,ALNYLAM PHARMACEUTICALS INC,"Piper Jaffray Maintains Overweight on Alnylam Pharmaceuticals, Raises Price Target to $145",1,positive,0.9,0.8,,2.0
11,11,AMERICAN TOWER CORP NEW,"American Tower shares are trading higher after the company signed a new multiyear agreement with AT&T. The deal is ""essential"" for executing AT&T's 5G network.",1,positive,0.9,0.8,,2.0
12,12,AMERICAN TOWER CORP NEW,AT&T And American Tower Sign New Multiyear Agreement,1,positive,0.9,0.8,,2.0
13,13,ABERCROMBIE & FITCH CO,"Morgan Stanley Maintains Underweight on Abercrombie & Fitch, Lowers Price Target to $14",1,negative,0.9,0.8,,0.0
14,14,ARDELYX INC,Why Are Shares Of Ardelyx Ripping Higher?,1,positive,0.9,0.8,,2.0
15,15,ARDELYX INC,Ardelyx shares are trading higher after the company's pivotal phase 3 AMPLIFY study of tenapanor in combination with phosphate binders in patients with chronic kidney disease met primary and all key secondary endpoints.,1,positive,0.9,0.8,,2.0
16,16,ARDELYX INC,Ardelyx Shares To Resume Trade At 8:30 a.m. EDT,1,neutral,0.8,0.2,,1.0
17,17,ARDELYX INC,Ardelyx Reports AMPLIFY Pivotal Phase  Study Of Tenapanor In Combination With Phosphate Binders In Patients With Chronic Kidney Disease Met Primary And All Key Secondary Endpoints,1,positive,0.9,0.8,,2.0
18,18,BANK OF AMERICA CORP,3 Ways To Double Your Money,1,neutral,0.8,0.5,,1.0
19,19,BIG LOTS INC,"UPDATE: Barclays Maintains Equal-Weight On Big Lots, Lowers Target To $25 As Firm Notes Despite Co's Various Initiatives 'BIG hasn't proven it can ""comp the comp,"" which leads to limited valuation upside'",1,negative,0.8,0.7,,0.0
20,20,BIG LOTS INC,"Barclays Maintains Equal-Weight on Big Lots, Lowers Price Target to $25",1,negative,0.8,0.7,,0.0
21,21,BIOLINERX LTD,BioLineRx Successfully Completes Dose-Escalation Part Of Phase 1/2a Clinical Study For AGI-134 Immunotherapy For Treatment Of Solid Tumors,1,positive,0.9,0.8,,2.0
22,22,BRISTOL MYERS SQUIBB CO,"Bank of America Maintains Neutral on Bristol-Myers Squibb, Raises Price Target to $49",1,neutral,0.8,0.5,,1.0
23,23,BOSTON SCIENTIFIC CORP,"Barclays Reinstates Overweight on Boston Scientific, Announces $48 Price Target",1,positive,0.9,0.8,,2.0
24,24,BURLINGTON STORES INC,This Analyst Said Burlington Delivered Quality Showing In A Challenging Quarter,1,positive,0.9,0.7,,2.0
25,25,BURLINGTON STORES INC,"Wedbush Maintains Neutral on Burlington Stores, Raises Price Target to $200",1,neutral,0.8,0.2,,1.0
26,26,CASEYS GENERAL STORES INC,"Sidoti & Co. Maintains Neutral on Casey's General Stores, Raises Price Target to $166",1,neutral,0.8,0.2,,1.0
27,27,CBIZ INC,"BIZ Acquires Forensic Accounting Provider Brinig Taylor Zimmer, Inc.; Terms Not Disclosed",1,positive,0.9,0.8,,2.0
28,28,CIRCOR INTERNATIONAL INC,CIRCOR Announces Sale Of Non-Core Spence And Nicholson Product Lines For $84.5M,1,negative,0.9,0.8,,0.0
29,29,CLEVELAND CLIFFS INC NEW,Cleveland-Cliffs Option Alert: Jan 17 $9 Calls at the Ask: 1600 @ $0.37 vs 4217 OI; Earnings 10/18 Before Open [est] Ref=$7.225,1,neutral,0.7,0.5,,1.0
30,30,CLEVELAND CLIFFS INC NEW,Cleveland-Cliffs Reports $0.04/Share Special Dividend,1,positive,0.9,0.8,,2.0
31,31,CUMMINS INC,Hydrogenics Receives Court Approval For Deal With Cummins,1,positive,0.9,0.8,,2.0
32,32,C N H INDUSTRIAL N V,CNH Industrial Takes $250 Million Lead In Nikola's Series D Round,1,positive,0.9,0.8,,2.0
33,33,C N H INDUSTRIAL N V,CNH Industrial shares are trading lower after the company announced it will acquire AgDNA. The company also announced it will take a $250 million stake in Nikola.,1,positive,0.9,0.7,,2.0
34,34,C N H INDUSTRIAL N V,"CNH Industrial Acquires AgDNA, Terms Not Disclosed",1,positive,0.9,0.8,,2.0
35,35,C N H INDUSTRIAL N V,CNH Industrial to Enter into Strategic and Exclusive Heavy-Duty Truck Partnership with Nikola Corporation; CNH to Take $250M Stake,1,positive,0.9,0.8,,2.0
36,36,CONNS INC,Conn's Trades Higher On Big Q2 Earnings Beat,1,positive,0.9,0.8,,2.0
37,37,CONNS INC,Conn's shares are trading higher after the company reported better-than-expected Q2 EPS and sales results.,1,positive,0.9,0.8,,2.0
38,38,CONNS INC,"Conn's Q2 EPS $0.62 Beats $0.51 Estimate, Sales $401.059M Beat $379.02M Estimate",1,positive,0.9,0.8,,2.0
39,39,CAMPBELL SOUP CO,"Bank of America Reiterates Underperform on Campbell Soup, Raises Price Target to $40",1,negative,0.8,0.7,,0.0
40,40,C T O REALTY GROWTH INC NEW,"Consolidated Tomoka Reports Purchase Of Alpine Valley Music Theatre In East Troy, Wisconsin For $7.5M",1,positive,0.9,0.8,,2.0
41,41,CARETRUST REIT INC,"Barclays Initiates Coverage On CareTrust REIT with Overweight Rating, Announces $26 Price Target",1,positive,0.9,0.8,,2.0
42,42,CORECIVIC INC,CoreCivic Enters Into New Management Contract At The Adams County Correctional Center; Contract Expected To Generate Approximately $50M-$60M In Annualized Revenue,1,positive,0.9,0.8,,2.0
43,43,DELTA AIR LINES INC,"Delta Has Extended Waiver In Bahamas, Added Florida Cancellations",1,negative,0.9,0.8,,0.0
44,44,DICKS SPORTING GOODS INC,ProPublica: Trump Tariffs Throw Curveball At Sporting Gear Industry,1,negative,0.8,0.7,,0.0
45,45,DOMINOS PIZZA INC,Kalinowski Downgrades Domino's Pizza to Neutral,1,negative,0.8,0.7,,0.0
46,46,DOMINOS PIZZA INC,"Cowen & Co. Maintains Outperform on Domino's Pizza, Lowers Price Target to $260",1,negative,0.8,0.7,,0.0
47,47,D T E ENERGY CO,"DTE 8-K Includes Business Update, Shows Reaffirmed Prelim. FY19 Operating EPS Guidance $6.02-$6.38 vs $6.24 Estimate. Shows Target Of 5-7% Operating EPS Growth Through 2023",1,neutral,0.8,0.5,,1.0
