date,permno,headline,company_name,ret_fd1,ret_fd5,ret_fd10,ret_ld1,ret_ld2,ret_ld3,ret,exret,b_mkt,mkt-rf,smb,hml,rf,exret_hat,exret_1,exret_2,exret_3,exret_4,exret_5,exret_6,exret_7,exret_8,exret_9,exret_10
2019-04-01,15580.0,"Atlantic American Q4 EPS $0.01 Down From $0.12 YoY, Sales $49.2M Up From $48.825M YoY",ATLANTIC AMERICAN CORP,-0.8802143856883,-3.55912503697597,-10.8434902998568,1.19047509506344,-1.54440003768465,-0.39062457595334,2.4706,3.2257,-0.1123,1.19,-0.3,0.99,0.01,2.594237,-0.9382,-0.3052,2.4408,-2.4955,-2.629,-5.6013,4.6761,-2.446,-3.1228,-0.3041
2019-04-01,89217.0,"Citigroup Maintains Neutral on Advance Auto Parts, Lowers Price Target to $182",ADVANCE AUTO PARTS INC,-0.16702674329279998,2.2807067847826,4.4923040826532405,1.05481408536434,2.18107698779379,1.34307624318659,1.8179,0.9113,0.7349,1.19,-0.3,0.99,0.01,0.9333690000000001,-0.0559,-1.169,1.0414,1.094,0.458,-0.4936,1.1941,1.2485,-0.8234,0.9067
2019-04-25,75278.0,"AllianceBernstein Holding Q1 EPS $0.49 Misses $0.53 Estimate, Sales $795.462M Beat $677.88M Estimate",ALLIANCEBERNSTEIN HOLDING L P,0.24079703725874,1.47918920573171,1.39198612258562,-0.33211684785783,0.9078697551989401,0.16689304408548,-3.1323,-2.7012,1.0787,-0.14,-0.75,-0.19,0.01,-2.9912819999999996,-0.4804,-0.5678,1.0405,1.0297,0.1691,-0.1745,0.531,-1.6863,2.0701,0.8443
2019-04-30,13721.0,European Commission Approves Abbvie's SKYRIZI For Treatment Of Moderate To Severe Plaque Psoriasis,ABBVIE INC,-0.62980223447084,-1.8138334424697902,-1.1966203017063999,0.75283078476786,1.2099908873899299,2.07195234991455,-1.1333,-1.2979,0.8915,-0.04,-0.7,0.28,0.01,-1.10764,0.063,-0.3048,-0.4348,1.1676,-0.1816,0.1347,0.1816,-1.0135,1.4117,1.3593
2019-04-30,13721.0,"AbbVie Highlights Will Present New, Updated Data of Investigational Medicines for Parkinson's Disease and Multiple Sclerosis at 2019 American Academy of Neurology Annual Meeting",ABBVIE INC,-0.62980223447084,-1.8138334424697902,-1.1966203017063999,0.75283078476786,1.2099908873899299,2.07195234991455,-1.1333,-1.2979,0.8915,-0.04,-0.7,0.28,0.01,-1.10764,0.063,-0.3048,-0.4348,1.1676,-0.1816,0.1347,0.1816,-1.0135,1.4117,1.3593
2019-04-29,13721.0,"BMO Capital Upgrades AbbVie Inc. Common Stock to Market Perform, Raises Price Target to $79",ABBVIE INC,-1.13325482234358,-1.2951442821180401,-4.27148208511909,0.45374417677521,1.30926501505914,1.3221373279404198,0.7528,0.7598,0.893,0.18,0.08,0.65,0.01,0.58206,-1.2979,0.063,-0.3048,-0.4348,1.1676,-0.1816,0.1347,0.1816,-1.0135,1.4117
2019-04-25,13721.0,Abbvie Says It Is Industry's Responsibility To Cover Some Drug Costs And Share Them With The Government To Make Them Affordable For Patients,ABBVIE INC,0.45374417677521,-1.09654036343481,-1.8023602782994999,0.01270595821551,0.66538276300178,1.4180720222729502,0.8517,0.6309,0.902,-0.14,-0.75,-0.19,0.01,0.9679800000000001,0.1541,0.7598,-1.2979,0.063,-0.3048,-0.4348,1.1676,-0.1816,0.1347,0.1816
2019-04-25,13721.0,AbbVie  Raises FY19 Adj. EPS Guidance From $8.65-$8.75 To $8.73-$8.83 vs $8.69 Est.,ABBVIE INC,0.45374417677521,-1.09654036343481,-1.8023602782994999,0.01270595821551,0.66538276300178,1.4180720222729502,0.8517,0.6309,0.902,-0.14,-0.75,-0.19,0.01,0.9679800000000001,0.1541,0.7598,-1.2979,0.063,-0.3048,-0.4348,1.1676,-0.1816,0.1347,0.1816
2019-04-25,13721.0,"AbbVie Q1 Adj. EPS $2.14 Beats $2.05 Estimate, Sales $7.83B Beat $7.76B Estimate",ABBVIE INC,0.45374417677521,-1.09654036343481,-1.8023602782994999,0.01270595821551,0.66538276300178,1.4180720222729502,0.8517,0.6309,0.902,-0.14,-0.75,-0.19,0.01,0.9679800000000001,0.1541,0.7598,-1.2979,0.063,-0.3048,-0.4348,1.1676,-0.1816,0.1347,0.1816
2019-04-18,13721.0,Watching AbbVie Shares As Health Canada Approved Skyrizi For Treatment Of Moderate to Severe Plaque Psoriasis,ABBVIE INC,0.74771409854292,2.74590335820805,1.4696395426768398,-2.78019662946462,-3.76403240454743,-3.46619888494684,-0.5258,-0.8512,0.9028,0.11,-0.25,-0.51,0.01,-0.635108,0.334,-0.0627,0.2985,0.6309,0.1541,0.7598,-1.2979,0.063,-0.3048,-0.4348
