headline,date,ticker,datetime_utc,company_name,permno,cusip,ret,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,Mkt-RF,SMB,HML,RF,Mkt-RF_1,SMB_1,HML_1,RF_1,date_1,Mkt-RF_2,SMB_2,HML_2,RF_2,date_2,Mkt-RF_3,SMB_3,HML_3,RF_3,date_3,Mkt-RF_4,SMB_4,HML_4,RF_4,date_4,Mkt-RF_5,SMB_5,HML_5,RF_5,date_5,Mkt-RF_6,SMB_6,HML_6,RF_6,date_6,Mkt-RF_7,SMB_7,HML_7,RF_7,date_7,Mkt-RF_8,SMB_8,HML_8,RF_8,date_8,Mkt-RF_9,SMB_9,HML_9,RF_9,date_9,Mkt-RF_10,SMB_10,HML_10,RF_10,date_10,index,b_mkt,b_smb,b_hml,er_CAPM,ar_CAPM,er_CAPM_1,ar_CAPM_1,er_CAPM_2,ar_CAPM_2,er_CAPM_3,ar_CAPM_3,er_CAPM_4,ar_CAPM_4,er_CAPM_5,ar_CAPM_5,er_CAPM_6,ar_CAPM_6,er_CAPM_7,ar_CAPM_7,er_CAPM_8,ar_CAPM_8,er_CAPM_9,ar_CAPM_9,er_CAPM_10,ar_CAPM_10,CAPM_CAR_1,CAPM_CAR_2,CAPM_CAR_3,CAPM_CAR_5,CAPM_CAR_10
"Agilent Technologies Sees Q4 Adj. EPS $0.84-$0.86 vs $0.87 Est., Sales $1.31B-$1.33B vs $1.34B Est., Sees FY19 Adj. EPS $3.07-$3.08 vs $3.05 Est., Sales $5.105B-$5.125B vs $5.11B Est.",2019-08-14,A,2019-08-14 20:07:00+00:00,AGILENT TECHNOLOGIES INC,87432.0,00846U10,-0.03030755557119846,0.01598834991455078,0.002145944628864527,0.02455379813909531,-0.0136546716094017,0.0001412930723745376,0.01313559710979462,-0.00697058392688632,0.01165231131017208,0.001804120023734868,0.01219001598656178,2019-08-15,2019-08-16,2019-08-19,2019-08-20,2019-08-21,2019-08-22,2019-08-23,2019-08-26,2019-08-27,2019-08-28,-2.95,0.22,-0.51,0.007,0.16,-0.61,-0.53,0.007,2019-08-15,1.55,0.52,0.61,0.007,2019-08-16,1.14,0.01,0.22,0.007,2019-08-19,-0.75,0.3,-0.5,0.007,2019-08-20,0.85,0.05,-0.3,0.007,2019-08-21,-0.1,-0.53,0.49,0.007,2019-08-22,-2.66,-0.55,-0.18,0.007,2019-08-23,1.08,-0.02,-0.17,0.007,2019-08-26,-0.46,-0.88,-0.67,0.007,2019-08-27,0.68,0.47,0.62,0.007,2019-08-28,1124627.0,0.9821,0.1395,-0.284,-2.890195,2.8598874444288014,0.164136,-0.14814765008544922,1.5292549999999998,-1.5271090553711353,1.1265939999999999,-1.1020402018609046,-0.729575,0.7159203283905983,0.841785,-0.8416437069276255,-0.09121,0.10434559710979462,-2.6053859999999998,2.5984154160731134,1.0676679999999998,-1.0560156886898278,-0.444766,0.44657012002373486,0.674828,-0.6626379840134382,2.711739794343352,-1.6752567054565846,-2.62914925723204,-1.2277635803979319,0.5890337535757515
"Agilent Technologies Q3 Adj. EPS $0.76 Beats $0.72 Estimate, Sales $1.27B Beat $1.24B Estimate",2019-08-14,A,2019-08-14 20:05:00+00:00,AGILENT TECHNOLOGIES INC,87432.0,00846U10,-0.03030755557119846,-0.005639615003019571,0.000895485922228545,-0.00566652650013566,-0.002549462718889117,0.0165388435125351,0.0007395807188004255,0.001330126076936722,-0.005166029091924429,0.001780342892743647,-0.002517745597288013,2019-08-15,2019-08-16,2019-08-19,2019-08-20,2019-08-21,2019-08-22,2019-08-23,2019-08-26,2019-08-27,2019-08-28,-2.95,0.22,-0.51,0.007,0.16,-0.61,-0.53,0.007,2019-08-15,1.55,0.52,0.61,0.007,2019-08-16,1.14,0.01,0.22,0.007,2019-08-19,-0.75,0.3,-0.5,0.007,2019-08-20,0.85,0.05,-0.3,0.007,2019-08-21,-0.1,-0.53,0.49,0.007,2019-08-22,-2.66,-0.55,-0.18,0.007,2019-08-23,1.08,-0.02,-0.17,0.007,2019-08-26,-0.46,-0.88,-0.67,0.007,2019-08-27,0.68,0.47,0.62,0.007,2019-08-28,1124627.0,0.9821,0.1395,-0.284,-2.890195,2.8598874444288014,0.164136,-0.16977561500301958,1.5292549999999998,-1.5283595140777713,1.1265939999999999,-1.1322605265001355,-0.729575,0.7270255372811109,0.841785,-0.8252461564874649,-0.09121,0.09194958071880042,-2.6053859999999998,2.6067161260769365,1.0676679999999998,-1.0728340290919243,-0.444766,0.44654634289274364,0.674828,-0.677345745597288,2.6901118294257818,-1.698135129080791,-2.660620040577907,-1.2304811457064897,0.5697861185118034
Q3 Earnings Preview For Agilent Technologies,2019-08-14,A,2019-08-14 11:18:00+00:00,AGILENT TECHNOLOGIES INC,87432.0,00846U10,-0.03030755557119846,-0.01745102554559708,0.0097539396956563,-0.0007209205650724471,0.01846773736178875,-0.02691590785980225,0.008006921038031578,-0.007943319156765938,-0.03566755726933479,-0.006189553998410702,0.0009114014683291316,2019-08-15,2019-08-16,2019-08-19,2019-08-20,2019-08-21,2019-08-22,2019-08-23,2019-08-26,2019-08-27,2019-08-28,-2.95,0.22,-0.51,0.007,0.16,-0.61,-0.53,0.007,2019-08-15,1.55,0.52,0.61,0.007,2019-08-16,1.14,0.01,0.22,0.007,2019-08-19,-0.75,0.3,-0.5,0.007,2019-08-20,0.85,0.05,-0.3,0.007,2019-08-21,-0.1,-0.53,0.49,0.007,2019-08-22,-2.66,-0.55,-0.18,0.007,2019-08-23,1.08,-0.02,-0.17,0.007,2019-08-26,-0.46,-0.88,-0.67,0.007,2019-08-27,0.68,0.47,0.62,0.007,2019-08-28,1124627.0,0.9821,0.1395,-0.284,-2.890195,2.8598874444288014,0.164136,-0.18158702554559708,1.5292549999999998,-1.5195010603043435,1.1265939999999999,-1.1273149205650723,-0.729575,0.7480427373617887,0.841785,-0.8687009078598023,-0.09121,0.09921692103803158,-2.6053859999999998,2.597442680843234,1.0676679999999998,-1.1033355572693346,-0.444766,0.4385764460015893,0.674828,-0.6739165985316709,2.6783004188832042,-1.7010880858499406,-2.646815980869416,-1.247973091063086,0.48928298422204697
Agilent Announces Settlement of Key Intellectual Property Case in China,2019-08-01,A,2019-08-01 07:26:00+00:00,AGILENT TECHNOLOGIES INC,87432.0,00846U10,-0.002881495049223304,0.02124499157071114,0.0007274229428730905,0.01700825989246368,-0.0007146286661736667,-0.01745102554559708,0.0097539396956563,-0.0007209205650724471,0.01846773736178875,-0.02691590785980225,0.008006921038031578,2019-08-02,2019-08-05,2019-08-06,2019-08-07,2019-08-08,2019-08-09,2019-08-12,2019-08-13,2019-08-14,2019-08-15,-1.04,-0.42,-1.9,0.007,-0.87,-0.32,0.06,0.007,2019-08-02,-3.07,-0.01,0.0,0.007,2019-08-05,1.29,-0.42,-0.59,0.007,2019-08-06,0.07,0.08,-0.9,0.007,2019-08-07,1.97,0.04,-0.23,0.007,2019-08-08,-0.78,-0.42,-0.22,0.007,2019-08-09,-1.32,0.28,-0.27,0.007,2019-08-12,1.47,-0.17,-0.53,0.007,2019-08-13,-2.95,0.22,-0.51,0.007,2019-08-14,0.16,-0.61,-0.53,0.007,2019-08-15,1059364.0,0.9567,0.1438,-0.2877,-0.9879680000000001,0.9850865049507768,-0.825329,0.8465739915707111,-2.9300689999999996,2.9307964229428727,1.2411429999999999,-1.2241347401075362,0.07396900000000001,-0.07468362866617367,1.8916989999999998,-1.9091500255455969,-0.739226,0.7489799396956563,-1.2558440000000002,1.2551230794349277,1.413349,-1.3948812626382112,-2.815265,2.788349092140198,0.16007200000000002,-0.15206507896196844,1.8316604965214878,3.777370414513584,1.7066616828353365,-3.2079683943193067,1.3363557441250056
Altisource Asset Management Q2 EPS $1.81 Up From $(0.69) YoY,2019-08-07,AAMC,2019-08-07 11:46:00+00:00,ALTISOURCE ASSET MANAGEMENT CORP,14127.0,02153X10,-0.009009042754769325,-0.034693893045187,0.008456692099571228,0.01467506773769855,0.02066115662455559,-0.005263203289359808,-0.002092018257826567,-0.006289292126893997,-0.002109752967953682,0.002114213304594159,-0.00843885075300932,2019-08-08,2019-08-09,2019-08-12,2019-08-13,2019-08-14,2019-08-15,2019-08-16,2019-08-19,2019-08-20,2019-08-21,0.07,0.08,-0.9,0.007,1.97,0.04,-0.23,0.007,2019-08-08,-0.78,-0.42,-0.22,0.007,2019-08-09,-1.32,0.28,-0.27,0.007,2019-08-12,1.47,-0.17,-0.53,0.007,2019-08-13,-2.95,0.22,-0.51,0.007,2019-08-14,0.16,-0.61,-0.53,0.007,2019-08-15,1.55,0.52,0.61,0.007,2019-08-16,1.14,0.01,0.22,0.007,2019-08-19,-0.75,0.3,-0.5,0.007,2019-08-20,0.85,0.05,-0.3,0.007,2019-08-21,1083893.0,0.2231,-0.712,-1.4884,0.022617,-0.031626042754769323,0.446507,-0.481200893045187,-0.167018,0.17547469209957123,-0.287492,0.3021670677376986,0.334957,-0.3142958433754444,-0.651145,0.6458817967106402,0.042696,-0.044788018257826565,0.352805,-0.359094292126894,0.26133399999999996,-0.26344375296795364,-0.160325,0.16243921330459415,0.196635,-0.20507385075300932,-0.5128269357999563,-0.30572620094561576,0.4776417598372698,0.6337530210728943,-0.06407890409044914
Applied Optoelectronics shares are trading higher after the company reported better-than-expected Q2 EPS and sales results.,2019-08-07,AAOI,2019-08-07 20:24:00+00:00,APPLIED OPTOELECTRONICS INC,14145.0,03823U10,0.008893296122550964,-0.007190518546849489,0.009829308837652206,-0.0199795737862587,-0.01515938434749842,0.009554156102240086,0.001051548752002418,0.01943271607160568,-0.000515210151206702,-0.01597935333848,-0.01519124768674374,2019-08-08,2019-08-09,2019-08-12,2019-08-13,2019-08-14,2019-08-15,2019-08-16,2019-08-19,2019-08-20,2019-08-21,0.07,0.08,-0.9,0.007,1.97,0.04,-0.23,0.007,2019-08-08,-0.78,-0.42,-0.22,0.007,2019-08-09,-1.32,0.28,-0.27,0.007,2019-08-12,1.47,-0.17,-0.53,0.007,2019-08-13,-2.95,0.22,-0.51,0.007,2019-08-14,0.16,-0.61,-0.53,0.007,2019-08-15,1.55,0.52,0.61,0.007,2019-08-16,1.14,0.01,0.22,0.007,2019-08-19,-0.75,0.3,-0.5,0.007,2019-08-20,0.85,0.05,-0.3,0.007,2019-08-21,1083905.0,1.3593,1.5752,0.0299,0.102151,-0.09325770387744904,2.684821,-2.6920115185468494,-1.0532540000000001,1.0630833088376523,-1.787276,1.7672964262137414,2.005171,-2.0203303843474982,-4.002935000000001,4.012489156102241,0.224488,-0.22343645124799758,2.113915,-2.0944822839283943,1.5566019999999998,-1.5571172101512065,-1.012475,0.99649564666152,1.162405,-1.1775962476867436,-2.7852692224242985,-1.628928209709197,2.8303797350513937,3.7594551979684843,-0.043647390250581175
"Applied Optoelectronics Q2 EPS $(0.26) Beats $(0.37) Estimate, Sales $43.4M Beat $42.49M Estimate",2019-08-07,AAOI,2019-08-07 20:18:00+00:00,APPLIED OPTOELECTRONICS INC,14145.0,03823U10,0.008893296122550964,0.001028203056193888,-0.007190518546849489,0.009829308837652206,-0.0199795737862587,-0.01515938434749842,0.009554156102240086,0.001051548752002418,0.01943271607160568,-0.000515210151206702,-0.01597935333848,2019-08-08,2019-08-09,2019-08-12,2019-08-13,2019-08-14,2019-08-15,2019-08-16,2019-08-19,2019-08-20,2019-08-21,0.07,0.08,-0.9,0.007,1.97,0.04,-0.23,0.007,2019-08-08,-0.78,-0.42,-0.22,0.007,2019-08-09,-1.32,0.28,-0.27,0.007,2019-08-12,1.47,-0.17,-0.53,0.007,2019-08-13,-2.95,0.22,-0.51,0.007,2019-08-14,0.16,-0.61,-0.53,0.007,2019-08-15,1.55,0.52,0.61,0.007,2019-08-16,1.14,0.01,0.22,0.007,2019-08-19,-0.75,0.3,-0.5,0.007,2019-08-20,0.85,0.05,-0.3,0.007,2019-08-21,1083905.0,1.3593,1.5752,0.0299,0.102151,-0.09325770387744904,2.684821,-2.683792796943806,-1.0532540000000001,1.0460634814531506,-1.787276,1.7971053088376523,2.005171,-2.0251505737862585,-4.002935000000001,3.9877756156525024,0.224488,-0.2149338438977599,2.113915,-2.1128634512479976,1.5566019999999998,-1.5371692839283941,-1.012475,1.0119597898487933,1.162405,-1.17838435333848,-2.777050500821255,-1.6377293154906554,2.843168790290803,3.7597303507038964,-0.043615526911335856
A Preview Of Applied Optoelectronics Q2 Earnings,2019-08-07,AAOI,2019-08-07 12:27:00+00:00,APPLIED OPTOELECTRONICS INC,14145.0,03823U10,0.008893296122550964,-0.01989393681287766,0.01057469192892313,-0.007734307553619146,-0.004585070535540581,-0.01289722695946693,-0.002799788489937782,0.00748712383210659,0.0,-0.01718536205589771,-0.01559545937925577,2019-08-08,2019-08-09,2019-08-12,2019-08-13,2019-08-14,2019-08-15,2019-08-16,2019-08-19,2019-08-20,2019-08-21,0.07,0.08,-0.9,0.007,1.97,0.04,-0.23,0.007,2019-08-08,-0.78,-0.42,-0.22,0.007,2019-08-09,-1.32,0.28,-0.27,0.007,2019-08-12,1.47,-0.17,-0.53,0.007,2019-08-13,-2.95,0.22,-0.51,0.007,2019-08-14,0.16,-0.61,-0.53,0.007,2019-08-15,1.55,0.52,0.61,0.007,2019-08-16,1.14,0.01,0.22,0.007,2019-08-19,-0.75,0.3,-0.5,0.007,2019-08-20,0.85,0.05,-0.3,0.007,2019-08-21,1083905.0,1.3593,1.5752,0.0299,0.102151,-0.09325770387744904,2.684821,-2.7047149368128776,-1.0532540000000001,1.0638286919289233,-1.787276,1.779541692446381,2.005171,-2.0097560705355404,-4.002935000000001,3.990037773040534,0.224488,-0.22728778848993778,2.113915,-2.1064278761678934,1.5566019999999998,-1.5566019999999998,-1.012475,0.9952896379441023,1.162405,-1.1780004593792557,-2.7979726406903267,-1.6408862448839543,2.843370384375304,3.7598233949513746,-0.08299071305245054
"AAON Q2 EPS $0.25 Misses $0.27 Estimate, Sales $119.4M Miss $128.36M Estimate",2019-08-01,AAON,2019-08-01 11:43:00+00:00,AAON INC,76868.0,00036020,0.02086616866290569,0.001376630971208215,-0.004811637103557587,0.007321436423808336,-0.006033938843756914,0.0004138904332648963,-0.001241262769326568,0.0008285720832645893,-0.01034768205136061,0.004182286560535431,-0.002776578534394503,2019-08-02,2019-08-05,2019-08-06,2019-08-07,2019-08-08,2019-08-09,2019-08-12,2019-08-13,2019-08-14,2019-08-15,-1.04,-0.42,-1.9,0.007,-0.87,-0.32,0.06,0.007,2019-08-02,-3.07,-0.01,0.0,0.007,2019-08-05,1.29,-0.42,-0.59,0.007,2019-08-06,0.07,0.08,-0.9,0.007,2019-08-07,1.97,0.04,-0.23,0.007,2019-08-08,-0.78,-0.42,-0.22,0.007,2019-08-09,-1.32,0.28,-0.27,0.007,2019-08-12,1.47,-0.17,-0.53,0.007,2019-08-13,-2.95,0.22,-0.51,0.007,2019-08-14,0.16,-0.61,-0.53,0.007,2019-08-15,1058286.0,1.1544,0.9878,0.5026,-1.1935760000000002,1.2144421686629059,-0.9973280000000001,0.9987046309712083,-3.537008,3.5321963628964426,1.496176,-1.4888545635761916,0.08780800000000002,-0.09384193884375694,2.281168,-2.280754109566735,-0.8934320000000001,0.8921907372306735,-1.5168080000000004,1.517636572083265,1.703968,-1.7143156820513605,-3.39848,3.4026622865605356,0.191704,-0.19448057853439452,2.213146799634114,4.530900993867651,2.0433417993202507,-3.863450611986684,1.622939225721984
Here Comes The Sun: Advance Auto Parts Analysts Bullish After Stormy Q2,2019-08-14,AAP,2019-08-14 17:06:00+00:00,ADVANCE AUTO PARTS INC,89217.0,00751Y10,-0.04035710170865059,0.0152413472533226,0.02764207869768143,0.01310141757130623,-0.02254513278603554,0.01615732535719872,0.02442680858075619,0.002024436602368951,-0.01010207552462816,-0.01553467195481062,0.02246022783219814,2019-08-15,2019-08-16,2019-08-19,2019-08-20,2019-08-21,2019-08-22,2019-08-23,2019-08-26,2019-08-27,2019-08-28,-2.95,0.22,-0.51,0.007,0.16,-0.61,-0.53,0.007,2019-08-15,1.55,0.52,0.61,0.007,2019-08-16,1.14,0.01,0.22,0.007,2019-08-19,-0.75,0.3,-0.5,0.007,2019-08-20,0.85,0.05,-0.3,0.007,2019-08-21,-0.1,-0.53,0.49,0.007,2019-08-22,-2.66,-0.55,-0.18,0.007,2019-08-23,1.08,-0.02,-0.17,0.007,2019-08-26,-0.46,-0.88,-0.67,0.007,2019-08-27,0.68,0.47,0.62,0.007,2019-08-28,1124901.0,0.6655,0.1696,0.1292,-1.956225,1.9158678982913495,0.11348000000000001,-0.09823865274667741,1.038525,-1.0108829213023185,0.76567,-0.7525685824286937,-0.492125,0.46957986721396444,0.5726749999999999,-0.5565176746428012,-0.05955,0.0839768085807562,-1.76323,1.765254436602369,0.72574,-0.7358420755246282,-0.29913,0.2835953280451894,0.45954,-0.43707977216780186,1.817629245544672,-1.109121574048996,-1.7634515037310123,-0.8395063898575306,0.4033870508930832
