Unnamed: 0,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,headline type num,date,ticker,datetime_utc,permno,cusip,ret,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,Mkt-RF,SMB,HML,RF,Mkt-RF_1,SMB_1,HML_1,RF_1,date_1,Mkt-RF_2,SMB_2,HML_2,RF_2,date_2,Mkt-RF_3,SMB_3,HML_3,RF_3,date_3,Mkt-RF_4,SMB_4,HML_4,RF_4,date_4,Mkt-RF_5,SMB_5,HML_5,RF_5,date_5,Mkt-RF_6,SMB_6,HML_6,RF_6,date_6,Mkt-RF_7,SMB_7,HML_7,RF_7,date_7,Mkt-RF_8,SMB_8,HML_8,RF_8,date_8,Mkt-RF_9,SMB_9,HML_9,RF_9,date_9,Mkt-RF_10,SMB_10,HML_10,RF_10,date_10,index,b_mkt,b_smb,b_hml,er_CAPM,ar_CAPM,er_CAPM_1,ar_CAPM_1,er_CAPM_2,ar_CAPM_2,er_CAPM_3,ar_CAPM_3,er_CAPM_4,ar_CAPM_4,er_CAPM_5,ar_CAPM_5,er_CAPM_6,ar_CAPM_6,er_CAPM_7,ar_CAPM_7,er_CAPM_8,ar_CAPM_8,er_CAPM_9,ar_CAPM_9,er_CAPM_10,ar_CAPM_10,CAPM_CAR_1,CAPM_CAR_2,CAPM_CAR_3,CAPM_CAR_5,CAPM_CAR_10
3839,AGILENT TECHNOLOGIES INC,PreMarket Prep Recap: Yo-Yo Market And After-Hours Overshoot On Ackman's New Stake,6,uncertain,0.6,0.3,"the news of ackman's new stake could have mixed reactions from investors, leading to uncertainty in investor sentiment.",1.0,2019-12-10,A,2019-12-10 17:58:00+00:00,87432.0,00846U10,0.0160499569028616,0.0110888835042715,0.000609305629041,0.0044146887958049,0.0015155875589698,0.0092312442138791,0.0047983159311115,0.0037307862658053,0.0041629313491284,-0.003997694235295,-0.0046082590706646,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,-0.08,0.31,-0.09,0.007,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,1722210.0,1.1355,0.0614,-0.12,-0.08384,0.0998899569028615,0.32494,-0.3138511164957285,1.0289499999999998,-1.0283406943709588,-0.027065,0.0314796887958049,0.84727,-0.8457544124410301,0.12055,-0.1113187557861209,-0.049775,0.0545733159311115,0.4952649999999999,-0.4915342137341946,0.55204,-0.5478770686508715,0.12055,-0.124547694235295,0.018355,-0.0229632590706646,-0.2139611595928669,-1.3421918108666873,-0.9968610055751538,-0.925593479431346,-1.243667675546035
3847,AGILENT TECHNOLOGIES INC,UPDATE: Bill Ackman's Pershing Square Files Amended 13F Showing New ~2.916M Share Stake In Agilent,6,increase,0.8,0.7,"the new stake by bill ackman's pershing square signals confidence in agilent technologies inc, likely leading to increased investor sentiment.",2.0,2019-12-09,A,2019-12-09 21:12:00+00:00,87432.0,00846U10,-0.0071766981855034,0.0118955140933394,-0.0128243714570999,-0.0029384847730398,0.0071350871585309,0.0110888835042715,0.000609305629041,0.0044146887958049,0.0015155875589698,0.0092312442138791,0.0047983159311115,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,-0.33,0.37,0.11,0.007,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,1714875.0,1.1379,0.0507,-0.1209,-0.368507,0.3613303018144965,-0.0840319999999999,0.0959275140933394,0.325612,-0.3384363714570999,1.0311099999999995,-1.0340484847730396,-0.0271369999999999,0.0342720871585309,0.849046,-0.8379571164957285,0.12079,-0.1201806943709589,-0.049895,0.0543096887958049,0.496297,-0.4947814124410301,0.5531919999999999,-0.5439607557861208,0.12079,-0.1159916840688884,0.4572578159078359,-0.2425088573637605,-1.3724848562301395,-1.837733514110237,-2.058561974366922
3855,AGILENT TECHNOLOGIES INC,Hearing Pershing Square Reports 2.9M Share Stake In Agilent,6,increase,0.8,0.7,"the report of pershing square acquiring a significant stake in agilent suggests confidence in the company's potential, likely leading to an increase in investor sentiment.",2.0,2019-12-09,A,2019-12-09 21:09:00+00:00,87432.0,00846U10,-0.0071766981855034,-0.0302621219307184,0.0118955140933394,-0.0128243714570999,-0.0029384847730398,0.0071350871585309,0.0110888835042715,0.000609305629041,0.0044146887958049,0.0015155875589698,0.0092312442138791,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,-0.33,0.37,0.11,0.007,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,1714875.0,1.1379,0.0507,-0.1209,-0.368507,0.3613303018144965,-0.0840319999999999,0.0537698780692815,0.325612,-0.3137164859066605,1.0311099999999995,-1.0439343714570997,-0.0271369999999999,0.0241985152269601,0.849046,-0.841910912841469,0.12079,-0.1097011164957285,-0.049895,0.050504305629041,0.496297,-0.491882311204195,0.5531919999999999,-0.55167641244103,0.12079,-0.1115587557861209,0.415100179883778,-0.259946607837379,-1.3576508573637602,-1.8616467690716083,-2.0562252031395025
3863,APPLIED OPTOELECTRONICS INC,Applied Optoelectronics to Participate in Raymond James Technology Investors Conference Tuesday Dec. 10 At 3:35 p.m. ET,6,uncertain,0.6,0.3,"participation in a technology investors conference could potentially lead to increased visibility and interest, but the impact on investor sentiment is uncertain.",1.0,2019-12-03,AAOI,2019-12-03 21:11:00+00:00,14145.0,03823U10,-0.0336134135723114,-0.0047042807564139,0.0141796106472611,-0.0206391755491495,-0.012236594222486,-0.0020646753255277,0.0089655248448252,-0.0020505627617239,0.05479446798563,-0.003246703883633,0.0052117211744189,2019-12-04,2019-12-05,2019-12-06,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,-0.66,0.6,-0.83,0.007,0.6,0.13,0.24,0.007,2019-12-04,0.13,-0.21,0.46,0.007,2019-12-05,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,1680974.0,1.7083,1.2246,0.9953,-1.120478,1.086864586427689,1.03198,-1.0366842807564138,0.229079,-0.2148993893527388,1.561553,-1.5821921755491497,-0.556739,0.544502405777514,-0.129664,0.1275993246744722,0.485324,-0.4763584751551747,1.5444699999999998,-1.5465205627617238,-0.044249,0.09904346798563,1.2711419999999998,-1.2743887038836328,0.17783,-0.1726182788255811,0.0501803056712748,-1.2515836701091527,-1.7970915649018884,-0.9100904450971634,-3.24324322796601
3871,ADVANCE AUTO PARTS INC,"Advance Auto Parts Announces Purchase Of DieHard Brand From Transformco , Utilizing $200M Cash On Hand",6,increase,0.8,0.7,"the purchase of the diehard brand is a strategic move that can potentially boost advance auto parts' market presence and revenue, leading to a positive investor sentiment.",2.0,2019-12-23,AAP,2019-12-23 16:42:00+00:00,89217.0,00751Y10,0.0117000136524438,0.0024324364494532,0.0075491718016564,0.0183302480727434,-0.0099855754524469,-0.0404777117073535,0.0020746043883264,-0.0191856380552053,0.0333521366119384,0.0089880982413887,-0.0049938606098294,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,0.1,0.19,-0.35,0.007,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,1788448.0,0.6658,0.2336,0.3106,0.07358,-0.0618799863475561,0.013658,-0.0112255635505467,0.326584,-0.3190348281983435,-0.05958,0.0779102480727434,-0.3725059999999999,0.362520424547553,0.193424,-0.2339017117073536,,,,,,,,,,,-0.0731055498981028,-0.3302603917488902,-0.2411245801256,0.2065289609129428,
3879,ADVANCE AUTO PARTS INC,'Advance Auto Parts to buy DieHard brand from Sears for $200 million in cash deal' -CNBC,6,increase,0.8,0.7,"the acquisition of the diehard brand from sears for $200 million is a strategic move that could potentially boost advance auto parts' market presence and revenue, leading to a positive investor sentiment.",2.0,2019-12-23,AAP,2019-12-23 15:02:00+00:00,89217.0,00751Y10,0.0117000136524438,0.0024324364494532,0.0075491718016564,0.0183302480727434,-0.0099855754524469,-0.0404777117073535,0.0020746043883264,-0.0191856380552053,0.0333521366119384,0.0089880982413887,-0.0049938606098294,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,0.1,0.19,-0.35,0.007,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,1788448.0,0.6658,0.2336,0.3106,0.07358,-0.0618799863475561,0.013658,-0.0112255635505467,0.326584,-0.3190348281983435,-0.05958,0.0779102480727434,-0.3725059999999999,0.362520424547553,0.193424,-0.2339017117073536,,,,,,,,,,,-0.0731055498981028,-0.3302603917488902,-0.2411245801256,0.2065289609129428,
3887,ADVANCE AUTO PARTS INC,"Advance Auto Parts shares are trading higher in sympathy with AutoZone, which reported strong Q1 results.",6,increase,0.8,0.7,"the positive q1 results from autozone are likely to boost investor confidence in the auto parts industry as a whole, leading to an increase in sentiment towards advance auto parts inc.",2.0,2019-12-10,AAP,2019-12-10 15:46:00+00:00,89217.0,00751Y10,0.0303489509969949,0.0024324364494532,0.0075491718016564,0.0183302480727434,-0.0099855754524469,-0.0404777117073535,0.0020746043883264,-0.0191856380552053,0.0333521366119384,0.0089880982413887,-0.0049938606098294,2019-12-11,2019-12-12,2019-12-13,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-23,2019-12-24,-0.08,0.31,-0.09,0.007,0.28,-0.07,0.13,0.007,2019-12-11,0.9,-0.14,1.14,0.007,2019-12-12,-0.03,-0.27,-0.54,0.007,2019-12-13,0.74,0.02,-0.04,0.007,2019-12-16,0.1,0.41,0.67,0.007,2019-12-17,-0.05,0.2,0.09,0.007,2019-12-18,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,1722483.0,0.7002,0.2073,0.2764,-0.049016,0.0793649509969949,0.203056,-0.2006235635505468,0.6371800000000001,-0.6296308281983436,-0.014006,0.0323362480727434,0.5251480000000001,-0.535133575452447,0.07702,-0.1174977117073536,-0.02801,0.0300846043883264,0.308086,-0.3272716380552053,0.343096,-0.3097438633880615,0.07702,-0.0680319017586112,0.014002,-0.0189958606098294,-0.1212586125535518,-0.8302543917488904,-0.5972945801256002,-0.6202950390870572,-0.8114563711307347
3895,ABBVIE INC,"Cowen & Co. Maintains Outperform on AbbVie, Raises Price Target to $98",6,increase,0.8,0.7,"the fact that cowen & co. maintained an outperform rating and raised the price target suggests positive sentiment and confidence in abbvie's performance, likely leading to an increase in investor sentiment.",2.0,2019-12-26,ABBV,2019-12-26 13:27:00+00:00,13721.0,00287Y10,-0.0002225558564532,0.0,-0.0295202657580375,-0.0038023681845515,0.0267176236957311,0.0111524052917957,0.0,-0.0036764671094715,-0.0664206892251968,0.0039525656029582,-0.0275590289384126,2019-12-27,2019-12-30,2019-12-31,2020-01-02,2020-01-03,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,0.48,-0.54,0.0,0.007,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798011.0,0.9238,-0.1484,-0.2418,0.450424,-0.4506465558564532,-0.08538,0.08538,-0.519566,0.4900457342419624,0.265664,-0.2694663681845516,,,,,,,,,,,,,,,-0.3652665558564532,0.5754257342419624,0.2205793660574108,,
3903,ABBVIE INC,AbbVie shares are trading higher. Not seeing any news to justify the price action.,6,uncertain,0.6,0.3,the lack of news to justify the price action makes it unclear whether the increase in abbvie shares will continue or reverse.,1.0,2019-12-20,ABBV,2019-12-20 16:44:00+00:00,13721.0,00287Y10,0.0058578830212354,-0.0106006972491741,0.0,-0.0321428254246711,0.0,-0.0295202657580375,-0.0038023681845515,0.0267176236957311,0.0111524052917957,0.0,-0.0036764671094715,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,2020-01-02,2020-01-03,2020-01-06,2020-01-07,0.48,-0.3,-0.3,0.007,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,,,,,,,,,,,,,,,,1776046.0,0.9068,-0.1348,-0.2455,0.442264,-0.4364061169787645,0.09768,-0.1082806972491741,0.016068,-0.016068,0.442264,-0.4744068254246711,-0.08368,0.08368,-0.509876,0.4803557342419624,0.260904,-0.2647063681845516,,,,,,,,,-0.5446868142279386,-0.1243486972491741,-0.4904748254246712,0.0896289088172912,
3911,ABBVIE INC,Abbvie Reaches An Agreement With The Pan-Canadian Pharmaceutical Alliance For The Combination Venclexta With Rituximab As A Treatment For Patients With Chronic Lymphocytic Leukemia,6,increase,0.8,0.7,"the agreement with the pan-canadian pharmaceutical alliance for the combination treatment is likely to be seen as a positive development, potentially increasing investor sentiment in abbvie inc.",2.0,2019-12-18,ABBV,2019-12-18 19:58:00+00:00,13721.0,00287Y10,-0.00832593254745,-0.0209790021181106,0.0285714864730835,-0.0173611771315336,-0.0106006972491741,0.0,-0.0321428254246711,0.0,-0.0295202657580375,-0.0038023681845515,0.0267176236957311,2019-12-19,2019-12-20,2019-12-23,2019-12-24,2019-12-26,2019-12-27,2019-12-30,2019-12-31,2020-01-02,2020-01-03,-0.05,0.2,0.09,0.007,0.43,-0.02,-0.42,0.007,2019-12-19,0.48,-0.3,-0.3,0.007,2019-12-20,0.1,0.19,-0.35,0.007,2019-12-23,0.01,0.39,0.0,0.007,2019-12-24,0.48,-0.54,0.0,0.007,2019-12-26,-0.1,-0.53,-0.07,0.007,2019-12-27,-0.57,0.19,0.56,0.007,2019-12-30,0.28,-0.01,0.12,0.007,2019-12-31,,,,,,,,,,,1761394.0,0.8718,-0.1555,-0.2101,-0.03659,0.0282640674525499,0.381874,-0.4028530021181106,0.425464,-0.3968925135269165,0.09418,-0.1115411771315336,0.015718,-0.0263186972491741,0.425464,-0.425464,-0.08018,0.0480371745753288,-0.489926,0.489926,0.251104,-0.2806242657580375,,,,,-0.3745889346655607,-0.7997455156450272,-0.5084336906584501,-0.5633238743807077,
