Unnamed: 0,custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,headline type num,date,ticker,datetime_utc,permno,cusip,ret,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,Mkt-RF,SMB,HML,RF,Mkt-RF_1,SMB_1,HML_1,RF_1,date_1,Mkt-RF_2,SMB_2,HML_2,RF_2,date_2,Mkt-RF_3,SMB_3,HML_3,RF_3,date_3,Mkt-RF_4,SMB_4,HML_4,RF_4,date_4,Mkt-RF_5,SMB_5,HML_5,RF_5,date_5,Mkt-RF_6,SMB_6,HML_6,RF_6,date_6,Mkt-RF_7,SMB_7,HML_7,RF_7,date_7,Mkt-RF_8,SMB_8,HML_8,RF_8,date_8,Mkt-RF_9,SMB_9,HML_9,RF_9,date_9,Mkt-RF_10,SMB_10,HML_10,RF_10,date_10,index,b_mkt,b_smb,b_hml,er_CAPM,ar_CAPM,er_CAPM_1,ar_CAPM_1,er_CAPM_2,ar_CAPM_2,er_CAPM_3,ar_CAPM_3,er_CAPM_4,ar_CAPM_4,er_CAPM_5,ar_CAPM_5,er_CAPM_6,ar_CAPM_6,er_CAPM_7,ar_CAPM_7,er_CAPM_8,ar_CAPM_8,er_CAPM_9,ar_CAPM_9,er_CAPM_10,ar_CAPM_10,CAPM_CAR_1,CAPM_CAR_2,CAPM_CAR_3,CAPM_CAR_5,CAPM_CAR_10
4702,4702,AGILENT TECHNOLOGIES INC,"Agilent Technologies Sees Q4 Adj. EPS $0.84-$0.86 vs $0.87 Est., Sales $1.31B-$1.33B vs $1.34B Est., Sees FY19 Adj. EPS $3.07-$3.08 vs $3.05 Est., Sales $5.105B-$5.125B vs $5.11B Est.",5,decrease,0.8,0.5,,0.0,2019-08-14,A,2019-08-14 20:07:00+00:00,87432.0,00846U10,-0.0303075555711984,0.0159883499145507,0.0021459446288645,0.0245537981390953,-0.0136546716094017,0.0001412930723745,0.0131355971097946,-0.0069705839268863,0.011652311310172,0.0018041200237348,0.0121900159865617,2019-08-15,2019-08-16,2019-08-19,2019-08-20,2019-08-21,2019-08-22,2019-08-23,2019-08-26,2019-08-27,2019-08-28,-2.95,0.22,-0.51,0.007,0.16,-0.61,-0.53,0.007,2019-08-15,1.55,0.52,0.61,0.007,2019-08-16,1.14,0.01,0.22,0.007,2019-08-19,-0.75,0.3,-0.5,0.007,2019-08-20,0.85,0.05,-0.3,0.007,2019-08-21,-0.1,-0.53,0.49,0.007,2019-08-22,-2.66,-0.55,-0.18,0.007,2019-08-23,1.08,-0.02,-0.17,0.007,2019-08-26,-0.46,-0.88,-0.67,0.007,2019-08-27,0.68,0.47,0.62,0.007,2019-08-28,1124627.0,0.9821,0.1395,-0.284,-2.890195,2.8598874444288014,0.164136,-0.1481476500854492,1.5292549999999998,-1.5271090553711353,1.126594,-1.1020402018609046,-0.729575,0.7159203283905983,0.841785,-0.8416437069276255,-0.09121,0.1043455971097946,-2.605386,2.5984154160731134,1.0676679999999998,-1.0560156886898278,-0.444766,0.4465701200237348,0.674828,-0.6626379840134382,2.711739794343352,-1.6752567054565846,-2.62914925723204,-1.227763580397932,0.5890337535757515
4710,4710,AGILENT TECHNOLOGIES INC,"Agilent Technologies Q3 Adj. EPS $0.76 Beats $0.72 Estimate, Sales $1.27B Beat $1.24B Estimate",5,increase,0.9,0.8,,2.0,2019-08-14,A,2019-08-14 20:05:00+00:00,87432.0,00846U10,-0.0303075555711984,-0.0056396150030195,0.0008954859222285,-0.0056665265001356,-0.0025494627188891,0.0165388435125351,0.0007395807188004,0.0013301260769367,-0.0051660290919244,0.0017803428927436,-0.002517745597288,2019-08-15,2019-08-16,2019-08-19,2019-08-20,2019-08-21,2019-08-22,2019-08-23,2019-08-26,2019-08-27,2019-08-28,-2.95,0.22,-0.51,0.007,0.16,-0.61,-0.53,0.007,2019-08-15,1.55,0.52,0.61,0.007,2019-08-16,1.14,0.01,0.22,0.007,2019-08-19,-0.75,0.3,-0.5,0.007,2019-08-20,0.85,0.05,-0.3,0.007,2019-08-21,-0.1,-0.53,0.49,0.007,2019-08-22,-2.66,-0.55,-0.18,0.007,2019-08-23,1.08,-0.02,-0.17,0.007,2019-08-26,-0.46,-0.88,-0.67,0.007,2019-08-27,0.68,0.47,0.62,0.007,2019-08-28,1124627.0,0.9821,0.1395,-0.284,-2.890195,2.8598874444288014,0.164136,-0.1697756150030195,1.5292549999999998,-1.5283595140777713,1.126594,-1.1322605265001355,-0.729575,0.7270255372811109,0.841785,-0.8252461564874649,-0.09121,0.0919495807188004,-2.605386,2.6067161260769365,1.0676679999999998,-1.0728340290919245,-0.444766,0.4465463428927436,0.674828,-0.677345745597288,2.6901118294257818,-1.698135129080791,-2.660620040577907,-1.2304811457064897,0.5697861185118034
4718,4718,AGILENT TECHNOLOGIES INC,Q3 Earnings Preview For Agilent Technologies,5,increase,0.9,0.8,,2.0,2019-08-14,A,2019-08-14 11:18:00+00:00,87432.0,00846U10,-0.0303075555711984,-0.017451025545597,0.0097539396956563,-0.0007209205650724,0.0184677373617887,-0.0269159078598022,0.0080069210380315,-0.0079433191567659,-0.0356675572693347,-0.0061895539984107,0.0009114014683291,2019-08-15,2019-08-16,2019-08-19,2019-08-20,2019-08-21,2019-08-22,2019-08-23,2019-08-26,2019-08-27,2019-08-28,-2.95,0.22,-0.51,0.007,0.16,-0.61,-0.53,0.007,2019-08-15,1.55,0.52,0.61,0.007,2019-08-16,1.14,0.01,0.22,0.007,2019-08-19,-0.75,0.3,-0.5,0.007,2019-08-20,0.85,0.05,-0.3,0.007,2019-08-21,-0.1,-0.53,0.49,0.007,2019-08-22,-2.66,-0.55,-0.18,0.007,2019-08-23,1.08,-0.02,-0.17,0.007,2019-08-26,-0.46,-0.88,-0.67,0.007,2019-08-27,0.68,0.47,0.62,0.007,2019-08-28,1124627.0,0.9821,0.1395,-0.284,-2.890195,2.8598874444288014,0.164136,-0.181587025545597,1.5292549999999998,-1.5195010603043435,1.126594,-1.1273149205650723,-0.729575,0.7480427373617887,0.841785,-0.8687009078598023,-0.09121,0.0992169210380315,-2.605386,2.597442680843234,1.0676679999999998,-1.1033355572693346,-0.444766,0.4385764460015893,0.674828,-0.6739165985316709,2.678300418883204,-1.7010880858499406,-2.646815980869416,-1.247973091063086,0.4892829842220469
4726,4726,ADVANCE AUTO PARTS INC,Here Comes The Sun: Advance Auto Parts Analysts Bullish After Stormy Q2,5,increase,0.8,0.7,,2.0,2019-08-14,AAP,2019-08-14 17:06:00+00:00,89217.0,00751Y10,-0.0403571017086505,0.0152413472533226,0.0276420786976814,0.0131014175713062,-0.0225451327860355,0.0161573253571987,0.0244268085807561,0.0020244366023689,-0.0101020755246281,-0.0155346719548106,0.0224602278321981,2019-08-15,2019-08-16,2019-08-19,2019-08-20,2019-08-21,2019-08-22,2019-08-23,2019-08-26,2019-08-27,2019-08-28,-2.95,0.22,-0.51,0.007,0.16,-0.61,-0.53,0.007,2019-08-15,1.55,0.52,0.61,0.007,2019-08-16,1.14,0.01,0.22,0.007,2019-08-19,-0.75,0.3,-0.5,0.007,2019-08-20,0.85,0.05,-0.3,0.007,2019-08-21,-0.1,-0.53,0.49,0.007,2019-08-22,-2.66,-0.55,-0.18,0.007,2019-08-23,1.08,-0.02,-0.17,0.007,2019-08-26,-0.46,-0.88,-0.67,0.007,2019-08-27,0.68,0.47,0.62,0.007,2019-08-28,1124901.0,0.6655,0.1696,0.1292,-1.956225,1.9158678982913495,0.11348,-0.0982386527466774,1.038525,-1.0108829213023185,0.76567,-0.7525685824286937,-0.492125,0.4695798672139644,0.5726749999999999,-0.5565176746428012,-0.05955,0.0839768085807562,-1.76323,1.765254436602369,0.72574,-0.7358420755246282,-0.29913,0.2835953280451894,0.45954,-0.4370797721678018,1.817629245544672,-1.109121574048996,-1.7634515037310123,-0.8395063898575306,0.4033870508930832
4734,4734,ADVANCE AUTO PARTS INC,"UBS Maintains Buy on Advance Auto Parts, Lowers Price Target to $170",5,uncertain,0.7,0.3,,1.0,2019-08-14,AAP,2019-08-14 13:49:00+00:00,89217.0,00751Y10,-0.0403571017086505,-0.0253993831574916,-0.0195460338145494,0.0070739123038947,0.0100042829290032,-0.0021075296681374,0.0095037119463086,0.0066945543512701,0.0286783277988433,0.0130303120240569,0.0030910116620361,2019-08-15,2019-08-16,2019-08-19,2019-08-20,2019-08-21,2019-08-22,2019-08-23,2019-08-26,2019-08-27,2019-08-28,-2.95,0.22,-0.51,0.007,0.16,-0.61,-0.53,0.007,2019-08-15,1.55,0.52,0.61,0.007,2019-08-16,1.14,0.01,0.22,0.007,2019-08-19,-0.75,0.3,-0.5,0.007,2019-08-20,0.85,0.05,-0.3,0.007,2019-08-21,-0.1,-0.53,0.49,0.007,2019-08-22,-2.66,-0.55,-0.18,0.007,2019-08-23,1.08,-0.02,-0.17,0.007,2019-08-26,-0.46,-0.88,-0.67,0.007,2019-08-27,0.68,0.47,0.62,0.007,2019-08-28,1124901.0,0.6655,0.1696,0.1292,-1.956225,1.9158678982913495,0.11348,-0.1388793831574916,1.038525,-1.0580710338145494,0.76567,-0.7585960876961052,-0.492125,0.5021292829290033,0.5726749999999999,-0.5747825296681374,-0.05955,0.0690537119463086,-1.76323,1.7699245543512705,0.72574,-0.6970616722011567,-0.29913,0.3121603120240569,0.45954,-0.4564489883379638,1.7769885151338578,-1.196950416972041,-1.816667121510655,-0.8312493344352393,0.4228453881143778
4742,4742,ADVANCE AUTO PARTS INC,"Morgan Stanley Maintains Overweight on Advance Auto Parts, Lowers Price Target to $185",5,uncertain,0.7,0.3,,1.0,2019-08-14,AAP,2019-08-14 13:00:00+00:00,89217.0,00751Y10,-0.0403571017086505,-0.0140124289318919,0.0124481013044714,0.022336097434163,0.0054326048120856,-0.0137082524597644,-0.0147103276103735,0.0133854551240801,0.0219467971473932,-0.0292304866015911,-0.0253993831574916,2019-08-15,2019-08-16,2019-08-19,2019-08-20,2019-08-21,2019-08-22,2019-08-23,2019-08-26,2019-08-27,2019-08-28,-2.95,0.22,-0.51,0.007,0.16,-0.61,-0.53,0.007,2019-08-15,1.55,0.52,0.61,0.007,2019-08-16,1.14,0.01,0.22,0.007,2019-08-19,-0.75,0.3,-0.5,0.007,2019-08-20,0.85,0.05,-0.3,0.007,2019-08-21,-0.1,-0.53,0.49,0.007,2019-08-22,-2.66,-0.55,-0.18,0.007,2019-08-23,1.08,-0.02,-0.17,0.007,2019-08-26,-0.46,-0.88,-0.67,0.007,2019-08-27,0.68,0.47,0.62,0.007,2019-08-28,1124901.0,0.6655,0.1696,0.1292,-1.956225,1.9158678982913495,0.11348,-0.1274924289318919,1.038525,-1.0260768986955284,0.76567,-0.7433339025658369,-0.492125,0.4975576048120856,0.5726749999999999,-0.5863832524597644,-0.05955,0.0448396723896264,-1.76323,1.7766154551240805,0.72574,-0.7037932028526068,-0.29913,0.2698995133984089,0.45954,-0.4849393831574917,1.7883754693594576,-1.1535693276274204,-1.7694108012613654,-0.8321595502135157,0.3162388024422526
4750,4750,ADVANCE AUTO PARTS INC,"Credit Suisse Maintains Outperform on Advance Auto Parts, Lowers Price Target to $162",5,uncertain,0.7,0.5,,1.0,2019-08-14,AAP,2019-08-14 12:14:00+00:00,89217.0,00751Y10,-0.0403571017086505,-0.028337912634015,-0.0257782693952322,0.0029150634072721,0.0930128544569015,-0.0140124289318919,0.0124481013044714,0.022336097434163,0.0054326048120856,-0.0137082524597644,-0.0147103276103735,2019-08-15,2019-08-16,2019-08-19,2019-08-20,2019-08-21,2019-08-22,2019-08-23,2019-08-26,2019-08-27,2019-08-28,-2.95,0.22,-0.51,0.007,0.16,-0.61,-0.53,0.007,2019-08-15,1.55,0.52,0.61,0.007,2019-08-16,1.14,0.01,0.22,0.007,2019-08-19,-0.75,0.3,-0.5,0.007,2019-08-20,0.85,0.05,-0.3,0.007,2019-08-21,-0.1,-0.53,0.49,0.007,2019-08-22,-2.66,-0.55,-0.18,0.007,2019-08-23,1.08,-0.02,-0.17,0.007,2019-08-26,-0.46,-0.88,-0.67,0.007,2019-08-27,0.68,0.47,0.62,0.007,2019-08-28,1124901.0,0.6655,0.1696,0.1292,-1.956225,1.9158678982913495,0.11348,-0.141817912634015,1.038525,-1.064303269395232,0.76567,-0.7627549365927279,-0.492125,0.5851378544569015,0.5726749999999999,-0.5866874289318919,-0.05955,0.0719981013044714,-1.76323,1.7855660974341632,0.72574,-0.7203073951879144,-0.29913,0.2854217475402355,0.45954,-0.4742503276103735,1.7740499856573344,-1.2061211820292472,-1.82705820598796,-0.7643045110677182,0.3617407945486903
4758,4758,ADVANCE AUTO PARTS INC,"Citigroup Maintains Neutral on Advance Auto Parts, Lowers Price Target to $156",5,decrease,0.8,0.6,,0.0,2019-08-14,AAP,2019-08-14 11:42:00+00:00,89217.0,00751Y10,-0.0403571017086505,0.0292768217623233,-0.028337912634015,-0.0257782693952322,0.0029150634072721,0.0930128544569015,-0.0140124289318919,0.0124481013044714,0.022336097434163,0.0054326048120856,-0.0137082524597644,2019-08-15,2019-08-16,2019-08-19,2019-08-20,2019-08-21,2019-08-22,2019-08-23,2019-08-26,2019-08-27,2019-08-28,-2.95,0.22,-0.51,0.007,0.16,-0.61,-0.53,0.007,2019-08-15,1.55,0.52,0.61,0.007,2019-08-16,1.14,0.01,0.22,0.007,2019-08-19,-0.75,0.3,-0.5,0.007,2019-08-20,0.85,0.05,-0.3,0.007,2019-08-21,-0.1,-0.53,0.49,0.007,2019-08-22,-2.66,-0.55,-0.18,0.007,2019-08-23,1.08,-0.02,-0.17,0.007,2019-08-26,-0.46,-0.88,-0.67,0.007,2019-08-27,0.68,0.47,0.62,0.007,2019-08-28,1124901.0,0.6655,0.1696,0.1292,-1.956225,1.9158678982913495,0.11348,-0.0842031782376766,1.038525,-1.066862912634015,0.76567,-0.7914482693952322,-0.492125,0.4950400634072721,0.5726749999999999,-0.4796621455430984,-0.05955,0.045537571068108,-1.76323,1.7756781013044716,0.72574,-0.703403902565837,-0.29913,0.3045626048120856,0.45954,-0.4732482524597645,1.8316647200536729,-1.1510660908716916,-1.8583111820292473,-0.7760703515310585,0.4694639766159653
4766,4766,ADVANCE AUTO PARTS INC,Guggenheim Downgrades Advance Auto Parts to Neutral,5,decrease,0.9,0.7,,0.0,2019-08-14,AAP,2019-08-14 10:52:00+00:00,89217.0,00751Y10,-0.0403571017086505,0.0292768217623233,-0.028337912634015,-0.0257782693952322,0.0029150634072721,0.0930128544569015,-0.0140124289318919,0.0124481013044714,0.022336097434163,0.0054326048120856,-0.0137082524597644,2019-08-15,2019-08-16,2019-08-19,2019-08-20,2019-08-21,2019-08-22,2019-08-23,2019-08-26,2019-08-27,2019-08-28,-2.95,0.22,-0.51,0.007,0.16,-0.61,-0.53,0.007,2019-08-15,1.55,0.52,0.61,0.007,2019-08-16,1.14,0.01,0.22,0.007,2019-08-19,-0.75,0.3,-0.5,0.007,2019-08-20,0.85,0.05,-0.3,0.007,2019-08-21,-0.1,-0.53,0.49,0.007,2019-08-22,-2.66,-0.55,-0.18,0.007,2019-08-23,1.08,-0.02,-0.17,0.007,2019-08-26,-0.46,-0.88,-0.67,0.007,2019-08-27,0.68,0.47,0.62,0.007,2019-08-28,1124901.0,0.6655,0.1696,0.1292,-1.956225,1.9158678982913495,0.11348,-0.0842031782376766,1.038525,-1.066862912634015,0.76567,-0.7914482693952322,-0.492125,0.4950400634072721,0.5726749999999999,-0.4796621455430984,-0.05955,0.045537571068108,-1.76323,1.7756781013044716,0.72574,-0.703403902565837,-0.29913,0.3045626048120856,0.45954,-0.4732482524597645,1.8316647200536729,-1.1510660908716916,-1.8583111820292473,-0.7760703515310585,0.4694639766159653
4774,4774,ACORDA THERAPEUTICS INC,Acorda Therapeutics shares are trading lower after H.C. Wainwright downgraded the stock from Buy to Neutral and lowered the price target from $31 to $6.,5,decrease,0.9,0.8,,0.0,2019-08-14,ACOR,2019-08-14 16:59:00+00:00,91086.0,00484M70,-0.1245420947670937,0.0,0.0034758124966174,0.0052974391728639,0.0030401605181396,0.0006061583990231,-0.0068659158423542,0.0081334188580513,0.0030253671575337,0.0006032330566085,-0.0042202388867735,2019-08-15,2019-08-16,2019-08-19,2019-08-20,2019-08-21,2019-08-22,2019-08-23,2019-08-26,2019-08-27,2019-08-28,-2.95,0.22,-0.51,0.007,0.16,-0.61,-0.53,0.007,2019-08-15,1.55,0.52,0.61,0.007,2019-08-16,1.14,0.01,0.22,0.007,2019-08-19,-0.75,0.3,-0.5,0.007,2019-08-20,0.85,0.05,-0.3,0.007,2019-08-21,-0.1,-0.53,0.49,0.007,2019-08-22,-2.66,-0.55,-0.18,0.007,2019-08-23,1.08,-0.02,-0.17,0.007,2019-08-26,-0.46,-0.88,-0.67,0.007,2019-08-27,0.68,0.47,0.62,0.007,2019-08-28,1125506.0,1.5234,2.1246,0.3278,-4.487030000000001,4.362487905232907,0.250744,-0.250744,2.3682700000000003,-2.364794187503383,1.7436759999999998,-1.7383785608271358,-1.13555,1.1385901605181397,1.30189,-1.3012838416009769,-0.14534,0.1384740841576457,-4.045244000000001,4.0533774188580525,1.6522720000000002,-1.6492466328424664,-0.693764,0.6943672330566086,1.042912,-1.0471322388867736,4.111743905232907,-2.615538187503383,-4.103172748330518,-1.901072241909973,0.8885560227420897
