Unnamed: 0,custom_id,company_name,headline,prompt_type,headline type,confidence,magnitude,explanation,headline type num,date,ticker,datetime_utc,permno,cusip,ret,ret_f1,ret_f2,ret_f3,ret_f4,ret_f5,ret_f6,ret_f7,ret_f8,ret_f9,ret_f10,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,Mkt-RF,SMB,HML,RF,Mkt-RF_1,SMB_1,HML_1,RF_1,date_1,Mkt-RF_2,SMB_2,HML_2,RF_2,date_2,Mkt-RF_3,SMB_3,HML_3,RF_3,date_3,Mkt-RF_4,SMB_4,HML_4,RF_4,date_4,Mkt-RF_5,SMB_5,HML_5,RF_5,date_5,Mkt-RF_6,SMB_6,HML_6,RF_6,date_6,Mkt-RF_7,SMB_7,HML_7,RF_7,date_7,Mkt-RF_8,SMB_8,HML_8,RF_8,date_8,Mkt-RF_9,SMB_9,HML_9,RF_9,date_9,Mkt-RF_10,SMB_10,HML_10,RF_10,date_10,index,b_mkt,b_smb,b_hml,er_CAPM,ar_CAPM,er_CAPM_1,ar_CAPM_1,er_CAPM_2,ar_CAPM_2,er_CAPM_3,ar_CAPM_3,er_CAPM_4,ar_CAPM_4,er_CAPM_5,ar_CAPM_5,er_CAPM_6,ar_CAPM_6,er_CAPM_7,ar_CAPM_7,er_CAPM_8,ar_CAPM_8,er_CAPM_9,ar_CAPM_9,er_CAPM_10,ar_CAPM_10,CAPM_CAR_1,CAPM_CAR_2,CAPM_CAR_3,CAPM_CAR_5,CAPM_CAR_10
5271,5271,AGILENT TECHNOLOGIES INC,Aligent shares are trading higher after the company reported better-than-expected Q4 EPS and sales results.,8,increase,0.8,0.7,"the better-than-expected q4 results are likely to boost investor confidence in agilent technologies inc, leading to an increase in sentiment.",2.0,2019-11-25,A,2019-11-25 21:09:00+00:00,87432.0,00846U10,0.014408485032618,-0.0160508416593074,0.0047706607729196,0.0067392010241746,0.0118667082861065,0.0172906555235385,-0.0041384333744645,-0.0102403508499264,-0.0064477478154003,-0.0048294551670551,0.0122838569805026,2019-11-26,2019-11-27,2019-11-29,2019-12-02,2019-12-03,2019-12-04,2019-12-05,2019-12-06,2019-12-09,2019-12-10,0.92,1.32,-0.38,0.006,0.19,0.06,-0.9,0.006,2019-11-26,0.44,0.23,-0.03,0.006,2019-11-27,-0.42,-0.04,-0.31,0.006,2019-11-29,-0.87,-0.25,0.48,0.007,2019-12-02,-0.66,0.6,-0.83,0.007,2019-12-03,0.6,0.13,0.24,0.007,2019-12-04,0.13,-0.21,0.46,0.007,2019-12-05,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,1648905.0,1.1228,0.0355,-0.1209,1.038976,-1.024567514967382,0.219332,-0.2353828416593074,0.500032,-0.4952613392270804,-0.465576,0.4723152010241747,-0.969836,0.9817027082861066,-0.734048,0.7513386555235386,0.68068,-0.6848184333744645,0.152964,-0.1632043508499265,1.028748,-1.0351957478154004,-0.363524,0.3586945448329449,-0.082824,0.0951078569805026,-1.2599503566266896,-0.7306441808863878,-0.0229461382029056,2.20535656483382,-0.6780774747028053
5279,5279,AGILENT TECHNOLOGIES INC,"Agilent Sees FY20 Adj. EPS $3.38-$3.43 vs $3.44 Estimate, Sales $5.5B-$5.55B vs $5.55B Est.",8,decrease,0.8,0.7,the lower than expected adjusted eps and sales forecast for fy20 may lead to a decrease in investor sentiment.,0.0,2019-11-25,A,2019-11-25 21:08:00+00:00,87432.0,00846U10,0.014408485032618,0.0087135499343276,-0.0127218086272478,0.0093859396874904,-0.001103226095438,-0.0104133766144514,0.0051020360551774,-0.0007931350846774,0.0184156186878681,-0.0046765869483351,-0.0020359789486974,2019-11-26,2019-11-27,2019-11-29,2019-12-02,2019-12-03,2019-12-04,2019-12-05,2019-12-06,2019-12-09,2019-12-10,0.92,1.32,-0.38,0.006,0.19,0.06,-0.9,0.006,2019-11-26,0.44,0.23,-0.03,0.006,2019-11-27,-0.42,-0.04,-0.31,0.006,2019-11-29,-0.87,-0.25,0.48,0.007,2019-12-02,-0.66,0.6,-0.83,0.007,2019-12-03,0.6,0.13,0.24,0.007,2019-12-04,0.13,-0.21,0.46,0.007,2019-12-05,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,1648905.0,1.1228,0.0355,-0.1209,1.038976,-1.024567514967382,0.219332,-0.2106184500656724,0.500032,-0.5127538086272478,-0.465576,0.4749619396874904,-0.969836,0.968732773904562,-0.734048,0.7236346233855486,0.68068,-0.6755779639448225,0.152964,-0.1537571350846775,1.028748,-1.010332381312132,-0.363524,0.3588474130516648,-0.082824,0.0807880210513025,-1.2351859650330546,-0.7233722586929202,-0.0377918689397573,2.167329336977601,-0.676397422853116
5287,5287,AGILENT TECHNOLOGIES INC,"Agilent Sees Q1 Adj. EPS $0.80-$0.81 vs $0.84 Estimate, Sales $1.34B-$1.355B vs $1.38B Est.",8,decrease,0.8,0.7,the lower than expected q1 adjusted eps and sales forecast may lead to a decrease in investor sentiment.,0.0,2019-11-25,A,2019-11-25 21:08:00+00:00,87432.0,00846U10,0.014408485032618,-0.0009046676568686,0.0007545339758507,-0.0027145273052155,-0.0175411477684974,-0.0223180036991834,-0.0114924358204007,0.0039815255440771,-0.0039657359011471,-0.0253225062042474,0.0127450777217745,2019-11-26,2019-11-27,2019-11-29,2019-12-02,2019-12-03,2019-12-04,2019-12-05,2019-12-06,2019-12-09,2019-12-10,0.92,1.32,-0.38,0.006,0.19,0.06,-0.9,0.006,2019-11-26,0.44,0.23,-0.03,0.006,2019-11-27,-0.42,-0.04,-0.31,0.006,2019-11-29,-0.87,-0.25,0.48,0.007,2019-12-02,-0.66,0.6,-0.83,0.007,2019-12-03,0.6,0.13,0.24,0.007,2019-12-04,0.13,-0.21,0.46,0.007,2019-12-05,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,1648905.0,1.1228,0.0355,-0.1209,1.038976,-1.024567514967382,0.219332,-0.2202366676568687,0.500032,-0.4992774660241492,-0.465576,0.4628614726947844,-0.969836,0.9522948522315026,-0.734048,0.7117299963008166,0.68068,-0.6921724358204007,0.152964,-0.1489824744559228,1.028748,-1.0327137359011471,-0.363524,0.3382014937957525,-0.082824,0.0955690777217745,-1.2448041826242509,-0.7195141336810179,-0.0364159933293648,2.1268863212271034,-0.7283680783591271
5295,5295,AGILENT TECHNOLOGIES INC,"Agilent Technologies Q4 Adj. EPS $0.89 Beats $0.85 Estimate, Sales $1.37B Beat $1.33B Estimate",8,increase,0.8,0.7,"the q4 results beating estimates indicates strong performance, likely leading to increased investor confidence in agilent technologies inc.",2.0,2019-11-25,A,2019-11-25 21:08:00+00:00,87432.0,00846U10,0.014408485032618,-0.0122826686128974,0.0138888992369175,0.0095572201535105,0.0022088889963924,0.026290962472558,0.0006136050797067,0.0076651843264698,0.0060854079201817,0.0028731657657772,-0.0009046676568686,2019-11-26,2019-11-27,2019-11-29,2019-12-02,2019-12-03,2019-12-04,2019-12-05,2019-12-06,2019-12-09,2019-12-10,0.92,1.32,-0.38,0.006,0.19,0.06,-0.9,0.006,2019-11-26,0.44,0.23,-0.03,0.006,2019-11-27,-0.42,-0.04,-0.31,0.006,2019-11-29,-0.87,-0.25,0.48,0.007,2019-12-02,-0.66,0.6,-0.83,0.007,2019-12-03,0.6,0.13,0.24,0.007,2019-12-04,0.13,-0.21,0.46,0.007,2019-12-05,0.91,0.24,0.37,0.007,2019-12-06,-0.33,0.37,0.11,0.007,2019-12-09,-0.08,0.31,-0.09,0.007,2019-12-10,1648905.0,1.1228,0.0355,-0.1209,1.038976,-1.024567514967382,0.219332,-0.2316146686128974,0.500032,-0.4861431007630825,-0.465576,0.4751332201535105,-0.969836,0.9720448889963924,-0.734048,0.760338962472558,0.68068,-0.6800663949202932,0.152964,-0.1452988156735301,1.028748,-1.0226625920798182,-0.363524,0.3663971657657772,-0.082824,0.0819193323431313,-1.2561821835802796,-0.7177577693759799,-0.0110098806095719,2.207517071622461,-0.6393723420921751
5303,5303,AGILENT TECHNOLOGIES INC,Agilent Raises Qtr. Dividend From $0.164 To $0.18/Share,8,increase,0.8,0.7,"the increase in dividend payout signals financial stability and confidence in the company, likely leading to a positive investor sentiment.",2.0,2019-11-20,A,2019-11-20 21:05:00+00:00,87432.0,00846U10,-0.0097112404182553,-0.0089600216597318,0.0266387071460485,0.0114797847345471,0.0191231872886419,-0.0108315283432602,-0.0047809621319174,-0.0063535724766552,-0.0151279037818312,-0.0205859541893005,0.0135812480002641,2019-11-21,2019-11-22,2019-11-25,2019-11-26,2019-11-27,2019-11-29,2019-12-02,2019-12-03,2019-12-04,2019-12-05,-0.33,0.0,-0.45,0.006,-0.14,-0.35,0.1,0.006,2019-11-21,0.24,0.06,0.22,0.006,2019-11-22,0.92,1.32,-0.38,0.006,2019-11-25,0.19,0.06,-0.9,0.006,2019-11-26,0.44,0.23,-0.03,0.006,2019-11-27,-0.42,-0.04,-0.31,0.006,2019-11-29,-0.87,-0.25,0.48,0.007,2019-12-02,-0.66,0.6,-0.83,0.007,2019-12-03,0.6,0.13,0.24,0.007,2019-12-04,0.13,-0.21,0.46,0.007,2019-12-05,1626935.0,1.021,0.1231,-0.2143,-0.33093,0.3212187595817447,-0.13694,0.1279799783402681,0.25104,-0.2244012928539514,0.94532,-0.9338402152654528,0.19999,-0.180866812711358,0.45524,-0.4660715283432602,-0.4228199999999999,0.4180390378680824,-0.8812699999999999,0.8749164275233446,-0.66686,0.6517320962181687,0.6195999999999999,-0.6401859541893005,0.13973,-0.1261487519997358,0.4491987379220128,-0.0964213145136833,-1.1582415081194042,-1.580778556320071,0.7122813270772993
5311,5311,AGILENT TECHNOLOGIES INC,"Stifel Nicolaus Initiates Coverage On Agilent Technologies with Hold Rating, Announces $85 Price Target",8,uncertain,0.6,0.3,"the initiation of coverage with a hold rating and price target could lead to mixed reactions among investors, resulting in uncertain sentiment.",1.0,2019-11-15,A,2019-11-15 11:02:00+00:00,87432.0,00846U10,0.0195414274930954,-0.0969512984156608,-0.0089600216597318,0.0266387071460485,0.0114797847345471,0.0191231872886419,-0.0108315283432602,-0.0047809621319174,-0.0063535724766552,-0.0151279037818312,-0.0205859541893005,2019-11-18,2019-11-19,2019-11-20,2019-11-21,2019-11-22,2019-11-25,2019-11-26,2019-11-27,2019-11-29,2019-12-02,0.74,-0.26,-0.34,0.006,0.02,-0.35,-0.51,0.006,2019-11-18,0.02,0.58,-0.94,0.006,2019-11-19,-0.33,0.0,-0.45,0.006,2019-11-20,-0.14,-0.35,0.1,0.006,2019-11-21,0.24,0.06,0.22,0.006,2019-11-22,0.92,1.32,-0.38,0.006,2019-11-25,0.19,0.06,-0.9,0.006,2019-11-26,0.44,0.23,-0.03,0.006,2019-11-27,-0.42,-0.04,-0.31,0.006,2019-11-29,-0.87,-0.25,0.48,0.007,2019-12-02,1604999.0,1.0291,0.1219,-0.235,0.7675339999999999,-0.7479925725069045,0.026582,-0.1235332984156608,0.026582,-0.0355420216597318,-0.333603,0.3602417071460485,-0.138074,0.1495537847345471,0.252984,-0.233860812711358,0.952772,-0.9636035283432602,0.2015289999999999,-0.2063099621319174,0.458804,-0.4651575724766552,-0.4262219999999999,0.4110940962181686,-0.8883169999999999,0.8677310458106994,-0.8715258709225654,-0.1590753200753927,0.3246996854863166,0.2759346791692376,-0.5901067336343232
5319,5319,ALTISOURCE ASSET MANAGEMENT CORP,Altisource Asset Mgmt Q3 EPS $(2.25) Down From $(0.75) YoY,8,decrease,0.8,0.7,the significant decrease in eps compared to the previous year may lead investors to have a negative sentiment towards altisource asset management corp.,0.0,2019-11-06,AAMC,2019-11-06 14:13:00+00:00,14127.0,02153X10,0.0227272883057594,0.0,0.0043572317808866,0.0,-0.0021691643632948,0.0021738798823207,-0.0065075759775936,-0.0065502016805112,0.0021977687720209,-0.0021929491776973,0.0021977687720209,2019-11-07,2019-11-08,2019-11-11,2019-11-12,2019-11-13,2019-11-14,2019-11-15,2019-11-18,2019-11-19,2019-11-20,-0.05,-0.72,0.23,0.006,0.38,-0.14,0.51,0.006,2019-11-07,0.31,0.06,-0.36,0.006,2019-11-08,-0.19,0.0,-0.19,0.006,2019-11-11,0.16,-0.12,-0.15,0.006,2019-11-12,0.01,-0.22,-0.82,0.006,2019-11-13,0.07,-0.11,-0.25,0.006,2019-11-14,0.74,-0.26,-0.34,0.006,2019-11-15,0.02,-0.35,-0.51,0.006,2019-11-18,0.02,0.58,-0.94,0.006,2019-11-19,-0.33,0.0,-0.45,0.006,2019-11-20,1549236.0,0.4404,-0.5123,-0.5776,-0.01602,0.0387472883057594,0.173352,-0.173352,0.142524,-0.1381667682191133,-0.077676,0.077676,0.076464,-0.0786331643632948,0.010404,-0.0082301201176792,0.036828,-0.0433355759775936,0.331896,-0.3384462016805112,0.014808,-0.012610231227979,0.014808,-0.0170009491776973,-0.139332,0.1415297687720209,-0.1346047116942405,-0.3115187682191134,-0.0604907682191133,-0.009187284480974,-0.2780933094094395
5327,5327,ATLANTIC AMERICAN CORP,"Atlantic American Q3 EPS $(0.07) Down From $0.04 YoY, Sales $47.75M Up From $45.57M YoY",8,decrease,0.8,0.6,"the decrease in eps and increase in sales may indicate financial instability, leading to a decrease in investor sentiment.",0.0,2019-11-12,AAME,2019-11-12 19:11:00+00:00,15580.0,04820910,-0.0661420747637748,0.022754019126296,-0.0095895668491721,0.0360186025500297,-0.0112149249762296,0.005292952992022,0.0175975896418094,-0.023684250190854,0.0057759541086852,0.0,-0.0141654219478368,2019-11-13,2019-11-14,2019-11-15,2019-11-18,2019-11-19,2019-11-20,2019-11-21,2019-11-22,2019-11-25,2019-11-26,0.16,-0.12,-0.15,0.006,0.01,-0.22,-0.82,0.006,2019-11-13,0.07,-0.11,-0.25,0.006,2019-11-14,0.74,-0.26,-0.34,0.006,2019-11-15,0.02,-0.35,-0.51,0.006,2019-11-18,0.02,0.58,-0.94,0.006,2019-11-19,-0.33,0.0,-0.45,0.006,2019-11-20,-0.14,-0.35,0.1,0.006,2019-11-21,0.24,0.06,0.22,0.006,2019-11-22,0.92,1.32,-0.38,0.006,2019-11-25,0.19,0.06,-0.9,0.006,2019-11-26,1579306.0,0.113,0.0949,-0.7106,0.02408,-0.0902220747637748,0.00713,0.015624019126296,0.01391,-0.0234995668491721,0.08962,-0.0536013974499702,0.00826,-0.0194749249762296,0.00826,-0.0029670470079779,-0.03129,0.0488875896418094,-0.00982,-0.013864250190854,0.03312,-0.0273440458913147,0.10996,-0.10996,0.02747,-0.0416354219478368,-0.0745980556374788,-0.007875547722876,-0.0771009642991423,-0.0760433694341779,-0.1468831753961742
5335,5335,APPLIED OPTOELECTRONICS INC,Applied Optoelectronics Amended S-3 Shows Registration For $250M Mixed Securities Offering,8,uncertain,0.6,0.3,"the news of a mixed securities offering could go either way in terms of investor sentiment, depending on how the market interprets the potential impact on the company's financial health and growth prospects.",1.0,2019-11-20,AAOI,2019-11-20 21:10:00+00:00,14145.0,03823U10,0.0029268031939864,0.0407378710806369,-0.0339734144508838,0.0229357946664094,0.011958135291934,-0.0228951573371887,-0.009070286527276,0.0068650003522634,-0.0090909004211425,0.0282874535769224,0.0483271814882755,2019-11-21,2019-11-22,2019-11-25,2019-11-26,2019-11-27,2019-11-29,2019-12-02,2019-12-03,2019-12-04,2019-12-05,-0.33,0.0,-0.45,0.006,-0.14,-0.35,0.1,0.006,2019-11-21,0.24,0.06,0.22,0.006,2019-11-22,0.92,1.32,-0.38,0.006,2019-11-25,0.19,0.06,-0.9,0.006,2019-11-26,0.44,0.23,-0.03,0.006,2019-11-27,-0.42,-0.04,-0.31,0.006,2019-11-29,-0.87,-0.25,0.48,0.007,2019-12-02,-0.66,0.6,-0.83,0.007,2019-12-03,0.6,0.13,0.24,0.007,2019-12-04,0.13,-0.21,0.46,0.007,2019-12-05,1622377.0,1.6609,1.3927,0.9373,-0.542097,0.5450238031939865,-0.226526,0.267263871080637,0.404616,-0.4385894144508838,1.5340280000000002,-1.511092205333591,0.321571,-0.309612864708066,0.736796,-0.7596911573371887,-0.691578,0.682507713472724,-1.4379830000000002,1.4448480003522637,-1.0891940000000002,1.0801030995788576,1.00354,-0.9752525464230776,0.222917,-0.1745898185117245,0.8122876742746235,-0.1713255433702468,-1.9496816197844744,-2.5803962273788454,1.2979252911318548
5343,5343,APPLIED OPTOELECTRONICS INC,"Piper Jaffray Maintains Neutral on Applied Optoelectronics, Raises Price Target to $10",8,increase,0.8,0.7,"the increase in price target by piper jaffray may signal positive outlook for the company, potentially boosting investor sentiment.",2.0,2019-11-07,AAOI,2019-11-07 17:11:00+00:00,14145.0,03823U10,-0.0871050804853439,0.0105899684131145,-0.0172155350446701,-0.0159939099103212,-0.0216718055307865,0.0087025044485926,0.0250980146229267,-0.0084161944687366,0.0347222089767456,-0.011185654439032,-0.0052790837362408,2019-11-08,2019-11-11,2019-11-12,2019-11-13,2019-11-14,2019-11-15,2019-11-18,2019-11-19,2019-11-20,2019-11-21,0.38,-0.14,0.51,0.006,0.31,0.06,-0.36,0.006,2019-11-08,-0.19,0.0,-0.19,0.006,2019-11-11,0.16,-0.12,-0.15,0.006,2019-11-12,0.01,-0.22,-0.82,0.006,2019-11-13,0.07,-0.11,-0.25,0.006,2019-11-14,0.74,-0.26,-0.34,0.006,2019-11-15,0.02,-0.35,-0.51,0.006,2019-11-18,0.02,0.58,-0.94,0.006,2019-11-19,-0.33,0.0,-0.45,0.006,2019-11-20,-0.14,-0.35,0.1,0.006,2019-11-21,1556561.0,1.6791,1.3915,0.8671,0.644058,-0.731163080485344,0.526521,-0.5159310315868855,-0.313029,0.2958134649553299,0.274656,-0.2906499099103212,0.022791,-0.0444628055307865,0.123537,-0.1148344955514073,1.248534,-1.223435985377073,0.039582,-0.0479981944687366,0.039582,-0.0048597910232543,-0.548103,0.5369173455609679,-0.229074,0.2237949162637591,-1.2470941120722294,-0.2201175666315555,0.0051635550450086,-0.4499472109925151,-0.6304162045957447
